town,ward,precinct,office,district,party,candidate,votes
Beverly,1,1,U.S. Senate,,,Blank Votes,46
Canton,-,2,State House,6th Norfolk,Democratic,William C. Galvin,1596
Brookline,-,13,State House,15th Norfolk,Democratic,Frank Israel Smizik,1249
Everett,6,3,State House,28th Middlesex,,All Others,3
Yarmouth,-,1,President,,Constitution Party,Baldwin and Castle,4
Fall River,6,A,President,,Green-Rainbow,McKinney and Clemente,2
Newburyport,6,1,U.S. House,6th,Democratic,John F. Tierney,1274
Norwell,-,3,President,,Republican,McCain and Palin,1097
Pembroke,-,3,President,,,Blank Votes,13
Boston,20,11,President,,,All Others,3
Boston,12,1,President,,,All Others,1
Williamstown,-,1,U.S. House,1st,,Blank Votes,42
Revere,2,3,President,,Libertarian,Barr and Root,1
Peabody,5,1,State House,12th Essex,Democratic,Joyce A. Spiliotis,1055
Boston,17,14,President,,,All Others,0
Chester,-,1,State House,4th Berkshire,,All Others,2
Lynn,3,1,U.S. House,6th,Democratic,John F. Tierney,987
Boston,21,2,U.S. Senate,,Republican,Jeffrey K. Beatty,52
Boston,2,6,U.S. Senate,,,Total Votes Cast,1319
Northampton,5,B,U.S. Senate,,Libertarian,Robert J. Underwood,46
Boston,4,4,President,,,Total Votes Cast,1393
TOTALS,,,U.S. House,6th,,Total Votes Cast,338718
Fall River,5,B,U.S. House,3rd,,Blank Votes,169
Amherst,-,9A,President,,Constitution Party,Baldwin and Castle,0
Freetown,-,1,State House,6th Bristol,,Total Votes Cast,1610
N. Reading,-,4,Governor's Council,5th,,Total Votes Cast,2203
Belmont,-,8,President,,,All Others,9
Gardner,3,B,U.S. House,1st,Democratic,John W. Olver,704
Lexington,-,7,State House,15th Middlesex,,Blank Votes,501
Boston,1,7,U.S. House,8th,,All Others,12
Arlington,-,16,State Senate,4th Middlesex,Democratic,Kenneth J. Donnelly,931
Concord,-,1,State House,14th Middlesex,,All Others,1
Beverly,4,2,U.S. House,6th,Republican,"Richard A. Baker, Jr.",446
Fall River,8,B,U.S. Senate,,,All Others,1
Barnstable,-,3,U.S. Senate,,,All Others,0
Springfield,3,G,State House,10th Hampden,Republican,George Vazquez,57
Sterling,-,2,U.S. Senate,,Republican,Jeffrey K. Beatty,1158
Chatham,-,1,President,,Constitution Party,Baldwin and Castle,3
Haverhill,2,2,State Senate,1st Essex,,All Others,0
Leominster,3,B,President,,,All Others,8
Boston,16,9,Governor's Council,4th,,All Others,11
N. Adams,3,3,State House,1st Berkshire,Democratic,Daniel E. Bosley,852
Danvers,-,6,State Senate,2nd Essex,,All Others,16
Braintree,-,1,U.S. Senate,,,Blank Votes,47
Duxbury,-,4,Governor's Council,4th,,Total Votes Cast,1431
Taunton,4,A,U.S. Senate,,,All Others,0
Rockland,-,5,U.S. Senate,,Libertarian,Robert J. Underwood,46
Holden,-,5,U.S. House,3rd,,Total Votes Cast,1972
Cambridge,4,3,President,,Libertarian,Barr and Root,6
Boston,4,2,Governor's Council,4th,,Total Votes Cast,1812
Cambridge,9,2,U.S. Senate,,,Total Votes Cast,1925
Springfield,1,E,President,,Green-Rainbow,McKinney and Clemente,1
Boston,21,3,Governor's Council,3rd,,All Others,11
Melrose,3,2,President,,Constitution Party,Baldwin and Castle,2
Springfield,3,D,State Senate,Hampden,,Blank Votes,132
Lawrence,B,2,State House,16th Essex,,Total Votes Cast,640
Great Barrington,-,C,Governor's Council,8th,,Total Votes Cast,815
S. Hadley,-,C,U.S. House,2nd,,All Others,0
Taunton,7,A,President,,,Blank Votes,25
Brookline,-,11,President,,,All Others,12
Pittsfield,7,B,Governor's Council,8th,,All Others,0
Boston,16,6,President,,Republican,McCain and Palin,193
Pembroke,-,3,Governor's Council,1st,,All Others,21
Auburn,-,3,State House,7th Worcester,,All Others,0
Beverly,1,2,State Senate,2nd Essex,,Total Votes Cast,1884
Bellingham,-,4,State House,18th Worcester,Democratic,Jennifer M. Callahan,1454
Spencer,-,2,President,,Green-Rainbow,McKinney and Clemente,3
Boston,1,3,President,,,All Others,12
Great Barrington,-,A,President,,,All Others,1
Charlton,-,2,U.S. Senate,,,Total Votes Cast,2169
Worcester,7,4,U.S. Senate,,,Total Votes Cast,1400
Watertown,-,5,U.S. House,7th,,All Others,1
Boston,14,5,State House,6th Suffolk,,Blank Votes,177
Hanson,-,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1260
Lowell,8,1,U.S. House,5th,,Blank Votes,135
Weymouth,-,7,U.S. Senate,,,Total Votes Cast,1735
Boston,17,12,President,,,Blank Votes,8
TOTALS,,,State House,7th Essex,,Total Votes Cast,19316
Greenfield,-,1,Governor's Council,8th,Democratic,Thomas T. Merrigan,745
Westminster,-,2,U.S. House,1st,,Total Votes Cast,2109
Somerville,7,2,Governor's Council,6th,,Blank Votes,361
Littleton,-,2,State Senate,Middlesex and Worcester,,Total Votes Cast,1804
Lawrence,D,3,State Senate,2nd Essex and Middlesex,,All Others,6
Chicopee,4,A,State House,6th Hampden,Democratic,James T. Welch,598
Chelsea,3,3,U.S. House,8th,,Blank Votes,167
Taunton,5,B,U.S. House,4th,,Blank Votes,70
Hingham,-,2,State Senate,Plymouth and Norfolk,Republican,"Robert L. Hedlund, Jr.",1677
Lincoln,-,1,State Senate,3rd Middlesex,,Total Votes Cast,1773
Weymouth,-,14,State House,4th Norfolk,Democratic,James Michael Murphy,972
W. Bridgewater,-,1,U.S. Senate,,Libertarian,Robert J. Underwood,73
Middleborough,-,1,State House,12th Plymouth,,Blank Votes,960
Lynn,5,2,President,,Green-Rainbow,McKinney and Clemente,0
Marlborough,2,2,U.S. House,3rd,,All Others,11
Lexington,-,6,President,,Constitution Party,Baldwin and Castle,1
Somerset,-,4,State House,5th Bristol,,Total Votes Cast,1888
Sandwich,-,4,President,,,Blank Votes,19
Barnstable,-,10,State House,5th Barnstable,Democratic,Glenn S. Pare,625
Holden,-,3,State Senate,1st Worcester,,All Others,11
Rutland,-,1,President,,Republican,McCain and Palin,1053
Lowell,9,1,State Senate,1st Middlesex,,Blank Votes,169
Haverhill,7,3,Governor's Council,5th,,Blank Votes,682
Blackstone,-,3,U.S. Senate,,,Blank Votes,50
Melrose,6,1,State House,32nd Middlesex,,All Others,8
Methuen,-,8,U.S. Senate,,,All Others,0
Brockton,5,C,President,,Constitution Party,Baldwin and Castle,3
Dudley,-,4,U.S. Senate,,,Total Votes Cast,1128
Leicester,-,1,U.S. Senate,,Republican,Jeffrey K. Beatty,568
W. Springfield,-,2,U.S. House,1st,,Blank Votes,31
Marshfield,-,2,State Senate,Plymouth and Norfolk,,Total Votes Cast,2238
Worcester,3,5,President,,Republican,McCain and Palin,451
Fall River,1,B,President,,Constitution Party,Baldwin and Castle,3
Burlington,-,6,State House,21st Middlesex,,All Others,22
Malden,3,2,U.S. House,7th,Democratic,Edward J. Markey,1251
Andover,-,7,President,,Democratic,Obama and Biden,1107
Watertown,-,9,U.S. Senate,,,Blank Votes,29
Saugus,-,5,U.S. House,6th,Republican,"Richard A. Baker, Jr.",439
Revere,1,2,U.S. Senate,,,All Others,1
Uxbridge,-,4,President,,Green-Rainbow,McKinney and Clemente,2
New Bedford,2,F,President,,,Total Votes Cast,671
Brewster,-,1,President,,,All Others,4
Boston,3,2,President,,,Total Votes Cast,1043
Arlington,-,11,State House,23rd Middlesex,,Blank Votes,288
Westfield,4,B,State House,4th Hampden,,All Others,2
Shrewsbury,-,7,U.S. House,3rd,,Total Votes Cast,2268
Sunderland,-,1,Governor's Council,8th,,Blank Votes,152
Fairhaven,-,3,State Senate,2nd Bristol and Plymouth,,All Others,12
Billerica,-,4,U.S. Senate,,Republican,Jeffrey K. Beatty,673
Rehoboth,-,1,U.S. House,3rd,Democratic,James P. McGovern,1396
Boston,18,16,Governor's Council,2nd,,Total Votes Cast,1156
Springfield,1,G,President,,Republican,McCain and Palin,69
Cummington,-,1,U.S. Senate,,Democratic,John F. Kerry,385
Sunderland,-,1,U.S. Senate,,,All Others,0
Taunton,5,A,President,,,No Preference,0
Newton,8,4,State House,12th Middlesex,,Blank Votes,355
Gardner,3,A,U.S. Senate,,,Total Votes Cast,657
Boston,11,4,President,,Unenrolled,Nader and Gonzalez,4
Melrose,6,2,President,,Libertarian,Barr and Root,5
Oakham,-,1,U.S. House,1st,,Blank Votes,80
Milton,-,3,State House,12th Suffolk,,All Others,10
Rochester,-,1,State House,10th Bristol,Democratic,William M. Straus,2212
Monterey,-,1,Governor's Council,8th,Republican,Michael Franco,101
Revere,1,3,U.S. House,7th,,Blank Votes,96
Westwood,-,4,President,,Green-Rainbow,McKinney and Clemente,5
Leominster,1,C,U.S. House,1st,,Total Votes Cast,992
Everett,1,1,President,,Libertarian,Barr and Root,2
Douglas,-,2,State Senate,Worcester and Norfolk,,All Others,0
N. Reading,-,2,State House,20th Middlesex,,All Others,0
Oak Bluffs,-,1,President,,,Total Votes Cast,2688
Walpole,-,8,State Senate,Bristol and Norfolk,,Blank Votes,92
New Bedford,6,G,U.S. Senate,,Libertarian,Robert J. Underwood,12
Melrose,7,2,President,,,No Preference,0
Northampton,7,A,President,,,No Preference,0
Worcester,9,2,U.S. Senate,,,All Others,5
Spencer,-,4,President,,,Blank Votes,5
Somerset,-,4,State Senate,1st Bristol and Plymouth,,All Others,0
Chicopee,5,B,U.S. Senate,,,Total Votes Cast,1353
Melrose,5,2,Governor's Council,6th,,Total Votes Cast,1089
Cambridge,10,1,President,,Libertarian,Barr and Root,6
Chelsea,4,3,U.S. Senate,,Democratic,John F. Kerry,474
Boston,9,1,President,,,All Others,4
Boston,18,18,President,,Republican,McCain and Palin,263
Amesbury,-,2,State Senate,1st Essex,,Blank Votes,365
Malden,6,1,President,,Democratic,Obama and Biden,1145
Boston,1,11,Governor's Council,6th,,Blank Votes,333
Newton,4,1,U.S. House,4th,Democratic,Barney Frank,994
Brookline,-,11,President,,Unenrolled,Nader and Gonzalez,13
Chelsea,1,1,State House,2nd Suffolk,Democratic,Eugene L. O'Flaherty,261
Foxborough,-,3,State House,1st Bristol,Republican,Fred Jay Barrows,1111
Worcester,5,4,State Senate,2nd Worcester,Republican,John I. Lebeaux,404
Marblehead,-,5,President,,,All Others,9
Clinton,-,1,President,,Unenrolled,Nader and Gonzalez,25
Cummington,-,1,U.S. House,1st,,Blank Votes,9
Gloucester,2,2,Governor's Council,5th,Democratic,Mary-Ellen Manning,850
Salem,5,1,Governor's Council,5th,,Blank Votes,260
Newton,6,4,Governor's Council,3rd,,Total Votes Cast,1723
Springfield,2,G,U.S. Senate,,,All Others,1
Waltham,4,1,U.S. House,7th,,All Others,0
Belchertown,-,A,Governor's Council,8th,,Total Votes Cast,1779
Rockport,-,2,Governor's Council,5th,,All Others,3
Chelmsford,-,8,State Senate,3rd Middlesex,,Blank Votes,187
Abington,-,4,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1892
Hudson,-,2,U.S. House,5th,,All Others,6
Franklin,-,7,U.S. Senate,,Republican,Jeffrey K. Beatty,868
Boston,19,5,President,,,Blank Votes,9
Grafton,-,1,State Senate,2nd Worcester,,Total Votes Cast,1825
Springfield,1,F,President,,,All Others,3
Melrose,1,2,State Senate,Middlesex and Essex,,Blank Votes,270
Chelmsford,-,7,State House,2nd Middlesex,Democratic,James Arciero,1096
Fall River,8,A,U.S. House,4th,,All Others,0
Lowell,8,2,President,,,Total Votes Cast,1003
Billerica,-,5,Governor's Council,6th,,Total Votes Cast,2019
Quincy,2,1,President,,Democratic,Obama and Biden,690
Weymouth,-,9,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1195
Everett,5,1,President,,Unenrolled,Nader and Gonzalez,16
Chicopee,2,B,U.S. Senate,,Libertarian,Robert J. Underwood,38
Boston,17,6,President,,,All Others,3
Stockbridge,-,1,Governor's Council,8th,Republican,Michael Franco,207
Raynham,-,3,U.S. Senate,,Libertarian,Robert J. Underwood,59
Newton,3,1,U.S. Senate,,Republican,Jeffrey K. Beatty,353
Quincy,1,1,Governor's Council,4th,,All Others,19
Amherst,-,6,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,1471
Woburn,3,2,Governor's Council,6th,,All Others,0
Mansfield,-,5,State Senate,Bristol and Norfolk,Democratic,James E. Timilty,1150
Lee,-,3,U.S. Senate,,,Blank Votes,16
W. Springfield,-,8,State Senate,Hampden,Democratic,Stephen J. Buoniconti,1153
Haverhill,1,3,President,,Constitution Party,Baldwin and Castle,4
Marlborough,6,2,Governor's Council,3rd,,All Others,17
Chelsea,2,2,President,,Green-Rainbow,McKinney and Clemente,5
Mattapoisett,-,1,Governor's Council,1st,,Blank Votes,693
Westfield,5,B,President,,,No Preference,0
Walpole,-,4,U.S. Senate,,,Total Votes Cast,2016
Cambridge,11,3,U.S. House,8th,,Total Votes Cast,1953
Revere,5,2A,President,,Green-Rainbow,McKinney and Clemente,3
Lee,-,1,Governor's Council,8th,,All Others,1
Springfield,3,A,U.S. Senate,,Libertarian,Robert J. Underwood,27
Boston,3,1,U.S. House,8th,Democratic,Michael E. Capuano,1643
Melrose,4,1,President,,Green-Rainbow,McKinney and Clemente,2
Boston,19,4,President,,,Total Votes Cast,1145
Worcester,7,3,Governor's Council,7th,Democratic,Thomas J. Foley,1048
Melrose,5,2,President,,Constitution Party,Baldwin and Castle,1
Lowell,1,3,State House,17th Middlesex,Democratic,David M. Nangle,1242
Wellfleet,-,1,State House,4th Barnstable,,All Others,0
Quincy,3,1,Governor's Council,4th,,Total Votes Cast,1720
Taunton,3,A,U.S. Senate,,,All Others,1
Boston,16,1,Governor's Council,4th,,All Others,13
Billerica,-,1,President,,Republican,McCain and Palin,735
Gardner,1,C,President,,Democratic,Obama and Biden,110
Newton,7,4,President,,Democratic,Obama and Biden,741
Franklin,-,4,U.S. House,3rd,Democratic,James P. McGovern,1536
Rockport,-,2,President,,,All Others,4
Boston,3,7,State Senate,2nd Suffolk,(Write-In),Dianne Wilkerson,8
Wellesley,-,E,State Senate,1st Middlesex and Norfolk,,Blank Votes,906
Haverhill,6,2,State House,3rd Essex,,Blank Votes,316
TOTALS,,,State House,1st Middlesex,Republican,Robert S. Hargraves,11479
Boston,3,8,U.S. Senate,,,All Others,2
Lynn,1,4,President,,Green-Rainbow,McKinney and Clemente,1
Weymouth,-,18,State Senate,Plymouth and Norfolk,,All Others,12
Medford,4,2,President,,Libertarian,Barr and Root,6
Lowell,6,1,U.S. Senate,,Libertarian,Robert J. Underwood,43
Peabody,5,3,State House,12th Essex,,All Others,19
Boston,4,9,U.S. House,8th,Democratic,Michael E. Capuano,377
Somerville,7,2,President,,Libertarian,Barr and Root,10
Holyoke,6,B,U.S. House,1st,Republican,Nathan A. Bech,244
Cambridge,2,2,State House,9th Suffolk,,All Others,7
Adams,-,5,U.S. House,1st,Republican,Nathan A. Bech,166
Salem,7,2,Governor's Council,5th,,Total Votes Cast,1724
Boston,5,8,State House,8th Suffolk,,Blank Votes,362
Waltham,8,1,U.S. Senate,,Republican,Jeffrey K. Beatty,226
New Bedford,2,F,President,,Unenrolled,Nader and Gonzalez,6
Sherborn,-,1,President,,Constitution Party,Baldwin and Castle,1
Newburyport,6,1,State House,1st Essex,,All Others,14
Middleborough,-,2,State House,12th Bristol,Democratic,Stephen R. Canessa,1143
Boston,21,7,U.S. House,8th,,Blank Votes,194
Arlington,-,21,President,,Green-Rainbow,McKinney and Clemente,3
Heath,-,1,President,,,Total Votes Cast,444
Holbrook,-,2,U.S. Senate,,,All Others,0
Revere,5,2,Governor's Council,6th,,Blank Votes,191
Newton,2,2,U.S. House,4th,Democratic,Barney Frank,1122
Milton,-,7,President,,,Total Votes Cast,1397
Hingham,-,4,President,,Libertarian,Barr and Root,13
Arlington,-,11,U.S. House,7th,,Total Votes Cast,1275
Milford,-,4,State House,10th Worcester,,Blank Votes,323
Harwich,-,1,President,,Libertarian,Barr and Root,5
Boston,7,2,U.S. House,9th,Democratic,Stephen F. Lynch,936
Franklin,-,3,State House,10th Norfolk,,Total Votes Cast,1981
Mattapoisett,-,1,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,2108
Dartmouth,-,8,President,,Constitution Party,Baldwin and Castle,3
Springfield,6,B,State House,2nd Hampden,,Total Votes Cast,1038
Boston,7,10,President,,,No Preference,0
W. Newbury,-,1,Governor's Council,5th,Democratic,Mary-Ellen Manning,1728
Falmouth,-,5,State Senate,Plymouth and Barnstable,,All Others,32
Boston,11,4,State Senate,2nd Suffolk,Unenrolled,William Theodore Leonard,50
Lawrence,E,2,U.S. Senate,,Democratic,John F. Kerry,788
Mansfield,-,6,President,,Green-Rainbow,McKinney and Clemente,3
Lynn,7,3,U.S. Senate,,,Total Votes Cast,1075
Quincy,6,3,U.S. Senate,,,Blank Votes,99
Marlborough,6,1,President,,Libertarian,Barr and Root,6
Walpole,-,3,President,,,Total Votes Cast,1703
Salem,2,2,U.S. Senate,,Libertarian,Robert J. Underwood,39
Newton,3,4,U.S. Senate,,,All Others,2
New Bedford,1,C,President,,Libertarian,Barr and Root,2
Franklin,-,3,Governor's Council,2nd,,Total Votes Cast,1981
Weymouth,-,14,President,,,Total Votes Cast,1406
Wakefield,-,4,U.S. House,6th,,All Others,0
Randolph,-,6,State Senate,"Norfolk, Bristol and Plymouth",,Total Votes Cast,1784
Braintree,-,6,State Senate,Norfolk and Plymouth,,Total Votes Cast,1346
Dudley,-,3,State House,8th Worcester,,All Others,3
Ashland,-,1,Governor's Council,2nd,,Total Votes Cast,2188
Topsfield,-,1,Governor's Council,5th,,Blank Votes,1510
Falmouth,-,9,U.S. Senate,,Democratic,John F. Kerry,1174
Townsend,-,3,U.S. House,1st,,Blank Votes,103
Everett,3,2,State Senate,"Middlesex, Suffolk and Essex",,Blank Votes,128
Westminster,-,1,State House,1st Worcester,Republican,Lewis G. Evangelidis,1666
Andover,-,4,State House,17th Essex,,Total Votes Cast,1881
Boston,10,5,President,,Constitution Party,Baldwin and Castle,2
Danvers,-,4,Governor's Council,5th,Democratic,Mary-Ellen Manning,1133
S. Hadley,-,D,President,,Green-Rainbow,McKinney and Clemente,3
Groveland,-,1,Governor's Council,5th,,Blank Votes,1231
Hopkinton,-,1,Governor's Council,2nd,,Blank Votes,713
TOTALS,,,State Senate,1st Worcester,,Blank Votes,18610
Easthampton,-,2,President,,Republican,McCain and Palin,372
Dennis,-,1,Governor's Council,1st,,Blank Votes,742
Ashland,-,1,President,,Green-Rainbow,McKinney and Clemente,6
Boxford,-,2,State Senate,1st Essex and Middlesex,Republican,Bruce E. Tarr,1323
Lowell,4,3,U.S. House,5th,Democratic,Nicola S. Tsongas,565
Amherst,-,6,President,,,Total Votes Cast,1703
Dudley,-,1,U.S. House,2nd,Democratic,Richard E. Neal,897
Holbrook,-,1,State House,5th Norfolk,,Blank Votes,218
Boston,16,6,U.S. Senate,,Libertarian,Robert J. Underwood,15
Boston,18,14,President,,Green-Rainbow,McKinney and Clemente,0
Hopkinton,-,3,President,,Libertarian,Barr and Root,14
Groton,-,2,U.S. House,5th,,Blank Votes,508
Fall River,4,A,U.S. Senate,,Democratic,John F. Kerry,756
Belmont,-,3,U.S. Senate,,,Total Votes Cast,1530
Ipswich,-,4,President,,,All Others,0
Somerville,3,3,State House,27th Middlesex,,Blank Votes,391
Lowell,6,1,President,,Republican,McCain and Palin,545
Fall River,9,C,U.S. House,4th,,All Others,0
Boston,10,1,President,,,All Others,1
Fitchburg,1,B,State House,3rd Worcester,,All Others,8
Leominster,3,A,U.S. House,1st,Democratic,John W. Olver,681
Somerville,2,1,U.S. House,8th,,All Others,14
Braintree,-,12,U.S. House,9th,Democratic,Stephen F. Lynch,1229
Concord,-,4,U.S. Senate,,,Blank Votes,40
TOTALS,,,State House,8th Norfolk,,All Others,210
Waltham,7,2,U.S. House,7th,,Blank Votes,46
Everett,2,1,State House,28th Middlesex,,Total Votes Cast,720
Peabody,2,1,U.S. Senate,,,All Others,1
Billerica,-,4,U.S. House,5th,,Total Votes Cast,1827
Stoughton,-,8,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Brian A. Joyce,785
Brookline,-,4,President,,,Blank Votes,9
Boston,16,12,Governor's Council,4th,,All Others,12
Lynn,5,3,U.S. Senate,,Libertarian,Robert J. Underwood,4
New Bedford,1,C,President,,,Total Votes Cast,930
Newton,7,2,State Senate,1st Middlesex and Norfolk,,All Others,19
Concord,-,4,State House,14th Middlesex,,All Others,1
Boston,17,7,State Senate,1st Suffolk,,All Others,6
Lawrence,D,4,State Senate,2nd Essex and Middlesex,Democratic,Susan C. Tucker,563
Ludlow,-,6,President,,Libertarian,Barr and Root,3
Bourne,-,6,U.S. Senate,,,Total Votes Cast,1366
Agawam,-,2,President,,Libertarian,Barr and Root,6
Halifax,-,1,State Senate,2nd Plymouth and Bristol,Democratic,Thomas P. Kennedy,1502
Boston,1,7,U.S. Senate,,,Blank Votes,48
Lowell,2,1,State Senate,1st Middlesex,Democratic,Steven C. Panagiotakos,345
