town,ward,precinct,office,district,party,candidate,votes
Methuen,-,12,President,,Green-Rainbow,No Preference,0
Boston,17,14,President,,Green-Rainbow,All Others,0
Amherst,-,1,President,,Democratic,All Others,0
Marshfield,-,6,President,,Republican,Tom Tancredo,0
TOTALS,,,President,,Democratic,Mike Gravel,1463
Chelsea,2,4,President,,Republican,Total Votes Cast,19
Arlington,-,12,President,,Republican,Duncan Hunter,0
Weymouth,-,16,President,,Republican,Total Votes Cast,406
Worcester,8,4,President,,Republican,No Preference,0
Somerville,3,3,President,,Democratic,Dennis J. Kucinich,4
Stoughton,-,5,President,,Republican,Blank Votes,5
Leicester,-,1,President,,Republican,No Preference,2
Watertown,-,6,President,,Republican,Mitt Romney,63
Fitchburg,4,B,President,,Democratic,Bill Richardson,1
Boston,19,5,President,,Democratic,No Preference,2
New Bedford,2,F,President,,Republican,All Others,0
Newton,3,1,President,,Democratic,Mike Gravel,0
Pembroke,-,2,President,,Democratic,Mike Gravel,0
Newton,3,4,President,,Democratic,John Edwards,6
Arlington,-,5,President,,Republican,Ron Paul,6
Worcester,9,1,President,,Democratic,Dennis J. Kucinich,3
Everett,6,3,President,,Democratic,Dennis J. Kucinich,0
Middleborough,-,2,President,,Republican,Fred Thompson,4
Natick,-,4,President,,Green-Rainbow,Ralph Nader,1
Shrewsbury,-,7,President,,Republican,John McCain,225
Monson,-,C,President,,Democratic,No Preference,4
Palmer,-,2,President,,Green-Rainbow,Blank Votes,0
Lexington,-,6,President,,Green-Rainbow,No Preference,0
Boston,18,16,President,,Green-Rainbow,Blank Votes,0
Fall River,3,C,President,,Democratic,"Joseph R. Biden, Jr.",0
Worcester,8,1,President,,Democratic,Bill Richardson,0
Harwich,-,2,President,,Republican,John McCain,144
Ashby,-,1,President,,Republican,All Others,1
E. Bridgewater,-,3,President,,Green-Rainbow,Kent Mesplay,0
Blackstone,-,3,President,,Democratic,"Joseph R. Biden, Jr.",2
Clinton,-,4,President,,Green-Rainbow,Total Votes Cast,0
Fall River,6,C,President,,Green-Rainbow,Ralph Nader,0
Sandwich,-,3,President,,Green-Rainbow,Cynthia McKinney,0
Needham,-,I,President,,Republican,Ron Paul,9
Shrewsbury,-,3,President,,Republican,Mike Huckabee,13
Lawrence,F,1,President,,Republican,Mike Huckabee,8
Boston,12,5,President,,Green-Rainbow,No Preference,0
Newton,6,2,President,,Green-Rainbow,Ralph Nader,0
Billerica,-,6,President,,Republican,Rudy Giuliani,2
Falmouth,-,2,President,,Democratic,Hillary Clinton,454
Spencer,-,2,President,,Green-Rainbow,Elaine Brown,0
Framingham,-,16,President,,Republican,Tom Tancredo,0
Lowell,1,1,President,,Green-Rainbow,Elaine Brown,0
Boston,22,3,President,,Republican,Duncan Hunter,0
Lancaster,-,1,President,,Republican,Mike Huckabee,23
Leominster,4,B,President,,Democratic,Hillary Clinton,284
Cambridge,10,1,President,,Democratic,John Edwards,12
Boston,20,9,President,,Democratic,Hillary Clinton,260
Lawrence,C,1,President,,Republican,Duncan Hunter,0
Salisbury,-,1,President,,Green-Rainbow,Ralph Nader,1
Boston,10,5,President,,Republican,Duncan Hunter,0
Fall River,3,B,President,,Democratic,Barack Obama,143
Lawrence,A,2,President,,Democratic,John Edwards,1
Yarmouth,-,4,President,,Republican,Fred Thompson,0
Brookline,-,12,President,,Democratic,John Edwards,6
Attleboro,2,B,President,,Democratic,"Joseph R. Biden, Jr.",2
Winthrop,-,6,President,,Republican,Mike Huckabee,3
Westfield,3,A,President,,Green-Rainbow,Kat Swift,0
Franklin,-,1,President,,Democratic,Barack Obama,245
Walpole,-,4,President,,Republican,Blank Votes,0
Marlborough,1,2,President,,Democratic,Barack Obama,232
Melrose,7,2,President,,Republican,Mitt Romney,135
Taunton,4,A,President,,Green-Rainbow,Blank Votes,0
Boston,21,14,President,,Republican,No Preference,0
Chicopee,3,B,President,,Republican,No Preference,1
Medfield,-,4,President,,Democratic,Christopher J. Dodd,1
Blandford,-,1,President,,Republican,Fred Thompson,1
Gloucester,3,2,President,,Republican,Duncan Hunter,0
New Bedford,6,E,President,,Democratic,Dennis J. Kucinich,1
Newburyport,4,1,President,,Green-Rainbow,Kat Swift,0
New Bedford,3,E,President,,Green-Rainbow,Cynthia McKinney,0
Pittsfield,3,B,President,,Green-Rainbow,No Preference,2
Taunton,8,B,President,,Democratic,Total Votes Cast,622
Dudley,-,3,President,,Green-Rainbow,No Preference,0
Cambridge,9,1,President,,Democratic,John Edwards,12
Springfield,3,A,President,,Republican,John McCain,12
Lowell,5,2,President,,Republican,Rudy Giuliani,1
Hopkinton,-,1,President,,Green-Rainbow,Cynthia McKinney,0
Boston,8,5,President,,Green-Rainbow,No Preference,0
Newton,8,3,President,,Republican,Mitt Romney,104
Wakefield,-,7,President,,Republican,Ron Paul,10
Framingham,-,9,President,,Republican,Fred Thompson,0
Fall River,7,D,President,,Republican,Rudy Giuliani,0
Boston,22,3,President,,Democratic,John Edwards,4
Worcester,2,3,President,,Republican,Ron Paul,6
Boston,3,5,President,,Democratic,"Joseph R. Biden, Jr.",1
Plymouth,-,9,President,,Democratic,Blank Votes,1
Somerville,5,3,President,,Green-Rainbow,All Others,0
Berlin,-,1,President,,Green-Rainbow,Blank Votes,1
Franklin,-,1,President,,Green-Rainbow,All Others,0
Easthampton,-,3,President,,Green-Rainbow,Jared Ball,0
Egremont,-,1,President,,Republican,Total Votes Cast,79
Bridgewater,-,3,President,,Democratic,Barack Obama,209
Methuen,-,12,President,,Republican,Total Votes Cast,377
Agawam,-,5,President,,Democratic,Bill Richardson,1
Westford,-,4,President,,Democratic,"Joseph R. Biden, Jr.",1
Dedham,-,5,President,,Republican,Total Votes Cast,345
Saugus,-,1,President,,Democratic,John Edwards,12
Tewksbury,-,2A,President,,Green-Rainbow,Kat Swift,0
Arlington,-,2,President,,Democratic,All Others,5
Canton,-,5,President,,Democratic,"Joseph R. Biden, Jr.",4
Boxford,-,3,President,,Green-Rainbow,Kent Mesplay,0
Brookline,-,14,President,,Democratic,Christopher J. Dodd,1
Boston,6,4,President,,Democratic,Dennis J. Kucinich,2
Savoy,-,1,President,,Republican,Tom Tancredo,0
New Bedford,6,D,President,,Green-Rainbow,No Preference,0
Barnstable,-,3,President,,Democratic,Hillary Clinton,316
Springfield,5,C,President,,Democratic,Hillary Clinton,157
W. Springfield,-,1,President,,Democratic,Christopher J. Dodd,0
Swampscott,-,6,President,,Democratic,Blank Votes,4
Grafton,-,1,President,,Democratic,No Preference,2
Marion,-,1,President,,Republican,Rudy Giuliani,6
Boston,2,3,President,,Democratic,All Others,2
Boston,20,9,President,,Democratic,Christopher J. Dodd,0
Mashpee,-,5,President,,Green-Rainbow,Jared Ball,0
Boston,4,4,President,,Green-Rainbow,Cynthia McKinney,0
Duxbury,-,1,President,,Republican,Blank Votes,1
Phillipston,-,1,President,,Democratic,Mike Gravel,1
Malden,2,1,President,,Republican,Blank Votes,0
Abington,-,3,President,,Democratic,"Joseph R. Biden, Jr.",0
Peabody,1,1,President,,Republican,Ron Paul,6
Lawrence,E,3,President,,Republican,Tom Tancredo,0
New Bedford,4,F,President,,Green-Rainbow,Jared Ball,0
Worcester,4,1,President,,Democratic,John Edwards,7
Taunton,7,A,President,,Democratic,All Others,2
Boston,12,5,President,,Republican,Rudy Giuliani,0
Southbridge,-,3,President,,Green-Rainbow,Total Votes Cast,3
Boston,20,5,President,,Democratic,Christopher J. Dodd,0
N. Attleborough,-,5,President,,Green-Rainbow,Blank Votes,0
Cambridge,2,3,President,,Green-Rainbow,Cynthia McKinney,0
Newbury,-,1,President,,Republican,John McCain,237
Lowell,3,3,President,,Democratic,No Preference,4
Arlington,-,16,President,,Republican,Total Votes Cast,186
Boston,3,8,President,,Democratic,Christopher J. Dodd,0
Sterling,-,1,President,,Republican,Mike Huckabee,23
Wellesley,-,F,President,,Democratic,No Preference,0
Boston,18,18,President,,Green-Rainbow,Kat Swift,0
Agawam,-,8,President,,Republican,Blank Votes,0
Worcester,9,3,President,,Democratic,Mike Gravel,0
Weymouth,-,17,President,,Green-Rainbow,Kat Swift,0
Brockton,7,C,President,,Green-Rainbow,Kat Swift,0
Boston,20,6,President,,Republican,Duncan Hunter,0
Marlborough,6,1,President,,Republican,All Others,1
Brookline,-,1,President,,Green-Rainbow,Blank Votes,0
Lowell,2,2,President,,Green-Rainbow,Ralph Nader,0
Leominster,1,A,President,,Democratic,Mike Gravel,0
S. Hadley,-,E,President,,Republican,John McCain,103
Spencer,-,4,President,,Republican,Tom Tancredo,0
Amesbury,-,1,President,,Green-Rainbow,Ralph Nader,1
Lowell,2,1,President,,Green-Rainbow,Ralph Nader,0
New Bedford,2,A,President,,Democratic,No Preference,1
Boxford,-,3,President,,Green-Rainbow,Blank Votes,0
Mashpee,-,5,President,,Republican,John McCain,117
Framingham,-,7,President,,Democratic,Dennis J. Kucinich,1
Medford,6,1,President,,Democratic,Hillary Clinton,473
Framingham,-,18,President,,Democratic,John Edwards,7
Holden,-,1,President,,Green-Rainbow,Blank Votes,0
Boston,12,9,President,,Democratic,Barack Obama,265
Oxford,-,2,President,,Democratic,John Edwards,6
Amherst,-,10,President,,Republican,Total Votes Cast,23
Brookline,-,6,President,,Republican,Rudy Giuliani,1
Brookline,-,5,President,,Republican,Mike Huckabee,2
Southbridge,-,2,President,,Democratic,Barack Obama,98
Lowell,4,3,President,,Republican,Ron Paul,1
Arlington,-,2,President,,Green-Rainbow,All Others,0
Webster,-,4,President,,Green-Rainbow,Kent Mesplay,0
Westborough,-,1,President,,Republican,Blank Votes,0
Boston,17,5,President,,Republican,Fred Thompson,0
Rowley,-,1,President,,Republican,Mitt Romney,488
Wellesley,-,C,President,,Democratic,Bill Richardson,0
Duxbury,-,2,President,,Republican,Total Votes Cast,564
Cambridge,3,1,President,,Republican,Mitt Romney,28
Fall River,8,B,President,,Green-Rainbow,Kent Mesplay,0
Southbridge,-,5,President,,Democratic,Hillary Clinton,250
Boston,16,8,President,,Republican,Mitt Romney,37
Woburn,1,1,President,,Republican,All Others,0
Savoy,-,1,President,,Republican,Mitt Romney,9
Holyoke,4,A,President,,Green-Rainbow,Elaine Brown,0
Tyringham,-,1,President,,Republican,Ron Paul,2
Wilmington,-,3,President,,Republican,Mitt Romney,219
Boston,10,7,President,,Green-Rainbow,Jared Ball,0
Cambridge,10,2,President,,Democratic,John Edwards,11
Peabody,3,3,President,,Green-Rainbow,Jared Ball,0
Stoughton,-,1,President,,Green-Rainbow,Blank Votes,0
Pepperell,-,3,President,,Green-Rainbow,Jared Ball,0
Monson,-,B,President,,Republican,John McCain,86
Boston,18,13,President,,Democratic,Christopher J. Dodd,0
Amherst,-,3A,President,,Republican,Rudy Giuliani,0
Adams,-,1,President,,Democratic,Christopher J. Dodd,0
Kingston,-,3,President,,Green-Rainbow,Elaine Brown,0
Lynn,5,4,President,,Democratic,John Edwards,10
Peabody,2,3,President,,Republican,John McCain,79
Arlington,-,15,President,,Democratic,No Preference,15
Boylston,-,1,President,,Democratic,Blank Votes,0
Greenfield,-,2,President,,Republican,All Others,1
Lakeville,-,3,President,,Green-Rainbow,Total Votes Cast,0
Athol,-,2,President,,Republican,Mitt Romney,98
Chicopee,3,AW,President,,Democratic,Hillary Clinton,233
E. Bridgewater,-,3,President,,Republican,Duncan Hunter,0
Boston,1,13,President,,Democratic,Dennis J. Kucinich,0
Somerville,5,1,President,,Democratic,Hillary Clinton,510
Hull,-,1,President,,Green-Rainbow,Jared Ball,0
Lowell,11,1,President,,Democratic,John Edwards,5
Ludlow,-,1,President,,Democratic,Christopher J. Dodd,0
Worcester,10,1,President,,Green-Rainbow,Jared Ball,0
New Bedford,3,E,President,,Green-Rainbow,Jared Ball,0
Boston,12,5,President,,Green-Rainbow,Jared Ball,0
Southwick,-,2,President,,Republican,Tom Tancredo,0
Salem,1,1,President,,Green-Rainbow,Ralph Nader,1
Taunton,5,A,President,,Republican,Mitt Romney,54
Westborough,-,5,President,,Democratic,Hillary Clinton,394
Dracut,-,4,President,,Green-Rainbow,Blank Votes,0
Holyoke,7,A,President,,Republican,Rudy Giuliani,0
Littleton,-,3,President,,Democratic,Bill Richardson,1
Malden,5,2,President,,Republican,All Others,2
Boston,15,2,President,,Democratic,Christopher J. Dodd,0
Lynn,2,1,President,,Democratic,Hillary Clinton,601
Woburn,3,1,President,,Democratic,Blank Votes,0
Bridgewater,-,6,President,,Green-Rainbow,Cynthia McKinney,0
Quincy,5,3,President,,Republican,Total Votes Cast,159
Boston,4,2,President,,Democratic,Bill Richardson,1
Worcester,1,2,President,,Green-Rainbow,Jared Ball,0
Taunton,3,A,President,,Republican,John McCain,45
Bedford,-,4,President,,Republican,Tom Tancredo,0
Chicopee,8,B,President,,Green-Rainbow,No Preference,0
Methuen,-,10,President,,Green-Rainbow,Blank Votes,0
Great Barrington,-,C,President,,Green-Rainbow,Total Votes Cast,3
Worcester,1,2,President,,Democratic,Barack Obama,367
Brookline,-,10,President,,Green-Rainbow,No Preference,0
Tewksbury,-,1A,President,,Democratic,Total Votes Cast,742
Malden,5,1,President,,Democratic,Barack Obama,184
Saugus,-,5,President,,Republican,Tom Tancredo,0
Brookline,-,6,President,,Democratic,John Edwards,6
Peabody,4,3A,President,,Republican,Duncan Hunter,1
Lowell,7,1,President,,Green-Rainbow,Kent Mesplay,0
Boston,17,11,President,,Republican,Tom Tancredo,0
Quincy,4,2,President,,Green-Rainbow,Kat Swift,0
Boston,10,6,President,,Republican,Mike Huckabee,1
Plymouth,-,1,President,,Democratic,Barack Obama,166
Boston,6,1,President,,Democratic,Dennis J. Kucinich,1
Chelmsford,-,4,President,,Green-Rainbow,Kat Swift,0
Lawrence,D,2,President,,Republican,Rudy Giuliani,1
Somerville,7,1,President,,Democratic,Hillary Clinton,442
Boston,17,9,President,,Democratic,John Edwards,1
Groton,-,2,President,,Green-Rainbow,Kent Mesplay,1
Groton,-,3,President,,Democratic,No Preference,0
Springfield,8,A,President,,Democratic,Total Votes Cast,320
Brockton,5,C,President,,Republican,Ron Paul,4
Springfield,2,G,President,,Democratic,Barack Obama,159
Boston,18,13,President,,Green-Rainbow,All Others,0
Boston,20,5,President,,Democratic,Bill Richardson,1
Arlington,-,13,President,,Republican,No Preference,0
Holyoke,3,B,President,,Democratic,Hillary Clinton,384
Needham,-,I,President,,Republican,Blank Votes,0
Dudley,-,1,President,,Democratic,Total Votes Cast,452
Boston,18,15,President,,Democratic,Mike Gravel,0
Milton,-,3,President,,Republican,Tom Tancredo,0
Lowell,7,3,President,,Green-Rainbow,No Preference,0
Boston,18,11,President,,Republican,Mitt Romney,17
Leominster,3,B,President,,Republican,John McCain,122
Fall River,8,B,President,,Democratic,Barack Obama,168
Fall River,1,D,President,,Democratic,All Others,1
Billerica,-,9,President,,Green-Rainbow,Total Votes Cast,1
Springfield,4,A,President,,Republican,All Others,3
Hanover,-,3,President,,Democratic,John Edwards,16
Boston,20,17,President,,Green-Rainbow,Jared Ball,0
Everett,5,2,President,,Green-Rainbow,Kat Swift,0
Chicopee,5,B,President,,Green-Rainbow,Ralph Nader,0
Lexington,-,2,President,,Democratic,John Edwards,9
Malden,3,2,President,,Democratic,Christopher J. Dodd,2
New Bedford,2,B,President,,Republican,Rudy Giuliani,0
Springfield,4,F,President,,Democratic,John Edwards,0
Stoneham,-,3,President,,Green-Rainbow,Cynthia McKinney,0
Franklin,-,7,President,,Green-Rainbow,Jared Ball,0
Boston,9,3,President,,Green-Rainbow,All Others,0
Belmont,-,1,President,,Democratic,Hillary Clinton,373
Springfield,5,C,President,,Democratic,Blank Votes,0
Hopkinton,-,2,President,,Republican,Duncan Hunter,0
Reading,-,8,President,,Republican,All Others,0
Taunton,3,B,President,,Green-Rainbow,Ralph Nader,0
Brockton,6,D,President,,Green-Rainbow,Kent Mesplay,0
Haverhill,2,2,President,,Republican,Duncan Hunter,0
Seekonk,-,4,President,,Green-Rainbow,Cynthia McKinney,0
Newton,7,3,President,,Republican,Fred Thompson,0
New Bedford,2,D,President,,Green-Rainbow,Jared Ball,0
Bedford,-,4,President,,Republican,All Others,1
Longmeadow,-,D,President,,Democratic,Mike Gravel,0
Worcester,6,4,President,,Democratic,Christopher J. Dodd,0
Methuen,-,8,President,,Democratic,"Joseph R. Biden, Jr.",2
TOTALS,,,President,,Green-Rainbow,Total Votes Cast,1941
Rockland,-,1,President,,Green-Rainbow,Kent Mesplay,0
Harvard,-,1,President,,Democratic,Mike Gravel,1
Peabody,5,3,President,,Republican,Mitt Romney,161
Needham,-,G,President,,Republican,Total Votes Cast,379
Dudley,-,2,President,,Democratic,Dennis J. Kucinich,0
Middleborough,-,6,President,,Green-Rainbow,Jared Ball,0
N. Adams,2,2,President,,Republican,All Others,0
Boston,20,10,President,,Green-Rainbow,Blank Votes,0
Chelsea,3,1,President,,Green-Rainbow,Ralph Nader,0
Lowell,3,3,President,,Democratic,Barack Obama,94
Barre,-,2,President,,Green-Rainbow,Elaine Brown,0
W. Bridgewater,-,2,President,,Republican,Tom Tancredo,0
Westborough,-,1,President,,Democratic,Barack Obama,189
Lynn,3,2,President,,Republican,Mike Huckabee,6
Falmouth,-,3,President,,Green-Rainbow,Total Votes Cast,3
Edgartown,-,1,President,,Green-Rainbow,Elaine Brown,0
N. Adams,2,2,President,,Republican,John McCain,61
Natick,-,10,President,,Democratic,Dennis J. Kucinich,0
Pittsfield,1,B,President,,Green-Rainbow,Total Votes Cast,0
Woburn,4,1,President,,Democratic,Dennis J. Kucinich,0
Taunton,3,B,President,,Republican,Duncan Hunter,0
Springfield,3,C,President,,Republican,John McCain,7
Franklin,-,2,President,,Republican,Mike Huckabee,12
Pembroke,-,4,President,,Democratic,Blank Votes,0
Southbridge,-,1,President,,Republican,Ron Paul,8
Holyoke,1,A,President,,Republican,Mitt Romney,4
Springfield,1,H,President,,Republican,John McCain,7
Watertown,-,2,President,,Democratic,Christopher J. Dodd,1
Boston,15,9,President,,Green-Rainbow,No Preference,0
Beverly,4,1,President,,Republican,All Others,0
Malden,7,2,President,,Green-Rainbow,Ralph Nader,0
Boston,2,2,President,,Green-Rainbow,No Preference,0
Chelsea,4,4,President,,Democratic,Blank Votes,22
N. Reading,-,1,President,,Republican,Blank Votes,1
Northampton,4,A,President,,Democratic,"Joseph R. Biden, Jr.",1
Holyoke,7,B,President,,Republican,Rudy Giuliani,3
Uxbridge,-,2,President,,Republican,Mike Huckabee,18
Worcester,6,1,President,,Republican,Tom Tancredo,0
Brewster,-,3,President,,Green-Rainbow,Elaine Brown,0
Brockton,5,D,President,,Green-Rainbow,Ralph Nader,0
Springfield,6,G,President,,Republican,Fred Thompson,0
E. Longmeadow,-,4,President,,Republican,Tom Tancredo,0
Worcester,3,2,President,,Republican,Rudy Giuliani,1
Andover,-,3,President,,Republican,All Others,0
Dalton,-,2,President,,Democratic,Bill Richardson,0
Amherst,-,8,President,,Republican,Tom Tancredo,0
Boston,6,7,President,,Democratic,Christopher J. Dodd,0
Groton,-,2,President,,Democratic,"Joseph R. Biden, Jr.",3
Lynn,5,1,President,,Democratic,Hillary Clinton,298
Fall River,2,A,President,,Green-Rainbow,Elaine Brown,0
Brookfield,-,1,President,,Green-Rainbow,Total Votes Cast,3
Barnstable,-,3,President,,Republican,Mitt Romney,206
Boston,21,16,President,,Republican,Duncan Hunter,0
Duxbury,-,2,President,,Green-Rainbow,Blank Votes,0
New Bedford,3,C,President,,Green-Rainbow,Kat Swift,0
Wakefield,-,3,President,,Democratic,No Preference,7
Methuen,-,11,President,,Republican,John McCain,128
Sudbury,-,4,President,,Republican,All Others,1
Stoneham,-,2,President,,Green-Rainbow,Elaine Brown,0
Attleboro,2,B,President,,Republican,Tom Tancredo,0
Boston,14,9,President,,Democratic,Blank Votes,0
Beverly,6,2,President,,Democratic,Dennis J. Kucinich,0
Fitchburg,1,B,President,,Republican,Duncan Hunter,0
Stoughton,-,4,President,,Democratic,Christopher J. Dodd,1
Boston,1,15,President,,Republican,Rudy Giuliani,0
Millbury,-,2,President,,Republican,All Others,2
Springfield,1,H,President,,Republican,No Preference,0
Swansea,-,4,President,,Republican,Ron Paul,10
Palmer,-,3,President,,Republican,Ron Paul,6
Grafton,-,4,President,,Republican,Mike Huckabee,19
Newton,1,2,President,,Republican,Ron Paul,5
Springfield,5,C,President,,Republican,Ron Paul,2
Haverhill,4,3,President,,Democratic,Christopher J. Dodd,0
Stoneham,-,4,President,,Green-Rainbow,Cynthia McKinney,0
Lynn,6,4,President,,Democratic,Christopher J. Dodd,0
Middleborough,-,3,President,,Democratic,Mike Gravel,0
Rehoboth,-,3,President,,Green-Rainbow,Total Votes Cast,0
Southborough,-,2,President,,Republican,Mike Huckabee,12
Taunton,7,B,President,,Republican,Duncan Hunter,0
Seekonk,-,1,President,,Republican,Mike Huckabee,11
Boston,18,8,President,,Republican,Rudy Giuliani,0
Ashland,-,3,President,,Green-Rainbow,Jared Ball,0
Revere,3,3,President,,Republican,All Others,0
Leominster,4,B,President,,Green-Rainbow,Kat Swift,0
Cambridge,8,3,President,,Democratic,Mike Gravel,0
Boston,11,5,President,,Green-Rainbow,All Others,0
Danvers,-,4,President,,Democratic,"Joseph R. Biden, Jr.",2
Newburyport,6,1,President,,Democratic,"Joseph R. Biden, Jr.",2
Uxbridge,-,2,President,,Democratic,Dennis J. Kucinich,1
E. Longmeadow,-,1,President,,Republican,Tom Tancredo,0
Boston,16,11,President,,Green-Rainbow,Kent Mesplay,0
Winchendon,-,1,President,,Green-Rainbow,Blank Votes,0
Bourne,-,2,President,,Republican,Ron Paul,5
Westport,-,D,President,,Green-Rainbow,All Others,0
Boston,1,10,President,,Green-Rainbow,Total Votes Cast,0
Marblehead,-,5,President,,Green-Rainbow,All Others,0
Lynnfield,-,3,President,,Republican,Total Votes Cast,391
Fall River,5,A,President,,Democratic,Christopher J. Dodd,1
Brookline,-,8,President,,Green-Rainbow,Jared Ball,0
Southbridge,-,3,President,,Democratic,Hillary Clinton,396
Worcester,3,3,President,,Republican,Total Votes Cast,117
Boston,20,6,President,,Democratic,Blank Votes,2
Hanson,-,3,President,,Republican,No Preference,2
Leominster,4,A,President,,Republican,Total Votes Cast,304
Sudbury,-,4,President,,Republican,Fred Thompson,0
TOTALS,,,President,,Democratic,No Preference,8041
Leominster,1,B,President,,Democratic,"Joseph R. Biden, Jr.",0
Boston,19,12,President,,Green-Rainbow,Ralph Nader,0
Worcester,10,4,President,,Green-Rainbow,Cynthia McKinney,0
N. Adams,3,3,President,,Republican,Tom Tancredo,1
Norton,-,4,President,,Democratic,Barack Obama,237
Granby,-,1,President,,Green-Rainbow,Kent Mesplay,0
Boston,8,6,President,,Green-Rainbow,Total Votes Cast,0
Ludlow,-,1,President,,Republican,All Others,1
Pembroke,-,3,President,,Republican,Mike Huckabee,14
Revere,5,1A,President,,Green-Rainbow,Jared Ball,0
Longmeadow,-,B,President,,Democratic,John Edwards,6
Adams,-,3,President,,Republican,Mitt Romney,27
Boston,14,10,President,,Republican,Fred Thompson,1
Dedham,-,1,President,,Green-Rainbow,All Others,0
Arlington,-,7,President,,Green-Rainbow,Kat Swift,0
Sudbury,-,3,President,,Democratic,John Edwards,12
Woburn,7,1,President,,Republican,Mike Huckabee,14
Winthrop,-,5,President,,Green-Rainbow,Total Votes Cast,3
Lawrence,A,4,President,,Republican,Mike Huckabee,1
Everett,3,3,President,,Green-Rainbow,Cynthia McKinney,0
Boston,18,20,President,,Democratic,All Others,4
Boston,11,10,President,,Republican,No Preference,2
Malden,6,2,President,,Democratic,Mike Gravel,0
New Bedford,4,A,President,,Republican,Duncan Hunter,0
Boston,1,10,President,,Republican,Duncan Hunter,0
Plainville,-,2,President,,Republican,Total Votes Cast,487
Wilbraham,-,C,President,,Democratic,Blank Votes,7
Fitchburg,3,B,President,,Republican,Mitt Romney,138
Lunenburg,-,C,President,,Democratic,No Preference,0
Pepperell,-,1,President,,Republican,Tom Tancredo,0
Attleboro,4,A,President,,Green-Rainbow,Elaine Brown,0
Somerville,5,2,President,,Republican,All Others,0
Ipswich,-,1,President,,Green-Rainbow,Blank Votes,0
Chicopee,2,CN,President,,Green-Rainbow,Cynthia McKinney,0
Montague,-,6,President,,Republican,Mitt Romney,13
Newton,1,1,President,,Green-Rainbow,Total Votes Cast,0
Dracut,-,5,President,,Republican,Duncan Hunter,0
Hudson,-,5,President,,Republican,Duncan Hunter,0
Auburn,-,4,President,,Green-Rainbow,All Others,0
Tewksbury,-,3,President,,Democratic,All Others,4
Lexington,-,1,President,,Democratic,John Edwards,8
Westfield,3,A,President,,Republican,Mitt Romney,34
Braintree,-,4,President,,Republican,Duncan Hunter,0
Quincy,3,3,President,,Green-Rainbow,Jared Ball,1
Chicopee,4,B,President,,Republican,Mitt Romney,37
Lowell,8,3,President,,Democratic,Blank Votes,5
Haverhill,2,3,President,,Republican,Ron Paul,3
Boston,6,4,President,,Republican,Tom Tancredo,0
Plainfield,-,1,President,,Republican,Mike Huckabee,3
Pembroke,-,1,President,,Democratic,Hillary Clinton,414
Boston,7,10,President,,Green-Rainbow,Cynthia McKinney,0
Leominster,1,A,President,,Democratic,Dennis J. Kucinich,1
W. Bridgewater,-,1,President,,Republican,John McCain,230
Marlborough,6,1,President,,Green-Rainbow,Jared Ball,0
Peabody,4,3A,President,,Republican,Rudy Giuliani,3
Ludlow,-,1,President,,Green-Rainbow,All Others,1
Boston,2,7,President,,Green-Rainbow,Ralph Nader,0
Lunenburg,-,B,President,,Green-Rainbow,Cynthia McKinney,0
Lynnfield,-,1,President,,Democratic,No Preference,7
Cambridge,2,1,President,,Republican,Mike Huckabee,1
Walpole,-,3,President,,Democratic,Blank Votes,1
Ludlow,-,1,President,,Republican,Tom Tancredo,0
N. Reading,-,2,President,,Democratic,Bill Richardson,1
Worcester,3,3,President,,Democratic,Hillary Clinton,248
Bourne,-,4,President,,Democratic,Barack Obama,266
Stoughton,-,3,President,,Republican,All Others,0
Wareham,-,4,President,,Green-Rainbow,Blank Votes,0
Swampscott,-,5,President,,Green-Rainbow,Blank Votes,0
Amesbury,-,5,President,,Republican,Fred Thompson,0
Lawrence,C,4,President,,Republican,John McCain,6
Marshfield,-,1,President,,Democratic,No Preference,2
Stoneham,-,6,President,,Democratic,All Others,4
Swansea,-,1,President,,Republican,John McCain,92
Worcester,5,1,President,,Republican,No Preference,1
Methuen,-,8,President,,Republican,Ron Paul,7
New Bedford,1,D,President,,Green-Rainbow,Total Votes Cast,1
Fitchburg,2,A,President,,Republican,Total Votes Cast,99
Reading,-,5,President,,Republican,No Preference,2
Everett,4,2,President,,Green-Rainbow,Jared Ball,0
Boston,1,5,President,,Republican,Blank Votes,1
Holden,-,2,President,,Green-Rainbow,All Others,0
Arlington,-,20,President,,Democratic,Blank Votes,2
Duxbury,-,4,President,,Democratic,Dennis J. Kucinich,0
Boston,7,10,President,,Democratic,Barack Obama,194
Wakefield,-,6,President,,Democratic,Mike Gravel,0
Wilbraham,-,C,President,,Republican,Mitt Romney,276
Lowell,1,3,President,,Green-Rainbow,Jared Ball,0
Revere,5,2,President,,Green-Rainbow,No Preference,0
New Bedford,1,B,President,,Green-Rainbow,Kat Swift,0
Boston,5,6,President,,Republican,Mitt Romney,69
Lynn,2,1,President,,Green-Rainbow,No Preference,0
Barnstable,-,9,President,,Republican,Duncan Hunter,0
Richmond,-,1,President,,Democratic,Hillary Clinton,222
Longmeadow,-,C,President,,Democratic,No Preference,2
Ashland,-,1,President,,Green-Rainbow,Blank Votes,0
Groton,-,2,President,,Democratic,Dennis J. Kucinich,2
Sterling,-,2,President,,Democratic,Hillary Clinton,361
Lunenburg,-,C,President,,Green-Rainbow,No Preference,0
Bourne,-,4,President,,Green-Rainbow,Elaine Brown,0
Plainfield,-,1,President,,Democratic,All Others,0
