town,ward,precinct,office,district,party,candidate,votes
New Bedford,2,F,President,,Green-Rainbow,Total Votes Cast,0
W. Springfield,-,3,President,,Republican,No Preference,1
Chicopee,6,AS,President,,Republican,Blank Votes,1
Norton,-,4,President,,Democratic,Total Votes Cast,615
Wilbraham,-,B,President,,Democratic,Blank Votes,2
Abington,-,3,President,,Republican,Mitt Romney,207
Chicopee,8,B,President,,Republican,All Others,2
Walpole,-,3,President,,Green-Rainbow,Cynthia McKinney,0
Brookline,-,9,President,,Democratic,No Preference,0
Hinsdale,-,1,President,,Democratic,John Edwards,5
Springfield,8,G,President,,Green-Rainbow,Total Votes Cast,1
Lawrence,D,3,President,,Republican,Duncan Hunter,1
Lowell,1,2,President,,Green-Rainbow,Blank Votes,0
Abington,-,1,President,,Republican,Tom Tancredo,0
Shrewsbury,-,1,President,,Green-Rainbow,Jared Ball,0
Falmouth,-,8,President,,Republican,Mitt Romney,298
Lynnfield,-,2,President,,Democratic,Total Votes Cast,618
Revere,1,1,President,,Democratic,All Others,2
Melrose,6,2,President,,Republican,Fred Thompson,0
Alford,-,1,President,,Republican,Rudy Giuliani,0
Chicopee,6,AS,President,,Green-Rainbow,Jared Ball,0
Heath,-,1,President,,Green-Rainbow,Jared Ball,0
Saugus,-,3,President,,Democratic,Christopher J. Dodd,0
Salem,3,2,President,,Democratic,Dennis J. Kucinich,5
Montague,-,1,President,,Democratic,Blank Votes,0
Dartmouth,-,2,President,,Green-Rainbow,Kent Mesplay,0
Westford,-,3,President,,Republican,Mike Huckabee,10
Winchester,-,6,President,,Green-Rainbow,Kat Swift,0
Tewksbury,-,3A,President,,Green-Rainbow,Blank Votes,0
Danvers,-,5,President,,Green-Rainbow,Blank Votes,0
Brockton,3,A,President,,Republican,Tom Tancredo,0
Ludlow,-,2,President,,Democratic,Christopher J. Dodd,0
Marion,-,1,President,,Democratic,Dennis J. Kucinich,0
Worcester,3,1,President,,Republican,Total Votes Cast,194
Everett,1,2,President,,Democratic,John Edwards,4
Uxbridge,-,2,President,,Democratic,John Edwards,17
Framingham,-,13,President,,Democratic,Dennis J. Kucinich,1
Raynham,-,1,President,,Republican,Duncan Hunter,0
New Bedford,1,C,President,,Republican,No Preference,1
Shrewsbury,-,5,President,,Green-Rainbow,Ralph Nader,1
Haverhill,2,1,President,,Democratic,All Others,0
Everett,3,2,President,,Democratic,Blank Votes,0
Framingham,-,4,President,,Democratic,Total Votes Cast,1078
Rockport,-,3,President,,Republican,John McCain,205
Braintree,-,10,President,,Green-Rainbow,Cynthia McKinney,0
Northampton,6,A,President,,Green-Rainbow,No Preference,0
Peabody,2,3,President,,Republican,Total Votes Cast,181
Greenfield,-,7,President,,Republican,John McCain,51
Northampton,1,B,President,,Green-Rainbow,Jared Ball,0
Revere,2,3,President,,Green-Rainbow,Cynthia McKinney,0
E. Longmeadow,-,1,President,,Republican,Total Votes Cast,383
Greenfield,-,5,President,,Green-Rainbow,Blank Votes,1
Carver,-,3,President,,Republican,Rudy Giuliani,1
Westborough,-,3,President,,Green-Rainbow,Kat Swift,0
Worcester,6,3,President,,Democratic,Christopher J. Dodd,0
Plymouth,-,3,President,,Democratic,All Others,2
Springfield,6,C,President,,Republican,Mike Huckabee,3
Chelmsford,-,9,President,,Democratic,Mike Gravel,0
Haverhill,7,2,President,,Green-Rainbow,All Others,0
Woburn,5,2,President,,Green-Rainbow,Jared Ball,0
Boston,14,14,President,,Republican,Ron Paul,0
Springfield,2,F,President,,Republican,John McCain,22
Dedham,-,5,President,,Green-Rainbow,Kent Mesplay,0
Spencer,-,3,President,,Republican,John McCain,111
Southbridge,-,2,President,,Democratic,"Joseph R. Biden, Jr.",0
Peabody,1,2,President,,Democratic,John Edwards,15
Lowell,2,3,President,,Green-Rainbow,Jared Ball,0
Fitchburg,5,B,President,,Green-Rainbow,Cynthia McKinney,1
Shrewsbury,-,3,President,,Republican,Rudy Giuliani,1
Monroe,-,1,President,,Democratic,Christopher J. Dodd,0
Northborough,-,2,President,,Democratic,Mike Gravel,0
Lakeville,-,2,President,,Republican,John McCain,203
Worcester,6,3,President,,Green-Rainbow,Blank Votes,0
Amesbury,-,6,President,,Republican,John McCain,89
Boston,20,3,President,,Republican,John McCain,52
Springfield,5,E,President,,Green-Rainbow,Jared Ball,0
Westfield,3,A,President,,Republican,Fred Thompson,0
Barnstable,-,2,President,,Green-Rainbow,Kent Mesplay,0
Boston,18,12,President,,Green-Rainbow,Blank Votes,0
Salem,3,1,President,,Green-Rainbow,No Preference,0
Milton,-,4,President,,Republican,Tom Tancredo,0
Dracut,-,5,President,,Green-Rainbow,No Preference,0
Hopedale,-,1,President,,Republican,Ron Paul,14
Malden,4,2,President,,Democratic,Total Votes Cast,432
Woburn,4,1,President,,Republican,No Preference,1
Peabody,5,2,President,,Republican,Blank Votes,0
Cambridge,4,2,President,,Republican,Mike Huckabee,3
Bourne,-,6,President,,Green-Rainbow,Cynthia McKinney,0
Mansfield,-,3,President,,Republican,Fred Thompson,0
Pittsfield,1,A,President,,Green-Rainbow,Kent Mesplay,0
Boston,19,10,President,,Green-Rainbow,Elaine Brown,0
Whitman,-,3,President,,Republican,Duncan Hunter,0
Fall River,3,B,President,,Republican,Blank Votes,2
W. Springfield,-,4,President,,Green-Rainbow,Ralph Nader,0
Uxbridge,-,4,President,,Republican,Mitt Romney,192
Boston,19,7,President,,Democratic,Christopher J. Dodd,1
Pembroke,-,4,President,,Republican,Blank Votes,1
Foxborough,-,4,President,,Democratic,Blank Votes,0
Tyngsborough,-,3,President,,Republican,No Preference,1
Chicopee,3,C,President,,Democratic,John Edwards,5
Boston,18,17,President,,Democratic,Bill Richardson,0
Shrewsbury,-,3,President,,Green-Rainbow,Cynthia McKinney,1
Falmouth,-,3,President,,Republican,All Others,1
Dartmouth,-,1,President,,Democratic,John Edwards,12
Boston,18,11,President,,Green-Rainbow,Jared Ball,0
Haverhill,7,3,President,,Democratic,"Joseph R. Biden, Jr.",1
Worcester,9,3,President,,Democratic,John Edwards,9
Hampden,-,1,President,,Democratic,Hillary Clinton,477
Medfield,-,2,President,,Democratic,Dennis J. Kucinich,1
Boston,20,15,President,,Democratic,Bill Richardson,0
Worcester,5,4,President,,Green-Rainbow,Jared Ball,0
Boston,1,11,President,,Democratic,Total Votes Cast,436
Melrose,1,1,President,,Green-Rainbow,Kent Mesplay,0
Hudson,-,7,President,,Democratic,All Others,1
Boston,2,6,President,,Democratic,Dennis J. Kucinich,1
Boston,17,12,President,,Republican,Blank Votes,0
Longmeadow,-,C,President,,Democratic,John Edwards,6
Hopkinton,-,4,President,,Green-Rainbow,Total Votes Cast,3
Everett,3,1,President,,Democratic,Barack Obama,95
Worcester,2,3,President,,Republican,Rudy Giuliani,0
Boston,20,18,President,,Republican,Total Votes Cast,93
Reading,-,2,President,,Republican,Rudy Giuliani,2
Newton,1,4,President,,Green-Rainbow,Total Votes Cast,1
Revere,1,3,President,,Republican,Rudy Giuliani,1
Webster,-,2,President,,Green-Rainbow,Jared Ball,0
Abington,-,1,President,,Democratic,Mike Gravel,2
Needham,-,I,President,,Democratic,No Preference,0
Randolph,-,1,President,,Democratic,Mike Gravel,1
Taunton,6,A,President,,Green-Rainbow,Jared Ball,0
Boston,6,5,President,,Republican,Rudy Giuliani,3
Gloucester,4,1,President,,Democratic,John Edwards,6
Falmouth,-,3,President,,Republican,Tom Tancredo,1
Boston,4,2,President,,Democratic,Christopher J. Dodd,0
Methuen,-,2,President,,Green-Rainbow,Jared Ball,0
Chicopee,2,A,President,,Democratic,No Preference,1
Swampscott,-,2,President,,Republican,Rudy Giuliani,0
Falmouth,-,3,President,,Green-Rainbow,Elaine Brown,0
Everett,5,1,President,,Republican,Total Votes Cast,65
Malden,5,1,President,,Green-Rainbow,Elaine Brown,0
Quincy,1,5,President,,Green-Rainbow,No Preference,0
Brockton,2,A,President,,Republican,Total Votes Cast,36
Chelmsford,-,9,President,,Democratic,John Edwards,16
Boston,6,8,President,,Republican,Mike Huckabee,1
Belchertown,-,D,President,,Green-Rainbow,Jared Ball,0
Northbridge,-,1,President,,Democratic,Bill Richardson,0
Townsend,-,3,President,,Republican,All Others,0
Lawrence,F,1,President,,Green-Rainbow,Ralph Nader,1
Barnstable,-,1,President,,Green-Rainbow,Blank Votes,0
Lawrence,B,1,President,,Republican,Ron Paul,0
Ludlow,-,1,President,,Republican,Mike Huckabee,14
Brockton,4,D,President,,Democratic,Total Votes Cast,590
Gloucester,4,1,President,,Democratic,Mike Gravel,1
Boston,15,1,President,,Democratic,All Others,0
Marshfield,-,3,President,,Democratic,All Others,9
Westford,-,6,President,,Green-Rainbow,Total Votes Cast,0
Barnstable,-,5,President,,Democratic,"Joseph R. Biden, Jr.",0
Acton,-,3,President,,Republican,All Others,1
Boston,18,6,President,,Democratic,Bill Richardson,1
Revere,6,2,President,,Republican,All Others,0
Rowley,-,1,President,,Republican,No Preference,1
Quincy,6,4,President,,Democratic,Barack Obama,168
Springfield,4,C,President,,Democratic,Christopher J. Dodd,0
Brimfield,-,1,President,,Democratic,Bill Richardson,0
Truro,-,1,President,,Green-Rainbow,Blank Votes,0
Agawam,-,5,President,,Republican,John McCain,109
Swansea,-,3,President,,Republican,Duncan Hunter,0
Lee,-,3,President,,Democratic,Dennis J. Kucinich,0
Andover,-,9,President,,Republican,Rudy Giuliani,2
Braintree,-,2,President,,Democratic,John Edwards,17
Falmouth,-,7,President,,Republican,John McCain,160
Carver,-,2,President,,Green-Rainbow,All Others,0
Wakefield,-,6,President,,Democratic,"Joseph R. Biden, Jr.",2
Milton,-,4,President,,Green-Rainbow,Cynthia McKinney,0
Norwood,-,4,President,,Green-Rainbow,Elaine Brown,0
Boston,11,10,President,,Democratic,Barack Obama,370
Cambridge,11,1,President,,Green-Rainbow,Ralph Nader,1
New Bedford,3,B,President,,Green-Rainbow,Jared Ball,0
Malden,1,1,President,,Republican,Total Votes Cast,86
Newton,3,3,President,,Democratic,Blank Votes,3
New Bedford,3,B,President,,Republican,Blank Votes,0
Peabody,3,1,President,,Green-Rainbow,All Others,0
Worcester,10,3,President,,Green-Rainbow,Ralph Nader,0
Somerville,5,2,President,,Green-Rainbow,Cynthia McKinney,0
Woburn,7,2,President,,Republican,Ron Paul,9
Haverhill,3,2,President,,Republican,Mitt Romney,47
Sandwich,-,3,President,,Republican,Tom Tancredo,0
Athol,-,1,President,,Democratic,Blank Votes,0
Swansea,-,1,President,,Republican,Mike Huckabee,26
Sunderland,-,1,President,,Green-Rainbow,Total Votes Cast,3
Boston,7,5,President,,Democratic,Dennis J. Kucinich,2
Springfield,1,E,President,,Democratic,All Others,0
Springfield,8,H,President,,Republican,Ron Paul,3
Worcester,6,3,President,,Green-Rainbow,All Others,0
New Bedford,5,B,President,,Republican,Duncan Hunter,0
Hanover,-,1,President,,Green-Rainbow,Jared Ball,0
Framingham,-,2,President,,Republican,Total Votes Cast,439
Braintree,-,10,President,,Green-Rainbow,Ralph Nader,0
Plymouth,-,7,President,,Democratic,Total Votes Cast,652
Barnstable,-,3,President,,Republican,Mike Huckabee,12
Montgomery,-,1,President,,Green-Rainbow,Cynthia McKinney,1
Wilbraham,-,C,President,,Green-Rainbow,Ralph Nader,1
Westfield,4,B,President,,Green-Rainbow,Elaine Brown,0
Harwich,-,3,President,,Democratic,Mike Gravel,0
Gosnold,-,1,President,,Republican,Ron Paul,0
New Bedford,3,A,President,,Green-Rainbow,Kent Mesplay,0
Peabody,6,2,President,,Republican,Blank Votes,0
Revere,1,1,President,,Republican,All Others,0
Boston,5,7,President,,Democratic,Bill Richardson,0
Boston,11,5,President,,Republican,John McCain,12
Lexington,-,5,President,,Democratic,"Joseph R. Biden, Jr.",5
Quincy,4,3,President,,Republican,Tom Tancredo,0
Boston,12,8,President,,Green-Rainbow,Total Votes Cast,0
Danvers,-,7,President,,Democratic,Dennis J. Kucinich,1
Bellingham,-,5,President,,Democratic,Dennis J. Kucinich,0
Winchester,-,6,President,,Democratic,Christopher J. Dodd,0
Lowell,10,3,President,,Democratic,Total Votes Cast,192
Boston,21,14,President,,Republican,Fred Thompson,0
Salem,3,1,President,,Democratic,Total Votes Cast,737
Boston,2,1,President,,Republican,John McCain,87
Raynham,-,2,President,,Republican,Duncan Hunter,0
Malden,6,2,President,,Green-Rainbow,Kent Mesplay,0
Belmont,-,4,President,,Democratic,Blank Votes,2
New Bedford,5,A,President,,Republican,Ron Paul,1
S. Hadley,-,B,President,,Republican,Mike Huckabee,17
W. Springfield,-,2,President,,Green-Rainbow,Cynthia McKinney,0
Manchester-by-the-Sea,-,1,President,,Green-Rainbow,All Others,0
Boston,8,2,President,,Democratic,Bill Richardson,1
Framingham,-,10,President,,Green-Rainbow,All Others,0
Shrewsbury,-,8,President,,Democratic,Dennis J. Kucinich,1
W. Springfield,-,4,President,,Republican,Rudy Giuliani,0
Springfield,8,B,President,,Republican,Rudy Giuliani,0
Boston,2,2,President,,Green-Rainbow,Elaine Brown,0
Chicopee,8,A,President,,Democratic,Christopher J. Dodd,0
Peabody,2,1,President,,Republican,Tom Tancredo,0
Quincy,5,1,President,,Green-Rainbow,No Preference,0
Plymouth,-,7,President,,Democratic,"Joseph R. Biden, Jr.",4
Dalton,-,2,President,,Democratic,Hillary Clinton,377
Lexington,-,4,President,,Democratic,Blank Votes,1
Wellesley,-,A,President,,Republican,Ron Paul,4
Bourne,-,4,President,,Republican,Tom Tancredo,0
Adams,-,5,President,,Democratic,No Preference,2
Halifax,-,2,President,,Green-Rainbow,No Preference,0
Weymouth,-,8,President,,Green-Rainbow,Kent Mesplay,0
Worcester,8,2,President,,Democratic,Christopher J. Dodd,0
Worcester,1,3,President,,Democratic,"Joseph R. Biden, Jr.",0
Easton,-,6,President,,Green-Rainbow,Blank Votes,0
Boston,22,8,President,,Republican,Rudy Giuliani,0
Milton,-,4,President,,Republican,Mike Huckabee,4
Arlington,-,8,President,,Democratic,No Preference,7
Milton,-,9,President,,Republican,Ron Paul,2
Wilbraham,-,D,President,,Democratic,Mike Gravel,1
Norfolk,-,4,President,,Republican,Tom Tancredo,0
Millbury,-,2,President,,Republican,Mike Huckabee,12
N. Attleborough,-,4,President,,Green-Rainbow,Kent Mesplay,0
Tewksbury,-,4A,President,,Republican,Mike Huckabee,13
Sunderland,-,1,President,,Democratic,No Preference,1
Sherborn,-,1,President,,Republican,John McCain,294
Southbridge,-,4,President,,Republican,Duncan Hunter,0
Newton,5,2,President,,Democratic,Mike Gravel,0
Walpole,-,3,President,,Democratic,Barack Obama,202
Littleton,-,2,President,,Green-Rainbow,Jared Ball,0
Rockland,-,1,President,,Democratic,All Others,2
Boston,20,16,President,,Republican,No Preference,1
Worcester,7,5,President,,Republican,John McCain,60
Berlin,-,1,President,,Green-Rainbow,Ralph Nader,0
Lynn,6,3,President,,Democratic,Dennis J. Kucinich,0
Abington,-,3,President,,Green-Rainbow,Kat Swift,0
Holden,-,4,President,,Republican,No Preference,1
Boston,15,4,President,,Democratic,Barack Obama,258
Gardner,2,A,President,,Democratic,No Preference,2
Westfield,4,A,President,,Democratic,Mike Gravel,0
Springfield,8,F,President,,Republican,Tom Tancredo,0
Boston,5,9,President,,Democratic,"Joseph R. Biden, Jr.",1
Chicopee,6,BW,President,,Democratic,Bill Richardson,1
Gloucester,3,2,President,,Republican,Fred Thompson,0
Westford,-,1,President,,Republican,Mitt Romney,307
Westhampton,-,1,President,,Democratic,Mike Gravel,0
Yarmouth,-,1,President,,Democratic,"Joseph R. Biden, Jr.",0
Oxford,-,3,President,,Republican,Total Votes Cast,329
Newbury,-,2,President,,Green-Rainbow,Cynthia McKinney,0
Cambridge,5,1,President,,Democratic,Total Votes Cast,961
E. Longmeadow,-,2,President,,Republican,Fred Thompson,1
Boston,3,8,President,,Republican,Fred Thompson,0
N. Andover,-,4,President,,Democratic,Blank Votes,1
Taunton,1,A,President,,Green-Rainbow,All Others,1
Lee,-,1,President,,Democratic,Mike Gravel,0
Templeton,-,B,President,,Republican,Blank Votes,4
Framingham,-,18,President,,Democratic,Total Votes Cast,340
Quincy,6,2,President,,Republican,Mitt Romney,44
Springfield,3,B,President,,Green-Rainbow,Blank Votes,0
Lancaster,-,1,President,,Democratic,John Edwards,9
Lee,-,3,President,,Republican,All Others,0
Wilbraham,-,D,President,,Republican,Mike Huckabee,20
Saugus,-,6,President,,Republican,Ron Paul,4
Chelsea,3,3,President,,Republican,Rudy Giuliani,0
Hanover,-,4,President,,Green-Rainbow,Total Votes Cast,2
Newton,3,2,President,,Democratic,No Preference,0
Wayland,-,2,President,,Republican,Mitt Romney,192
Sandwich,-,1,President,,Republican,Duncan Hunter,0
Barnstable,-,1,President,,Republican,Blank Votes,1
Fall River,1,A,President,,Democratic,No Preference,7
Boston,18,4,President,,Democratic,Hillary Clinton,134
Swansea,-,3,President,,Democratic,Barack Obama,114
Rockland,-,4,President,,Green-Rainbow,Kat Swift,0
Boston,15,8,President,,Green-Rainbow,Total Votes Cast,0
Dedham,-,3,President,,Republican,Mitt Romney,101
W. Springfield,-,8,President,,Republican,Tom Tancredo,1
Scituate,-,4,President,,Republican,Rudy Giuliani,6
Montague,-,3,President,,Republican,Total Votes Cast,85
Stockbridge,-,1,President,,Republican,Ron Paul,5
Tewksbury,-,1A,President,,Republican,Mitt Romney,225
Newbury,-,2,President,,Republican,John McCain,228
Newton,4,1,President,,Republican,No Preference,0
Somerville,1,2,President,,Democratic,Blank Votes,7
Norton,-,5,President,,Green-Rainbow,Kent Mesplay,0
Boston,18,2,President,,Democratic,Hillary Clinton,110
Lynn,4,4,President,,Democratic,Bill Richardson,1
Dudley,-,2,President,,Republican,Total Votes Cast,138
Dighton,-,1,President,,Democratic,All Others,5
Pittsfield,7,A,President,,Green-Rainbow,Kat Swift,1
Methuen,-,12,President,,Green-Rainbow,Kat Swift,0
Stoughton,-,3,President,,Republican,Rudy Giuliani,2
Ludlow,-,6,President,,Republican,Blank Votes,1
Truro,-,1,President,,Democratic,John Edwards,11
Sherborn,-,1,President,,Republican,Mike Huckabee,19
Rutland,-,2,President,,Democratic,Mike Gravel,0
Ashland,-,3,President,,Democratic,Christopher J. Dodd,0
Hopkinton,-,3,President,,Democratic,Blank Votes,0
Bedford,-,3,President,,Republican,Tom Tancredo,0
Pelham,-,1,President,,Republican,All Others,0
Worcester,6,2,President,,Green-Rainbow,Blank Votes,0
Boston,13,5,President,,Green-Rainbow,Blank Votes,0
Revere,5,1A,President,,Republican,Ron Paul,0
Holbrook,-,1,President,,Democratic,Dennis J. Kucinich,0
Concord,-,2,President,,Green-Rainbow,Kat Swift,0
Springfield,2,E,President,,Republican,Blank Votes,0
W. Bridgewater,-,1,President,,Republican,Mitt Romney,236
Ashfield,-,1,President,,Democratic,Hillary Clinton,188
Milton,-,11,President,,Republican,Mitt Romney,92
Whitman,-,3,President,,Green-Rainbow,Cynthia McKinney,0
Westfield,6,A,President,,Republican,All Others,1
Boston,22,5,President,,Green-Rainbow,No Preference,0
Sutton,-,3,President,,Democratic,Hillary Clinton,316
Falmouth,-,8,President,,Democratic,All Others,1
Seekonk,-,4,President,,Democratic,No Preference,5
Monson,-,B,President,,Republican,Blank Votes,1
E. Longmeadow,-,4,President,,Democratic,Hillary Clinton,360
Newton,4,4,President,,Democratic,Blank Votes,0
Boston,13,4,President,,Republican,Mitt Romney,1
Boston,16,5,President,,Green-Rainbow,Elaine Brown,0
Newton,7,2,President,,Green-Rainbow,Blank Votes,0
Newton,7,1,President,,Green-Rainbow,Kat Swift,0
Lowell,7,2,President,,Green-Rainbow,Total Votes Cast,0
Lowell,3,2,President,,Republican,Tom Tancredo,0
Newburyport,4,1,President,,Democratic,Blank Votes,0
Boston,15,4,President,,Republican,Mitt Romney,6
Boston,12,4,President,,Democratic,Hillary Clinton,44
Boston,7,5,President,,Democratic,No Preference,6
Boston,7,4,President,,Democratic,Barack Obama,140
Plainville,-,1,President,,Democratic,No Preference,7
Springfield,1,C,President,,Democratic,"Joseph R. Biden, Jr.",1
Braintree,-,11,President,,Republican,All Others,0
Springfield,7,B,President,,Green-Rainbow,Kat Swift,0
Amherst,-,4,President,,Democratic,Total Votes Cast,327
Avon,-,1,President,,Republican,Mike Huckabee,13
Cambridge,2,3,President,,Republican,Mitt Romney,15
Gloucester,1,1,President,,Republican,Rudy Giuliani,3
Gardner,4,A,President,,Democratic,Christopher J. Dodd,0
Newton,7,3,President,,Democratic,Hillary Clinton,165
Seekonk,-,3,President,,Democratic,Dennis J. Kucinich,0
Boston,19,12,President,,Democratic,No Preference,0
Boston,22,11,President,,Green-Rainbow,Kent Mesplay,0
Hingham,-,6,President,,Green-Rainbow,Blank Votes,0
N. Andover,-,8,President,,Republican,Ron Paul,16
Rockland,-,5,President,,Republican,Total Votes Cast,280
Sudbury,-,2,President,,Green-Rainbow,Ralph Nader,0
Wareham,-,6,President,,Democratic,Mike Gravel,0
Taunton,4,A,President,,Democratic,Bill Richardson,0
Webster,-,2,President,,Democratic,"Joseph R. Biden, Jr.",2
Stoneham,-,6,President,,Green-Rainbow,No Preference,0
Lawrence,F,1,President,,Democratic,All Others,2
Wellesley,-,G,President,,Democratic,"Joseph R. Biden, Jr.",1
Lowell,3,2,President,,Republican,All Others,0
Lynn,1,4,President,,Democratic,"Joseph R. Biden, Jr.",1
Lowell,5,3,President,,Republican,Total Votes Cast,172
Shrewsbury,-,2,President,,Democratic,Mike Gravel,3
Norwood,-,1,President,,Green-Rainbow,Cynthia McKinney,0
Weymouth,-,5,President,,Republican,Blank Votes,0
Haverhill,7,1,President,,Democratic,Total Votes Cast,525
Seekonk,-,2,President,,Green-Rainbow,Total Votes Cast,0
Newton,7,2,President,,Green-Rainbow,Kent Mesplay,0
Northampton,5,B,President,,Democratic,"Joseph R. Biden, Jr.",0
Springfield,5,A,President,,Green-Rainbow,Elaine Brown,0
Boston,16,11,President,,Green-Rainbow,Elaine Brown,0
New Salem,-,1,President,,Democratic,"Joseph R. Biden, Jr.",0
Norwood,-,1,President,,Republican,Blank Votes,0
Northborough,-,4,President,,Democratic,John Edwards,13
Middlefield,-,1,President,,Democratic,Mike Gravel,1
Arlington,-,14,President,,Republican,Blank Votes,0
Burlington,-,5,President,,Republican,Duncan Hunter,1
Chelsea,4,1,President,,Green-Rainbow,Kat Swift,0
Westborough,-,3,President,,Democratic,All Others,2
Southborough,-,3,President,,Green-Rainbow,Jared Ball,0
Springfield,3,G,President,,Republican,Mike Huckabee,1
Springfield,7,E,President,,Green-Rainbow,No Preference,0
Quincy,6,5,President,,Republican,Mitt Romney,176
Newton,7,2,President,,Republican,Duncan Hunter,0
Methuen,-,4,President,,Republican,Mike Huckabee,12
Amherst,-,3A,President,,Green-Rainbow,No Preference,0
Wilbraham,-,D,President,,Green-Rainbow,Ralph Nader,0
Dartmouth,-,5,President,,Democratic,Mike Gravel,2
Millis,-,2,President,,Democratic,No Preference,2
Seekonk,-,4,President,,Green-Rainbow,Jared Ball,0
Framingham,-,13,President,,Democratic,Christopher J. Dodd,1
Lynn,3,3,President,,Green-Rainbow,Ralph Nader,0
Everett,5,2,President,,Republican,Mike Huckabee,3
Springfield,6,B,President,,Democratic,Blank Votes,3
Boston,8,3,President,,Democratic,Total Votes Cast,338
Revere,2,1,President,,Republican,John McCain,18
Peabody,4,3,President,,Democratic,All Others,6
Boston,4,6,President,,Green-Rainbow,All Others,0
Peabody,1,3,President,,Green-Rainbow,No Preference,0
Barnstable,-,9,President,,Republican,John McCain,44
Lowell,7,2,President,,Democratic,Hillary Clinton,111
Dartmouth,-,8,President,,Democratic,"Joseph R. Biden, Jr.",3
