town,ward,precinct,office,district,party,candidate,votes
Acton,-,4,State House,14th Middlesex,,Blank Votes,499
Acton,-,4,State House,14th Middlesex,,Total Votes Cast,2065
Acton,-,4,State House,14th Middlesex,,All Others,28
Acton,-,4,State House,14th Middlesex,Democratic,Cory Atkins,1538
Acton,-,5,State House,14th Middlesex,Democratic,Cory Atkins,1605
Acton,-,5,State House,14th Middlesex,,Total Votes Cast,2139
Acton,-,5,State House,14th Middlesex,,Blank Votes,504
Acton,-,5,State House,14th Middlesex,,All Others,30
Acton,,,President,,Reform,Buchanan and Higgins,18
Acton,,,U.S. Senate,,,All Others,12
Acton,,,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,8038
Acton,,,State Senate,Middlesex and Worcester,,Blank Votes,973
Acton,,,State Senate,Middlesex and Worcester,Libertarian,Kamal Jain,1431
Acton,,,President,,,Blank Votes,86
Acton,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",23
Acton,,,President,,,Total Votes Cast,10468
Acton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",1277
Acton,,,U.S. Senate,,Constitution,Philip F. Lawler,113
Acton,,,U.S. Senate,,Libertarian,Carla A. Howell,1503
Acton,,,President,,Libertarian,Browne and Olivier,72
Acton,,,President,,(Write-In),McReynolds and Hollis,0
Acton,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,41
Acton,,,Governor's Council,3rd,,All Others,43
Acton,,,State Senate,Middlesex and Worcester,,Total Votes Cast,10468
Acton,,,President,,,No Preference,0
Acton,,,U.S. Senate,,Democratic,Edward M. Kennedy,7034
Acton,,,U.S. Senate,,,Blank Votes,465
Acton,,,U.S. House,5th,,All Others,231
Acton,,,Governor's Council,3rd,,Total Votes Cast,10468
Acton,,,U.S. House,5th,,Total Votes Cast,10468
Acton,,,President,,,All Others,22
Acton,,,President,,Republican,Bush and Cheney,3457
Acton,,,Governor's Council,3rd,,Barry T. Hutch,1439
Acton,,,President,,Democratic,Gore and Lieberman,5993
Acton,,,U.S. House,5th,Democratic,Martin T. Meehan,7997
Acton,,,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,5970
Acton,,,U.S. Senate,,,Total Votes Cast,10468
Acton,,,President,,Unenrolled,Hagelin and Tompkins,6
Acton,,,U.S. House,5th,,Blank Votes,2240
Acton,,,State Senate,Middlesex and Worcester,,All Others,26
Acton,,,President,,Green,Nader and LaDuke,814
Acton,,,Governor's Council,3rd,,Blank Votes,3016
Acushnet,-,1,State House,11th Bristol,,Total Votes Cast,1518
Acushnet,-,1,State House,11th Bristol,,All Others,7
Acushnet,-,1,State House,11th Bristol,,Blank Votes,304
Acushnet,-,1,State House,11th Bristol,Democratic,Robert M. Koczera,1207
Acushnet,-,2,State House,11th Bristol,,Total Votes Cast,1765
Acushnet,-,2,State House,11th Bristol,,All Others,1
Acushnet,-,2,State House,11th Bristol,,Blank Votes,349
Acushnet,-,2,State House,11th Bristol,Democratic,Robert M. Koczera,1415
Acushnet,-,3,State House,11th Bristol,Democratic,Robert M. Koczera,1358
Acushnet,-,3,State House,11th Bristol,,Total Votes Cast,1703
Acushnet,-,3,State House,11th Bristol,,Blank Votes,338
Acushnet,-,3,State House,11th Bristol,,All Others,7
Acushnet,,,U.S. Senate,,Democratic,Edward M. Kennedy,3791
Acushnet,,,U.S. House,4th,Libertarian,David J. Euchner,142
Acushnet,,,U.S. Senate,,,Blank Votes,224
Acushnet,,,U.S. Senate,,,All Others,1
Acushnet,,,President,,Democratic,Gore and Lieberman,3472
Acushnet,,,President,,Reform,Buchanan and Higgins,20
Acushnet,,,State Senate,2nd Bristol,,Blank Votes,840
Acushnet,,,Governor's Council,1st,Democratic,Carole A. Fiola,3740
Acushnet,,,Governor's Council,1st,,Total Votes Cast,4986
Acushnet,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",15
Acushnet,,,President,,(Write-In),McReynolds and Hollis,0
Acushnet,,,President,,Green,Nader and LaDuke,178
Acushnet,,,U.S. House,4th,Democratic,Barney Frank,3842
Acushnet,,,President,,,Total Votes Cast,4986
Acushnet,,,State Senate,2nd Bristol,Democratic,Mark C. Montigny,4131
Acushnet,,,U.S. Senate,,Libertarian,Carla A. Howell,357
Acushnet,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,23
Acushnet,,,U.S. Senate,,,Total Votes Cast,4986
Acushnet,,,President,,,All Others,7
Acushnet,,,U.S. Senate,,Constitution,Philip F. Lawler,39
Acushnet,,,Governor's Council,1st,,All Others,13
Acushnet,,,President,,,Blank Votes,111
Acushnet,,,State Senate,2nd Bristol,,All Others,15
Acushnet,,,State Senate,2nd Bristol,,Total Votes Cast,4986
Acushnet,,,U.S. House,4th,,All Others,0
Acushnet,,,President,,,No Preference,0
Acushnet,,,U.S. House,4th,,Total Votes Cast,4986
Acushnet,,,Governor's Council,1st,,Blank Votes,1233
Acushnet,,,President,,Libertarian,Browne and Olivier,18
Acushnet,,,U.S. Senate,,Republican,"Jack E. Robinson, III",536
Acushnet,,,President,,Republican,Bush and Cheney,1177
Acushnet,,,U.S. House,4th,,Blank Votes,259
Acushnet,,,President,,Unenrolled,Hagelin and Tompkins,3
Adams,-,1,State House,1st Berkshire,,Total Votes Cast,718
Adams,-,1,State House,1st Berkshire,Democratic,Daniel E. Bosley,618
Adams,-,1,State House,1st Berkshire,,Blank Votes,100
Adams,-,1,State House,1st Berkshire,,All Others,0
Adams,-,2,State House,1st Berkshire,,Total Votes Cast,813
Adams,-,2,State House,1st Berkshire,,All Others,1
Adams,-,2,State House,1st Berkshire,,Blank Votes,103
Adams,-,2,State House,1st Berkshire,Democratic,Daniel E. Bosley,709
Adams,-,3,State House,1st Berkshire,,All Others,7
Adams,-,3,State House,1st Berkshire,Democratic,Daniel E. Bosley,696
Adams,-,3,State House,1st Berkshire,,Total Votes Cast,824
Adams,-,3,State House,1st Berkshire,,Blank Votes,121
Adams,-,4,State House,1st Berkshire,,Blank Votes,86
Adams,-,4,State House,1st Berkshire,,All Others,2
Adams,-,4,State House,1st Berkshire,Democratic,Daniel E. Bosley,634
Adams,-,4,State House,1st Berkshire,,Total Votes Cast,722
Adams,-,5,State House,1st Berkshire,,Blank Votes,108
Adams,-,5,State House,1st Berkshire,Democratic,Daniel E. Bosley,745
Adams,-,5,State House,1st Berkshire,,Total Votes Cast,856
Adams,-,5,State House,1st Berkshire,,All Others,3
Adams,,,President,,Green,Nader and LaDuke,199
Adams,,,Governor's Council,8th,,All Others,1
Adams,,,U.S. House,1st,,Total Votes Cast,3933
Adams,,,Governor's Council,8th,Democratic,Edward M. O'Brien,2881
Adams,,,U.S. House,1st,,All Others,1
Adams,,,U.S. House,1st,Republican,Peter J. Abair,1112
Adams,,,President,,Republican,Bush and Cheney,933
Adams,,,U.S. House,1st,Unenrolled,Robert L. Potvin,31
Adams,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Blank Votes,430
Adams,,,President,,Democratic,Gore and Lieberman,2629
Adams,,,President,,,All Others,5
Adams,,,U.S. Senate,,Libertarian,Carla A. Howell,164
Adams,,,Governor's Council,8th,Republican,Marshall T. Moriarty,711
Adams,,,U.S. Senate,,Constitution,Philip F. Lawler,57
Adams,,,President,,Libertarian,Browne and Olivier,35
Adams,,,U.S. Senate,,,Total Votes Cast,3933
Adams,,,President,,,Total Votes Cast,3933
Adams,,,U.S. House,1st,Democratic,John W. Olver,2708
Adams,,,U.S. Senate,,Democratic,Edward M. Kennedy,3151
Adams,,,U.S. House,1st,,Blank Votes,81
Adams,,,President,,Reform,Buchanan and Higgins,18
Adams,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,9
Adams,,,President,,,Blank Votes,111
Adams,,,Governor's Council,8th,,Total Votes Cast,3933
Adams,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",3493
Adams,,,President,,,No Preference,0
Adams,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",5
Adams,,,U.S. Senate,,Republican,"Jack E. Robinson, III",417
Adams,,,U.S. Senate,,,Blank Votes,129
Adams,,,President,,(Write-In),McReynolds and Hollis,0
Adams,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,10
Adams,,,Governor's Council,8th,,Blank Votes,340
Adams,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Total Votes Cast,3933
Adams,,,President,,Unenrolled,Hagelin and Tompkins,3
Adams,,,U.S. Senate,,,All Others,1
Agawam,-,1,State House,3rd Hampden,,Blank Votes,365
Agawam,-,1,State House,3rd Hampden,,All Others,0
Agawam,-,1,State House,3rd Hampden,Democratic,Daniel F. Keenan,1148
Agawam,-,1,State House,3rd Hampden,,Total Votes Cast,1513
Agawam,-,2,State House,3rd Hampden,,Total Votes Cast,1821
Agawam,-,2,State House,3rd Hampden,,All Others,0
Agawam,-,2,State House,3rd Hampden,Democratic,Daniel F. Keenan,1383
Agawam,-,2,State House,3rd Hampden,,Blank Votes,438
Agawam,-,3,State House,3rd Hampden,,Total Votes Cast,1578
Agawam,-,3,State House,3rd Hampden,,All Others,0
Agawam,-,3,State House,3rd Hampden,,Blank Votes,411
Agawam,-,3,State House,3rd Hampden,Democratic,Daniel F. Keenan,1167
Agawam,-,4,State House,3rd Hampden,,Blank Votes,446
Agawam,-,4,State House,3rd Hampden,,Total Votes Cast,1768
Agawam,-,4,State House,3rd Hampden,Democratic,Daniel F. Keenan,1322
Agawam,-,4,State House,3rd Hampden,,All Others,0
Agawam,-,5,State House,3rd Hampden,,Blank Votes,538
Agawam,-,5,State House,3rd Hampden,,Total Votes Cast,2082
Agawam,-,5,State House,3rd Hampden,,All Others,1
Agawam,-,5,State House,3rd Hampden,Democratic,Daniel F. Keenan,1543
Agawam,-,6,State House,3rd Hampden,,Total Votes Cast,2268
Agawam,-,6,State House,3rd Hampden,,Blank Votes,584
Agawam,-,6,State House,3rd Hampden,Democratic,Daniel F. Keenan,1684
Agawam,-,6,State House,3rd Hampden,,All Others,0
Agawam,-,7,State House,3rd Hampden,,Total Votes Cast,1833
Agawam,-,7,State House,3rd Hampden,,Blank Votes,458
Agawam,-,7,State House,3rd Hampden,Democratic,Daniel F. Keenan,1375
Agawam,-,7,State House,3rd Hampden,,All Others,0
Agawam,,,President,,(Write-In),McReynolds and Hollis,0
Agawam,,,President,,,No Preference,0
Agawam,,,Governor's Council,8th,Republican,Marshall T. Moriarty,3814
Agawam,,,Governor's Council,8th,,Total Votes Cast,12863
Agawam,,,Governor's Council,8th,,All Others,1
Agawam,,,U.S. House,2nd,,Blank Votes,3157
Agawam,,,U.S. Senate,,,Total Votes Cast,12863
Agawam,,,President,,Unenrolled,Hagelin and Tompkins,5
Agawam,,,President,,,Blank Votes,71
Agawam,,,U.S. House,2nd,,Total Votes Cast,12863
Agawam,,,President,,Republican,Bush and Cheney,4859
Agawam,,,President,,,All Others,2
Agawam,,,U.S. Senate,,,Blank Votes,975
Agawam,,,State Senate,Hampden,,All Others,1
Agawam,,,State Senate,Hampden,,Blank Votes,1365
Agawam,,,President,,Green,Nader and LaDuke,749
Agawam,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,121
Agawam,,,Governor's Council,8th,Democratic,Edward M. O'Brien,6290
Agawam,,,President,,Democratic,Gore and Lieberman,7017
Agawam,,,U.S. House,2nd,,All Others,1
Agawam,,,State Senate,Hampden,Democratic,Linda J. Melconian,9587
Agawam,,,U.S. Senate,,Democratic,Edward M. Kennedy,8154
Agawam,,,U.S. Senate,,Constitution,Philip F. Lawler,410
Agawam,,,State Senate,Hampden,,Total Votes Cast,12863
Agawam,,,President,,Libertarian,Browne and Olivier,97
Agawam,,,U.S. House,2nd,Democratic,Richard E. Neal,9705
Agawam,,,President,,,Total Votes Cast,12863
Agawam,,,Governor's Council,8th,,Blank Votes,2758
Agawam,,,President,,Reform,Buchanan and Higgins,63
Agawam,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",90
Agawam,,,U.S. Senate,,Republican,"Jack E. Robinson, III",2197
Agawam,,,U.S. Senate,,Libertarian,Carla A. Howell,914
Agawam,,,State Senate,Hampden,Unenrolled,"Abraham Kasparian, Jr.",1910
Agawam,,,U.S. Senate,,,All Others,2
Alford,-,1,State House,4th Berkshire,,Total Votes Cast,265
Alford,-,1,State House,4th Berkshire,,Blank Votes,54
Alford,-,1,State House,4th Berkshire,Democratic,Christopher J. Hodgkins,207
Alford,-,1,State House,4th Berkshire,,All Others,4
Alford,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",219
Alford,,,Governor's Council,8th,Republican,Marshall T. Moriarty,80
Alford,,,President,,Democratic,Gore and Lieberman,141
Alford,,,President,,Unenrolled,Hagelin and Tompkins,0
Alford,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Blank Votes,46
Alford,,,President,,(Write-In),McReynolds and Hollis,0
Alford,,,U.S. Senate,,,Blank Votes,9
Alford,,,Governor's Council,8th,,Total Votes Cast,265
Alford,,,Governor's Council,8th,,All Others,0
Alford,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",2
Alford,,,U.S. House,1st,Republican,Peter J. Abair,95
Alford,,,President,,Reform,Buchanan and Higgins,0
Alford,,,Governor's Council,8th,,Blank Votes,42
Alford,,,U.S. House,1st,Unenrolled,Robert L. Potvin,2
Alford,,,U.S. Senate,,Republican,"Jack E. Robinson, III",51
Alford,,,President,,,No Preference,0
Alford,,,U.S. Senate,,,Total Votes Cast,265
Alford,,,U.S. House,1st,Democratic,John W. Olver,159
Alford,,,Governor's Council,8th,Democratic,Edward M. O'Brien,143
Alford,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,0
Alford,,,U.S. House,1st,,All Others,2
Alford,,,President,,,Blank Votes,1
Alford,,,U.S. Senate,,Libertarian,Carla A. Howell,20
Alford,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Total Votes Cast,265
Alford,,,President,,Republican,Bush and Cheney,81
Alford,,,U.S. Senate,,,All Others,0
Alford,,,President,,,Total Votes Cast,265
Alford,,,U.S. House,1st,,Blank Votes,7
Alford,,,President,,,All Others,2
Alford,,,President,,Libertarian,Browne and Olivier,3
Alford,,,U.S. Senate,,Constitution,Philip F. Lawler,1
Alford,,,U.S. House,1st,,Total Votes Cast,265
Alford,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,2
Alford,,,U.S. Senate,,Democratic,Edward M. Kennedy,180
Alford,,,President,,Green,Nader and LaDuke,37
Amesbury,-,1,State House,1st Essex,Republican,Joseph P. Sullivan,495
Amesbury,-,1,State House,1st Essex,,Total Votes Cast,1200
Amesbury,-,1,State House,1st Essex,,All Others,1
Amesbury,-,1,State House,1st Essex,,Blank Votes,62
Amesbury,-,1,State House,1st Essex,Democratic,Paul E. Tirone,642
Amesbury,-,2,State House,1st Essex,,Blank Votes,58
Amesbury,-,2,State House,1st Essex,,All Others,0
Amesbury,-,2,State House,1st Essex,Republican,Joseph P. Sullivan,426
Amesbury,-,2,State House,1st Essex,Democratic,Paul E. Tirone,689
Amesbury,-,2,State House,1st Essex,,Total Votes Cast,1173
Amesbury,-,3,State House,1st Essex,,All Others,3
Amesbury,-,3,State House,1st Essex,Republican,Joseph P. Sullivan,450
Amesbury,-,3,State House,1st Essex,,Blank Votes,66
Amesbury,-,3,State House,1st Essex,,Total Votes Cast,1303
Amesbury,-,3,State House,1st Essex,Democratic,Paul E. Tirone,784
Amesbury,-,4,State House,1st Essex,,Blank Votes,60
Amesbury,-,4,State House,1st Essex,Democratic,Paul E. Tirone,540
Amesbury,-,4,State House,1st Essex,,Total Votes Cast,940
Amesbury,-,4,State House,1st Essex,Republican,Joseph P. Sullivan,340
Amesbury,-,4,State House,1st Essex,,All Others,0
Amesbury,-,5,State House,1st Essex,,All Others,2
Amesbury,-,5,State House,1st Essex,,Blank Votes,54
Amesbury,-,5,State House,1st Essex,Republican,Joseph P. Sullivan,582
Amesbury,-,5,State House,1st Essex,Democratic,Paul E. Tirone,733
Amesbury,-,5,State House,1st Essex,,Total Votes Cast,1371
Amesbury,-,6,State House,1st Essex,,Total Votes Cast,975
Amesbury,-,6,State House,1st Essex,,Blank Votes,52
Amesbury,-,6,State House,1st Essex,,All Others,0
Amesbury,-,6,State House,1st Essex,Republican,Joseph P. Sullivan,343
Amesbury,-,6,State House,1st Essex,Democratic,Paul E. Tirone,580
Amesbury,,,Governor's Council,5th,,Blank Votes,2241
Amesbury,,,U.S. Senate,,Republican,"Jack E. Robinson, III",1026
Amesbury,,,U.S. House,6th,,All Others,5
Amesbury,,,U.S. House,6th,,Blank Votes,310
Amesbury,,,State Senate,3rd Essex,,All Others,47
Amesbury,,,U.S. Senate,,,Blank Votes,261
Amesbury,,,U.S. Senate,,Democratic,Edward M. Kennedy,4713
Amesbury,,,U.S. Senate,,Libertarian,Carla A. Howell,817
Amesbury,,,President,,,Total Votes Cast,6962
Amesbury,,,Governor's Council,5th,,Total Votes Cast,6962
Amesbury,,,U.S. Senate,,,Total Votes Cast,6962
Amesbury,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",36
Amesbury,,,Governor's Council,5th,,All Others,34
Amesbury,,,President,,Democratic,Gore and Lieberman,3866
Amesbury,,,President,,,No Preference,0
Amesbury,,,President,,(Write-In),McReynolds and Hollis,0
Amesbury,,,President,,Reform,Buchanan and Higgins,23
Amesbury,,,U.S. House,6th,Republican,Paul McCarthy,2004
Amesbury,,,U.S. Senate,,Constitution,Philip F. Lawler,73
Amesbury,,,State Senate,3rd Essex,,Total Votes Cast,6962
Amesbury,,,U.S. House,6th,Democratic,John F. Tierney,4643
Amesbury,,,Governor's Council,5th,Democratic,Mary-Ellen Manning,4687
Amesbury,,,State Senate,3rd Essex,Democratic,James P. Jajuga,4996
Amesbury,,,President,,Libertarian,Browne and Olivier,51
Amesbury,,,President,,,Blank Votes,36
Amesbury,,,President,,Republican,Bush and Cheney,2504
Amesbury,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,29
Amesbury,,,State Senate,3rd Essex,,Blank Votes,1919
Amesbury,,,U.S. Senate,,,All Others,7
Amesbury,,,President,,Unenrolled,Hagelin and Tompkins,6
Amesbury,,,President,,Green,Nader and LaDuke,459
Amesbury,,,U.S. House,6th,,Total Votes Cast,6962
Amesbury,,,President,,,All Others,17
Amherst,-,1,State House,3rd Hampshire,,All Others,0
Amherst,-,1,State House,3rd Hampshire,,Blank Votes,94
Amherst,-,1,State House,3rd Hampshire,,Total Votes Cast,683
Amherst,-,1,State House,3rd Hampshire,Independent,Terry J. Franklin,126
Amherst,-,1,State House,3rd Hampshire,Democratic,Ellen S. Story,463
Amherst,-,2,State House,3rd Hampshire,Democratic,Ellen S. Story,1129
Amherst,-,2,State House,3rd Hampshire,,All Others,0
Amherst,-,2,State House,3rd Hampshire,,Total Votes Cast,1504
Amherst,-,2,State House,3rd Hampshire,,Blank Votes,206
Amherst,-,2,State House,3rd Hampshire,Independent,Terry J. Franklin,169
Amherst,-,3,State House,3rd Hampshire,Independent,Terry J. Franklin,151
Amherst,-,3,State House,3rd Hampshire,Democratic,Ellen S. Story,659
Amherst,-,3,State House,3rd Hampshire,,All Others,0
Amherst,-,3,State House,3rd Hampshire,,Blank Votes,114
Amherst,-,3,State House,3rd Hampshire,,Total Votes Cast,924
Amherst,-,4,State House,3rd Hampshire,,Blank Votes,34
Amherst,-,4,State House,3rd Hampshire,Independent,Terry J. Franklin,26
Amherst,-,4,State House,3rd Hampshire,Democratic,Ellen S. Story,328
Amherst,-,4,State House,3rd Hampshire,,All Others,1
Amherst,-,4,State House,3rd Hampshire,,Total Votes Cast,389
Amherst,-,5,State House,3rd Hampshire,Independent,Terry J. Franklin,135
Amherst,-,5,State House,3rd Hampshire,Democratic,Ellen S. Story,766
Amherst,-,5,State House,3rd Hampshire,,Total Votes Cast,1076
Amherst,-,5,State House,3rd Hampshire,,Blank Votes,175
Amherst,-,5,State House,3rd Hampshire,,All Others,0
Amherst,-,6,State House,3rd Hampshire,,Blank Votes,154
Amherst,-,6,State House,3rd Hampshire,Democratic,Ellen S. Story,1114
Amherst,-,6,State House,3rd Hampshire,Independent,Terry J. Franklin,186
Amherst,-,6,State House,3rd Hampshire,,Total Votes Cast,1454
Amherst,-,6,State House,3rd Hampshire,,All Others,0
Amherst,-,7,State House,3rd Hampshire,,Blank Votes,146
Amherst,-,7,State House,3rd Hampshire,,Total Votes Cast,1209
Amherst,-,7,State House,3rd Hampshire,Democratic,Ellen S. Story,895
Amherst,-,7,State House,3rd Hampshire,Independent,Terry J. Franklin,168
Amherst,-,7,State House,3rd Hampshire,,All Others,0
Amherst,-,8,State House,3rd Hampshire,,Blank Votes,274
Amherst,-,8,State House,3rd Hampshire,Independent,Terry J. Franklin,215
Amherst,-,8,State House,3rd Hampshire,Democratic,Ellen S. Story,1482
Amherst,-,8,State House,3rd Hampshire,,All Others,1
Amherst,-,8,State House,3rd Hampshire,,Total Votes Cast,1972
Amherst,-,9,State House,3rd Hampshire,Independent,Terry J. Franklin,188
Amherst,-,9,State House,3rd Hampshire,,All Others,0
Amherst,-,9,State House,3rd Hampshire,,Total Votes Cast,1282
Amherst,-,9,State House,3rd Hampshire,Democratic,Ellen S. Story,830
Amherst,-,9,State House,3rd Hampshire,,Blank Votes,264
Amherst,-,10,State House,3rd Hampshire,Democratic,Ellen S. Story,335
Amherst,-,10,State House,3rd Hampshire,,Total Votes Cast,441
Amherst,-,10,State House,3rd Hampshire,Independent,Terry J. Franklin,47
Amherst,-,10,State House,3rd Hampshire,,Blank Votes,59
Amherst,-,10,State House,3rd Hampshire,,All Others,0
Amherst,-,10A,State House,3rd Hampshire,Independent,Terry J. Franklin,75
Amherst,-,10A,State House,3rd Hampshire,,Total Votes Cast,394
Amherst,-,10A,State House,3rd Hampshire,,All Others,0
Amherst,-,10A,State House,3rd Hampshire,Democratic,Ellen S. Story,181
Amherst,-,10A,State House,3rd Hampshire,,Blank Votes,138
Amherst,-,4A,State House,3rd Hampshire,Independent,Terry J. Franklin,106
Amherst,-,4A,State House,3rd Hampshire,,Blank Votes,191
Amherst,-,4A,State House,3rd Hampshire,,Total Votes Cast,537
Amherst,-,4A,State House,3rd Hampshire,,All Others,0
Amherst,-,4A,State House,3rd Hampshire,Democratic,Ellen S. Story,240
Amherst,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",55
Amherst,,,President,,(Write-In),McReynolds and Hollis,0
Amherst,,,U.S. House,1st,,Blank Votes,1243
Amherst,,,State Senate,Hampshire and Franklin,,Total Votes Cast,11865
Amherst,,,U.S. House,1st,Unenrolled,Robert L. Potvin,229
Amherst,,,President,,Republican,Bush and Cheney,1593
Amherst,,,State Senate,Hampshire and Franklin,Libertarian,Michael P. Froimowits,1285
Amherst,,,U.S. Senate,,,All Others,4
Amherst,,,Governor's Council,8th,,All Others,3
Amherst,,,Governor's Council,8th,,Blank Votes,2682
Amherst,,,State Senate,Hampshire and Franklin,,All Others,2
Amherst,,,President,,Reform,Buchanan and Higgins,18
Amherst,,,U.S. House,1st,,Total Votes Cast,11865
Amherst,,,President,,,Blank Votes,86
Amherst,,,U.S. Senate,,Libertarian,Carla A. Howell,1393
Amherst,,,President,,Libertarian,Browne and Olivier,126
Amherst,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,77
Amherst,,,State Senate,Hampshire and Franklin,,Blank Votes,1773
Amherst,,,President,,Green,Nader and LaDuke,2950
