town,ward,precinct,office,district,party,candidate,votes
Cheshire,-,1,State House,2nd Berkshire,,All Others,0
Cheshire,-,1,State House,2nd Berkshire,,Blank Votes,46
Cheshire,-,1,State House,2nd Berkshire,Democratic,Andrew Baker,473
Cheshire,-,1,State House,2nd Berkshire,,Total Votes Cast,1677
Cheshire,,,Governor's Council,8th,Republican,Marshall T. Moriarty,372
Cheshire,,,Governor's Council,8th,,Blank Votes,165
Cheshire,,,President,,,No Preference,0
Cheshire,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Blank Votes,226
Cheshire,,,President,,,Total Votes Cast,1682
Cheshire,,,U.S. Senate,,,Total Votes Cast,1682
Cheshire,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Total Votes Cast,1682
Cheshire,,,U.S. House,1st,Unenrolled,Robert L. Potvin,13
Cheshire,,,Governor's Council,8th,Democratic,Edward M. O'Brien,1145
Cheshire,,,U.S. Senate,,Constitution,Philip F. Lawler,15
Cheshire,,,U.S. House,1st,,All Others,1
Cheshire,,,President,,,All Others,1
Cheshire,,,U.S. House,1st,Republican,Peter J. Abair,556
Cheshire,,,President,,(Write-In),McReynolds and Hollis,0
Cheshire,,,U.S. Senate,,Libertarian,Carla A. Howell,94
Cheshire,,,President,,Democratic,Gore and Lieberman,1024
Cheshire,,,President,,Green,Nader and LaDuke,87
Cheshire,,,U.S. Senate,,Democratic,Edward M. Kennedy,1279
Cheshire,,,President,,Reform,Buchanan and Higgins,10
Cheshire,,,Governor's Council,8th,,Total Votes Cast,1682
Cheshire,,,President,,Libertarian,Browne and Olivier,30
Cheshire,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",1455
Cheshire,,,U.S. House,1st,,Blank Votes,35
Cheshire,,,Governor's Council,8th,,All Others,0
Cheshire,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",3
Cheshire,,,President,,Republican,Bush and Cheney,501
Cheshire,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,9
Cheshire,,,President,,Unenrolled,Hagelin and Tompkins,4
Cheshire,,,U.S. Senate,,,Blank Votes,46
Cheshire,,,U.S. Senate,,,All Others,0
Cheshire,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,1
Cheshire,,,President,,,Blank Votes,25
Cheshire,,,U.S. House,1st,Democratic,John W. Olver,1077
Cheshire,,,U.S. House,1st,,Total Votes Cast,1682
Cheshire,,,U.S. Senate,,Republican,"Jack E. Robinson, III",236
Chester,-,1,State House,2nd Berkshire,,All Others,0
Chester,-,1,State House,2nd Berkshire,Republican,Shaun P. Kelly,369
Chester,-,1,State House,2nd Berkshire,,Blank Votes,23
Chester,-,1,State House,2nd Berkshire,,Total Votes Cast,592
Chester,-,1,State House,2nd Berkshire,Democratic,Andrew Baker,200
Chester,,,President,,Democratic,Gore and Lieberman,232
Chester,,,President,,Republican,Bush and Cheney,284
Chester,,,U.S. House,1st,,Total Votes Cast,592
Chester,,,U.S. House,1st,Republican,Peter J. Abair,248
Chester,,,Governor's Council,8th,Democratic,Edward M. O'Brien,344
Chester,,,President,,Unenrolled,Hagelin and Tompkins,1
Chester,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Blank Votes,138
Chester,,,U.S. Senate,,Libertarian,Carla A. Howell,75
Chester,,,President,,,All Others,0
Chester,,,Governor's Council,8th,Republican,Marshall T. Moriarty,213
Chester,,,U.S. Senate,,Democratic,Edward M. Kennedy,335
Chester,,,U.S. Senate,,Republican,"Jack E. Robinson, III",145
Chester,,,U.S. Senate,,,Blank Votes,14
Chester,,,U.S. House,1st,,All Others,0
Chester,,,U.S. House,1st,Democratic,John W. Olver,324
Chester,,,Governor's Council,8th,,All Others,0
Chester,,,U.S. House,1st,Unenrolled,Robert L. Potvin,7
Chester,,,President,,,Total Votes Cast,592
Chester,,,U.S. Senate,,,All Others,0
Chester,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",454
Chester,,,U.S. Senate,,,Total Votes Cast,592
Chester,,,President,,,Blank Votes,7
Chester,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,4
Chester,,,President,,(Write-In),McReynolds and Hollis,0
Chester,,,President,,Reform,Buchanan and Higgins,1
Chester,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Total Votes Cast,592
Chester,,,U.S. House,1st,,Blank Votes,13
Chester,,,Governor's Council,8th,,Total Votes Cast,592
Chester,,,President,,,No Preference,0
Chester,,,President,,Green,Nader and LaDuke,59
Chester,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,0
Chester,,,U.S. Senate,,Constitution,Philip F. Lawler,15
Chester,,,President,,Libertarian,Browne and Olivier,8
Chester,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",4
Chester,,,Governor's Council,8th,,Blank Votes,35
Chesterfield,-,1,State House,1st Franklin,Democratic,Stephen Kulik,497
Chesterfield,-,1,State House,1st Franklin,,Total Votes Cast,595
Chesterfield,-,1,State House,1st Franklin,,Blank Votes,98
Chesterfield,-,1,State House,1st Franklin,,All Others,0
Chesterfield,,,President,,,No Preference,0
Chesterfield,,,Governor's Council,8th,Democratic,Edward M. O'Brien,362
Chesterfield,,,U.S. House,1st,Democratic,John W. Olver,341
Chesterfield,,,State Senate,Hampshire and Franklin,Libertarian,Michael P. Froimowits,84
Chesterfield,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,2
Chesterfield,,,President,,,Total Votes Cast,595
Chesterfield,,,State Senate,Hampshire and Franklin,,Total Votes Cast,595
Chesterfield,,,President,,Republican,Bush and Cheney,272
Chesterfield,,,U.S. House,1st,Republican,Peter J. Abair,234
Chesterfield,,,U.S. Senate,,,Total Votes Cast,595
Chesterfield,,,U.S. House,1st,,Blank Votes,13
Chesterfield,,,Governor's Council,8th,,Blank Votes,58
Chesterfield,,,U.S. Senate,,Democratic,Edward M. Kennedy,336
Chesterfield,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",1
Chesterfield,,,Governor's Council,8th,,All Others,0
Chesterfield,,,U.S. Senate,,Libertarian,Carla A. Howell,81
Chesterfield,,,U.S. Senate,,,All Others,0
Chesterfield,,,President,,,Blank Votes,6
Chesterfield,,,U.S. House,1st,,All Others,0
Chesterfield,,,State Senate,Hampshire and Franklin,,Blank Votes,49
Chesterfield,,,U.S. House,1st,Unenrolled,Robert L. Potvin,7
Chesterfield,,,U.S. Senate,,Republican,"Jack E. Robinson, III",138
Chesterfield,,,U.S. Senate,,,Blank Votes,22
Chesterfield,,,State Senate,Hampshire and Franklin,,All Others,0
Chesterfield,,,State Senate,Hampshire and Franklin,,Stanley C. Rosenberg,462
Chesterfield,,,President,,Unenrolled,Hagelin and Tompkins,0
Chesterfield,,,Governor's Council,8th,,Total Votes Cast,595
Chesterfield,,,Governor's Council,8th,Republican,Marshall T. Moriarty,175
Chesterfield,,,U.S. Senate,,Constitution,Philip F. Lawler,15
Chesterfield,,,President,,,All Others,1
Chesterfield,,,President,,Reform,Buchanan and Higgins,1
Chesterfield,,,U.S. House,1st,,Total Votes Cast,595
Chesterfield,,,President,,Democratic,Gore and Lieberman,228
Chesterfield,,,President,,Green,Nader and LaDuke,81
Chesterfield,,,President,,(Write-In),McReynolds and Hollis,0
Chesterfield,,,President,,Libertarian,Browne and Olivier,6
Chicopee,1,A,State House,8th Hampden,,Total Votes Cast,1374
Chicopee,1,A,State House,8th Hampden,Democratic,Joseph F. Wagner,1133
Chicopee,1,A,State House,8th Hampden,,Blank Votes,234
Chicopee,1,A,State House,8th Hampden,,All Others,7
Chicopee,1,B,State House,8th Hampden,Democratic,Joseph F. Wagner,1221
Chicopee,1,B,State House,8th Hampden,,Blank Votes,257
Chicopee,1,B,State House,8th Hampden,,All Others,12
Chicopee,1,B,State House,8th Hampden,,Total Votes Cast,1490
Chicopee,2,A,State House,9th Hampden,,Blank Votes,14
Chicopee,2,A,State House,9th Hampden,,All Others,4
Chicopee,2,A,State House,9th Hampden,Republican,Scott T. Theriault,92
Chicopee,2,A,State House,9th Hampden,,Total Votes Cast,522
Chicopee,2,A,State House,9th Hampden,Democratic,Christopher P. Asselin,412
Chicopee,2,B,State House,9th Hampden,,All Others,0
Chicopee,2,B,State House,9th Hampden,,Blank Votes,16
Chicopee,2,B,State House,9th Hampden,,Total Votes Cast,454
Chicopee,2,B,State House,9th Hampden,Republican,Scott T. Theriault,49
Chicopee,2,B,State House,9th Hampden,Democratic,Christopher P. Asselin,389
Chicopee,2,C,State House,8th Hampden,,All Others,2
Chicopee,2,C,State House,8th Hampden,,Total Votes Cast,363
Chicopee,2,C,State House,8th Hampden,Democratic,Joseph F. Wagner,315
Chicopee,2,C,State House,8th Hampden,,Blank Votes,46
Chicopee,2,D,State House,8th Hampden,Democratic,Joseph F. Wagner,551
Chicopee,2,D,State House,8th Hampden,,Blank Votes,82
Chicopee,2,D,State House,8th Hampden,,All Others,2
Chicopee,2,D,State House,8th Hampden,,Total Votes Cast,635
Chicopee,3,AE,State House,8th Hampden,,Total Votes Cast,536
Chicopee,3,AE,State House,8th Hampden,,All Others,16
Chicopee,3,AE,State House,8th Hampden,,Blank Votes,87
Chicopee,3,AE,State House,8th Hampden,Democratic,Joseph F. Wagner,433
Chicopee,3,AW,State House,8th Hampden,,Blank Votes,79
Chicopee,3,AW,State House,8th Hampden,Democratic,Joseph F. Wagner,430
Chicopee,3,AW,State House,8th Hampden,,Total Votes Cast,514
Chicopee,3,AW,State House,8th Hampden,,All Others,5
Chicopee,3,B,State House,8th Hampden,,All Others,3
Chicopee,3,B,State House,8th Hampden,,Total Votes Cast,486
Chicopee,3,B,State House,8th Hampden,Democratic,Joseph F. Wagner,417
Chicopee,3,B,State House,8th Hampden,,Blank Votes,66
Chicopee,3,C,State House,6th Hampden,,Blank Votes,29
Chicopee,3,C,State House,6th Hampden,,Total Votes Cast,724
Chicopee,3,C,State House,6th Hampden,,All Others,4
Chicopee,3,C,State House,6th Hampden,Republican,Walter A. DeFilippi,184
Chicopee,3,C,State House,6th Hampden,Democratic,Stephen J. Buoniconti,507
Chicopee,4,A,State House,8th Hampden,,Blank Votes,94
Chicopee,4,A,State House,8th Hampden,Democratic,Joseph F. Wagner,594
Chicopee,4,A,State House,8th Hampden,,Total Votes Cast,693
Chicopee,4,A,State House,8th Hampden,,All Others,5
Chicopee,4,B,State House,9th Hampden,Democratic,Christopher P. Asselin,545
Chicopee,4,B,State House,9th Hampden,,Blank Votes,30
Chicopee,4,B,State House,9th Hampden,,All Others,1
Chicopee,4,B,State House,9th Hampden,,Total Votes Cast,668
Chicopee,4,B,State House,9th Hampden,Republican,Scott T. Theriault,92
Chicopee,4,C,State House,8th Hampden,,All Others,7
Chicopee,4,C,State House,8th Hampden,,Blank Votes,187
Chicopee,4,C,State House,8th Hampden,,Total Votes Cast,1023
Chicopee,4,C,State House,8th Hampden,Democratic,Joseph F. Wagner,829
Chicopee,5,A,State House,9th Hampden,,Blank Votes,25
Chicopee,5,A,State House,9th Hampden,Democratic,Christopher P. Asselin,532
Chicopee,5,A,State House,9th Hampden,,Total Votes Cast,672
Chicopee,5,A,State House,9th Hampden,,All Others,3
Chicopee,5,A,State House,9th Hampden,Republican,Scott T. Theriault,112
Chicopee,5,B,State House,9th Hampden,Democratic,Christopher P. Asselin,750
Chicopee,5,B,State House,9th Hampden,Republican,Scott T. Theriault,145
Chicopee,5,B,State House,9th Hampden,,Total Votes Cast,929
Chicopee,5,B,State House,9th Hampden,,Blank Votes,34
Chicopee,5,B,State House,9th Hampden,,All Others,0
Chicopee,5,C,State House,9th Hampden,,All Others,3
Chicopee,5,C,State House,9th Hampden,,Blank Votes,28
Chicopee,5,C,State House,9th Hampden,Democratic,Christopher P. Asselin,603
Chicopee,5,C,State House,9th Hampden,,Total Votes Cast,749
Chicopee,5,C,State House,9th Hampden,Republican,Scott T. Theriault,115
Chicopee,6,AN,State House,7th Hampden,,Total Votes Cast,289
Chicopee,6,AN,State House,7th Hampden,Democratic,Thomas M. Petrolati,160
Chicopee,6,AN,State House,7th Hampden,Republican,William E. Johnson,119
Chicopee,6,AN,State House,7th Hampden,,All Others,1
Chicopee,6,AN,State House,7th Hampden,,Blank Votes,9
Chicopee,6,AS,State House,7th Hampden,,Blank Votes,52
Chicopee,6,AS,State House,7th Hampden,,Total Votes Cast,826
Chicopee,6,AS,State House,7th Hampden,Republican,William E. Johnson,284
Chicopee,6,AS,State House,7th Hampden,,All Others,2
Chicopee,6,AS,State House,7th Hampden,Democratic,Thomas M. Petrolati,488
Chicopee,6,B,State House,7th Hampden,,All Others,0
Chicopee,6,B,State House,7th Hampden,Republican,William E. Johnson,539
Chicopee,6,B,State House,7th Hampden,,Total Votes Cast,1426
Chicopee,6,B,State House,7th Hampden,,Blank Votes,80
Chicopee,6,B,State House,7th Hampden,Democratic,Thomas M. Petrolati,807
Chicopee,7,A,State House,8th Hampden,,Total Votes Cast,851
Chicopee,7,A,State House,8th Hampden,Democratic,Joseph F. Wagner,715
Chicopee,7,A,State House,8th Hampden,,Blank Votes,128
Chicopee,7,A,State House,8th Hampden,,All Others,8
Chicopee,7,B,State House,8th Hampden,,Blank Votes,141
Chicopee,7,B,State House,8th Hampden,,Total Votes Cast,973
Chicopee,7,B,State House,8th Hampden,,All Others,6
Chicopee,7,B,State House,8th Hampden,Democratic,Joseph F. Wagner,826
Chicopee,8,A,State House,8th Hampden,,All Others,7
Chicopee,8,A,State House,8th Hampden,,Blank Votes,99
Chicopee,8,A,State House,8th Hampden,,Total Votes Cast,734
Chicopee,8,A,State House,8th Hampden,Democratic,Joseph F. Wagner,628
Chicopee,8,B,State House,8th Hampden,,Total Votes Cast,914
Chicopee,8,B,State House,8th Hampden,Democratic,Joseph F. Wagner,747
Chicopee,8,B,State House,8th Hampden,,All Others,3
Chicopee,8,B,State House,8th Hampden,,Blank Votes,164
Chicopee,8,C,State House,8th Hampden,Democratic,Joseph F. Wagner,674
Chicopee,8,C,State House,8th Hampden,,Total Votes Cast,809
Chicopee,8,C,State House,8th Hampden,,All Others,5
Chicopee,8,C,State House,8th Hampden,,Blank Votes,130
Chicopee,9,A,State House,8th Hampden,Democratic,Joseph F. Wagner,1143
Chicopee,9,A,State House,8th Hampden,,Blank Votes,266
Chicopee,9,A,State House,8th Hampden,,Total Votes Cast,1418
Chicopee,9,A,State House,8th Hampden,,All Others,9
Chicopee,9,B,State House,8th Hampden,,Total Votes Cast,1285
Chicopee,9,B,State House,8th Hampden,,All Others,12
Chicopee,9,B,State House,8th Hampden,Democratic,Joseph F. Wagner,1034
Chicopee,9,B,State House,8th Hampden,,Blank Votes,239
Chicopee,,,President,,Green,Nader and LaDuke,1179
Chicopee,,,U.S. Senate,,Libertarian,Carla A. Howell,1317
Chicopee,,,U.S. Senate,,Democratic,Edward M. Kennedy,15126
Chicopee,,,U.S. House,2nd,Democratic,Richard E. Neal,17709
Chicopee,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",87
Chicopee,,,President,,,All Others,33
Chicopee,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,177
Chicopee,,,U.S. Senate,,,Blank Votes,809
Chicopee,,,Governor's Council,8th,Republican,Marshall T. Moriarty,5534
Chicopee,,,State Senate,2nd Hampden and Hampshire,Republican,Michael R. Knapik,11499
Chicopee,,,President,,Democratic,Gore and Lieberman,13236
Chicopee,,,U.S. Senate,,,All Others,19
Chicopee,,,Governor's Council,8th,,All Others,28
Chicopee,,,State Senate,Hampden,,All Others,15
Chicopee,,,President,,Republican,Bush and Cheney,6512
Chicopee,,,President,,,Total Votes Cast,21474
Chicopee,,,U.S. House,2nd,,Blank Votes,3466
Chicopee,,,State Senate,2nd Hampden and Hampshire,,Blank Votes,3121
Chicopee,,,Governor's Council,8th,,Total Votes Cast,21474
Chicopee,,,State Senate,Hampden,,Total Votes Cast,6721
Chicopee,,,U.S. Senate,,,Total Votes Cast,21474
Chicopee,,,President,,Libertarian,Browne and Olivier,197
Chicopee,,,U.S. Senate,,Republican,"Jack E. Robinson, III",3322
Chicopee,,,President,,(Write-In),McReynolds and Hollis,0
Chicopee,,,President,,Unenrolled,Hagelin and Tompkins,36
Chicopee,,,State Senate,2nd Hampden and Hampshire,,Total Votes Cast,14753
Chicopee,,,State Senate,Hampden,Unenrolled,"Abraham Kasparian, Jr.",844
Chicopee,,,Governor's Council,8th,Democratic,Edward M. O'Brien,14123
Chicopee,,,Governor's Council,8th,,Blank Votes,1789
Chicopee,,,State Senate,Hampden,Democratic,Linda J. Melconian,5397
Chicopee,,,State Senate,2nd Hampden and Hampshire,,All Others,133
Chicopee,,,U.S. House,2nd,,Total Votes Cast,21474
Chicopee,,,President,,,Blank Votes,198
Chicopee,,,State Senate,Hampden,,Blank Votes,465
Chicopee,,,U.S. House,2nd,,All Others,299
Chicopee,,,President,,Reform,Buchanan and Higgins,83
Chicopee,,,President,,,No Preference,0
Chicopee,,,U.S. Senate,,Constitution,Philip F. Lawler,617
Chilmark,-,1,State House,"Barnstable, Dukes and Nantucket",,Blank Votes,39
Chilmark,-,1,State House,"Barnstable, Dukes and Nantucket",Democratic,Eric T. Turkington,524
Chilmark,-,1,State House,"Barnstable, Dukes and Nantucket",,Total Votes Cast,677
Chilmark,-,1,State House,"Barnstable, Dukes and Nantucket",Republican,Donald P. McKeag,114
Chilmark,-,1,State House,"Barnstable, Dukes and Nantucket",,All Others,0
Chilmark,,,President,,Democratic,Gore and Lieberman,390
Chilmark,,,President,,Unenrolled,Hagelin and Tompkins,2
Chilmark,,,President,,Reform,Buchanan and Higgins,1
Chilmark,,,President,,Green,Nader and LaDuke,108
Chilmark,,,President,,,No Preference,0
Chilmark,,,U.S. House,10th,Democratic,William D. Delahunt,533
Chilmark,,,U.S. Senate,,Republican,"Jack E. Robinson, III",98
Chilmark,,,Governor's Council,1st,,Blank Votes,226
Chilmark,,,State Senate,Cape and Islands,,Blank Votes,43
Chilmark,,,President,,Libertarian,Browne and Olivier,3
Chilmark,,,Governor's Council,1st,Democratic,Carole A. Fiola,450
Chilmark,,,Governor's Council,1st,,All Others,4
Chilmark,,,U.S. House,10th,,All Others,0
Chilmark,,,President,,,Blank Votes,4
Chilmark,,,President,,(Write-In),McReynolds and Hollis,0
Chilmark,,,U.S. House,10th,,Total Votes Cast,680
Chilmark,,,U.S. Senate,,Democratic,Edward M. Kennedy,494
Chilmark,,,State Senate,Cape and Islands,Republican,"Edward B. Teague, III",167
Chilmark,,,President,,,All Others,1
Chilmark,,,State Senate,Cape and Islands,,All Others,1
Chilmark,,,U.S. House,10th,Republican,Eric V. Bleicken,115
Chilmark,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,0
Chilmark,,,President,,Republican,Bush and Cheney,171
Chilmark,,,U.S. Senate,,,Total Votes Cast,680
Chilmark,,,U.S. House,10th,,Blank Votes,32
Chilmark,,,U.S. Senate,,,All Others,0
Chilmark,,,President,,,Total Votes Cast,680
Chilmark,,,Governor's Council,1st,,Total Votes Cast,680
Chilmark,,,U.S. Senate,,Libertarian,Carla A. Howell,50
Chilmark,,,U.S. Senate,,Constitution,Philip F. Lawler,14
Chilmark,,,State Senate,Cape and Islands,Democratic,Robert A. O'Leary,469
Chilmark,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",0
Chilmark,,,State Senate,Cape and Islands,,Total Votes Cast,680
Chilmark,,,U.S. Senate,,,Blank Votes,24
Clarksburg,-,1,State House,1st Berkshire,Democratic,Daniel E. Bosley,373
Clarksburg,-,1,State House,1st Berkshire,,All Others,2
Clarksburg,-,1,State House,1st Berkshire,,Blank Votes,57
Clarksburg,-,1,State House,1st Berkshire,,Total Votes Cast,432
Clarksburg,-,2,State House,1st Berkshire,,All Others,2
Clarksburg,-,2,State House,1st Berkshire,Democratic,Daniel E. Bosley,336
Clarksburg,-,2,State House,1st Berkshire,,Blank Votes,57
Clarksburg,-,2,State House,1st Berkshire,,Total Votes Cast,395
Clarksburg,,,U.S. Senate,,Constitution,Philip F. Lawler,10
Clarksburg,,,Governor's Council,8th,Democratic,Edward M. O'Brien,560
Clarksburg,,,President,,,All Others,2
Clarksburg,,,President,,Green,Nader and LaDuke,42
Clarksburg,,,President,,Reform,Buchanan and Higgins,5
Clarksburg,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,All Others,0
Clarksburg,,,President,,(Write-In),McReynolds and Hollis,0
Clarksburg,,,Governor's Council,8th,,Total Votes Cast,827
Clarksburg,,,U.S. Senate,,,Blank Votes,35
Clarksburg,,,U.S. House,1st,,Blank Votes,18
Clarksburg,,,U.S. House,1st,Unenrolled,Robert L. Potvin,8
Clarksburg,,,Governor's Council,8th,Republican,Marshall T. Moriarty,180
Clarksburg,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,4
Clarksburg,,,President,,,Blank Votes,6
Clarksburg,,,U.S. Senate,,Libertarian,Carla A. Howell,38
Clarksburg,,,U.S. House,1st,Democratic,John W. Olver,527
Clarksburg,,,U.S. Senate,,,All Others,0
Clarksburg,,,U.S. House,1st,,All Others,0
Clarksburg,,,Governor's Council,8th,,Blank Votes,87
Clarksburg,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",706
Clarksburg,,,President,,,Total Votes Cast,827
Clarksburg,,,President,,Democratic,Gore and Lieberman,494
Clarksburg,,,U.S. Senate,,Democratic,Edward M. Kennedy,611
Clarksburg,,,U.S. House,1st,Republican,Peter J. Abair,274
Clarksburg,,,Governor's Council,8th,,All Others,0
Clarksburg,,,U.S. House,1st,,Total Votes Cast,827
Clarksburg,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",5
Clarksburg,,,U.S. Senate,,,Total Votes Cast,827
Clarksburg,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Total Votes Cast,827
Clarksburg,,,President,,Unenrolled,Hagelin and Tompkins,0
Clarksburg,,,U.S. Senate,,Republican,"Jack E. Robinson, III",124
Clarksburg,,,President,,Republican,Bush and Cheney,268
Clarksburg,,,President,,,No Preference,0
Clarksburg,,,State Senate,"Berkshire, Hampden, Hampshire and Franklin",,Blank Votes,121
Clarksburg,,,President,,Libertarian,Browne and Olivier,10
Clinton,-,1,State House,12th Worcester,,Total Votes Cast,1561
Clinton,-,1,State House,12th Worcester,,Blank Votes,81
Clinton,-,1,State House,12th Worcester,Democratic,"Harold P. Naughton, Jr.",1200
Clinton,-,1,State House,12th Worcester,Republican,Patrick D. Cullen,280
Clinton,-,1,State House,12th Worcester,,All Others,0
Clinton,-,2,State House,12th Worcester,Democratic,"Harold P. Naughton, Jr.",1173
Clinton,-,2,State House,12th Worcester,,Total Votes Cast,1486
Clinton,-,2,State House,12th Worcester,,Blank Votes,71
Clinton,-,2,State House,12th Worcester,Republican,Patrick D. Cullen,241
Clinton,-,2,State House,12th Worcester,,All Others,1
Clinton,-,3,State House,12th Worcester,Republican,Patrick D. Cullen,211
Clinton,-,3,State House,12th Worcester,,All Others,0
Clinton,-,3,State House,12th Worcester,,Blank Votes,52
Clinton,-,3,State House,12th Worcester,Democratic,"Harold P. Naughton, Jr.",1056
Clinton,-,3,State House,12th Worcester,,Total Votes Cast,1319
Clinton,-,4,State House,12th Worcester,Democratic,"Harold P. Naughton, Jr.",1270
Clinton,-,4,State House,12th Worcester,,Blank Votes,41
Clinton,-,4,State House,12th Worcester,,All Others,2
Clinton,-,4,State House,12th Worcester,,Total Votes Cast,1509
Clinton,-,4,State House,12th Worcester,Republican,Patrick D. Cullen,196
Clinton,,,President,,Unenrolled,Hagelin and Tompkins,5
Clinton,,,Governor's Council,7th,,All Others,39
Clinton,,,State Senate,1st Worcester,,Blank Votes,345
Clinton,,,Governor's Council,7th,Democratic,Dennis P. McManus,4337
Clinton,,,U.S. House,3rd,,Total Votes Cast,5875
Clinton,,,U.S. Senate,,,All Others,3
Clinton,,,Governor's Council,7th,,Blank Votes,1499
Clinton,,,State Senate,1st Worcester,Democratic,Harriette L. Chandler,4271
Clinton,,,U.S. House,3rd,,All Others,60
Clinton,,,President,,Reform,Buchanan and Higgins,34
Clinton,,,U.S. House,3rd,Democratic,James P. McGovern,4743
Clinton,,,President,,Libertarian,Browne and Olivier,40
Clinton,,,U.S. Senate,,Democratic,Edward M. Kennedy,4107
Clinton,,,U.S. Senate,,,Blank Votes,222
Clinton,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,46
Clinton,,,U.S. Senate,,Constitution,Philip F. Lawler,178
Clinton,,,U.S. Senate,,Republican,"Jack E. Robinson, III",584
Clinton,,,U.S. House,3rd,,Blank Votes,1072
Clinton,,,State Senate,1st Worcester,Republican,Christopher P. LoConto,1257
Clinton,,,State Senate,1st Worcester,,All Others,2
Clinton,,,U.S. Senate,,Libertarian,Carla A. Howell,725
Clinton,,,President,,,All Others,10
Clinton,,,U.S. Senate,,,Total Votes Cast,5875
Clinton,,,President,,,Total Votes Cast,5875
Clinton,,,Governor's Council,7th,,Total Votes Cast,5875
Clinton,,,President,,Democratic,Gore and Lieberman,3467
Clinton,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",10
Clinton,,,President,,Green,Nader and LaDuke,294
Clinton,,,President,,,No Preference,0
Clinton,,,State Senate,1st Worcester,,Total Votes Cast,5875
Clinton,,,President,,(Write-In),McReynolds and Hollis,0
Clinton,,,President,,,Blank Votes,48
Clinton,,,President,,Republican,Bush and Cheney,1977
Cohasset,-,1,State House,3rd Plymouth,Republican,Mary Anne McKenna,1109
Cohasset,-,1,State House,3rd Plymouth,,Blank Votes,97
Cohasset,-,1,State House,3rd Plymouth,Democratic,Garrett J. Bradley,1008
Cohasset,-,1,State House,3rd Plymouth,,All Others,1
Cohasset,-,1,State House,3rd Plymouth,,Total Votes Cast,2285
Cohasset,-,1,State House,3rd Plymouth,Unenrolled,Walter S. Murray,70
Cohasset,-,2,State House,3rd Plymouth,,All Others,1
Cohasset,-,2,State House,3rd Plymouth,Republican,Mary Anne McKenna,915
Cohasset,-,2,State House,3rd Plymouth,,Total Votes Cast,2175
Cohasset,-,2,State House,3rd Plymouth,,Blank Votes,81
Cohasset,-,2,State House,3rd Plymouth,Unenrolled,Walter S. Murray,63
Cohasset,-,2,State House,3rd Plymouth,Democratic,Garrett J. Bradley,1115
Cohasset,,,Governor's Council,4th,,Total Votes Cast,4460
Cohasset,,,Governor's Council,4th,,All Others,31
Cohasset,,,President,,Republican,Bush and Cheney,2128
Cohasset,,,U.S. Senate,,Unenrolled,Dale E. Friedgen,8
Cohasset,,,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",2661
Cohasset,,,President,,Reform,Buchanan and Higgins,11
Cohasset,,,State Senate,Plymouth and Norfolk,,All Others,5
Cohasset,,,U.S. Senate,,,All Others,15
Cohasset,,,President,,,Total Votes Cast,4460
Cohasset,,,Governor's Council,4th,,Blank Votes,1768
Cohasset,,,U.S. Senate,,,Total Votes Cast,4460
Cohasset,,,President,,,Blank Votes,14
Cohasset,,,President,,,No Preference,0
Cohasset,,,U.S. Senate,,Constitution,Philip F. Lawler,77
Cohasset,,,U.S. Senate,,Timesizing Not Downsizing,"Philip Hyde, III",12
Cohasset,,,President,,Green,Nader and LaDuke,248
Cohasset,,,U.S. Senate,,Libertarian,Carla A. Howell,612
Cohasset,,,State Senate,Plymouth and Norfolk,Democratic,James M. Cantwell,1586
Cohasset,,,President,,,All Others,3
Cohasset,,,U.S. House,10th,,All Others,4
Cohasset,,,U.S. Senate,,Republican,"Jack E. Robinson, III",754
Cohasset,,,State Senate,Plymouth and Norfolk,Republican,"Robert L. Hedlund, Jr.",2667
