town,ward,precinct,office,district,party,candidate,votes
Fairhaven,,,President,,Republican,Steve Forbes,4
Warren,,,President,,Republican,Gary Bauer,0
Marblehead,,,President,,Democratic,Blank Votes,13
Wakefield,,,President,,Republican,John McCain,2017
Burlington,,,President,,Democratic,Bill Bradley,736
Paxton,,,President,,Libertarian,No Preference,2
Lenox,,,President,,Libertarian,Kip Lee,0
Wareham,,,President,,Republican,Gary Bauer,3
Billerica,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Otis,,,President,,Republican,Steve Forbes,0
Granville,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Fairhaven,,,President,,Libertarian,All Others,0
Egremont,,,President,,Democratic,Blank Votes,0
Dover,,,President,,Democratic,Total Votes Cast,484
Shrewsbury,,,President,,Libertarian,Larry Hines,0
Chatham,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Yarmouth,,,President,,Democratic,No Preference,24
Easthampton,,,President,,Libertarian,L. Neil Smith,1
Westhampton,,,President,,Democratic,Blank Votes,0
Winchendon,,,President,,Libertarian,No Preference,0
Boston,,,President,,Republican,Orrin Hatch,13
Chester,,,President,,Republican,All Others,0
Hawley,,,President,,Democratic,Al Gore,14
Westwood,,,President,,Libertarian,Larry Hines,0
Medway,,,President,,Republican,Blank Votes,3
Greenfield,,,President,,Democratic,Bill Bradley,461
Marblehead,,,President,,Republican,Steve Forbes,6
Ludlow,,,President,,Democratic,Bill Bradley,577
Topsfield,,,President,,Republican,Alan Keyes,24
Easton,,,President,,Democratic,All Others,13
Millbury,,,President,,Republican,Total Votes Cast,935
Brewster,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Granby,,,President,,Democratic,Bill Bradley,130
Newton,,,President,,Republican,Alan Keyes,116
Granby,,,President,,Republican,Total Votes Cast,533
Dedham,,,President,,Democratic,No Preference,89
Hanson,,,President,,Libertarian,Blank Votes,2
Salisbury,,,President,,Democratic,Al Gore,421
Gardner,,,President,,Libertarian,L. Neil Smith,1
Holden,,,President,,Republican,Alan Keyes,75
Lunenburg,,,President,,Republican,John McCain,687
Lee,,,President,,Republican,Alan Keyes,9
Swampscott,,,President,,Libertarian,Blank Votes,0
Hanover,,,President,,Democratic,Blank Votes,16
Stockbridge,,,President,,Republican,Steve Forbes,0
Bourne,,,President,,Republican,George W. Bush,794
E. Longmeadow,,,President,,Libertarian,All Others,0
Pittsfield,,,President,,Libertarian,L. Neil Smith,0
Amherst,,,President,,Democratic,Total Votes Cast,2961
Gardner,,,President,,Republican,Orrin Hatch,0
Pelham,,,President,,Democratic,All Others,1
Essex,,,President,,Republican,Gary Bauer,1
Mendon,,,President,,Republican,All Others,2
Williamsburg,,,President,,Republican,Blank Votes,0
Canton,,,President,,Republican,No Preference,4
Deerfield,,,President,,Republican,Gary Bauer,3
Randolph,,,President,,Republican,All Others,2
Sandisfield,,,President,,Democratic,No Preference,1
Attleboro,,,President,,Libertarian,Total Votes Cast,2
New Bedford,,,President,,Libertarian,"Edison P. McDaniels, Sr.",2
Holbrook,,,President,,Democratic,No Preference,33
Rehoboth,,,President,,Republican,Total Votes Cast,813
Barre,,,President,,Libertarian,Total Votes Cast,1
Alford,,,President,,Democratic,Blank Votes,0
Clarksburg,,,President,,Democratic,Blank Votes,0
New Braintree,,,President,,Republican,Gary Bauer,0
Framingham,,,President,,Libertarian,L. Neil Smith,1
Clinton,,,President,,Libertarian,Larry Hines,0
Weymouth,,,President,,Democratic,No Preference,150
Plymouth,,,President,,Republican,No Preference,14
Gosnold,,,President,,Republican,Total Votes Cast,29
Boxford,,,President,,Republican,Steve Forbes,4
Hatfield,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Bedford,,,President,,Republican,Alan Keyes,38
Avon,,,President,,Libertarian,Blank Votes,1
Middleton,,,President,,Libertarian,All Others,0
Leominster,,,President,,Libertarian,Kip Lee,0
New Bedford,,,President,,Democratic,Bill Bradley,1651
Dighton,,,President,,Democratic,Al Gore,265
Natick,,,President,,Libertarian,Harry Browne,5
Middlefield,,,President,,Republican,Total Votes Cast,58
Hudson,,,President,,Libertarian,Harry Browne,1
Leominster,,,President,,Democratic,Bill Bradley,698
Watertown,,,President,,Libertarian,Larry Hines,0
Dunstable,,,President,,Republican,Blank Votes,0
Savoy,,,President,,Libertarian,David Lynn Hollist,0
W. Newbury,,,President,,Libertarian,No Preference,0
Reading,,,President,,Libertarian,Total Votes Cast,9
Shrewsbury,,,President,,Democratic,Bill Bradley,928
New Bedford,,,President,,Democratic,Blank Votes,92
Cheshire,,,President,,Republican,All Others,0
Ayer,,,President,,Republican,Gary Bauer,2
W. Brookfield,,,President,,Republican,Alan Keyes,12
Wellesley,,,President,,Democratic,Bill Bradley,1529
Mount Washington,,,President,,Republican,Gary Bauer,0
Hanson,,,President,,Libertarian,David Lynn Hollist,0
Wilmington,,,President,,Republican,Total Votes Cast,2242
Dedham,,,President,,Libertarian,Blank Votes,1
Monson,,,President,,Libertarian,Blank Votes,0
Winchester,,,President,,Democratic,Total Votes Cast,2858
Westwood,,,President,,Libertarian,Kip Lee,0
Middlefield,,,President,,Republican,John McCain,37
Colrain,,,President,,Libertarian,David Lynn Hollist,0
Fitchburg,,,President,,Republican,Alan Keyes,70
E. Longmeadow,,,President,,Libertarian,L. Neil Smith,0
Middlefield,,,President,,Democratic,Total Votes Cast,62
Leyden,,,President,,Democratic,Blank Votes,0
Ludlow,,,President,,Libertarian,L. Neil Smith,0
Gloucester,,,President,,Republican,Orrin Hatch,4
Millville,,,President,,Republican,Blank Votes,0
Warwick,,,President,,Democratic,Al Gore,54
Harvard,,,President,,Democratic,Total Votes Cast,651
Westborough,,,President,,Republican,All Others,5
Bridgewater,,,President,,Republican,George W. Bush,598
Easthampton,,,President,,Republican,Gary Bauer,1
Athol,,,President,,Democratic,Blank Votes,11
Douglas,,,President,,Republican,Total Votes Cast,703
Sharon,,,President,,Republican,Total Votes Cast,1562
Salem,,,President,,Libertarian,No Preference,1
Billerica,,,President,,Republican,Orrin Hatch,4
Lincoln,,,President,,Libertarian,L. Neil Smith,0
Goshen,,,President,,Republican,Steve Forbes,0
Chicopee,,,President,,Republican,John McCain,797
Blackstone,,,President,,Democratic,Bill Bradley,167
Tyringham,,,President,,Democratic,Total Votes Cast,27
Lowell,,,President,,Republican,George W. Bush,1286
Montague,,,President,,Republican,Steve Forbes,0
Foxborough,,,President,,Libertarian,All Others,1
Concord,,,President,,Republican,All Others,1
Hatfield,,,President,,Democratic,Blank Votes,6
Newton,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Shutesbury,,,President,,Republican,Total Votes Cast,142
Plymouth,,,President,,Republican,All Others,3
Colrain,,,President,,Libertarian,Larry Hines,0
Savoy,,,President,,Libertarian,L. Neil Smith,0
Nahant,,,President,,Republican,Blank Votes,2
Auburn,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Stockbridge,,,President,,Republican,Total Votes Cast,194
Hardwick,,,President,,Democratic,Bill Bradley,72
Winthrop,,,President,,Libertarian,Blank Votes,0
Charlemont,,,President,,Republican,Orrin Hatch,0
Westborough,,,President,,Libertarian,Kip Lee,0
W. Tisbury,,,President,,Republican,Orrin Hatch,0
Oak Bluffs,,,President,,Republican,All Others,0
Holbrook,,,President,,Republican,Orrin Hatch,0
Medway,,,President,,Republican,Total Votes Cast,1334
Palmer,,,President,,Democratic,All Others,7
Hull,,,President,,Libertarian,Kip Lee,0
Brookfield,,,President,,Libertarian,Kip Lee,1
Agawam,,,President,,Libertarian,David Lynn Hollist,0
Marion,,,President,,Republican,John McCain,570
Stoughton,,,President,,Libertarian,Larry Hines,1
Bolton,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Taunton,,,President,,Libertarian,David Lynn Hollist,0
Dunstable,,,President,,Democratic,Blank Votes,0
Needham,,,President,,Libertarian,No Preference,0
Berlin,,,President,,Libertarian,All Others,0
Eastham,,,President,,Democratic,Total Votes Cast,688
Avon,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",6
Upton,,,President,,Democratic,No Preference,5
Barnstable,,,President,,Libertarian,All Others,1
Buckland,,,President,,Democratic,Blank Votes,0
Tisbury,,,President,,Democratic,Bill Bradley,203
Tewksbury,,,President,,Republican,All Others,8
Holland,,,President,,Republican,Total Votes Cast,215
W. Springfield,,,President,,Republican,John McCain,924
Chelsea,,,President,,Democratic,Al Gore,1478
Monterey,,,President,,Democratic,Total Votes Cast,107
Rockport,,,President,,Democratic,Bill Bradley,394
New Bedford,,,President,,Republican,Steve Forbes,6
Taunton,,,President,,Libertarian,Larry Hines,1
Andover,,,President,,Republican,Orrin Hatch,0
Dover,,,President,,Democratic,Al Gore,223
Provincetown,,,President,,Libertarian,Larry Hines,0
Great Barrington,,,President,,Republican,Alan Keyes,18
Belmont,,,President,,Democratic,Al Gore,1993
Tisbury,,,President,,Libertarian,L. Neil Smith,0
Weston,,,President,,Libertarian,Harry Browne,2
Bedford,,,President,,Republican,Steve Forbes,2
Boston,,,President,,Libertarian,Kip Lee,4
Leominster,,,President,,Democratic,Blank Votes,50
Rehoboth,,,President,,Democratic,No Preference,6
Northborough,,,President,,Republican,Total Votes Cast,1742
Westwood,,,President,,Libertarian,L. Neil Smith,0
Sherborn,,,President,,Republican,George W. Bush,266
Rowley,,,President,,Republican,Blank Votes,2
Hanover,,,President,,Republican,John McCain,1253
Dover,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Wellfleet,,,President,,Republican,No Preference,0
Needham,,,President,,Libertarian,Larry Hines,0
Westport,,,President,,Libertarian,L. Neil Smith,0
Williamstown,,,President,,Republican,Total Votes Cast,629
New Ashford,,,President,,Republican,Orrin Hatch,0
Concord,,,President,,Republican,Steve Forbes,9
Pittsfield,,,President,,Libertarian,Larry Hines,0
Stoneham,,,President,,Republican,Blank Votes,18
Gill,,,President,,Republican,John McCain,82
Lawrence,,,President,,Republican,No Preference,0
Peabody,,,President,,Democratic,Total Votes Cast,5139
Winchendon,,,President,,Republican,Steve Forbes,3
Swansea,,,President,,Republican,Total Votes Cast,959
New Braintree,,,President,,Democratic,Total Votes Cast,57
Plymouth,,,President,,Libertarian,L. Neil Smith,0
Kingston,,,President,,Republican,Total Votes Cast,1316
Winchester,,,President,,Republican,Alan Keyes,67
Cambridge,,,President,,Libertarian,Blank Votes,1
Burlington,,,President,,Republican,Total Votes Cast,2436
Plainfield,,,President,,Republican,George W. Bush,24
Granby,,,President,,Republican,Steve Forbes,3
Lakeville,,,President,,Democratic,Blank Votes,5
Avon,,,President,,Democratic,Total Votes Cast,512
Salem,,,President,,Libertarian,All Others,5
Chatham,,,President,,Republican,Gary Bauer,1
Danvers,,,President,,Democratic,All Others,19
Arlington,,,President,,Republican,Steve Forbes,13
Kingston,,,President,,Republican,Steve Forbes,3
Truro,,,President,,Democratic,Total Votes Cast,257
Belchertown,,,President,,Libertarian,Harry Browne,0
Winchendon,,,President,,Libertarian,Larry Hines,0
Boylston,,,President,,Democratic,Total Votes Cast,282
Buckland,,,President,,Republican,No Preference,0
Springfield,,,President,,Republican,No Preference,11
Granville,,,President,,Libertarian,Total Votes Cast,1
Falmouth,,,President,,Republican,Blank Votes,40
Andover,,,President,,Republican,Gary Bauer,3
Wellfleet,,,President,,Democratic,No Preference,4
Barre,,,President,,Democratic,Blank Votes,8
Paxton,,,President,,Libertarian,All Others,0
Otis,,,President,,Republican,Orrin Hatch,0
Wenham,,,President,,Republican,Total Votes Cast,756
W. Bridgewater,,,President,,Democratic,Al Gore,242
Chilmark,,,President,,Republican,All Others,0
Egremont,,,President,,Republican,George W. Bush,40
Truro,,,President,,Republican,Orrin Hatch,0
Orange,,,President,,Libertarian,No Preference,3
Oxford,,,President,,Libertarian,No Preference,0
Greenfield,,,President,,Republican,Orrin Hatch,2
Sutton,,,President,,Republican,Total Votes Cast,942
Longmeadow,,,President,,Libertarian,Larry Hines,0
Freetown,,,President,,Republican,All Others,0
Southbridge,,,President,,Libertarian,Harry Browne,2
Kingston,,,President,,Democratic,Al Gore,494
Middlefield,,,President,,Democratic,Bill Bradley,26
Pelham,,,President,,Libertarian,No Preference,0
Sunderland,,,President,,Republican,Steve Forbes,3
Berkley,,,President,,Republican,All Others,1
Ashby,,,President,,Republican,Alan Keyes,17
Gardner,,,President,,Republican,Blank Votes,11
Wendell,,,President,,Libertarian,Blank Votes,1
Whitman,,,President,,Libertarian,L. Neil Smith,0
Tyngsborough,,,President,,Libertarian,Larry Hines,1
Boxford,,,President,,Democratic,All Others,1
Rockland,,,President,,Democratic,No Preference,42
Weymouth,,,President,,Libertarian,All Others,1
Hopedale,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Lenox,,,President,,Libertarian,David Lynn Hollist,0
Lexington,,,President,,Democratic,Bill Bradley,2445
Brimfield,,,President,,Republican,John McCain,217
Dalton,,,President,,Republican,No Preference,1
Orange,,,President,,Libertarian,L. Neil Smith,0
Chilmark,,,President,,Republican,George W. Bush,31
S. Hadley,,,President,,Republican,Steve Forbes,2
Tyngsborough,,,President,,Libertarian,No Preference,2
Danvers,,,President,,Republican,Gary Bauer,2
Millbury,,,President,,Republican,No Preference,2
Southborough,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Lowell,,,President,,Democratic,Bill Bradley,2342
Brockton,,,President,,Republican,John McCain,2274
Russell,,,President,,Libertarian,L. Neil Smith,0
Charlton,,,President,,Republican,Steve Forbes,1
Watertown,,,President,,Democratic,Bill Bradley,1884
Holliston,,,President,,Democratic,All Others,19
Bellingham,,,President,,Republican,Total Votes Cast,1324
Hull,,,President,,Democratic,Bill Bradley,410
Canton,,,President,,Republican,All Others,0
Southampton,,,President,,Libertarian,L. Neil Smith,0
Bourne,,,President,,Libertarian,Blank Votes,1
Mendon,,,President,,Democratic,No Preference,7
Bolton,,,President,,Libertarian,No Preference,0
Millville,,,President,,Democratic,Bill Bradley,56
Hardwick,,,President,,Republican,Steve Forbes,2
Attleboro,,,President,,Libertarian,David Lynn Hollist,1
Monroe,,,President,,Libertarian,Blank Votes,0
Buckland,,,President,,Republican,John McCain,120
Rehoboth,,,President,,Democratic,Al Gore,198
Acton,,,President,,Libertarian,David Lynn Hollist,0
Acton,,,President,,Democratic,Total Votes Cast,2436
E. Longmeadow,,,President,,Republican,George W. Bush,774
Concord,,,President,,Republican,George W. Bush,1045
Norwood,,,President,,Republican,Blank Votes,20
Worcester,,,President,,Republican,Orrin Hatch,6
Warren,,,President,,Republican,No Preference,1
Needham,,,President,,Republican,Total Votes Cast,3973
Boxford,,,President,,Libertarian,Harry Browne,3
Merrimac,,,President,,Libertarian,L. Neil Smith,0
Seekonk,,,President,,Republican,No Preference,2
Milton,,,President,,Libertarian,Larry Hines,0
Bernardston,,,President,,Republican,Alan Keyes,5
Millis,,,President,,Republican,Steve Forbes,1
Dartmouth,,,President,,Republican,John McCain,1396
Boston,,,President,,Democratic,Al Gore,34505
Newton,,,President,,Libertarian,Kip Lee,1
Rowe,,,President,,Democratic,Bill Bradley,11
Townsend,,,President,,Libertarian,Kip Lee,0
Great Barrington,,,President,,Republican,No Preference,1
Tyringham,,,President,,Republican,Alan Keyes,1
Royalston,,,President,,Republican,Gary Bauer,0
N. Andover,,,President,,Libertarian,Harry Browne,2
N. Andover,,,President,,Republican,Gary Bauer,0
Hingham,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Marion,,,President,,Republican,No Preference,0
Danvers,,,President,,Republican,Steve Forbes,8
Sudbury,,,President,,Republican,John McCain,1551
Chatham,,,President,,Libertarian,Kip Lee,0
Hawley,,,President,,Republican,Gary Bauer,0
Canton,,,President,,Libertarian,David Lynn Hollist,0
Southampton,,,President,,Democratic,All Others,0
New Bedford,,,President,,Libertarian,Blank Votes,1
Barre,,,President,,Democratic,Al Gore,255
Bedford,,,President,,Democratic,No Preference,11
Shrewsbury,,,President,,Republican,Total Votes Cast,3346
Carver,,,President,,Democratic,Al Gore,459
Bolton,,,President,,Libertarian,Blank Votes,0
Peru,,,President,,Democratic,Al Gore,20
Chelsea,,,President,,Libertarian,Harry Browne,3
N. Andover,,,President,,Republican,Orrin Hatch,2
Leyden,,,President,,Republican,Total Votes Cast,80
Leyden,,,President,,Democratic,No Preference,0
Bourne,,,President,,Democratic,Al Gore,816
Greenfield,,,President,,Republican,Steve Forbes,2
Millis,,,President,,Libertarian,Blank Votes,2
Rockport,,,President,,Republican,Orrin Hatch,1
Freetown,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",3
Winthrop,,,President,,Republican,Gary Bauer,2
Stow,,,President,,Libertarian,Larry Hines,1
Norwell,,,President,,Republican,Gary Bauer,2
Billerica,,,President,,Libertarian,David Lynn Hollist,0
Amesbury,,,President,,Libertarian,All Others,0
Upton,,,President,,Republican,Orrin Hatch,0
Athol,,,President,,Republican,George W. Bush,267
Worcester,,,President,,Republican,Alan Keyes,218
E. Longmeadow,,,President,,Democratic,Total Votes Cast,1084
Cummington,,,President,,Republican,Blank Votes,1
Ware,,,President,,Democratic,Blank Votes,16
Reading,,,President,,Republican,Alan Keyes,72
Ware,,,President,,Republican,Blank Votes,3
Lynn,,,President,,Democratic,Bill Bradley,2191
Ashland,,,President,,Libertarian,L. Neil Smith,0
Andover,,,President,,Republican,George W. Bush,1452
Duxbury,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Hardwick,,,President,,Republican,Blank Votes,0
Leominster,,,President,,Republican,John McCain,1860
Chilmark,,,President,,Republican,Steve Forbes,0
N. Attleborough,,,President,,Libertarian,All Others,0
Natick,,,President,,Libertarian,All Others,1
Monroe,,,President,,Republican,Alan Keyes,1
Orleans,,,President,,Republican,Blank Votes,5
Somerville,,,President,,Republican,Alan Keyes,68
Lee,,,President,,Republican,Blank Votes,2
Winthrop,,,President,,Libertarian,David Lynn Hollist,0
Woburn,,,President,,Republican,Orrin Hatch,1
Lenox,,,President,,Republican,Total Votes Cast,432
Granville,,,President,,Republican,Alan Keyes,8
Maynard,,,President,,Republican,John McCain,890
Alford,,,President,,Democratic,No Preference,0
S. Hadley,,,President,,Libertarian,L. Neil Smith,0
Erving,,,President,,Democratic,Bill Bradley,14
Harvard,,,President,,Democratic,Bill Bradley,330
New Marlborough,,,President,,Libertarian,No Preference,0
Salem,,,President,,Republican,Total Votes Cast,2782
Swampscott,,,President,,Republican,All Others,0
W. Tisbury,,,President,,Democratic,All Others,4
Holden,,,President,,Republican,George W. Bush,1006
Pembroke,,,President,,Republican,Steve Forbes,7
Ashby,,,President,,Democratic,Bill Bradley,82
Boylston,,,President,,Democratic,Bill Bradley,126
TOTALS,,,President,,Republican,Total Votes Cast,505636
Gloucester,,,President,,Libertarian,Larry Hines,0
Chelsea,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",11
Maynard,,,President,,Libertarian,L. Neil Smith,1
Bourne,,,President,,Libertarian,David Lynn Hollist,0
Haverhill,,,President,,Libertarian,Kip Lee,3
Wendell,,,President,,Democratic,Al Gore,43
Dunstable,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Plainfield,,,President,,Libertarian,Blank Votes,0
Sutton,,,President,,Republican,No Preference,3
Sharon,,,President,,Republican,All Others,1
Gardner,,,President,,Libertarian,Larry Hines,0
Auburn,,,President,,Republican,Orrin Hatch,0
Scituate,,,President,,Republican,Gary Bauer,6
Wellfleet,,,President,,Republican,Total Votes Cast,366
Middleborough,,,President,,Libertarian,Larry Hines,0
Brookline,,,President,,Republican,John McCain,2325
Duxbury,,,President,,Republican,John McCain,1671
Huntington,,,President,,Libertarian,All Others,0
Medford,,,President,,Libertarian,No Preference,0
Agawam,,,President,,Democratic,Bill Bradley,515
Auburn,,,President,,Democratic,No Preference,26
Westfield,,,President,,Republican,John McCain,1374
Edgartown,,,President,,Democratic,Al Gore,200
Mansfield,,,President,,Libertarian,All Others,1
Fall River,,,President,,Democratic,Al Gore,6413
New Marlborough,,,President,,Republican,Blank Votes,0
Chicopee,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",36
Stoneham,,,President,,Democratic,Total Votes Cast,2486
Essex,,,President,,Republican,Alan Keyes,17
Clinton,,,President,,Libertarian,L. Neil Smith,0
Wellfleet,,,President,,Republican,Blank Votes,0
Leverett,,,President,,Republican,All Others,0
Barnstable,,,President,,Republican,George W. Bush,2383
Stow,,,President,,Republican,Blank Votes,3
E. Bridgewater,,,President,,Republican,Alan Keyes,24
Taunton,,,President,,Libertarian,No Preference,0
Provincetown,,,President,,Libertarian,All Others,3
Foxborough,,,President,,Libertarian,Kip Lee,1
Sherborn,,,President,,Republican,John McCain,575
New Marlborough,,,President,,Democratic,No Preference,0
Weymouth,,,President,,Democratic,Blank Votes,76
Tisbury,,,President,,Republican,Alan Keyes,7
Weymouth,,,President,,Libertarian,Harry Browne,3
Hanson,,,President,,Democratic,All Others,4
Adams,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Brewster,,,President,,Republican,All Others,1
Great Barrington,,,President,,Libertarian,Kip Lee,0
Berlin,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
N. Andover,,,President,,Republican,George W. Bush,1146
Plainville,,,President,,Republican,John McCain,555
Holbrook,,,President,,Republican,All Others,2
Abington,,,President,,Libertarian,Kip Lee,0
Monterey,,,President,,Republican,Gary Bauer,0
Whately,,,President,,Republican,John McCain,88
E. Longmeadow,,,President,,Republican,Steve Forbes,6
N. Adams,,,President,,Democratic,All Others,10
Falmouth,,,President,,Democratic,No Preference,44
Shelburne,,,President,,Republican,Gary Bauer,0
Gloucester,,,President,,Libertarian,No Preference,0
Monson,,,President,,Democratic,Blank Votes,4
Winthrop,,,President,,Libertarian,No Preference,2
Dighton,,,President,,Libertarian,All Others,0
Randolph,,,President,,Republican,John McCain,1138
Salisbury,,,President,,Libertarian,No Preference,1
Hanover,,,President,,Republican,Orrin Hatch,0
Stow,,,President,,Republican,John McCain,664
W. Springfield,,,President,,Democratic,Blank Votes,57
Mount Washington,,,President,,Republican,No Preference,0
Lunenburg,,,President,,Republican,Steve Forbes,4
Shrewsbury,,,President,,Republican,George W. Bush,1150
Dover,,,President,,Democratic,Blank Votes,2
Somerville,,,President,,Republican,Total Votes Cast,2455
Plainville,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Peabody,,,President,,Democratic,All Others,79
Erving,,,President,,Democratic,Al Gore,46
Winchester,,,President,,Libertarian,L. Neil Smith,0
Ludlow,,,President,,Libertarian,David Lynn Hollist,0
Westford,,,President,,Libertarian,"Edison P. McDaniels, Sr.",1
Randolph,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Norton,,,President,,Republican,John McCain,953
Saugus,,,President,,Democratic,No Preference,65
Dracut,,,President,,Democratic,Bill Bradley,997
Westford,,,President,,Democratic,Blank Votes,26
Stockbridge,,,President,,Republican,John McCain,124
Lynnfield,,,President,,Republican,Alan Keyes,43
Ashburnham,,,President,,Republican,George W. Bush,175
Holyoke,,,President,,Libertarian,Kip Lee,0
Littleton,,,President,,Republican,George W. Bush,305
Eastham,,,President,,Republican,All Others,0
Concord,,,President,,Democratic,Total Votes Cast,3510
Clinton,,,President,,Libertarian,David Lynn Hollist,1
Leominster,,,President,,Republican,Alan Keyes,98
TOTALS,,,President,,Libertarian,"Edison P. McDaniels, Sr.",42
Avon,,,President,,Republican,Total Votes Cast,516
Peru,,,President,,Republican,Gary Bauer,0
Bernardston,,,President,,Republican,George W. Bush,90
Millbury,,,President,,Democratic,Total Votes Cast,998
Melrose,,,President,,Democratic,Bill Bradley,1359
Carlisle,,,President,,Republican,Gary Bauer,2
Topsfield,,,President,,Libertarian,Total Votes Cast,2
Wales,,,President,,Democratic,All Others,0
Greenfield,,,President,,Democratic,All Others,14
Merrimac,,,President,,Republican,No Preference,2
Swampscott,,,President,,Libertarian,All Others,2
Savoy,,,President,,Democratic,All Others,0
Lee,,,President,,Democratic,Blank Votes,5
Rowe,,,President,,Democratic,Blank Votes,0
Longmeadow,,,President,,Republican,All Others,7
Leyden,,,President,,Republican,John McCain,47
Gardner,,,President,,Democratic,"Lyndon H. LaRouche, Jr.",16
N. Attleborough,,,President,,Republican,No Preference,12
Carver,,,President,,Republican,Alan Keyes,38
Duxbury,,,President,,Democratic,Total Votes Cast,1254
Mattapoisett,,,President,,Democratic,No Preference,9
Hudson,,,President,,Democratic,Total Votes Cast,1162
Littleton,,,President,,Libertarian,L. Neil Smith,0
Braintree,,,President,,Libertarian,L. Neil Smith,2
Northbridge,,,President,,Libertarian,Larry Hines,1
Northampton,,,President,,Libertarian,David Lynn Hollist,1
Chester,,,President,,Republican,No Preference,1
Westfield,,,President,,Libertarian,Total Votes Cast,3
Lenox,,,President,,Libertarian,Blank Votes,0
Mashpee,,,President,,Libertarian,"Edison P. McDaniels, Sr.",0
Essex,,,President,,Democratic,All Others,5
Canton,,,President,,Republican,George W. Bush,636
Middleton,,,President,,Republican,George W. Bush,278
Framingham,,,President,,Republican,Orrin Hatch,1
Phillipston,,,President,,Libertarian,Harry Browne,0
W. Springfield,,,President,,Republican,All Others,0
Cohasset,,,President,,Democratic,No Preference,9
Rockport,,,President,,Democratic,Blank Votes,13
Sutton,,,President,,Republican,Steve Forbes,1
Reading,,,President,,Libertarian,Harry Browne,3
New Bedford,,,President,,Republican,All Others,6
Avon,,,President,,Democratic,Bill Bradley,177
Mattapoisett,,,President,,Libertarian,Kip Lee,0
Plympton,,,President,,Republican,Total Votes Cast,399
Marshfield,,,President,,Democratic,Total Votes Cast,2046
Adams,,,President,,Libertarian,Total Votes Cast,2
Agawam,,,President,,Libertarian,Total Votes Cast,4
Bernardston,,,President,,Republican,No Preference,2
Tolland,,,President,,Democratic,No Preference,0
Warren,,,President,,Republican,Steve Forbes,0
Groton,,,President,,Libertarian,Kip Lee,0
Stoughton,,,President,,Republican,Steve Forbes,6
W. Newbury,,,President,,Libertarian,Blank Votes,0
Holland,,,President,,Libertarian,Kip Lee,0
Medford,,,President,,Republican,Alan Keyes,84
N. Reading,,,President,,Republican,Orrin Hatch,0
Dover,,,President,,Republican,Orrin Hatch,0
N. Adams,,,President,,Republican,No Preference,2
N. Andover,,,President,,Democratic,Bill Bradley,1065
Norwood,,,President,,Libertarian,David Lynn Hollist,0
Sutton,,,President,,Democratic,Total Votes Cast,465
Milton,,,President,,Democratic,No Preference,169
Maynard,,,President,,Libertarian,Larry Hines,1
Wilbraham,,,President,,Libertarian,Total Votes Cast,7
Somerville,,,President,,Democratic,Blank Votes,134
Dudley,,,President,,Libertarian,L. Neil Smith,0
Northbridge,,,President,,Democratic,No Preference,22
TOTALS,,,President,,Republican,Alan Keyes,12656
New Marlborough,,,President,,Democratic,Blank Votes,0
Harvard,,,President,,Republican,Orrin Hatch,0
Monterey,,,President,,Democratic,Blank Votes,1
Plainville,,,President,,Republican,George W. Bush,247
Hopedale,,,President,,Democratic,Blank Votes,3
Yarmouth,,,President,,Democratic,All Others,15
Peabody,,,President,,Democratic,Blank Votes,69
Groton,,,President,,Democratic,All Others,4
Webster,,,President,,Republican,All Others,0
Hanson,,,President,,Republican,Alan Keyes,28
W. Stockbridge,,,President,,Republican,All Others,0
Sturbridge,,,President,,Republican,Blank Votes,6
Dedham,,,President,,Libertarian,Harry Browne,1
Wellesley,,,President,,Democratic,All Others,22
Lynn,,,President,,Libertarian,Total Votes Cast,14
Methuen,,,President,,Republican,Total Votes Cast,3140
Dracut,,,President,,Libertarian,Kip Lee,0
Ipswich,,,President,,Libertarian,All Others,0
Tyngsborough,,,President,,Republican,Alan Keyes,31
Swampscott,,,President,,Libertarian,No Preference,0
Springfield,,,President,,Libertarian,No Preference,1
Carlisle,,,President,,Libertarian,Larry Hines,0
Chilmark,,,President,,Democratic,Blank Votes,0
