town,ward,precinct,office,district,party,candidate,votes
Abington,,1,State Senate,Norfolk and Plymouth,,All Others,13
Abington,,1,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1478
Abington,,1,State Senate,Norfolk and Plymouth,,Blank Votes,480
Abington,,1,U.S. House,10th,Democratic,William D. Delahunt,1315
Abington,,1,Governor's Council,4th,,All Others,1
Abington,,1,Governor's Council,4th,Unenrolled,Brian Connolly,355
Abington,,1,State House,7th Plymouth,,Blank Votes,62
Abington,,1,President,,,Total Votes Cast,1971
Abington,,1,President,,(Write-In),Nader and Camejo,0
Abington,,1,President,,,No Preference,0
Abington,,1,State House,7th Plymouth,,Total Votes Cast,1971
Abington,,1,State House,7th Plymouth,Democratic,Kathleen M. Teahan,1332
Abington,,1,State House,7th Plymouth,Republican,Edward P. Kirby,577
Abington,,1,President,,Green-Rainbow,Cobb and LaMarche,4
Abington,,1,President,,Republican,Bush and Cheney,849
Abington,,1,State House,7th Plymouth,,All Others,0
Abington,,1,President,,,Blank Votes,0
Abington,,1,U.S. House,10th,,Blank Votes,83
Abington,,1,State Senate,Norfolk and Plymouth,,Total Votes Cast,1971
Abington,,1,Governor's Council,4th,,Blank Votes,170
Abington,,1,President,,,All Others,7
Abington,,1,Governor's Council,4th,,Total Votes Cast,1971
Abington,,1,U.S. House,10th,,Total Votes Cast,1971
Abington,,1,U.S. House,10th,,All Others,1
Abington,,1,President,,Democratic,Kerry and Edwards,1104
Abington,,1,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",933
Abington,,1,President,,Libertarian,Badnarik and Campagna,7
Abington,,1,Governor's Council,4th,Republican,Donald A. Hussey,512
Abington,,1,U.S. House,10th,Republican,Michael J. Jones,572
Abington,,2,U.S. House,10th,,All Others,0
Abington,,2,U.S. House,10th,Democratic,William D. Delahunt,1095
Abington,,2,President,,Republican,Bush and Cheney,739
Abington,,2,State House,7th Plymouth,,Blank Votes,59
Abington,,2,President,,Libertarian,Badnarik and Campagna,7
Abington,,2,President,,Democratic,Kerry and Edwards,925
Abington,,2,State House,7th Plymouth,Republican,Edward P. Kirby,570
Abington,,2,Governor's Council,4th,,All Others,0
Abington,,2,State House,7th Plymouth,Democratic,Kathleen M. Teahan,1062
Abington,,2,State House,7th Plymouth,,All Others,0
Abington,,2,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",728
Abington,,2,Governor's Council,4th,Republican,Donald A. Hussey,466
Abington,,2,State Senate,Norfolk and Plymouth,,Blank Votes,458
Abington,,2,State Senate,Norfolk and Plymouth,,Total Votes Cast,1691
Abington,,2,State House,7th Plymouth,,Total Votes Cast,1691
Abington,,2,U.S. House,10th,Republican,Michael J. Jones,514
Abington,,2,Governor's Council,4th,,Total Votes Cast,1691
Abington,,2,Governor's Council,4th,,Blank Votes,184
Abington,,2,U.S. House,10th,,Total Votes Cast,1691
Abington,,2,President,,(Write-In),Nader and Camejo,0
Abington,,2,U.S. House,10th,,Blank Votes,82
Abington,,2,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1218
Abington,,2,President,,,All Others,7
Abington,,2,Governor's Council,4th,Unenrolled,Brian Connolly,313
Abington,,2,President,,,No Preference,0
Abington,,2,President,,,Blank Votes,11
Abington,,2,President,,,Total Votes Cast,1691
Abington,,2,President,,Green-Rainbow,Cobb and LaMarche,2
Abington,,2,State Senate,Norfolk and Plymouth,,All Others,15
Abington,,3,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",837
Abington,,3,President,,,Total Votes Cast,1886
Abington,,3,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1430
Abington,,3,U.S. House,10th,,Total Votes Cast,1886
Abington,,3,Governor's Council,4th,Unenrolled,Brian Connolly,339
Abington,,3,U.S. House,10th,Democratic,William D. Delahunt,1235
Abington,,3,State House,7th Plymouth,Republican,Edward P. Kirby,627
Abington,,3,President,,Republican,Bush and Cheney,887
Abington,,3,President,,,All Others,5
Abington,,3,State House,7th Plymouth,,Total Votes Cast,1886
Abington,,3,Governor's Council,4th,,Total Votes Cast,1886
Abington,,3,U.S. House,10th,Republican,Michael J. Jones,575
Abington,,3,President,,,Blank Votes,9
Abington,,3,U.S. House,10th,,Blank Votes,75
Abington,,3,State Senate,Norfolk and Plymouth,,Total Votes Cast,1886
Abington,,3,President,,,No Preference,0
Abington,,3,Governor's Council,4th,,Blank Votes,175
Abington,,3,Governor's Council,4th,,All Others,3
Abington,,3,State House,7th Plymouth,,All Others,0
Abington,,3,President,,Libertarian,Badnarik and Campagna,5
Abington,,3,State House,7th Plymouth,,Blank Votes,72
Abington,,3,State House,7th Plymouth,Democratic,Kathleen M. Teahan,1187
Abington,,3,President,,Green-Rainbow,Cobb and LaMarche,2
Abington,,3,U.S. House,10th,,All Others,1
Abington,,3,State Senate,Norfolk and Plymouth,,Blank Votes,446
Abington,,3,President,,(Write-In),Nader and Camejo,0
Abington,,3,President,,Democratic,Kerry and Edwards,978
Abington,,3,Governor's Council,4th,Republican,Donald A. Hussey,532
Abington,,3,State Senate,Norfolk and Plymouth,,All Others,10
Abington,,4,Governor's Council,4th,Unenrolled,Brian Connolly,345
Abington,,4,State House,7th Plymouth,,Total Votes Cast,2183
Abington,,4,Governor's Council,4th,,All Others,3
Abington,,4,President,,,Total Votes Cast,2183
Abington,,4,State House,7th Plymouth,Republican,Edward P. Kirby,724
Abington,,4,State House,7th Plymouth,,All Others,1
Abington,,4,State House,7th Plymouth,,Blank Votes,66
Abington,,4,President,,Democratic,Kerry and Edwards,1185
Abington,,4,President,,,All Others,5
Abington,,4,State Senate,Norfolk and Plymouth,,Blank Votes,529
Abington,,4,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",1003
Abington,,4,Governor's Council,4th,,Total Votes Cast,2183
Abington,,4,Governor's Council,4th,,Blank Votes,221
Abington,,4,State Senate,Norfolk and Plymouth,,Total Votes Cast,2183
Abington,,4,U.S. House,10th,,Blank Votes,78
Abington,,4,U.S. House,10th,Democratic,William D. Delahunt,1442
Abington,,4,U.S. House,10th,,All Others,1
Abington,,4,President,,Republican,Bush and Cheney,972
Abington,,4,President,,Green-Rainbow,Cobb and LaMarche,5
Abington,,4,President,,,No Preference,0
Abington,,4,U.S. House,10th,,Total Votes Cast,2183
Abington,,4,President,,Libertarian,Badnarik and Campagna,14
Abington,,4,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,1645
Abington,,4,State House,7th Plymouth,Democratic,Kathleen M. Teahan,1392
Abington,,4,President,,(Write-In),Nader and Camejo,0
Abington,,4,Governor's Council,4th,Republican,Donald A. Hussey,611
Abington,,4,U.S. House,10th,Republican,Michael J. Jones,662
Abington,,4,President,,,Blank Votes,2
Abington,,4,State Senate,Norfolk and Plymouth,,All Others,9
Acton,,1,Governor's Council,3rd,,Blank Votes,571
Acton,,1,U.S. House,5th,,Total Votes Cast,1668
Acton,,1,Governor's Council,3rd,,Total Votes Cast,1668
Acton,,1,President,,,All Others,5
Acton,,1,State House,14th Middlesex,,All Others,2
Acton,,1,President,,Libertarian,Badnarik and Campagna,17
Acton,,1,State Senate,Middlesex and Worcester,,Total Votes Cast,1668
Acton,,1,State House,14th Middlesex,,Blank Votes,110
Acton,,1,State House,14th Middlesex,,Total Votes Cast,1668
Acton,,1,U.S. House,5th,,Blank Votes,105
Acton,,1,State Senate,Middlesex and Worcester,,All Others,1
Acton,,1,State Senate,Middlesex and Worcester,,Blank Votes,94
Acton,,1,State House,14th Middlesex,Republican,Douglas G. A. Stevenson,590
Acton,,1,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1019
Acton,,1,State House,14th Middlesex,Democratic,Cory Atkins,966
Acton,,1,President,,Democratic,Kerry and Edwards,1069
Acton,,1,President,,Republican,Bush and Cheney,552
Acton,,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1079
Acton,,1,President,,Green-Rainbow,Cobb and LaMarche,8
Acton,,1,U.S. House,5th,,All Others,2
Acton,,1,President,,(Write-In),Nader and Camejo,4
Acton,,1,State Senate,Middlesex and Worcester,Republican,Rod Jane,554
Acton,,1,U.S. House,5th,Republican,Thomas P. Tierney,511
Acton,,1,President,,,No Preference,0
Acton,,1,President,,,Blank Votes,13
Acton,,1,U.S. House,5th,Democratic,Martin T. Meehan,1050
Acton,,1,Governor's Council,3rd,,All Others,18
Acton,,1,President,,,Total Votes Cast,1668
Acton,,2,U.S. House,5th,Republican,Thomas P. Tierney,574
Acton,,2,U.S. House,5th,Democratic,Martin T. Meehan,1184
Acton,,2,Governor's Council,3rd,,Total Votes Cast,1821
Acton,,2,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1166
Acton,,2,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1235
Acton,,2,State House,14th Middlesex,,Total Votes Cast,1821
Acton,,2,Governor's Council,3rd,,Blank Votes,574
Acton,,2,President,,Republican,Bush and Cheney,645
Acton,,2,U.S. House,5th,,All Others,1
Acton,,2,President,,,Total Votes Cast,1821
Acton,,2,State House,14th Middlesex,,Blank Votes,76
Acton,,2,President,,(Write-In),Nader and Camejo,0
Acton,,2,State House,14th Middlesex,Republican,Douglas G. A. Stevenson,702
Acton,,2,State House,14th Middlesex,Democratic,Cory Atkins,1041
Acton,,2,U.S. House,5th,,Total Votes Cast,1821
Acton,,2,State Senate,Middlesex and Worcester,,Total Votes Cast,1821
Acton,,2,President,,Libertarian,Badnarik and Campagna,13
Acton,,2,President,,,No Preference,0
Acton,,2,President,,Green-Rainbow,Cobb and LaMarche,8
Acton,,2,State House,14th Middlesex,,All Others,2
Acton,,2,State Senate,Middlesex and Worcester,,All Others,1
Acton,,2,State Senate,Middlesex and Worcester,,Blank Votes,56
Acton,,2,State Senate,Middlesex and Worcester,Republican,Rod Jane,598
Acton,,2,President,,Democratic,Kerry and Edwards,1128
Acton,,2,President,,,Blank Votes,8
Acton,,2,President,,,All Others,19
Acton,,2,Governor's Council,3rd,,All Others,12
Acton,,2,U.S. House,5th,,Blank Votes,62
Acton,,3,State Senate,Middlesex and Worcester,,Blank Votes,47
Acton,,3,State Senate,Middlesex and Worcester,Republican,Rod Jane,672
Acton,,3,U.S. House,5th,Democratic,Martin T. Meehan,1411
Acton,,3,President,,Libertarian,Badnarik and Campagna,17
Acton,,3,State House,37th Middlesex,,Blank Votes,79
Acton,,3,President,,Republican,Bush and Cheney,662
Acton,,3,Governor's Council,3rd,,All Others,24
Acton,,3,State Senate,Middlesex and Worcester,,Total Votes Cast,2083
Acton,,3,President,,,Blank Votes,12
Acton,,3,U.S. House,5th,,Total Votes Cast,2083
Acton,,3,U.S. House,5th,Republican,Thomas P. Tierney,599
Acton,,3,Governor's Council,3rd,,Blank Votes,684
Acton,,3,President,,(Write-In),Nader and Camejo,5
Acton,,3,President,,Democratic,Kerry and Edwards,1372
Acton,,3,President,,Green-Rainbow,Cobb and LaMarche,9
Acton,,3,U.S. House,5th,,Blank Votes,70
Acton,,3,State House,37th Middlesex,Republican,Thomas J. Dyer,632
Acton,,3,President,,,Total Votes Cast,2083
Acton,,3,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1375
Acton,,3,U.S. House,5th,,All Others,3
Acton,,3,State House,37th Middlesex,Democratic,James B. Eldridge,1365
Acton,,3,State Senate,Middlesex and Worcester,,All Others,2
Acton,,3,State House,37th Middlesex,,Total Votes Cast,2083
Acton,,3,Governor's Council,3rd,,Total Votes Cast,2083
Acton,,3,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1362
Acton,,3,President,,,No Preference,0
Acton,,3,State House,37th Middlesex,,All Others,7
Acton,,3,President,,,All Others,6
Acton,,4,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1191
Acton,,4,President,,,Blank Votes,12
Acton,,4,State Senate,Middlesex and Worcester,,Total Votes Cast,1790
Acton,,4,U.S. House,5th,Democratic,Martin T. Meehan,1196
Acton,,4,President,,Libertarian,Badnarik and Campagna,20
Acton,,4,Governor's Council,3rd,,Total Votes Cast,1790
Acton,,4,State House,37th Middlesex,Democratic,James B. Eldridge,1193
Acton,,4,U.S. House,5th,,Total Votes Cast,1790
Acton,,4,State Senate,Middlesex and Worcester,,All Others,3
Acton,,4,President,,,Total Votes Cast,1790
Acton,,4,President,,Republican,Bush and Cheney,557
Acton,,4,Governor's Council,3rd,,All Others,18
Acton,,4,State House,37th Middlesex,Republican,Thomas J. Dyer,522
Acton,,4,President,,,No Preference,0
Acton,,4,President,,,All Others,2
Acton,,4,President,,Green-Rainbow,Cobb and LaMarche,6
Acton,,4,U.S. House,5th,,All Others,2
Acton,,4,State House,37th Middlesex,,Blank Votes,71
Acton,,4,State Senate,Middlesex and Worcester,Republican,Rod Jane,542
Acton,,4,U.S. House,5th,,Blank Votes,83
Acton,,4,State House,37th Middlesex,,All Others,4
Acton,,4,State House,37th Middlesex,,Total Votes Cast,1790
Acton,,4,U.S. House,5th,Republican,Thomas P. Tierney,509
Acton,,4,President,,(Write-In),Nader and Camejo,3
Acton,,4,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1184
Acton,,4,President,,Democratic,Kerry and Edwards,1190
Acton,,4,Governor's Council,3rd,,Blank Votes,581
Acton,,4,State Senate,Middlesex and Worcester,,Blank Votes,61
Acton,,5,President,,,All Others,10
Acton,,5,U.S. House,5th,,Total Votes Cast,1748
Acton,,5,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1175
Acton,,5,U.S. House,5th,Democratic,Martin T. Meehan,1191
Acton,,5,State House,37th Middlesex,,All Others,3
Acton,,5,President,,,No Preference,0
Acton,,5,Governor's Council,3rd,,All Others,16
Acton,,5,State House,37th Middlesex,Republican,Thomas J. Dyer,484
Acton,,5,Governor's Council,3rd,,Total Votes Cast,1748
Acton,,5,President,,Green-Rainbow,Cobb and LaMarche,6
Acton,,5,State Senate,Middlesex and Worcester,,Total Votes Cast,1748
Acton,,5,State Senate,Middlesex and Worcester,,Blank Votes,57
Acton,,5,President,,,Blank Votes,6
Acton,,5,State House,37th Middlesex,,Total Votes Cast,1748
Acton,,5,U.S. House,5th,,All Others,0
Acton,,5,State Senate,Middlesex and Worcester,,All Others,2
Acton,,5,President,,Libertarian,Badnarik and Campagna,11
Acton,,5,State Senate,Middlesex and Worcester,Republican,Rod Jane,506
Acton,,5,Governor's Council,3rd,,Blank Votes,557
Acton,,5,President,,,Total Votes Cast,1748
Acton,,5,President,,(Write-In),Nader and Camejo,0
Acton,,5,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1183
Acton,,5,President,,Republican,Bush and Cheney,505
Acton,,5,U.S. House,5th,,Blank Votes,70
Acton,,5,President,,Democratic,Kerry and Edwards,1210
Acton,,5,State House,37th Middlesex,,Blank Votes,90
Acton,,5,U.S. House,5th,Republican,Thomas P. Tierney,487
Acton,,5,State House,37th Middlesex,Democratic,James B. Eldridge,1171
Acton,,6,President,,Libertarian,Badnarik and Campagna,8
Acton,,6,State Senate,Middlesex and Worcester,,Total Votes Cast,1689
Acton,,6,State Senate,Middlesex and Worcester,,All Others,0
Acton,,6,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,1091
Acton,,6,U.S. House,5th,Republican,Thomas P. Tierney,505
Acton,,6,Governor's Council,3rd,,Blank Votes,597
Acton,,6,State House,14th Middlesex,,Blank Votes,71
Acton,,6,State House,14th Middlesex,,All Others,3
Acton,,6,President,,,All Others,6
Acton,,6,President,,,Blank Votes,10
Acton,,6,Governor's Council,3rd,,All Others,1
Acton,,6,U.S. House,5th,Democratic,Martin T. Meehan,1115
Acton,,6,State House,14th Middlesex,Democratic,Cory Atkins,992
Acton,,6,President,,,Total Votes Cast,1689
Acton,,6,Governor's Council,3rd,,Total Votes Cast,1689
Acton,,6,President,,Republican,Bush and Cheney,564
Acton,,6,State Senate,Middlesex and Worcester,Democratic,Pamela P. Resor,1090
Acton,,6,President,,,No Preference,0
Acton,,6,U.S. House,5th,,Blank Votes,69
Acton,,6,U.S. House,5th,,Total Votes Cast,1689
Acton,,6,President,,(Write-In),Nader and Camejo,3
Acton,,6,State Senate,Middlesex and Worcester,Republican,Rod Jane,554
Acton,,6,State Senate,Middlesex and Worcester,,Blank Votes,45
Acton,,6,U.S. House,5th,,All Others,0
Acton,,6,President,,Green-Rainbow,Cobb and LaMarche,4
Acton,,6,State House,14th Middlesex,,Total Votes Cast,1689
Acton,,6,State House,14th Middlesex,Republican,Douglas G. A. Stevenson,623
Acton,,6,President,,Democratic,Kerry and Edwards,1094
Acushnet,,1,U.S. House,4th,Unenrolled,Charles A. Morse,282
Acushnet,,1,Governor's Council,1st,,All Others,1
Acushnet,,1,Governor's Council,1st,,Total Votes Cast,1636
Acushnet,,1,State House,11th Bristol,,All Others,0
Acushnet,,1,President,,Democratic,Kerry and Edwards,1194
Acushnet,,1,President,,Green-Rainbow,Cobb and LaMarche,8
Acushnet,,1,State House,11th Bristol,,Blank Votes,324
Acushnet,,1,Governor's Council,1st,Democratic,Carole A. Fiola,1192
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1636
Acushnet,,1,President,,,All Others,2
Acushnet,,1,State House,11th Bristol,Democratic,Robert M. Koczera,1312
Acushnet,,1,President,,(Write-In),Nader and Camejo,4
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,All Others,0
Acushnet,,1,President,,,Total Votes Cast,1636
Acushnet,,1,President,,,Blank Votes,17
Acushnet,,1,President,,,No Preference,0
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,Blank Votes,280
Acushnet,,1,Governor's Council,1st,,Blank Votes,443
Acushnet,,1,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1356
Acushnet,,1,State House,11th Bristol,,Total Votes Cast,1636
Acushnet,,1,President,,Libertarian,Badnarik and Campagna,6
Acushnet,,1,U.S. House,4th,,All Others,4
Acushnet,,1,President,,Republican,Bush and Cheney,405
Acushnet,,1,U.S. House,4th,,Blank Votes,75
Acushnet,,1,U.S. House,4th,,Total Votes Cast,1636
Acushnet,,1,U.S. House,4th,Democratic,Barney Frank,1275
Acushnet,,2,Governor's Council,1st,,Total Votes Cast,1993
Acushnet,,2,Governor's Council,1st,,All Others,6
Acushnet,,2,State House,11th Bristol,,Total Votes Cast,1993
Acushnet,,2,President,,Republican,Bush and Cheney,652
Acushnet,,2,President,,Democratic,Kerry and Edwards,1316
Acushnet,,2,President,,(Write-In),Nader and Camejo,0
Acushnet,,2,U.S. House,4th,Unenrolled,Charles A. Morse,371
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1993
Acushnet,,2,U.S. House,4th,Democratic,Barney Frank,1501
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,All Others,9
Acushnet,,2,U.S. House,4th,,Blank Votes,121
Acushnet,,2,President,,Green-Rainbow,Cobb and LaMarche,5
Acushnet,,2,State House,11th Bristol,Democratic,Robert M. Koczera,1559
Acushnet,,2,President,,,No Preference,0
Acushnet,,2,President,,Libertarian,Badnarik and Campagna,4
Acushnet,,2,President,,,Blank Votes,11
Acushnet,,2,U.S. House,4th,,Total Votes Cast,1993
Acushnet,,2,Governor's Council,1st,Democratic,Carole A. Fiola,1392
Acushnet,,2,State House,11th Bristol,,All Others,4
Acushnet,,2,State House,11th Bristol,,Blank Votes,430
Acushnet,,2,Governor's Council,1st,,Blank Votes,595
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,Blank Votes,378
Acushnet,,2,President,,,Total Votes Cast,1993
Acushnet,,2,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1606
Acushnet,,2,U.S. House,4th,,All Others,0
Acushnet,,2,President,,,All Others,5
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,Blank Votes,316
Acushnet,,3,President,,(Write-In),Nader and Camejo,3
Acushnet,,3,U.S. House,4th,,Total Votes Cast,1945
Acushnet,,3,Governor's Council,1st,,All Others,5
Acushnet,,3,President,,,No Preference,0
Acushnet,,3,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1623
Acushnet,,3,U.S. House,4th,Democratic,Barney Frank,1425
Acushnet,,3,President,,Democratic,Kerry and Edwards,1280
Acushnet,,3,State House,11th Bristol,,All Others,7
Acushnet,,3,President,,Republican,Bush and Cheney,640
Acushnet,,3,President,,,Total Votes Cast,1945
Acushnet,,3,U.S. House,4th,Unenrolled,Charles A. Morse,422
Acushnet,,3,U.S. House,4th,,Blank Votes,98
Acushnet,,3,President,,,All Others,2
Acushnet,,3,U.S. House,4th,,All Others,0
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,All Others,6
Acushnet,,3,State House,11th Bristol,,Blank Votes,349
Acushnet,,3,President,,,Blank Votes,11
Acushnet,,3,Governor's Council,1st,Democratic,Carole A. Fiola,1430
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1945
Acushnet,,3,State House,11th Bristol,Democratic,Robert M. Koczera,1589
Acushnet,,3,State House,11th Bristol,,Total Votes Cast,1945
Acushnet,,3,Governor's Council,1st,,Total Votes Cast,1945
Acushnet,,3,President,,Green-Rainbow,Cobb and LaMarche,3
Acushnet,,3,President,,Libertarian,Badnarik and Campagna,6
Acushnet,,3,Governor's Council,1st,,Blank Votes,510
Adams,,1,U.S. House,1st,Democratic,John W. Olver,629
Adams,,1,U.S. House,1st,,Blank Votes,113
Adams,,1,President,,Republican,Bush and Cheney,188
Adams,,1,State House,1st Berkshire,,All Others,1
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,27
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",543
Adams,,1,President,,(Write-In),Nader and Camejo,0
Adams,,1,State House,1st Berkshire,,Total Votes Cast,743
Adams,,1,Governor's Council,8th,,Total Votes Cast,743
Adams,,1,President,,,No Preference,0
Adams,,1,President,,,All Others,1
Adams,,1,State House,1st Berkshire,,Blank Votes,34
Adams,,1,Governor's Council,8th,Unenrolled,Aaron W. Wilson,126
Adams,,1,Governor's Council,8th,Democratic,Peter Vickery,458
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,743
Adams,,1,President,,,Total Votes Cast,743
Adams,,1,State House,1st Berkshire,Republican,Jay H. Lukkarila,150
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,All Others,0
Adams,,1,President,,,Blank Votes,1
Adams,,1,President,,Green-Rainbow,Cobb and LaMarche,2
Adams,,1,U.S. House,1st,,All Others,1
Adams,,1,Governor's Council,8th,,All Others,0
Adams,,1,U.S. House,1st,,Total Votes Cast,743
Adams,,1,Governor's Council,8th,,Blank Votes,159
Adams,,1,State House,1st Berkshire,Democratic,Daniel E. Bosley,558
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,173
Adams,,1,President,,Democratic,Kerry and Edwards,548
Adams,,1,President,,Libertarian,Badnarik and Campagna,3
Adams,,2,President,,Green-Rainbow,Cobb and LaMarche,5
Adams,,2,President,,,All Others,1
Adams,,2,U.S. House,1st,,All Others,3
Adams,,2,U.S. House,1st,,Total Votes Cast,852
Adams,,2,State House,1st Berkshire,Republican,Jay H. Lukkarila,171
Adams,,2,Governor's Council,8th,,Total Votes Cast,852
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,852
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,202
Adams,,2,Governor's Council,8th,,All Others,0
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",630
Adams,,2,President,,(Write-In),Nader and Camejo,2
Adams,,2,State House,1st Berkshire,,All Others,0
Adams,,2,Governor's Council,8th,Unenrolled,Aaron W. Wilson,172
Adams,,2,U.S. House,1st,,Blank Votes,130
Adams,,2,President,,,Blank Votes,3
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,All Others,0
Adams,,2,President,,,No Preference,0
Adams,,2,Governor's Council,8th,Democratic,Peter Vickery,506
Adams,,2,President,,Libertarian,Badnarik and Campagna,4
Adams,,2,Governor's Council,8th,,Blank Votes,174
Adams,,2,State House,1st Berkshire,,Total Votes Cast,852
Adams,,2,President,,Republican,Bush and Cheney,195
Adams,,2,State House,1st Berkshire,,Blank Votes,30
Adams,,2,U.S. House,1st,Democratic,John W. Olver,719
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,20
Adams,,2,President,,Democratic,Kerry and Edwards,642
Adams,,2,State House,1st Berkshire,Democratic,Daniel E. Bosley,651
Adams,,2,President,,,Total Votes Cast,852
Adams,,3,State House,1st Berkshire,,All Others,0
Adams,,3,U.S. House,1st,,All Others,4
Adams,,3,Governor's Council,8th,,Blank Votes,162
Adams,,3,U.S. House,1st,,Blank Votes,132
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,842
Adams,,3,President,,Green-Rainbow,Cobb and LaMarche,3
Adams,,3,Governor's Council,8th,Democratic,Peter Vickery,501
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Adams,,3,President,,Libertarian,Badnarik and Campagna,4
Adams,,3,President,,Republican,Bush and Cheney,206
Adams,,3,State House,1st Berkshire,,Blank Votes,28
Adams,,3,Governor's Council,8th,,Total Votes Cast,842
Adams,,3,President,,,No Preference,0
Adams,,3,President,,,All Others,1
Adams,,3,Governor's Council,8th,Unenrolled,Aaron W. Wilson,179
Adams,,3,President,,(Write-In),Nader and Camejo,4
Adams,,3,President,,,Blank Votes,3
Adams,,3,U.S. House,1st,,Total Votes Cast,842
Adams,,3,State House,1st Berkshire,Republican,Jay H. Lukkarila,195
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,224
Adams,,3,President,,Democratic,Kerry and Edwards,621
Adams,,3,U.S. House,1st,Democratic,John W. Olver,706
Adams,,3,Governor's Council,8th,,All Others,0
Adams,,3,State House,1st Berkshire,,Total Votes Cast,842
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,21
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",Democratic,"Andrea F. Nuciforo, Jr.",596
Adams,,3,State House,1st Berkshire,Democratic,Daniel E. Bosley,619
Adams,,3,President,,,Total Votes Cast,842
Adams,,4,State House,1st Berkshire,Republican,Jay H. Lukkarila,136
Adams,,4,President,,,Blank Votes,1
Adams,,4,Governor's Council,8th,,Blank Votes,139
Adams,,4,President,,Republican,Bush and Cheney,183
Adams,,4,State Senate,"Berkshire, Hampshire and Franklin",Republican,Dawn Taylor Thompson,153
Adams,,4,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,738
Adams,,4,U.S. House,1st,Democratic,John W. Olver,628
Adams,,4,President,,Democratic,Kerry and Edwards,550
Adams,,4,U.S. House,1st,,Blank Votes,108
Adams,,4,President,,,No Preference,0
Adams,,4,President,,Green-Rainbow,Cobb and LaMarche,1
Adams,,4,State House,1st Berkshire,,Total Votes Cast,738
Adams,,4,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Adams,,4,U.S. House,1st,,All Others,2
Adams,,4,President,,(Write-In),Nader and Camejo,2
Adams,,4,Governor's Council,8th,Democratic,Peter Vickery,456
Adams,,4,President,,,All Others,0
Adams,,4,Governor's Council,8th,Unenrolled,Aaron W. Wilson,141
Adams,,4,U.S. House,1st,,Total Votes Cast,738
Adams,,4,State House,1st Berkshire,,All Others,0
Adams,,4,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,22
Adams,,4,State House,1st Berkshire,Democratic,Daniel E. Bosley,563
