town,ward,precinct,office,district,party,candidate,votes
Bridgewater,-,7,Governor's Council,1st,Republican,Arthur C. Larrivee,0
Boston,20,17,State House,10th Suffolk,Democratic,All Others,5
Chelmsford,-,2,State Senate,3rd Middlesex,Republican,John C. Thibault,27
Agawam,-,7,State Senate,Hampden,Democratic,Stephen J. Buoniconti,17
Brockton,7,A,Governor's Council,4th,Democratic,Stephen F. Flynn,40
Taunton,1,A,State Senate,1st Plymouth and Bristol,Democratic,Total Votes Cast,98
Sandwich,-,5,State Senate,Plymouth and Barnstable,Democratic,Blank Votes,4
Plymouth,-,5,State Senate,Plymouth and Barnstable,Democratic,Total Votes Cast,186
Belmont,-,8,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,100
Hanover,-,2,Governor's Council,4th,Democratic,All Others,0
Westfield,2,A,U.S. House,1st,Democratic,Total Votes Cast,52
Norton,-,1,State Senate,Bristol and Norfolk,Democratic,All Others,0
Weymouth,-,10,State Senate,Plymouth and Norfolk,Republican,All Others,0
Chicopee,2,A,U.S. House,2nd,Democratic,Total Votes Cast,72
Salem,2,2,State House,7th Essex,Republican,Blank Votes,4
Becket,-,1,Governor's Council,8th,Democratic,Blank Votes,19
Phillipston,-,1,Governor's Council,7th,Democratic,All Others,0
Lee,-,3,U.S. House,1st,Republican,Blank Votes,1
Natick,-,7,State Senate,"Norfolk, Bristol and Middlesex",Special Republican,All Others,0
Wareham,-,1,State House,2nd Plymouth,Republican,All Others,0
Montague,-,5,State House,1st Franklin,Democratic,All Others,0
Dudley,-,2,Governor's Council,7th,Democratic,Blank Votes,25
TOTALS,,,State House,11th Suffolk,Democratic,Elizabeth A. Malia,2505
Attleboro,5,B,State House,2nd Bristol,Republican,Total Votes Cast,41
Lowell,1,3,U.S. House,5th,Democratic,Total Votes Cast,365
Stoneham,-,6,State Senate,Middlesex and Essex,Democratic,Blank Votes,26
Chelmsford,-,4,Governor's Council,3rd,Democratic,Blank Votes,55
Newbury,-,1,U.S. House,6th,Republican,Total Votes Cast,51
New Bedford,2,G,U.S. House,4th,Democratic,Barney Frank,167
Lynn,5,3,U.S. House,6th,Republican,Total Votes Cast,3
Quincy,4,3,Governor's Council,4th,Republican,Blank Votes,4
Revere,2,3,State Senate,1st Suffolk and Middlesex,Democratic,Robert E. Travaglini,19
Worcester,7,5,State Senate,2nd Worcester,Republican,Blank Votes,25
Brockton,5,D,State Senate,2nd Plymouth and Bristol,Democratic,"Robert S. Creedon, Jr.",178
Brockton,1,C,State House,11th Plymouth,Democratic,All Others,0
Wendell,-,1,State House,1st Franklin,Green-Rainbow,All Others,0
Beverly,5,1,U.S. House,6th,Republican,All Others,1
Dedham,-,3,State House,11th Norfolk,Democratic,Total Votes Cast,249
Southborough,-,3,Governor's Council,3rd,Democratic,Blank Votes,31
Melrose,7,1,State Senate,3rd Essex and Middlesex,Democratic,Total Votes Cast,63
Buckland,-,1,Governor's Council,8th,Democratic,Total Votes Cast,79
TOTALS,,,State House,31st Middlesex,Republican,Blank Votes,63
Amherst,-,6,U.S. House,1st,Republican,All Others,2
Marlborough,4,1,State House,4th Middlesex,Republican,Blank Votes,15
Newton,7,1,State Senate,1st Middlesex and Norfolk,Republican,Blank Votes,1
Marshfield,-,6,State House,4th Plymouth,Democratic,All Others,2
Andover,-,4,State House,17th Essex,Democratic,All Others,0
Dennis,-,2,U.S. House,10th,Democratic,Blank Votes,8
N. Attleborough,-,9,U.S. House,3rd,Republican,Total Votes Cast,53
Lowell,5,3,State Senate,1st Middlesex,Republican,Blank Votes,1
Lawrence,A,2,U.S. House,5th,Republican,Ilana Freedman,7
Holyoke,4,B,Governor's Council,8th,Democratic,Peter Vickery,7
E. Longmeadow,-,1,State House,12th Hampden,Republican,Bob Collamore,22
Malden,7,1,State Senate,Middlesex and Essex,Republican,Total Votes Cast,12
Cambridge,7,2,State House,25th Middlesex,Green-Rainbow,All Others,0
Cambridge,6,1,U.S. House,8th,Democratic,All Others,4
N. Attleborough,-,3,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Angus G. McQuilken,36
Mount Washington,-,1,Governor's Council,8th,Democratic,Isaac Benezra,2
Sandwich,-,5,State Senate,Plymouth and Barnstable,Republican,Total Votes Cast,93
Boston,2,4,Governor's Council,6th,Democratic,All Others,5
Danvers,-,6,State House,13th Essex,Republican,Blank Votes,6
Revere,2,1,U.S. House,7th,Republican,Blank Votes,3
Kingston,-,1,State House,12th Plymouth,Democratic,All Others,0
Russell,-,1,State House,3rd Hampden,Democratic,Blank Votes,1
Somerville,5,1,U.S. House,8th,Democratic,All Others,3
Barnstable,-,8,U.S. House,10th,Democratic,All Others,0
Quincy,2,1,Governor's Council,4th,Republican,All Others,0
Falmouth,-,3,U.S. House,10th,Republican,Blank Votes,20
Tyringham,-,1,U.S. House,1st,Democratic,John W. Olver,49
Billerica,-,1,State Senate,4th Middlesex,Republican,Blank Votes,3
Boston,12,2,Governor's Council,4th,Republican,Blank Votes,5
Holliston,-,4,State Senate,2nd Middlesex and Norfolk,Democratic,Adam L. Sisitsky,12
Holyoke,2,B,State Senate,2nd Hampden and Hampshire,Republican,All Others,0
Haverhill,6,1,State Senate,1st Essex,Republican,Leo T. Martin,15
Woburn,2,1,State Senate,2nd Middlesex,Democratic,Blank Votes,92
Longmeadow,-,E,U.S. House,2nd,Democratic,Richard E. Neal,55
Adams,-,2,U.S. House,1st,Republican,Total Votes Cast,12
Boston,22,8,State House,18th Suffolk,Democratic,Blank Votes,51
Richmond,-,1,Governor's Council,8th,Democratic,Blank Votes,70
Natick,-,5,State House,5th Middlesex,Democratic,All Others,2
Boston,12,1,Governor's Council,4th,Democratic,Stephen F. Flynn,19
Canton,-,1,Governor's Council,2nd,Republican,Total Votes Cast,45
Medfield,-,3,U.S. House,9th,Democratic,Stephen F. Lynch,74
Hanson,-,1,State Senate,2nd Plymouth and Bristol,Democratic,Total Votes Cast,108
Marshfield,-,1,State House,4th Plymouth,Democratic,Blank Votes,7
Abington,-,4,Governor's Council,4th,Republican,Total Votes Cast,66
Holyoke,7,A,Governor's Council,8th,Democratic,Total Votes Cast,104
Amherst,-,10,State Senate,Hampshire and Franklin,Republican,All Others,0
Watertown,-,9,U.S. House,7th,Republican,Blank Votes,0
Canton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Blank Votes,40
Lee,-,1,U.S. House,1st,Republican,All Others,0
Lawrence,B,2,State Senate,2nd Essex and Middlesex,Republican,All Others,0
Revere,2,3,State House,19th Suffolk,Republican,Stephen John White,2
Pepperell,-,3,U.S. House,1st,Republican,Total Votes Cast,27
Methuen,-,9,State Senate,1st Essex,Democratic,All Others,0
N. Andover,-,2,State House,14th Essex,Republican,Blank Votes,3
Harwich,-,2,U.S. House,10th,Republican,Blank Votes,29
Westhampton,-,1,State House,1st Hampshire,Republican,All Others,0
Arlington,-,17,State House,15th Middlesex,Democratic,All Others,0
Marshfield,-,2,State House,4th Plymouth,Democratic,Frank M. Hynes,121
Springfield,2,F,State Senate,1st Hampden and Hampshire,Republican,Brian P. Lees,9
Salem,6,2,State House,7th Essex,Green-Rainbow,Total Votes Cast,1
TOTALS,,,State House,15th Middlesex,Democratic,Total Votes Cast,4816
Springfield,1,C,Governor's Council,8th,Democratic,Timothy J. Rooke,7
Malden,4,1,State House,33rd Middlesex,Democratic,Blank Votes,13
Spencer,-,1,State House,6th Worcester,Republican,David M. Singer,23
Marlborough,2,2,State Senate,Middlesex and Worcester,Democratic,All Others,1
Framingham,-,1,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,5
Medway,-,4,State Senate,2nd Middlesex and Norfolk,Democratic,Karen E. Spilka,98
Greenfield,-,1,State Senate,Hampshire and Franklin,Democratic,Stanley C. Rosenberg,38
Edgartown,-,1,State Senate,Cape and Islands,Republican,Total Votes Cast,40
Stoneham,-,5,State House,31st Middlesex,Democratic,Blank Votes,13
TOTALS,,,State House,9th Suffolk,Democratic,Blank Votes,362
Lowell,2,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,21
Somerville,6,3,State House,27th Middlesex,Democratic,Patricia D. Jehlen,95
Agawam,-,1,Governor's Council,8th,Democratic,Peter Vickery,8
Hudson,-,6,State House,3rd Middlesex,Democratic,Total Votes Cast,56
Hanson,-,3,U.S. House,9th,Democratic,Total Votes Cast,100
Wellesley,-,G,U.S. House,4th,Democratic,Barney Frank,180
New Bedford,5,D,State House,13th Bristol,Democratic,Antonio F.D. Cabral,127
New Bedford,2,C,State Senate,2nd Bristol and Plymouth,Democratic,Blank Votes,19
Harwich,-,3,State Senate,Cape and Islands,Democratic,Blank Votes,9
Brookline,-,16,State Senate,1st Middlesex and Norfolk,Republican,Blank Votes,3
Springfield,5,F,State House,11th Hampden,Republican,John A. Lysak,7
Lynn,2,4,Governor's Council,5th,Democratic,Blank Votes,4
Andover,-,1,Governor's Council,5th,Democratic,All Others,0
Barnstable,-,6,U.S. House,10th,Republican,Total Votes Cast,60
Southbridge,-,3,State Senate,Worcester and Norfolk,Democratic,All Others,2
Attleboro,5,B,State Senate,Bristol and Norfolk,Republican,David W. McCarter,13
Maynard,-,1,U.S. House,5th,Republican,Blank Votes,2
Boston,19,10,State House,14th Suffolk,Republican,Blank Votes,2
Falmouth,-,3,State House,3rd Barnstable,Republican,All Others,1
Charlton,-,3,State House,6th Worcester,Democratic,All Others,4
TOTALS,,,State House,2nd Plymouth,Republican,Blank Votes,53
Pittsfield,3,B,U.S. House,1st,Democratic,All Others,0
Taunton,8,B,State House,3rd Bristol,Democratic,James H. Fagan,72
Fall River,7,D,Governor's Council,1st,Democratic,Total Votes Cast,236
Tyringham,-,1,Governor's Council,8th,Democratic,Blank Votes,36
Springfield,5,H,Governor's Council,8th,Democratic,Blank Votes,15
Canton,-,2,State House,6th Norfolk,Democratic,William C. Galvin,191
Clarksburg,-,1,Governor's Council,8th,Democratic,Timothy J. Rooke,45
Chelmsford,-,3,U.S. House,5th,Republican,All Others,0
Chelmsford,-,3,Governor's Council,3rd,Democratic,Blank Votes,41
Adams,-,5,State House,1st Berkshire,Democratic,Daniel E. Bosley,334
Amherst,-,3,State House,3rd Hampshire,Republican,All Others,0
Dudley,-,4,U.S. House,2nd,Democratic,Richard E. Neal,211
Lawrence,A,2,State Senate,2nd Essex and Middlesex,Republican,Total Votes Cast,12
Boston,5,3,U.S. House,9th,Democratic,Stephen F. Lynch,125
Deerfield,-,1,State House,1st Franklin,Republican,All Others,0
Framingham,-,9,U.S. House,7th,Republican,All Others,0
Lowell,3,2,State Senate,1st Middlesex,Democratic,Blank Votes,2
Woburn,7,1,State House,15th Middlesex,Democratic,All Others,5
Greenfield,-,6,U.S. House,1st,Republican,All Others,0
New Bedford,5,B,State House,13th Bristol,Democratic,All Others,2
Northampton,3,A,State Senate,Hampshire and Franklin,Democratic,Blank Votes,22
Newton,7,4,Governor's Council,3rd,Democratic,Blank Votes,11
Springfield,1,C,Governor's Council,8th,Democratic,Total Votes Cast,27
Fall River,1,A,State House,8th Bristol,Democratic,Total Votes Cast,236
Randolph,-,8,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Total Votes Cast,309
Swansea,-,3,State Senate,1st Bristol and Plymouth,Democratic,Total Votes Cast,98
Bridgewater,-,7,State House,8th Plymouth,Republican,All Others,0
New Bedford,2,A,U.S. House,4th,Democratic,Total Votes Cast,59
Plympton,-,1,Governor's Council,1st,Republican,All Others,0
Salem,6,2,State House,7th Essex,Democratic,Joan B. Lovely,118
Ashburnham,-,1,State Senate,"Worcester, Hampden, Hampshire and Franklin",Democratic,Blank Votes,59
Middleborough,-,6,State House,10th Bristol,Democratic,All Others,1
Edgartown,-,1,State Senate,Cape and Islands,Democratic,Total Votes Cast,122
Watertown,-,9,State Senate,2nd Suffolk and Middlesex,Democratic,Total Votes Cast,79
Marlborough,5,2,U.S. House,3rd,Democratic,All Others,0
Worcester,2,4,State Senate,1st Worcester,Democratic,Total Votes Cast,370
New Bedford,6,F,State Senate,2nd Bristol and Plymouth,Democratic,All Others,0
Chicopee,9,B,State Senate,2nd Hampden and Hampshire,Democratic,Total Votes Cast,194
Nahant,-,1,U.S. House,6th,Republican,All Others,0
TOTALS,,,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,24
Douglas,-,2,Governor's Council,7th,Democratic,All Others,1
Springfield,5,H,U.S. House,2nd,Democratic,Richard E. Neal,223
Brookline,-,13,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,47
Danvers,-,2,State House,13th Essex,Democratic,All Others,0
Boston,21,14,Governor's Council,3rd,Democratic,Total Votes Cast,22
Fall River,2,C,U.S. House,3rd,Republican,Ronald A. Crews,13
Worcester,6,2,U.S. House,3rd,Democratic,Blank Votes,41
Braintree,-,8,State Senate,Norfolk and Plymouth,Democratic,Michael W. Morrissey,109
Plymouth,-,11,State House,12th Plymouth,Democratic,Blank Votes,24
Stoughton,-,6,Governor's Council,2nd,Republican,All Others,1
Stoneham,-,6,Governor's Council,6th,Democratic,Total Votes Cast,113
Plymouth,-,10,Governor's Council,1st,Democratic,Total Votes Cast,105
Oak Bluffs,-,1,State Senate,Cape and Islands,Republican,Total Votes Cast,49
Peru,-,1,Governor's Council,8th,Democratic,Timothy J. Rooke,11
Boston,10,8,State House,15th Suffolk,Democratic,All Others,1
Brockton,2,A,Governor's Council,4th,Republican,Donald A. Hussey,6
Somerville,6,2,State House,27th Middlesex,Republican,All Others,1
Andover,-,2,U.S. House,5th,Democratic,All Others,0
Wellesley,-,A,U.S. House,4th,Democratic,Total Votes Cast,144
Somerville,3,3,State House,27th Middlesex,Republican,Blank Votes,1
Methuen,-,5,U.S. House,5th,Republican,All Others,0
Wayland,-,3,State House,13th Middlesex,Democratic,Stanislav V. Gayshan,72
Hamilton,-,1,U.S. House,6th,Democratic,Total Votes Cast,38
Leominster,4,C,U.S. House,1st,Democratic,Blank Votes,67
Stoneham,-,3,U.S. House,7th,Republican,All Others,1
Montague,-,2,U.S. House,1st,Republican,Blank Votes,6
Boston,11,7,State House,11th Suffolk,Green-Rainbow,Blank Votes,44
Braintree,-,5,State House,5th Norfolk,Republican,Total Votes Cast,30
Shrewsbury,-,2,State Senate,2nd Worcester,Democratic,All Others,4
Worcester,10,3,Governor's Council,7th,Democratic,All Others,0
TOTALS,,,State House,5th Worcester,Democratic,Blank Votes,307
Berlin,-,1,U.S. House,5th,Republican,Blank Votes,3
Boston,18,14,State House,14th Suffolk,Libertarian,Total Votes Cast,0
Hancock,-,1,Governor's Council,8th,Democratic,Michael D. Bissonnette,3
Fitchburg,1,A,State House,3rd Worcester,Democratic,Adam K. Desjean,15
Newton,8,2,State Senate,1st Middlesex and Norfolk,Democratic,Total Votes Cast,54
Springfield,3,A,Governor's Council,8th,Democratic,Michael D. Bissonnette,12
Boston,18,14,State House,14th Suffolk,Republican,Total Votes Cast,10
Granby,-,1,State Senate,1st Hampden and Hampshire,Republican,All Others,0
Lynn,2,4,U.S. House,6th,Republican,All Others,0
Boston,1,13,Governor's Council,6th,Democratic,Michael J. Callahan,120
Northfield,-,1,U.S. House,1st,Democratic,All Others,0
Medford,6,1,State Senate,2nd Middlesex,Democratic,Blank Votes,39
Boston,7,4,Governor's Council,4th,Republican,Total Votes Cast,12
Quincy,3,2,State House,2nd Norfolk,Democratic,Blank Votes,57
Malden,2,1,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,15
Dennis,-,3,State House,1st Barnstable,Democratic,Total Votes Cast,112
Royalston,-,2,State Senate,"Worcester, Hampden, Hampshire and Franklin",Republican,Total Votes Cast,5
Boston,18,10,State House,14th Suffolk,Libertarian,Total Votes Cast,1
Fitchburg,4,A,State Senate,Worcester and Middlesex,Democratic,Robert A. Antonioni,180
Newton,2,2,Governor's Council,3rd,Democratic,Total Votes Cast,84
Springfield,3,G,State Senate,Hampden,Republican,Blank Votes,0
Brewster,-,1,State Senate,Cape and Islands,Republican,All Others,1
Swampscott,-,2,State House,8th Essex,Democratic,Blank Votes,2
Beverly,2,1,U.S. House,6th,Republican,All Others,0
Springfield,6,E,State Senate,Hampden,Democratic,Blank Votes,12
Plymouth,-,9,Governor's Council,1st,Republican,All Others,2
Reading,-,5,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,49
Walpole,-,8,State Senate,Bristol and Norfolk,Democratic,All Others,1
Springfield,8,F,State House,7th Hampden,Democratic,All Others,4
Chelsea,4,2,Governor's Council,6th,Democratic,All Others,0
Lowell,1,2,State House,17th Middlesex,Republican,Clifford R. Krieger,41
Danvers,-,8,U.S. House,6th,Republican,All Others,0
Winthrop,-,5,Governor's Council,6th,Democratic,Blank Votes,146
Attleboro,1,A,State House,2nd Bristol,Republican,John A. Lepper,34
Quincy,3,1,State Senate,Norfolk and Plymouth,Democratic,Total Votes Cast,244
Georgetown,-,1,State House,2nd Essex,Republican,Robert V. Finneran,16
Northampton,4,A,State House,1st Hampshire,Democratic,Peter V. Kocot,94
Waltham,5,2,State Senate,3rd Middlesex,Republican,John C. Thibault,7
Wareham,-,6,Governor's Council,1st,Republican,Blank Votes,29
Boston,22,3,Governor's Council,3rd,Democratic,Total Votes Cast,208
Athol,-,3,U.S. House,1st,Democratic,All Others,5
Boston,17,7,Governor's Council,4th,Republican,All Others,0
Rockland,-,4,U.S. House,10th,Republican,Blank Votes,4
Natick,-,9,Governor's Council,2nd,Republican,Michael W. McCue,0
Natick,-,6,U.S. House,7th,Democratic,Total Votes Cast,251
Taunton,3,B,U.S. House,4th,Democratic,All Others,1
Abington,-,3,Governor's Council,4th,Democratic,Blank Votes,32
TOTALS,,,State House,13th Suffolk,Democratic,Blank Votes,883
Medford,3,1,Governor's Council,6th,Democratic,All Others,2
Framingham,-,12,State House,7th Middlesex,Republican,All Others,0
Plymouth,-,11,State Senate,Plymouth and Barnstable,Republican,Total Votes Cast,108
Woburn,2,2,U.S. House,7th,Republican,Total Votes Cast,25
Wenham,-,1,State House,4th Essex,Democratic,Timothy A. Purinton,38
New Marlborough,-,1,U.S. House,1st,Democratic,Total Votes Cast,38
Stoughton,-,4,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Brian A. Joyce,121
Boston,9,1,Governor's Council,4th,Republican,All Others,1
Boston,12,3,Governor's Council,4th,Republican,Donald A. Hussey,6
Hudson,-,4,U.S. House,5th,Republican,Ilana Freedman,16
Andover,-,4,Governor's Council,5th,Democratic,Total Votes Cast,44
New Bedford,5,D,State House,13th Bristol,Democratic,All Others,0
Stockbridge,-,1,U.S. House,1st,Democratic,Total Votes Cast,187
New Bedford,1,E,Governor's Council,1st,Republican,Arthur C. Larrivee,0
Springfield,3,H,State House,10th Hampden,Democratic,Total Votes Cast,32
Bourne,-,2,U.S. House,10th,Republican,All Others,0
Fitchburg,3,A,Governor's Council,7th,Democratic,Total Votes Cast,548
Hadley,-,1,Governor's Council,8th,Democratic,Blank Votes,20
Boston,1,8,U.S. House,8th,Democratic,All Others,5
Somerset,-,1,State House,5th Bristol,Democratic,All Others,0
Somerset,-,1,U.S. House,3rd,Democratic,Total Votes Cast,206
Boston,5,1,Governor's Council,4th,Republican,All Others,0
Wilmington,-,6,U.S. House,6th,Republican,Total Votes Cast,33
Framingham,-,1,State Senate,2nd Middlesex and Norfolk,Democratic,Adam L. Sisitsky,153
Boston,18,13,State House,14th Suffolk,Democratic,Angelo M. Scaccia,81
Rockland,-,3,State House,5th Plymouth,Democratic,Total Votes Cast,78
Northampton,1,A,Governor's Council,8th,Democratic,Michael D. Bissonnette,5
Greenfield,-,9,State House,2nd Franklin,Democratic,Christopher J. Donelan,20
TOTALS,,,State House,7th Hampden,Democratic,Thomas M. Petrolati,699
Andover,-,4,State Senate,2nd Essex and Middlesex,Republican,Blank Votes,5
Stoughton,-,6,Governor's Council,2nd,Republican,Total Votes Cast,16
Chicopee,6,BE,State Senate,2nd Hampden and Hampshire,Democratic,Total Votes Cast,96
Chelmsford,-,8,U.S. House,5th,Republican,Thomas P. Tierney,25
Ludlow,-,3,Governor's Council,8th,Democratic,Michael D. Bissonnette,17
Medway,-,2,U.S. House,3rd,Republican,Blank Votes,1
Boston,5,6,U.S. House,8th,Democratic,All Others,3
Florida,-,1,Governor's Council,8th,Democratic,Blank Votes,28
Salem,7,1,U.S. House,6th,Republican,Blank Votes,6
Waltham,8,2,State House,10th Middlesex,Republican,All Others,0
Methuen,-,3,State House,15th Essex,Democratic,"Arthur J. Broadhurst, Jr.",41
Holden,-,5,Governor's Council,7th,Democratic,William A. Trotta,136
Acton,-,1,State House,14th Middlesex,Democratic,Cory Atkins,90
Boston,5,4,U.S. House,9th,Democratic,Stephen F. Lynch,119
Fitchburg,4,A,U.S. House,1st,Republican,Total Votes Cast,36
Fall River,5,C,Governor's Council,1st,Democratic,Blank Votes,32
Mansfield,-,1,U.S. House,4th,Democratic,Barney Frank,45
Fall River,9,B,Governor's Council,1st,Democratic,Carole A. Fiola,152
Boston,4,9,U.S. House,8th,Democratic,All Others,3
Chester,-,1,State Senate,2nd Hampden and Hampshire,Democratic,All Others,1
Longmeadow,-,B,Governor's Council,8th,Democratic,Michael D. Bissonnette,16
Woburn,5,1,State Senate,4th Middlesex,Democratic,"Robert A. Havern, III",147
Waltham,5,2,State Senate,3rd Middlesex,Republican,Blank Votes,0
Greenfield,-,2,State Senate,Hampshire and Franklin,Republican,James D. Miller,18
Leominster,2,C,State Senate,Worcester and Middlesex,Democratic,All Others,2
Taunton,6,B,State Senate,1st Plymouth and Bristol,Democratic,All Others,0
Newbury,-,2,State House,2nd Essex,Democratic,Harriett L. Stanley,31
Westwood,-,4,State Senate,Suffolk and Norfolk,Democratic,Blank Votes,48
Marlborough,6,1,State House,4th Middlesex,Democratic,All Others,0
Springfield,3,C,State Senate,Hampden,Democratic,Total Votes Cast,35
Dedham,-,2,State House,11th Norfolk,Democratic,Robert K. Coughlin,298
Easthampton,-,5,State House,2nd Hampshire,Democratic,John W. Scibak,68
Whitman,-,1,State Senate,2nd Plymouth and Bristol,Democratic,All Others,1
Montague,-,5,U.S. House,1st,Republican,Steven E. Adam,0
Stoneham,-,3,U.S. House,7th,Republican,Total Votes Cast,20
Plymouth,-,6,State Senate,Plymouth and Barnstable,Democratic,Therese Murray,177
Weymouth,-,15,U.S. House,10th,Democratic,All Others,0
Peabody,2,3,State House,12th Essex,Republican,All Others,0
Barnstable,-,9,U.S. House,10th,Republican,Michael J. Jones,21
Springfield,8,A,U.S. House,2nd,Democratic,Total Votes Cast,157
Melrose,4,1,U.S. House,7th,Democratic,Edward J. Markey,66
Haverhill,4,2,U.S. House,5th,Republican,Ilana Freedman,9
Lowell,3,1,State Senate,1st Middlesex,Republican,Blank Votes,5
Franklin,-,6,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,0
Danvers,-,8,State Senate,2nd Essex,Democratic,Frederick E. Berry,38
Middleborough,-,3,State House,10th Bristol,Democratic,William M. Straus,61
Salem,3,1,U.S. House,6th,Democratic,All Others,3
Fitchburg,5,B,Governor's Council,7th,Democratic,Dennis P. McManus,57
Holyoke,5,B,State Senate,2nd Hampden and Hampshire,Republican,All Others,0
Sudbury,-,1,State Senate,3rd Middlesex,Republican,Blank Votes,11
N. Attleborough,-,5,State House,14th Bristol,Republican,All Others,0
Arlington,-,12,U.S. House,7th,Democratic,Blank Votes,25
Haverhill,2,1,State Senate,1st Essex,Republican,Total Votes Cast,8
Boston,14,4,Governor's Council,4th,Republican,Blank Votes,0
Reading,-,6,U.S. House,6th,Democratic,Blank Votes,27
Worcester,4,5,U.S. House,3rd,Republican,Ronald A. Crews,25
Holyoke,5,B,U.S. House,1st,Republican,Steven E. Adam,0
Brockton,1,A,State House,11th Plymouth,,Total Votes Cast,90
Hudson,-,1,Governor's Council,3rd,Democratic,All Others,0
Brookline,-,3,Governor's Council,3rd,Democratic,Blank Votes,37
W. Bridgewater,-,1,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Brian A. Joyce,94
Taunton,2,A,Governor's Council,1st,Democratic,Blank Votes,67
Boston,20,9,U.S. House,9th,Democratic,Blank Votes,61
Boston,18,4,State Senate,1st Suffolk,Democratic,Carol Y. Mallory-Causey,0
Weymouth,-,6,Governor's Council,4th,Democratic,Stephen F. Flynn,81
Leominster,2,B,State Senate,Worcester and Middlesex,Green-Rainbow,Richard R. Zitola,0
Holliston,-,3,U.S. House,3rd,Democratic,James P. McGovern,239
Walpole,-,2,Governor's Council,2nd,Republican,Total Votes Cast,55
Waltham,8,1,State Senate,3rd Middlesex,Republican,All Others,0
Holyoke,2,B,State Senate,2nd Hampden and Hampshire,Republican,Total Votes Cast,4
New Marlborough,-,1,Governor's Council,8th,Democratic,All Others,0
TOTALS,,,State House,10th Hampden,Republican,Total Votes Cast,85
Hubbardston,-,1,State House,1st Worcester,Republican,Blank Votes,3
Lowell,5,3,State Senate,1st Middlesex,Republican,Total Votes Cast,10
Tewksbury,-,1A,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,36
New Bedford,5,G,Governor's Council,1st,Republican,Total Votes Cast,31
Falmouth,-,7,State Senate,Plymouth and Barnstable,Democratic,Total Votes Cast,171
Oxford,-,2,Governor's Council,7th,Democratic,William A. Trotta,74
New Bedford,5,B,Governor's Council,1st,Democratic,Total Votes Cast,129
Salem,3,1,State House,7th Essex,Democratic,Michael P. Blatty,3
Yarmouth,-,3,U.S. House,10th,Republican,All Others,3
Gloucester,3,1,U.S. House,6th,Republican,Blank Votes,2
Marblehead,-,4,State House,8th Essex,Democratic,Marc Paster,112
Holbrook,-,2,Governor's Council,4th,Republican,All Others,0
Tewksbury,-,1,Governor's Council,5th,Democratic,Total Votes Cast,107
Boston,21,1,Governor's Council,3rd,Democratic,All Others,0
Cambridge,1,2,State Senate,1st Suffolk and Middlesex,Republican,Blank Votes,0
Boston,5,4,State House,8th Suffolk,Democratic,Kristine Glynn,81
Uxbridge,-,4,State Senate,Worcester and Norfolk,Democratic,Total Votes Cast,190
Chicopee,2,D,U.S. House,2nd,Democratic,Richard E. Neal,118
Lunenburg,-,D,State House,37th Middlesex,Republican,All Others,0
Westford,-,5,State House,2nd Middlesex,Republican,Dennis J. Galvin,36
Brockton,1,A,State House,11th Plymouth,,All Others,0
Brewster,-,2,U.S. House,10th,Democratic,William D. Delahunt,104
Westfield,2,A,U.S. House,1st,Democratic,Blank Votes,8
Malden,7,1,Governor's Council,6th,Democratic,Blank Votes,27
Springfield,3,G,Governor's Council,8th,Democratic,Total Votes Cast,36
Wellesley,-,G,State Senate,"Norfolk, Bristol and Middlesex",Republican,All Others,1
Greenfield,-,4,U.S. House,1st,Democratic,Total Votes Cast,65
Newton,4,1,State Senate,1st Middlesex and Norfolk,Republican,All Others,1
Lincoln,-,2,State Senate,3rd Middlesex,Republican,John C. Thibault,18
Greenfield,-,4,Governor's Council,8th,Democratic,Blank Votes,5
Framingham,-,6,State House,6th Middlesex,Republican,Total Votes Cast,57
Attleboro,1,B,U.S. House,3rd,Republican,Ronald A. Crews,38
Marlborough,2,1,State Senate,Middlesex and Worcester,Republican,Arthur G. Vigeant,105
Springfield,6,H,State Senate,Hampden,Republican,Travis W. Chaput,14
Arlington,-,15,State House,23rd Middlesex,Republican,Blank Votes,17
Fall River,8,B,State House,6th Bristol,Democratic,David B. Sullivan,189
Lawrence,D,3,U.S. House,5th,Democratic,Total Votes Cast,29
Lawrence,B,2,U.S. House,5th,Republican,Blank Votes,0
Medfield,-,2,Governor's Council,2nd,Democratic,Blank Votes,9
N. Andover,-,3,Governor's Council,5th,Democratic,Blank Votes,10
Wakefield,-,3,State Senate,Middlesex and Essex,Republican,Richard R. Tisei,61
Bellingham,-,4,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,25
Agawam,-,1,State Senate,Hampden,Republican,Blank Votes,2
