town,ward,precinct,office,district,party,candidate,votes
New Bedford,1,A,President,,,Blanks,13
Natick,-,2,U.S. Senate,,,All Others,2
Waltham,4,1,President,,Democratic,"Joseph R. Biden, Jr.",1363
Tisbury,-,1,President,,Democratic,"Joseph R. Biden, Jr.",2225
Northampton,5,A,U.S. Senate,,Republican,Kevin J. O'Connor,152
Pittsfield,1,A,State Senate,"Berkshire, Hampshire, Franklin & Hampden",Democratic,Adam G. Hinds,1028
Oxford,-,2,State House,7th Worcester,,Blanks,104
N. Adams,1,1,U.S. Senate,,,All Others,0
Wareham,-,2,Governor's Council, 1st,,All Others,37
Methuen,-,9,State House,15th Essex,,All Others,54
Lynn,7,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,12
Cambridge,7,3,Governor's Council, 6th,Democratic,Terrence W. Kennedy,472
Shrewsbury,-,6,State House,11th Worcester,,All Others,21
Fall River,2,A,President,,Libertarian,Jo Jorgensen,16
Lawrence,D,4,U.S. Senate,,,All Others,1
Worcester,6,3,Governor's Council, 7th,,Total Votes Cast,1198
Cambridge,7,1,U.S. House,5th,,All Others,1
Taunton,4,A,Governor's Council, 1st,,Blanks,674
Saugus,-,6,State Senate,3rd Essex,,Total Votes Cast,1564
Dedham,-,6,U.S. Senate,,,Blanks,76
Easthampton,-,1,State House,2nd Hampshire,,All Others,8
Belchertown,-,D,President,,,Blanks,13
Pittsfield,3,A,U.S. House,1st, (Write-In),Alex B. Morse,20
Walpole,-,5,U.S. Senate,,Republican,Kevin J. O'Connor,767
Medway,-,3,State House,10th Norfolk,,Blanks,546
Plymouth,-,1,State House,12th Plymouth,Democratic,Kathleen R. Lanatra,1166
Boston,8,4,President,,Democratic,"Joseph R. Biden, Jr.",416
Brockton,2,D,President,,,No Preference,0
Concord,-,2,State House,14th Middlesex,,Blanks,562
Holyoke,2,A,State Senate,2nd Hampden and Hampshire,,Total Votes Cast,86
Cambridge,5,3,President,,Republican,Donald J. Trump,60
Westport,-,A,President,,,No Preference,0
Millis,-,2,State Senate,"Norfolk, Bristol and Middlesex",,Blanks,108
Swansea,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,1071
Newton,3,1,State Senate,1st Middlesex and Norfolk,,All Others,20
Winchester,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,3
Boston,22,8,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Amesbury,-,6,State House,1st Essex,,All Others,1
Medford,1,1,President,,Green-Rainbow,Howard Hawkins,15
Douglas,-,1,U.S. House,2nd,,Total Votes Cast,1924
Fall River,8,A,U.S. Senate,,Democratic,Edward J. Markey,666
Springfield,6,B,State Senate,1st Hampden and Hampshire,,Blanks,233
Florida,-,1,U.S. Senate,,Republican,Kevin J. O'Connor,187
Wayland,-,2,State Senate,"Norfolk, Bristol and Middlesex",,All Others,1
Newburyport,5,1,State House,1st Essex,,All Others,0
Gloucester,4,2,President,,Democratic,"Joseph R. Biden, Jr.",1645
Westfield,5,B,State House,4th Hampden,,All Others,1
Boston,21,14,President,,,No Preference,0
Yarmouth,-,3,State Senate,Cape and Islands,Democratic,Julian Andre Cyr,1384
Quincy,1,1,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1124
Woburn,6,1,President,,Republican,Donald J. Trump,359
Foxborough,-,1,State House,1st Bristol,,Blanks,114
Lowell,3,2,Governor's Council, 5th,,Total Votes Cast,934
Northborough,-,4,U.S. Senate,,,Total Votes Cast,2505
Winthrop,-,6,President,,,Total Votes Cast,1746
Dudley,-,3,U.S. House,1st,,Total Votes Cast,1729
Cambridge,1,2,U.S. House,7th,Democratic,Ayanna S. Pressley,1408
Boston,1,9,State House,1st Suffolk,,Total Votes Cast,842
Athol,-,1,President,,Democratic,"Joseph R. Biden, Jr.",952
Rochester,-,1,U.S. Senate,,,All Others,2
Springfield,3,H,U.S. Senate,,Republican,Kevin J. O'Connor,150
TOTALS,,,State House,8th Suffolk,,All Others,196
Lynn,2,2,State House,10th Essex,,Total Votes Cast,1229
Lynn,6,1,U.S. House,6th,,Total Votes Cast,969
Foxborough,-,4,State House,1st Bristol,,Blanks,190
Williamstown,-,1,President,,Democratic,"Joseph R. Biden, Jr.",1294
Walpole,-,5,U.S. Senate,, (Write-In),Shiva Ayyadurai,12
Braintree,-,1A,Governor's Council, 2nd,,All Others,15
Yarmouth,-,4,U.S. Senate,,Republican,Kevin J. O'Connor,854
Taunton,7,B,State House,3rd Bristol,Democratic,Carol A. Doherty,994
Mount Washington,-,1,U.S. Senate,,,Blanks,4
Acton,-,2,President,,Republican,Donald J. Trump,441
Fall River,1,C,President,,,All Others,3
Worcester,4,2,President,,,All Others,4
Montague,-,1,President,,Republican,Donald J. Trump,178
Somerville,5,1,U.S. House,7th,,Total Votes Cast,2211
Rockport,-,3,State House,5th Essex,,All Others,23
Lynn,7,2,President,,,Total Votes Cast,1563
Ludlow,-,2,U.S. Senate,,,Blanks,65
Boston,4,3,State House,3rd Suffolk,,Blanks,174
Bellingham,-,1,President,,,Blanks,3
Waltham,4,2,U.S. House,5th,,All Others,1
Waltham,7,1,Governor's Council, 3rd,,Total Votes Cast,1812
Swansea,-,5,President,,,Blanks,6
Lawrence,C,1,President,,Libertarian,Jo Jorgensen,8
Newton,7,3,President,,,Blanks,2
Foxborough,-,5,U.S. Senate,,Democratic,Edward J. Markey,1284
Melrose,4,1,State Senate,5th Middlesex,,Blanks,309
Hubbardston,-,1,U.S. House,2nd,Democratic,James P. McGovern,1435
Boston,17,12,State Senate,1st Suffolk,,Blanks,115
Grafton,-,3,State House,9th Worcester,,Blanks,595
Wilmington,-,3,U.S. House,6th,,All Others,2
Reading,-,6,President,,Democratic,"Joseph R. Biden, Jr.",1120
Somerset,-,1,President,,Libertarian,Jo Jorgensen,31
Ipswich,-,1,State Senate,1st Essex and Middlesex,,Blanks,644
Cambridge,7,2,State Senate,Middlesex and Suffolk,,Total Votes Cast,926
Weymouth,-,13,State House,4th Norfolk,,Total Votes Cast,1481
Everett,6,1,Governor's Council, 6th,,All Others,23
Lynn,5,2,President,,Democratic,"Joseph R. Biden, Jr.",541
Chicopee,5,A,U.S. House,1st,Democratic,Richard E. Neal,1158
Boston,11,3,U.S. Senate,,,Blanks,29
Spencer,-,2,State House,5th Worcester,Democratic,Samuel Biagetti,536
TOTALS,,,State House,32nd Middlesex,,All Others,52
Raynham,-,3,U.S. Senate,,,Total Votes Cast,2411
Revere,1,2,President,,Republican,Donald J. Trump,327
Holliston,-,4,State House,8th Middlesex,,Total Votes Cast,2194
Quincy,3,4,President,,,All Others,10
Winthrop,-,5,Governor's Council, 6th,Democratic,Terrence W. Kennedy,1204
Swansea,-,5,Governor's Council, 1st,,Total Votes Cast,2032
New Bedford,6,E,State House,13th Bristol,Democratic,Antonio d. F. Cabral,512
Lawrence,B,1,President,,,No Preference,0
Norfolk,-,1,President,,Republican,Donald J. Trump,584
Beverly,2,2,State House,6th Essex,Democratic,Jerald A. Parisella,1575
Billerica,-,9,State House,22nd Middlesex,,Blanks,73
Boston,20,7,State House,10th Suffolk,,All Others,7
Revere,5,2A,State House,16th Suffolk,,All Others,3
Haverhill,1,3,State Senate,1st Essex,,All Others,28
Arlington,-,14,U.S. House,5th,,Blanks,30
Ashland,-,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,10
Hamilton,-,2,President,,,No Preference,0
Stoughton,-,4,U.S. House,8th,Unenrolled,Jonathan D. Lott,557
Weymouth,-,7,Governor's Council, 4th,Democratic,"Christopher A. Iannella, Jr.",1312
Chelmsford,-,4,President,,,No Preference,0
Boston,8,7,State House,5th Suffolk,Democratic,Liz Miranda,573
Boston,19,7,State House,11th Suffolk,,Blanks,184
Weston,-,1,President,,Republican,Donald J. Trump,412
Boston,10,6,Governor's Council, 4th,,Blanks,134
Boston,8,1,U.S. House,7th,,Blanks,72
Easton,-,6,U.S. House,4th,Democratic,Jake Auchincloss,1287
Waltham,1,2,Governor's Council, 3rd,,All Others,40
Hanover,-,4,State House,5th Plymouth,Democratic,Emmanuel J. Dockter,1228
Boston,4,8,Governor's Council, 3rd,,Total Votes Cast,746
Lee,-,1,U.S. House,1st, (Write-In),Alex B. Morse,23
Chelsea,2,2,U.S. Senate,, (Write-In),Shiva Ayyadurai,0
Newburyport,1,1,President,,Libertarian,Jo Jorgensen,24
Cambridge,3,1,U.S. House,7th,,Total Votes Cast,1791
Medford,7,1,President,,Libertarian,Jo Jorgensen,11
Boston,14,13,State Senate,1st Suffolk,,Blanks,77
Dighton,-,2,U.S. Senate,,,Blanks,72
Newton,5,4,State Senate,1st Middlesex and Norfolk,,Blanks,434
Douglas,-,3,President,,,No Preference,0
Agawam,-,2,Governor's Council, 8th,,All Others,49
Blackstone,-,2,President,,Green-Rainbow,Howard Hawkins,10
Pembroke,-,5,President,,,Blanks,13
Boston,22,8,Governor's Council, 3rd,,Blanks,224
Boston,17,12,Governor's Council, 4th,,Blanks,102
Boston,22,5,President,,,No Preference,0
Boston,13,3,U.S. Senate,,,Blanks,46
Dalton,-,2,U.S. Senate,,,All Others,1
Holden,-,5,U.S. Senate,,,All Others,1
Lowell,2,1,U.S. Senate,,,All Others,0
Boston,10,9,U.S. House,7th,,Blanks,58
Lynn,5,3,U.S. Senate,,,Total Votes Cast,758
Lynn,2,4,Governor's Council, 6th,Democratic,Terrence W. Kennedy,730
Boston,18,17,U.S. House,7th, (Write-In),Rayla Danella Campbell,7
Arlington,-,8,State Senate,4th Middlesex, (Write-In),Michael Paul Robbins,0
Winchendon,-,1A,U.S. Senate,,,Total Votes Cast,371
Boston,6,4,President,,,All Others,11
Easthampton,-,2,President,,,No Preference,0
New Bedford,1,A,President,,Libertarian,Jo Jorgensen,11
Milton,-,6,Governor's Council, 2nd,Democratic,Robert L. Jubinville,1285
Methuen,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,11
Malden,8,2,U.S. Senate,,Republican,Kevin J. O'Connor,379
Freetown,-,2,U.S. House,4th,Democratic,Jake Auchincloss,764
N. Andover,-,4,President,,,All Others,14
Lynn,6,3,U.S. Senate,,,All Others,0
Walpole,-,5,President,,Libertarian,Jo Jorgensen,32
Lynn,5,3,State Senate,3rd Essex,Democratic,Brendan P. Crighton,621
Boston,6,7,President,,,All Others,17
Great Barrington,-,D,U.S. Senate,,,Blanks,26
Lowell,1,3,U.S. House,3rd,,All Others,28
Sandwich,-,3,President,,Green-Rainbow,Howard Hawkins,14
Winthrop,-,6,President,,Green-Rainbow,Howard Hawkins,15
Shrewsbury,-,10,U.S. House,2nd,Democratic,James P. McGovern,1449
Waltham,7,2,U.S. House,5th,,All Others,2
Athol,-,3,U.S. House,2nd,,Blanks,47
Newton,2,4,State House,11th Middlesex,,All Others,7
Winchendon,-,1,State House,2nd Worcester,Democratic,Jonathan D. Zlotnik,536
Salem,5,1,U.S. Senate,,,All Others,2
Winthrop,-,3,U.S. House,5th,Democratic,Katherine M. Clark,1097
Malden,5,2,U.S. Senate,,,Total Votes Cast,2155
Worcester,7,4,U.S. House,2nd,Republican,Tracy Lyn Lovvorn,482
Plymouth,-,15,U.S. House,9th,Unenrolled,Michael Manley,65
Boston,11,5,U.S. House,7th,Democratic,Ayanna S. Pressley,1067
Malden,3,2,State Senate,5th Middlesex,,Total Votes Cast,2006
Dudley,-,1,U.S. Senate,,,All Others,2
Acton,-,4,State House,37th Middlesex,Republican,Catherine J. Clark,449
Quincy,4,5,State Senate,Norfolk and Plymouth,,Blanks,122
Needham,-,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,2
Boston,14,4,U.S. Senate,,Democratic,Edward J. Markey,824
Fall River,5,B,State House,6th Bristol,,All Others,5
Whitman,-,2,State Senate,2nd Plymouth and Bristol,,All Others,50
Athol,-,1,U.S. House,2nd,,Total Votes Cast,1942
E. Bridgewater,-,1,President,,,All Others,11
Worcester,10,1,President,,Libertarian,Jo Jorgensen,5
Sandisfield,-,1,State House,4th Berkshire,,All Others,0
Boston,20,1,State House,10th Suffolk,,Blanks,319
Lawrence,F,4,State House,16th Essex,,Blanks,136
Wilbraham,-,B,President,,Green-Rainbow,Howard Hawkins,8
Marlborough,6,2,U.S. Senate,,,All Others,2
Danvers,-,3,State Senate,2nd Essex,,Total Votes Cast,1848
Winchendon,-,1,Governor's Council, 7th,,Blanks,411
Revere,5,2,State House,16th Suffolk,,All Others,20
Wellesley,-,B,U.S. Senate,, (Write-In),Shiva Ayyadurai,6
Beverly,2,2,U.S. House,6th,,Blanks,62
Methuen,-,3,President,,Democratic,"Joseph R. Biden, Jr.",1178
Lincoln,-,2,State Senate,3rd Middlesex,,All Others,15
Malden,3,1,President,,Republican,Donald J. Trump,358
Wilmington,-,4,U.S. House,6th,Republican,John Paul Moran,1042
Quincy,1,4,State Senate,Norfolk and Plymouth,,Blanks,189
Arlington,-,21,State House,23rd Middlesex,Democratic,Sean Garballey,1147
Newton,7,2,U.S. Senate,,,Blanks,32
Weymouth,-,5,U.S. Senate,,,Total Votes Cast,1456
Bellingham,-,5,U.S. House,2nd,,Total Votes Cast,1839
Taunton,7,B,President,,,No Preference,0
Boston,18,3,U.S. Senate,,Democratic,Edward J. Markey,1091
Clinton,-,3,President,,Libertarian,Jo Jorgensen,40
Boston,22,5,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Everett,6,2,U.S. Senate,,,Blanks,35
Quincy,2,3A,State Senate,Norfolk and Plymouth,,Total Votes Cast,244
Amesbury,-,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,5
Pittsfield,3,B,U.S. House,1st, (Write-In),Alex B. Morse,4
New Marlborough,-,1,State Senate,"Berkshire, Hampshire, Franklin & Hampden",,All Others,0
Arlington,-,11,President,,Democratic,"Joseph R. Biden, Jr.",1187
Lynn,5,3,President,,Libertarian,Jo Jorgensen,1
Freetown,-,1,Governor's Council, 1st,,All Others,59
Northbridge,-,2,Governor's Council, 7th,Democratic,Paul M. Depalo,1578
Duxbury,-,3,U.S. House,9th,Unenrolled,Michael Manley,21
Dartmouth,-,5,U.S. Senate,,,All Others,0
Haverhill,2,3,State Senate,1st Essex,,Total Votes Cast,932
Northborough,-,3,President,,Democratic,"Joseph R. Biden, Jr.",1638
Lawrence,E,1,State Senate,2nd Essex and Middlesex,,All Others,34
Springfield,8,F,President,,,Total Votes Cast,1039
Braintree,-,2B,U.S. Senate,, (Write-In),Shiva Ayyadurai,9
Melrose,7,1,President,,Democratic,"Joseph R. Biden, Jr.",908
Arlington,-,8,Governor's Council, 3rd,,Blanks,372
Somerville,3,2,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",215
Lexington,-,6,State Senate,4th Middlesex,,All Others,18
Wareham,-,6,U.S. House,9th,,All Others,1
Middleborough,-,2,State Senate,1st Plymouth and Bristol,,Blanks,601
Boston,20,13,President,,,No Preference,0
Reading,-,5,U.S. House,6th,Republican,John Paul Moran,579
Springfield,1,H,President,,Libertarian,Jo Jorgensen,6
Marion,-,1,President,,,Total Votes Cast,3717
Fall River,8,A,Governor's Council, 1st,Democratic,Joseph C. Ferreira,826
Lowell,8,2,President,,Libertarian,Jo Jorgensen,7
TOTALS,,,U.S. House,7th, (Write-In),Rayla Danella Campbell,695
Lakeville,-,2,State Senate,1st Bristol and Plymouth,,All Others,42
Salem,1,1,State Senate,2nd Essex,,Total Votes Cast,2002
Gardner,4,B,President,,,Total Votes Cast,703
Northborough,-,3,Governor's Council, 3rd,,All Others,24
Lynn,7,2,State Senate,3rd Essex,,Total Votes Cast,1563
Middleborough,-,4,President,,Libertarian,Jo Jorgensen,40
Gloucester,1,1,U.S. Senate,,Republican,Kevin J. O'Connor,617
Springfield,5,G,U.S. House,1st,Democratic,Richard E. Neal,1064
Danvers,-,7,U.S. House,6th,Republican,John Paul Moran,818
Boston,18,20,State House,14th Suffolk,Democratic,Rob Consalvo,1435
Boston,19,12,U.S. House,7th,Democratic,Ayanna S. Pressley,827
Harwich,-,3,U.S. Senate,,,Blanks,42
New Bedford,4,A,Governor's Council, 1st,,All Others,10
Hull,-,3,Governor's Council, 4th,,All Others,12
Burlington,-,5,State Senate,4th Middlesex,,Total Votes Cast,2340
New Bedford,6,A,U.S. Senate,,,Blanks,35
Westborough,-,2,State House,8th Middlesex,,Blanks,353
Boston,22,8,President,,,Blanks,9
Westminster,-,2,U.S. Senate,,Democratic,Edward J. Markey,1276
Taunton,5,A,U.S. Senate,,,Blanks,48
N. Andover,-,6,U.S. House,6th,,Blanks,58
Chelmsford,-,5,President,,Democratic,"Joseph R. Biden, Jr.",1563
Hudson,-,7,President,,Libertarian,Jo Jorgensen,23
Attleboro,5,A,State Senate,Bristol and Norfolk,,Blanks,243
Springfield,5,E,State Senate,Hampden,,Total Votes Cast,1248
Methuen,-,11,U.S. House,3rd,Democratic,Lori Loureiro Trahan,1746
Webster,-,4,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1624
Hanover,-,3,State House,5th Plymouth,Democratic,Emmanuel J. Dockter,1213
Adams,-,2,President,,Green-Rainbow,Howard Hawkins,5
Dracut,-,4,U.S. Senate,,,Total Votes Cast,2427
Middleborough,-,1,State Senate,1st Plymouth and Bristol,,Blanks,1095
Shrewsbury,-,3,President,,,All Others,9
Ludlow,-,5,State House,7th Hampden,,All Others,0
Sudbury,-,2,U.S. Senate,,,Blanks,48
Newton,7,1,Governor's Council, 3rd,,All Others,21
Weymouth,-,13,U.S. Senate,,,All Others,9
Boston,22,12,State House,18th Suffolk,,Blanks,161
Boston,22,13,President,,Republican,Donald J. Trump,111
Beverly,4,2,U.S. Senate,,,All Others,1
Montgomery,-,1,State Senate,2nd Hampden and Hampshire,,Total Votes Cast,565
Milford,-,4,State Senate,Worcester and Norfolk,,Total Votes Cast,1323
Belchertown,-,B,U.S. Senate,,Republican,Kevin J. O'Connor,1009
Hanover,-,1,State House,5th Plymouth,,Blanks,84
Boston,17,12,State Senate,1st Suffolk,,Total Votes Cast,739
Tewksbury,-,4,U.S. Senate,,,Blanks,50
Haverhill,7,3,U.S. Senate,, (Write-In),Shiva Ayyadurai,6
Canton,-,6,President,,Libertarian,Jo Jorgensen,31
Arlington,-,21,U.S. Senate,,Republican,Kevin J. O'Connor,187
Boston,22,12,U.S. House,7th,Unenrolled,"Roy A. Owens, Sr",134
Dover,-,1,State Senate,Norfolk and Suffolk,,Blanks,1324
Plymouth,-,1,State Senate,Plymouth and Barnstable,,Blanks,0
Framingham,-,18,Governor's Council, 2nd,Democratic,Robert L. Jubinville,871
Billerica,-,4,U.S. House,6th,,All Others,4
Chelsea,1,4,U.S. House,7th, (Write-In),Claudette N. Joseph,0
Auburn,-,1,Governor's Council, 7th,,All Others,13
Melrose,5,2,U.S. House,5th,Democratic,Katherine M. Clark,941
Wilmington,-,3,President,,,Total Votes Cast,2442
Falmouth,-,6,U.S. Senate,, (Write-In),Shiva Ayyadurai,11
Pittsfield,1,B,U.S. House,1st,,All Others,4
Leominster,4,B,Governor's Council, 7th,,Total Votes Cast,1716
Newton,4,2,State Senate,1st Middlesex and Norfolk,,All Others,20
Weymouth,-,12,U.S. House,8th,,Blanks,238
Springfield,4,E,U.S. House,1st,,Total Votes Cast,624
Leominster,3,C,Governor's Council, 7th, (Write-In),Peter A. Stefan,0
Cummington,-,1,Governor's Council, 8th,,All Others,2
Hingham,-,5,U.S. Senate,,,All Others,4
Easthampton,-,1,State Senate,2nd Hampden and Hampshire,,Blanks,102
Clinton,-,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,8
Boston,1,13,U.S. House,7th, (Write-In),Rayla Danella Campbell,0
Weymouth,-,8,U.S. Senate,,,Total Votes Cast,1759
Northampton,6,A,President,,Democratic,"Joseph R. Biden, Jr.",1049
Boston,16,3,State House,13th Suffolk,,Blanks,225
Lynn,3,2,U.S. Senate,,,Blanks,23
Barnstable,-,13,State House,2nd Barnstable,Unenrolled,Michael Luis Mecenas,67
Brewster,-,3,U.S. House,9th,,Total Votes Cast,2457
Spencer,-,3,State Senate,"Worcester, Hampden, Hampshire and Middlesex",,Blanks,40
Upton,-,1,State House,9th Worcester,,Blanks,804
Milford,-,3,President,,,Total Votes Cast,1834
Revere,1,3,President,,,Total Votes Cast,1064
Newton,8,1,U.S. Senate,, (Write-In),Shiva Ayyadurai,10
Weston,-,4,U.S. Senate,,,All Others,7
Fall River,7,C,U.S. House,4th,Republican,Julie A. Hall,420
Waltham,4,1,President,,,All Others,10
Gloucester,1,1,U.S. House,6th,Democratic,Seth W. Moulton,1506
Dracut,-,9,State House,36th Middlesex,,All Others,0
TOTALS,,,State House,5th Norfolk,,Total Votes Cast,25033
Chelsea,4,3,State House,16th Suffolk,,Total Votes Cast,785
Revere,5,2A,State House,16th Suffolk,,Total Votes Cast,561
Haverhill,7,1,State House,15th Essex,,Total Votes Cast,1802
Worcester,4,5,Governor's Council, 7th,Democratic,Paul M. Depalo,1274
Heath,-,1,President,,,All Others,2
Worcester,8,4,U.S. Senate,, (Write-In),Shiva Ayyadurai,11
Cambridge,1,1,U.S. House,7th,Democratic,Ayanna S. Pressley,1815
Boxford,-,3,State Senate,1st Essex and Middlesex,,Blanks,417
Lowell,7,2,State Senate,1st Middlesex,Democratic,"Edward J. Kennedy, Jr",754
Beverly,3,1,Governor's Council, 5th,Democratic,Eileen R. Duff,1477
Pittsfield,5,B,President,,Libertarian,Jo Jorgensen,31
Boston,18,2,Governor's Council, 4th,,All Others,4
Beverly,3,1,Governor's Council, 5th,,All Others,0
Dedham,-,5,State Senate,Norfolk and Suffolk,,Total Votes Cast,2385
Woburn,1,1,State House,15th Middlesex,,All Others,8
Hudson,-,5,State House,3rd Middlesex,Democratic,Kate Hogan,1645
Lowell,11,3,President,,Republican,Donald J. Trump,404
Waltham,1,2,Governor's Council, 3rd,Democratic,Marilyn Petitto Devaney,1476
Hamilton,-,1,Governor's Council, 5th,,All Others,44
Needham,-,D,U.S. Senate,,,Total Votes Cast,2013
Boston,19,12,President,,Democratic,"Joseph R. Biden, Jr.",864
Marshfield,-,5,Governor's Council, 4th,,All Others,0
Boston,3,7,President,,,No Preference,0
Medfield,-,1,President,,Green-Rainbow,Howard Hawkins,7
Ashland,-,4,State Senate,2nd Middlesex and Norfolk,,Total Votes Cast,1997
Needham,-,A,State House,13th Norfolk,,Blanks,375
Sharon,-,1,U.S. Senate,,,Blanks,75
Worcester,2,2,State Senate,1st Worcester,,All Others,40
Spencer,-,4,U.S. House,2nd,Democratic,James P. McGovern,947
Dennis,-,2,State Senate,Cape and Islands, (Write-In),Leah Christine Mercurio,0
Fairhaven,-,6,U.S. Senate,,Republican,Kevin J. O'Connor,758
