town,ward,precinct,office,district,party,candidate,votes
Springfield,5,G,State House,9th Hampden,Democratic,Jose F. Tosado,281
Weymouth,-,17,State House,4th Norfolk,Democratic,Total Votes Cast,62
Lowell,11,1,Governor's Council,5th,Republican,All Others,0
Cambridge,4,3,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,1
Haverhill,6,1,U.S. House,3rd,Democratic,Total Votes Cast,72
Boston,13,3,State House,4th Suffolk,Democratic,Total Votes Cast,69
Worcester,10,5,State Senate,1st Worcester,Democratic,All Others,0
Hudson,-,4,State House,3rd Middlesex,Democratic,All Others,0
N. Attleborough,-,2,State House,14th Bristol,Republican,All Others,0
Burlington,-,6,State Senate,4th Middlesex,Democratic,Blank Votes,16
Greenfield,-,9,State House,2nd Berkshire,Democratic,All Others,0
Boston,22,8,State Senate,2nd Suffolk and Middlesex,Democratic,All Others,2
Boston,2,1,Governor's Council,6th,Democratic,All Others,1
Boston,1,11,Governor's Council,6th,Democratic,Stephen Borelli,49
Bellingham,-,5,Governor's Council,7th,Democratic,All Others,0
Westport,-,B,U.S. House,9th,Republican,All Others,0
Westminster,-,1,U.S. House,3rd,Republican,All Others,0
Dalton,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Blank Votes,0
Cambridge,6,1,State House,26th Middlesex,Democratic,Mike Connolly,443
Heath,-,1,State Senate,"Berkshire, Hampshire and Franklin",Republican,Total Votes Cast,4
Randolph,-,3,Governor's Council,2nd,Democratic,Robert L. Jubinville,178
Randolph,-,11,Governor's Council,2nd,Democratic,Blank Votes,87
Maynard,-,3,U.S. House,3rd,Democratic,Total Votes Cast,55
Belchertown,-,B,State House,7th Hampden,Democratic,Total Votes Cast,101
Springfield,2,G,U.S. House,1st,Democratic,Total Votes Cast,320
Scituate,-,5,State Senate,Plymouth and Norfolk,Democratic,Total Votes Cast,81
Adams,-,2,State House,1st Berkshire,Democratic,All Others,0
Worcester,8,5,Governor's Council,7th,Republican,Total Votes Cast,4
Lawrence,A,3,State House,14th Essex,Democratic,Blank Votes,24
Chicopee,3,A,U.S. House,1st,Democratic,Total Votes Cast,191
Worcester,5,4,Governor's Council,7th,Republican,Jennie L. Caissie,16
Norwood,-,4,Governor's Council,2nd,Democratic,Robert L. Jubinville,75
Harvard,-,1,State Senate,Middlesex and Worcester,Democratic,Blank Votes,10
Weymouth,-,10,Governor's Council,4th,Democratic,Blank Votes,6
Leicester,-,4,Governor's Council,7th,Democratic,Total Votes Cast,283
Westborough,-,1,Governor's Council,3rd,Democratic,Marilyn Petitto Devaney,32
Maynard,-,4,State Senate,Middlesex and Worcester,Republican,Total Votes Cast,10
Chelmsford,-,9,Governor's Council,3rd,Democratic,Total Votes Cast,126
Agawam,-,8,Governor's Council,8th,Democratic,Mary E. Hurley,167
Lowell,7,2,State House,18th Middlesex,Republican,Kamara Kay,8
Revere,5,1,U.S. House,5th,Democratic,Blank Votes,36
Billerica,-,8,State Senate,4th Middlesex,Democratic,All Others,0
Peabody,4,3,State Senate,2nd Essex,Democratic,Joan B. Lovely,86
Westfield,1,B,State Senate,2nd Hampden and Hampshire,Republican,Total Votes Cast,40
Leominster,1,C,State House,4th Worcester,Democratic,All Others,0
Dracut,-,8,U.S. House,3rd,Democratic,Total Votes Cast,89
Medway,-,4,U.S. House,4th,Republican,David A. Rosa,17
Bellingham,-,4A,State Senate,Worcester and Norfolk,Republican,Ryan C. Fattman,1
Pembroke,-,1,State Senate,Plymouth and Barnstable,Republican,All Others,0
Gardner,2,A,U.S. House,3rd,Democratic,All Others,0
Springfield,3,B,State Senate,Hampden,Democratic,Blank Votes,30
Grafton,-,1,State Senate,2nd Worcester,Republican,All Others,0
Newton,1,1,U.S. House,4th,Republican,Total Votes Cast,25
Middleton,-,2,Governor's Council,5th,Democratic,Eileen R. Duff,159
Pembroke,-,4,Governor's Council,1st,Democratic,Joseph C. Ferreira,50
Beverly,5,2,Governor's Council,5th,Democratic,Eileen R. Duff,100
Gardner,3,A,State Senate,Worcester and Middlesex,Democratic,Blank Votes,1
Everett,1,1,State Senate,Middlesex and Suffolk,Democratic,Total Votes Cast,255
Waltham,2,2,State House,9th Middlesex,Democratic,Blank Votes,7
Marlborough,3,2,Governor's Council,3rd,Democratic,William Bishop Humphrey,14
Revere,2,2,Governor's Council,6th,Democratic,Blank Votes,6
Bourne,-,1,U.S. House,9th,Republican,Mark C. Alliegro,56
Winchester,-,8,State Senate,5th Middlesex,Republican,Blank Votes,18
Mashpee,-,5,Governor's Council,1st,Democratic,All Others,2
Ware,-,B,U.S. House,2nd,Democratic,Blank Votes,19
Norwood,-,3,State House,12th Norfolk,Republican,All Others,0
Somerville,1,1,State House,26th Middlesex,Democratic,Blank Votes,9
Scituate,-,3,State House,3rd Plymouth,Democratic,Joan Meschino,75
Lawrence,B,3,State House,16th Essex,Democratic,Marcos A. Devers,83
Mashpee,-,1,State House,3rd Barnstable,Democratic,Michael A. Blanton,82
New Bedford,2,A,State Senate,2nd Bristol and Plymouth,Democratic,Blank Votes,0
Attleboro,6,B,State House,2nd Bristol,Democratic,Blank Votes,5
Milton,-,3,Governor's Council,2nd,Republican,Brad Williams,30
Quincy,6,4,U.S. House,8th,Republican,All Others,0
Sherborn,-,1,State House,5th Middlesex,Democratic,Total Votes Cast,122
Winchester,-,1,U.S. House,5th,Democratic,Blank Votes,12
Boston,5,4,State Senate,1st Suffolk and Middlesex,Special Democratic,Total Votes Cast,198
Florida,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Rinaldo Del Gallo,4
Worcester,2,4,Governor's Council,7th,Democratic,All Others,4
Hingham,-,1,State Senate,Plymouth and Norfolk,Republican,Blank Votes,10
Lowell,8,3,State House,18th Middlesex,Democratic,Blank Votes,5
Fall River,9,B,State Senate,1st Bristol and Plymouth,Democratic,Blank Votes,13
Cambridge,5,3,State House,8th Suffolk,Democratic,Total Votes Cast,165
Stoneham,-,3,State House,31st Middlesex,Republican,Blank Votes,5
Yarmouth,-,7,U.S. House,9th,Republican,Blank Votes,20
Barnstable,-,8,U.S. House,9th,Democratic,All Others,0
Leicester,-,1,State Senate,2nd Worcester,Republican,All Others,1
Malden,4,2,State Senate,5th Middlesex,Republican,Blank Votes,1
Worcester,8,4,Governor's Council,7th,Democratic,Matthew Cj Vance,75
Arlington,-,10,Governor's Council,3rd,Democratic,Peter Georgiou,33
Saugus,-,6,State Senate,3rd Essex,Democratic,All Others,0
Agawam,-,3,U.S. House,1st,Democratic,All Others,8
Dracut,-,4,Governor's Council,5th,Democratic,Blank Votes,22
Gardner,1,B,Governor's Council,7th,Democratic,Total Votes Cast,10
Fall River,3,C,State House,7th Bristol,Democratic,All Others,0
Norwood,-,2,U.S. House,8th,Republican,Blank Votes,3
New Bedford,1,C,State House,11th Bristol,Democratic,Total Votes Cast,27
Boston,11,10,State House,11th Suffolk,Democratic,All Others,0
Princeton,-,1,Governor's Council,7th,Republican,All Others,0
Boston,1,4,State House,1st Suffolk,Democratic,Adrian C. Madaro,26
Mashpee,-,3,State Senate,Cape and Islands,Republican,Blank Votes,3
Boston,4,3,State Senate,2nd Suffolk,Democratic,Total Votes Cast,97
Boston,1,4,State Senate,1st Suffolk and Middlesex,Democratic,All Others,2
Ashburnham,-,1,Governor's Council,7th,Republican,Total Votes Cast,56
Brockton,4,C,State Senate,2nd Plymouth and Bristol,Democratic,Total Votes Cast,56
Newton,5,4,U.S. House,4th,Democratic,All Others,1
Winchester,-,7,State House,31st Middlesex,Republican,Total Votes Cast,60
Agawam,-,8,State House,3rd Hampden,Democratic,Total Votes Cast,323
Quincy,6,5,State Senate,Norfolk and Plymouth,Democratic,John F. Keenan,156
Lawrence,B,2,State House,16th Essex,Democratic,Total Votes Cast,268
Easton,-,1,U.S. House,4th,Republican,All Others,0
Plymouth,-,6,U.S. House,9th,Republican,"Thomas Joseph O'Malley, Jr",43
Somerville,7,3,State House,34th Middlesex,Democratic,Total Votes Cast,392
Newton,3,1,State House,11th Middlesex,Democratic,Kay S. Khan,120
Weymouth,-,11,State Senate,Plymouth and Norfolk,Republican,Blank Votes,0
Freetown,-,3,State House,8th Bristol,Democratic,Blank Votes,2
Wrentham,-,1,U.S. House,4th,Republican,Total Votes Cast,52
Boston,1,7,State Senate,1st Suffolk and Middlesex,Democratic,Joseph A. Boncore,65
Worcester,4,1,Governor's Council,7th,Republican,Jennie L. Caissie,5
Dennis,-,3,U.S. House,9th,Democratic,William Richard Keating,159
Abington,-,3,State Senate,Norfolk and Plymouth,Democratic,Blank Votes,0
Holyoke,3,A,State Senate,2nd Hampden and Hampshire,Democratic,Total Votes Cast,243
Boston,18,20,U.S. House,7th,Democratic,Total Votes Cast,353
Raynham,-,2,U.S. House,8th,Democratic,Stephen F. Lynch,20
Lunenburg,-,D,State House,37th Middlesex,Democratic,Total Votes Cast,30
Boston,21,1,Governor's Council,3rd,Democratic,Peter Georgiou,8
TOTALS,,,State House,12th Essex,Democratic,Blank Votes,420
Boston,1,13,Governor's Council,6th,Democratic,Blank Votes,32
Fall River,4,A,U.S. House,9th,Democratic,William Richard Keating,47
Fairhaven,-,3,U.S. House,9th,Republican,All Others,0
Whitman,-,3,U.S. House,8th,Democratic,All Others,0
Boston,11,5,State Senate,2nd Suffolk,Democratic,Sonia Rosa Chang-D�az,143
Ashfield,-,1,State House,1st Franklin,Democratic,Blank Votes,18
Peabody,5,1,State House,12th Essex,Democratic,Blank Votes,0
Lowell,8,3,State House,18th Middlesex,Democratic,Rady Mom,245
Middleborough,-,6,U.S. House,9th,Democratic,Total Votes Cast,33
Brookline,-,14,Governor's Council,3rd,Democratic,Peter Georgiou,26
Lincoln,-,1,State House,9th Middlesex,Democratic,Blank Votes,40
Randolph,-,2,U.S. House,7th,Democratic,Total Votes Cast,284
Lynn,6,3,State House,11th Essex,Democratic,All Others,1
Winchendon,-,1,U.S. House,2nd,Democratic,All Others,0
Boston,12,5,State Senate,2nd Suffolk,Democratic,Roy A. Owens,53
Boston,19,6,State House,11th Suffolk,Democratic,"Charles L. Clemons, Jr",38
Belmont,-,7,State House,24th Middlesex,Democratic,Blank Votes,27
Boston,4,2,U.S. House,7th,Democratic,Michael E. Capuano,131
Quincy,5,2,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",53
Marshfield,-,7,State Senate,Plymouth and Norfolk,Republican,Stephen D. Gill,16
Seekonk,-,3,State House,4th Bristol,Republican,Steven S. Howitt,19
Westwood,-,2,Governor's Council,2nd,Republican,Total Votes Cast,34
Quincy,2,3,U.S. House,8th,Republican,Blank Votes,2
TOTALS,,,State House,28th Middlesex,Democratic,Blank Votes,40
Peabody,1,2,State House,12th Essex,Special Democratic,Total Votes Cast,268
Peabody,3,3,Governor's Council,5th,Democratic,Blank Votes,48
Quincy,5,2,U.S. House,8th,Democratic,Blank Votes,8
Somerville,1,1,State Senate,2nd Middlesex,Democratic,Total Votes Cast,388
Swansea,-,4,State Senate,1st Bristol and Plymouth,Democratic,Michael J. Rodrigues,21
Pittsfield,6,B,U.S. House,1st,Democratic,Total Votes Cast,256
Dennis,-,5,U.S. House,9th,Democratic,All Others,1
Boston,17,3,U.S. House,7th,Democratic,Total Votes Cast,170
Marshfield,-,6,Governor's Council,4th,Democratic,All Others,0
Framingham,-,11,State House,6th Middlesex,Democratic,Blank Votes,7
Harwich,-,4,State Senate,Cape and Islands,Democratic,Blank Votes,2
Boston,1,5,U.S. House,7th,Democratic,Blank Votes,10
Lowell,3,1,State House,18th Middlesex,Republican,Blank Votes,3
Braintree,-,2A,U.S. House,8th,Republican,Total Votes Cast,21
Hingham,-,6,U.S. House,8th,Republican,William Burke,89
Brockton,3,A,Governor's Council,4th,Democratic,Stephen F. Flynn,14
TOTALS,,,State House,36th Middlesex,Democratic,Blank Votes,167
Quincy,6,4,U.S. House,8th,Republican,Blank Votes,0
Duxbury,-,4,U.S. House,9th,Republican,All Others,0
TOTALS,,,State House,1st Berkshire,Democratic,All Others,8
Boston,13,2,State House,5th Suffolk,Democratic,Melinda Stewart,18
Hanover,-,2,U.S. House,9th,Republican,Total Votes Cast,99
Natick,-,4,State Senate,2nd Middlesex and Norfolk,Republican,Jacob Steven Binnall,1
Saugus,-,8,Governor's Council,6th,Democratic,Terrence W. Kennedy,162
Wrentham,-,2,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Total Votes Cast,55
Attleboro,3,B,State House,14th Bristol,Republican,Total Votes Cast,24
Reading,-,2,Governor's Council,6th,Democratic,Richard J. Dimeo,6
Revere,2,3,U.S. House,5th,Democratic,Total Votes Cast,36
Framingham,-,10,Governor's Council,2nd,Republican,All Others,0
TOTALS,,,State Senate,2nd Middlesex and Norfolk,Democratic,All Others,23
Wakefield,-,5,State House,32nd Middlesex,Democratic,Paul A. Brodeur,117
Billerica,-,4,State House,22nd Middlesex,Republican,Marc T. Lombardo,69
Littleton,-,1,State Senate,Middlesex and Worcester,Democratic,Total Votes Cast,53
Needham,-,H,Governor's Council,2nd,Democratic,Total Votes Cast,84
Braintree,-,4A,State Senate,Norfolk and Plymouth,Democratic,John F. Keenan,62
Lynn,6,4,State House,11th Essex,Democratic,Brendan P. Crighton,54
Boston,2,6,State House,2nd Suffolk,Democratic,Blank Votes,20
Dartmouth,-,1,U.S. House,9th,Democratic,Total Votes Cast,19
Franklin,-,2,Governor's Council,2nd,Republican,Total Votes Cast,28
Easton,-,1,State Senate,2nd Plymouth and Bristol,Democratic,Blank Votes,11
Quincy,1,3,U.S. House,8th,Democratic,Stephen F. Lynch,79
Boston,14,12,State Senate,1st Suffolk,Democratic,All Others,1
Merrimac,-,1,State House,2nd Essex,Republican,All Others,0
Stoneham,-,6,State Senate,5th Middlesex,Democratic,Total Votes Cast,141
Boston,12,7,Governor's Council,4th,Democratic,Stephen F. Flynn,40
Southbridge,-,4,Governor's Council,7th,Democratic,Total Votes Cast,58
Boston,20,5,Governor's Council,2nd,Democratic,Total Votes Cast,195
Cheshire,-,1,Governor's Council,8th,Democratic,Total Votes Cast,246
Worcester,4,3,U.S. House,2nd,Democratic,Blank Votes,2
Lowell,3,2,U.S. House,3rd,Democratic,All Others,0
Waltham,1,2,Governor's Council,3rd,Democratic,William Bishop Humphrey,24
Hingham,-,4,Governor's Council,4th,Democratic,Blank Votes,87
Lawrence,C,3,U.S. House,3rd,Democratic,All Others,5
Milford,-,5,Governor's Council,7th,Democratic,Total Votes Cast,149
Wilmington,-,6,Governor's Council,5th,Democratic,Total Votes Cast,86
Raynham,-,2A,State House,8th Plymouth,Republican,All Others,0
Medway,-,1,U.S. House,4th,Democratic,Total Votes Cast,33
Lynn,5,1,Governor's Council,6th,Democratic,All Others,0
Lawrence,C,1,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,32
Lynn,5,4,State Senate,3rd Essex,Democratic,Thomas M. McGee,186
Ashfield,-,1,U.S. House,1st,Democratic,All Others,1
Braintree,-,5B,State House,5th Norfolk,Democratic,Total Votes Cast,107
Arlington,-,17,State Senate,4th Middlesex,Democratic,All Others,0
Reading,-,7,U.S. House,6th,Democratic,All Others,3
Wilmington,-,4,U.S. House,6th,Democratic,All Others,2
Dartmouth,-,8,U.S. House,9th,Republican,Mark C. Alliegro,47
Scituate,-,2,State Senate,Plymouth and Norfolk,Democratic,Total Votes Cast,90
Granville,-,1,U.S. House,1st,Democratic,Blank Votes,11
Tewksbury,-,1A,State Senate,2nd Essex and Middlesex,Democratic,Blank Votes,29
Reading,-,1,U.S. House,6th,Democratic,All Others,2
Quincy,4,2,State House,2nd Norfolk,Democratic,All Others,0
Chicopee,5,A,U.S. House,1st,Democratic,Richard E. Neal,154
Leominster,3,B,U.S. House,2nd,Democratic,Total Votes Cast,194
Kingston,-,2,State House,12th Plymouth,Democratic,"Thomas J. Calter, III",63
Dennis,-,4,U.S. House,9th,Democratic,William Richard Keating,243
New Bedford,4,D,State House,10th Bristol,Democratic,All Others,0
Lynn,4,3,U.S. House,6th,Democratic,All Others,1
Framingham,-,14,Governor's Council,2nd,Republican,Blank Votes,0
Amesbury,-,4,State House,1st Essex,Republican,All Others,0
Brockton,5,A,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",21
Scituate,-,5,Governor's Council,4th,Democratic,Total Votes Cast,106
Westminster,-,1,U.S. House,3rd,Democratic,Total Votes Cast,29
Arlington,-,5,U.S. House,5th,Democratic,Total Votes Cast,115
N. Andover,-,5,U.S. House,6th,Democratic,Seth W. Moulton,93
Weymouth,-,14,State House,4th Norfolk,Democratic,Blank Votes,7
Franklin,-,1,U.S. House,4th,Republican,All Others,1
Boston,1,6,State House,1st Suffolk,Democratic,All Others,2
Cambridge,10,2,Governor's Council,6th,Democratic,Richard J. Dimeo,32
Chelmsford,-,3,Governor's Council,3rd,Democratic,Blank Votes,11
Watertown,-,9,State Senate,2nd Suffolk and Middlesex,Democratic,Blank Votes,20
Westborough,-,3,State House,4th Middlesex,Republican,Blank Votes,5
Lawrence,D,1,State House,17th Essex,Democratic,All Others,0
Needham,-,E,U.S. House,4th,Democratic,Blank Votes,1
Raynham,-,1A,U.S. House,4th,Democratic,All Others,0
Springfield,2,F,U.S. House,1st,Democratic,Richard E. Neal,156
S. Hadley,-,D,State Senate,"Hampshire, Franklin and Worcester",Republican,All Others,3
Springfield,2,E,Governor's Council,8th,Democratic,Jeffrey S. Morneau,72
Danvers,-,4,Governor's Council,5th,Republican,All Others,0
Fitchburg,5,B,State House,3rd Worcester,Special Republican,Stephen P. Sandrelli,3
Fall River,1,C,U.S. House,9th,Democratic,Total Votes Cast,50
Woburn,7,2,State Senate,4th Middlesex,Democratic,Total Votes Cast,135
Lowell,10,2,State House,17th Middlesex,Democratic,Blank Votes,10
E. Longmeadow,-,2,U.S. House,1st,Democratic,Richard E. Neal,334
Attleboro,2,B,U.S. House,4th,Democratic,Blank Votes,6
Andover,-,4,U.S. House,3rd,Democratic,Nicola S. Tsongas,91
Dennis,-,3,State Senate,Cape and Islands,Democratic,Brian R. Mannal,8
Easton,-,6,U.S. House,4th,Republican,David A. Rosa,23
Harwich,-,3,U.S. House,9th,Republican,Total Votes Cast,203
Chicopee,9,B,U.S. House,1st,Democratic,Richard E. Neal,207
Middleborough,-,2,State Senate,1st Plymouth and Bristol,Republican,Sandra M. Wright,27
Winchester,-,3,State Senate,5th Middlesex,Democratic,Total Votes Cast,201
Newton,8,3,State House,12th Middlesex,Democratic,Ruth B. Balser,125
Lawrence,C,2,Governor's Council,5th,Republican,Blank Votes,1
Boston,21,14,State House,18th Suffolk,Democratic,Blank Votes,4
Marblehead,-,1,State House,8th Essex,Democratic,All Others,0
Newton,4,2,U.S. House,4th,Democratic,Total Votes Cast,179
Tewksbury,-,3A,State House,18th Essex,Democratic,Blank Votes,15
Abington,-,5,Governor's Council,4th,Democratic,Stephen F. Flynn,12
Harwich,-,3,State House,4th Barnstable,Democratic,Sarah K. Peake,218
Upton,-,2,State Senate,2nd Worcester,Democratic,All Others,0
Nantucket,-,1,State Senate,Cape and Islands,Republican,All Others,2
TOTALS,,,State Senate,1st Middlesex and Norfolk,Democratic,Cynthia Stone Creem,5848
Worcester,3,2,State Senate,1st Worcester,Democratic,All Others,0
Attleboro,2,A,State Senate,"Norfolk, Bristol and Middlesex",Democratic,Blank Votes,2
Chelmsford,-,1,State Senate,3rd Middlesex,Democratic,Michael J. Barrett,111
Southampton,-,1,State House,1st Hampshire,Democratic,Peter V. Kocot,361
Salem,4,1,Governor's Council,5th,Democratic,All Others,0
Goshen,-,1,U.S. House,1st,Democratic,Total Votes Cast,117
Warren,-,B,U.S. House,1st,Democratic,All Others,0
TOTALS,,,State House,4th Middlesex,Republican,Blank Votes,22
Wayland,-,3,State House,13th Middlesex,Democratic,Blank Votes,2
Boston,18,13,State House,14th Suffolk,Democratic,All Others,0
Truro,-,1,State Senate,Cape and Islands,Democratic,Julian Andre Cyr,416
Peabody,4,1,Governor's Council,5th,Democratic,All Others,1
Fitchburg,5,B,U.S. House,3rd,Republican,All Others,0
Revere,5,1A,State House,16th Suffolk,Democratic,Blank Votes,36
Duxbury,-,2,State House,6th Plymouth,Republican,Blank Votes,22
Marshfield,-,2,State House,4th Plymouth,Republican,Michael White,118
Lowell,3,2,Governor's Council,5th,Democratic,All Others,1
Wrentham,-,2,State House,9th Norfolk,Democratic,Brian P. Hamlin,16
Winchester,-,7,State House,31st Middlesex,Democratic,All Others,0
Springfield,2,B,State House,9th Hampden,Democratic,Blank Votes,81
Hingham,-,5A,U.S. House,8th,Democratic,Blank Votes,99
Quincy,5,3,Governor's Council,4th,Democratic,Total Votes Cast,128
New Bedford,1,D,State House,8th Bristol,Democratic,Total Votes Cast,35
Aquinnah,-,1,State Senate,Cape and Islands,Republican,Total Votes Cast,1
Boston,10,7,State House,15th Suffolk,Democratic,All Others,0
Rockland,-,3,Governor's Council,4th,Democratic,Total Votes Cast,114
Somerville,1,1,U.S. House,7th,Democratic,All Others,6
Salem,4,1,State Senate,2nd Essex,Democratic,Blank Votes,29
Northbridge,-,3,U.S. House,2nd,Democratic,Total Votes Cast,37
Williamsburg,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Total Votes Cast,331
Marblehead,-,2,Governor's Council,6th,Democratic,Richard J. Dimeo,15
TOTALS,,,State House,18th Essex,Democratic,Blank Votes,206
Swansea,-,4,Governor's Council,1st,Democratic,Blank Votes,3
Pittsfield,3,B,State House,3rd Berkshire,Democratic,Blank Votes,5
Northampton,7,A,U.S. House,2nd,Democratic,All Others,0
Bourne,-,7,State Senate,Plymouth and Barnstable,Republican,All Others,0
Boston,1,12,State Senate,1st Suffolk and Middlesex,Democratic,Total Votes Cast,122
Amherst,-,8,State Senate,"Hampshire, Franklin and Worcester",Democratic,All Others,2
Plymouth,-,12,State House,1st Plymouth,Republican,Mathew J. Muratore,84
Harwich,-,2,Governor's Council,1st,Democratic,Blank Votes,74
Chicopee,8,B,Governor's Council,8th,Democratic,All Others,0
Boston,1,7,State House,1st Suffolk,Democratic,Total Votes Cast,87
TOTALS,,,State House,2nd Barnstable,Republican,Total Votes Cast,2521
Arlington,-,16,State Senate,4th Middlesex,Democratic,Total Votes Cast,122
Wellesley,-,B,State House,14th Norfolk,Democratic,Alice Hanlon Peisch,45
New Bedford,5,C,U.S. House,9th,Democratic,Blank Votes,8
Natick,-,8,U.S. House,5th,Democratic,Total Votes Cast,109
Lowell,9,2,State House,16th Middlesex,Democratic,Total Votes Cast,109
Attleboro,4,B,U.S. House,4th,Democratic,All Others,0
Hatfield,-,1,Governor's Council,8th,Democratic,Total Votes Cast,305
Dennis,-,2,U.S. House,9th,Democratic,Total Votes Cast,278
Swampscott,-,5,U.S. House,6th,Democratic,Seth W. Moulton,121
Springfield,3,C,State House,10th Hampden,Democratic,Blank Votes,14
Weymouth,-,3,State Senate,Plymouth and Norfolk,Democratic,All Others,4
Woburn,4,1,State House,30th Middlesex,Democratic,John Patrick Devine,16
Weymouth,-,6,Governor's Council,4th,Democratic,"Christopher A. Iannella, Jr.",57
S. Hadley,-,E,Governor's Council,8th,Democratic,All Others,1
New Bedford,3,F,State House,9th Bristol,Democratic,Blank Votes,5
New Bedford,5,D,U.S. House,9th,Republican,Total Votes Cast,15
Ludlow,-,4,State House,7th Hampden,Democratic,Blank Votes,55
New Bedford,3,C,State House,11th Bristol,Democratic,All Others,1
Northborough,-,3,State Senate,Middlesex and Worcester,Democratic,All Others,1
Springfield,7,H,Governor's Council,8th,Democratic,Total Votes Cast,173
Duxbury,-,5,State Senate,Plymouth and Norfolk,Democratic,Total Votes Cast,56
Falmouth,-,9,U.S. House,9th,Republican,All Others,1
Lawrence,F,2,State House,16th Essex,Democratic,All Others,0
Salem,3,2,U.S. House,6th,Democratic,Total Votes Cast,130
Windsor,-,1,State House,2nd Berkshire,Democratic,Paul W. Mark,77
Haverhill,2,1,State Senate,1st Essex,Democratic,Blank Votes,3
Westhampton,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Andrea C. Harrington,100
Newton,7,1,U.S. House,4th,Democratic,Blank Votes,6
E. Longmeadow,-,1,State Senate,1st Hampden and Hampshire,Democratic,Eric P. Lesser,337
Leominster,2,C,Governor's Council,7th,Republican,Total Votes Cast,11
Boston,20,15,State Senate,Norfolk and Suffolk,Democratic,Michael F. Rush,147
Quincy,5,4,State Senate,Norfolk and Plymouth,Democratic,John F. Keenan,57
Milford,-,6,Governor's Council,7th,Democratic,All Others,0
New Bedford,2,D,Governor's Council,1st,Democratic,Blank Votes,4
Boston,18,18,Governor's Council,2nd,Democratic,Total Votes Cast,275
Winchester,-,7,State Senate,2nd Middlesex,Democratic,Patricia D. Jehlen,166
Dedham,-,5,State House,11th Norfolk,Democratic,Paul McMurtry,119
Boston,14,7,State Senate,2nd Suffolk,Democratic,All Others,0
Barnstable,-,2,State Senate,Cape and Islands,Democratic,All Others,0
Lynn,2,3,U.S. House,6th,Democratic,All Others,0
Boston,12,3,State House,7th Suffolk,Democratic,Monica Cannon,63
Randolph,-,11,State Senate,"Norfolk, Bristol and Plymouth",Democratic,All Others,2
Southborough,-,1,U.S. House,5th,Democratic,All Others,1
Brockton,7,D,Governor's Council,4th,Democratic,All Others,0
Norwell,-,3,State House,5th Plymouth,Democratic,Total Votes Cast,166
Grafton,-,5,U.S. House,2nd,Democratic,Total Votes Cast,24
Oxford,-,2,State Senate,Worcester and Norfolk,Republican,Total Votes Cast,35
Canton,-,6,State Senate,"Norfolk, Bristol and Plymouth",Democratic,Nora Harrington,112
Revere,1,1,State Senate,1st Suffolk and Middlesex,Democratic,All Others,3
Westford,-,4,U.S. House,3rd,Democratic,Total Votes Cast,47
Boston,2,4,Governor's Council,6th,Democratic,All Others,0
Quincy,2,3,State House,3rd Norfolk,Democratic,Total Votes Cast,57
Pittsfield,4,B,Governor's Council,8th,Democratic,Total Votes Cast,673
Hanson,-,2,U.S. House,9th,Democratic,Total Votes Cast,62
Boston,10,5,State House,15th Suffolk,Democratic,All Others,2
Hingham,-,2,U.S. House,8th,Republican,All Others,6
Cohasset,-,1,State Senate,Plymouth and Norfolk,Democratic,Paul J. Gannon,1
Cambridge,3,2,Governor's Council,6th,Democratic,Blank Votes,111
Fairhaven,-,5,State House,10th Bristol,Democratic,All Others,0
Natick,-,5,State House,5th Middlesex,Democratic,Blank Votes,13
Taunton,5,A,U.S. House,4th,Democratic,Blank Votes,13
TOTALS,,,State Senate,1st Suffolk and Middlesex,Special Democratic,Paul A. Rogers,175
Norwood,-,4,Governor's Council,2nd,Republican,Total Votes Cast,38
Lynn,1,3,Governor's Council,6th,Democratic,Richard J. Dimeo,6
Plainville,-,1,Governor's Council,2nd,Democratic,Robert L. Jubinville,58
Fitchburg,4,A,U.S. House,3rd,Democratic,All Others,0
Springfield,1,B,U.S. House,1st,Democratic,Richard E. Neal,146
Boston,3,3,State Senate,1st Suffolk and Middlesex,Special Democratic,Lydia Marie Edwards,14
Spencer,-,1,Governor's Council,7th,Republican,Jennie L. Caissie,35
Hamilton,-,1,State House,4th Essex,Republican,Total Votes Cast,71
Natick,-,5,State House,5th Middlesex,Democratic,All Others,1
Norton,-,2,State House,4th Bristol,Republican,Total Votes Cast,16
Duxbury,-,6,State Senate,Plymouth and Norfolk,Republican,Blank Votes,2
Halifax,-,1,State House,12th Plymouth,Democratic,Blank Votes,1
Hawley,-,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Adam G. Hinds,27
Braintree,-,1A,Governor's Council,2nd,Democratic,Total Votes Cast,188
Worcester,10,5,Governor's Council,7th,Democratic,Matthew Cj Vance,21
Haverhill,2,3,U.S. House,3rd,Democratic,Blank Votes,10
Milton,-,4,State House,7th Norfolk,Democratic,All Others,1
