town,ward,precinct,office,district,party,candidate,votes
Methuen,,11,President,,Green-rainbow,Jill E. Stein,0
Adams,,5,President,,Republican,Rand Paul,0
Lynnfield,,3,President,,Republican,Rand Paul,1
Milton,,4,President,,Republican,Total Votes Cast,241
Scituate,,2,President,,Democratic,Hillary Clinton,291
Spencer,,4,President,,Green-rainbow,Darryl Cherney,0
Boston,16,12,President,,Democratic,All Others,6
Boston,15,9,President,,Green-rainbow,William P. Kreml,0
Acton,,4,President,,Republican,Blank Votes,3
Melrose,1,1,President,,Green-rainbow,Blank Votes,0
Quincy,2,5,President,,Green-rainbow,Total Votes Cast,1
Framingham,,9,President,,Republican,Chris Christie,0
Haverhill,2,2,President,,Republican,Total Votes Cast,333
Boston,3,5,President,,Democratic,All Others,3
Boston,21,13,President,,Republican,George Pataki,0
Royalston,,1,President,,Republican,John R. Kasich,8
Pelham,,1,President,,Republican,Carly Fiorina,0
Boston,2,1,President,,Green-rainbow,No Preference,0
E. Bridgewater,,3,President,,Democratic,Hillary Clinton,252
Hingham,,5,President,,Green-rainbow,Blank Votes,0
Waltham,2,1,President,,Republican,Donald J. Trump,184
Worcester,8,4,President,,Republican,Total Votes Cast,80
Boston,15,9,President,,Republican,Ted Cruz,2
Lowell,11,2,President,,Green-rainbow,Blank Votes,0
Lawrence,C,2,President,,Democratic,No Preference,1
Marlborough,7,2,President,,Republican,Ben Carson,7
Acton,,5,President,,Democratic,Bernie Sanders,480
Ipswich,,4,President,,Democratic,No Preference,0
Barnstable,,7,President,,Republican,Carly Fiorina,1
Wayland,,2,President,,Democratic,No Preference,1
Holyoke,2,A,President,,Democratic,No Preference,2
Canton,,1,President,,Green-rainbow,Jill E. Stein,0
Boston,1,2,President,,Republican,Rick Santorum,0
Boston,14,10,President,,Republican,Rand Paul,0
Boston,12,8,President,,Republican,Rick Santorum,0
Tewksbury,,4,President,,Republican,Jeb Bush,2
N. Attleborough,,7,President,,Republican,Donald J. Trump,243
Raynham,,4,President,,Republican,Chris Christie,0
Monson,,A,President,,Green-rainbow,Jill E. Stein,0
Millis,,1,President,,Republican,Total Votes Cast,437
Holyoke,2,B,President,,Republican,Ben Carson,3
Rockport,,2,President,,Republican,Ben Carson,6
Watertown,,1,President,,Republican,Blank Votes,1
Tewksbury,,4A,President,,Green-rainbow,Skcm Curry,0
Salem,4,1,President,,Democratic,Total Votes Cast,606
Rochester,,1,President,,Green-rainbow,William P. Kreml,0
Malden,7,1,President,,Republican,Jim Gilmore,1
Auburn,,4,President,,Green-rainbow,All Others,0
Boston,20,12,President,,Republican,Mike Huckabee,0
New Bedford,5,B,President,,Democratic,Bernie Sanders,242
Brookline,,1,President,,Republican,Ted Cruz,7
Rockland,,1,President,,Democratic,All Others,15
Great Barrington,,C,President,,Democratic,Bernie Sanders,204
Hamilton,,2,President,,Green-rainbow,Skcm Curry,0
Boston,6,3,President,,Democratic,All Others,0
Greenfield,,6,President,,Green-rainbow,Darryl Cherney,1
Rockland,,3,President,,Republican,Ted Cruz,20
W. Boylston,,2,President,,Democratic,All Others,3
Agawam,,2,President,,Republican,Rand Paul,0
Boston,19,7,President,,Republican,No Preference,0
Sudbury,,3,President,,Green-rainbow,Kent Mesplay,0
Milton,,8,President,,Green-rainbow,Skcm Curry,0
Boston,4,3,President,,Republican,Jim Gilmore,0
Boston,1,13,President,,Republican,Total Votes Cast,153
Medford,7,2,President,,Republican,Total Votes Cast,214
Norton,,4,President,,Republican,Mike Huckabee,0
Gill,,1,President,,Republican,Total Votes Cast,136
Chelmsford,,9,President,,Republican,Marco Rubio,138
Lexington,,4,President,,Green-rainbow,Blank Votes,0
Springfield,4,H,President,,Republican,Marco Rubio,3
New Marlborough,,1,President,,Republican,Chris Christie,0
Haverhill,6,3,President,,Democratic,Total Votes Cast,561
Quincy,4,1,President,,Republican,Mike Huckabee,0
Beverly,2,2,President,,Green-rainbow,Kent Mesplay,0
Lowell,3,3,President,,Republican,George Pataki,2
Framingham,,15,President,,Green-rainbow,Jill E. Stein,0
Douglas,,2,President,,Republican,All Others,0
Needham,,F,President,,Republican,Chris Christie,0
Newton,8,3,President,,Green-rainbow,Skcm Curry,0
Framingham,,2,President,,Democratic,All Others,3
Chicopee,6,BW,President,,Republican,Mike Huckabee,0
Boston,16,12,President,,Republican,Total Votes Cast,181
Medford,5,2,President,,Republican,John R. Kasich,18
Boston,18,21,President,,Green-rainbow,All Others,0
Holyoke,6,B,President,,Republican,Ted Cruz,24
Arlington,,13,President,,Democratic,No Preference,1
Springfield,1,F,President,,Democratic,All Others,2
Mashpee,,1,President,,Republican,George Pataki,0
Hinsdale,,1,President,,Democratic,No Preference,4
Peabody,4,2,President,,Democratic,Blank Votes,1
Worcester,10,2,President,,Republican,Carly Fiorina,0
Boston,5,1,President,,Republican,Jeb Bush,0
Boston,1,10,President,,Green-rainbow,Darryl Cherney,0
Boston,2,7,President,,Green-rainbow,Kent Mesplay,0
New Bedford,1,D,President,,Green-rainbow,Total Votes Cast,0
Falmouth,,3,President,,Republican,Ted Cruz,52
Brimfield,,1,President,,Democratic,All Others,7
Chelmsford,,4,President,,Republican,Marco Rubio,77
Springfield,4,B,President,,Republican,Jeb Bush,0
Lawrence,D,2,President,,Democratic,All Others,1
Waltham,3,2,President,,Republican,Blank Votes,1
Amherst,,10,President,,Republican,Blank Votes,0
Worcester,2,5,President,,Green-rainbow,Total Votes Cast,0
S. Hadley,,B,President,,Green-rainbow,All Others,0
Wareham,,2,President,,Republican,Jeb Bush,9
Marlborough,4,2,President,,Republican,Jeb Bush,5
Littleton,,3,President,,Republican,Ben Carson,15
Boston,11,3,President,,Republican,Ted Cruz,1
Haverhill,2,3,President,,Green-rainbow,Kent Mesplay,0
Cambridge,7,2,President,,Green-rainbow,William P. Kreml,0
Tewksbury,,3,President,,Green-rainbow,Jill E. Stein,0
Boston,6,9,President,,Republican,Rand Paul,0
Northampton,1,B,President,,Green-rainbow,Blank Votes,0
Boston,11,2,President,,Republican,Blank Votes,0
Dracut,,6A,President,,Green-rainbow,All Others,0
Framingham,,8,President,,Republican,Rick Santorum,0
Brookline,,4,President,,Green-rainbow,Blank Votes,0
Worcester,8,5,President,,Democratic,Blank Votes,1
Springfield,4,C,President,,Green-rainbow,No Preference,0
Quincy,5,4,President,,Democratic,All Others,7
Marlborough,2,2,President,,Republican,Jeb Bush,2
Springfield,1,H,President,,Democratic,No Preference,0
Pepperell,,2,President,,Green-rainbow,William P. Kreml,0
Springfield,2,D,President,,Green-rainbow,No Preference,0
Attleboro,3,B,President,,Green-rainbow,Total Votes Cast,2
Chelsea,3,3,President,,Democratic,Bernie Sanders,68
Milford,,1,President,,Republican,Chris Christie,0
Haverhill,7,1,President,,Republican,Ted Cruz,42
Boston,21,11,President,,Democratic,Roque De La Fuente,0
Boston,20,13,President,,Democratic,All Others,1
W. Tisbury,,1,President,,Democratic,Bernie Sanders,647
Melrose,3,1,President,,Republican,Marco Rubio,29
Lynn,1,2,President,,Democratic,Hillary Clinton,316
Kingston,,4,President,,Republican,Total Votes Cast,440
Peabody,4,2,President,,Democratic,No Preference,8
Methuen,,7,President,,Republican,Jim Gilmore,0
Worcester,9,2,President,,Democratic,All Others,0
Boston,14,11,President,,Republican,Mike Huckabee,0
Peabody,2,2,President,,Republican,Ted Cruz,18
Natick,,9,President,,Democratic,Blank Votes,1
Hamilton,,3,President,,Green-rainbow,Darryl Cherney,0
Burlington,,7,President,,Republican,Carly Fiorina,0
Holbrook,,1,President,,Democratic,Blank Votes,3
Taunton,4,A,President,,Green-rainbow,Darryl Cherney,0
Brookline,,16,President,,Republican,George Pataki,0
Worcester,1,1,President,,Green-rainbow,All Others,3
Worcester,7,5,President,,Green-rainbow,Blank Votes,0
Woburn,1,2,President,,Republican,Marco Rubio,52
Douglas,,2,President,,Republican,George Pataki,0
Melrose,2,2,President,,Green-rainbow,No Preference,0
Pittsfield,6,A,President,,Democratic,Roque De La Fuente,1
Worcester,10,1,President,,Green-rainbow,William P. Kreml,0
Whitman,,3,President,,Democratic,Hillary Clinton,243
Brookline,,4,President,,Democratic,Total Votes Cast,884
Boston,2,7,President,,Republican,Chris Christie,0
Lexington,,1,President,,Republican,No Preference,3
New Bedford,4,E,President,,Green-rainbow,William P. Kreml,0
Peabody,3,1,President,,Green-rainbow,No Preference,0
Yarmouth,,3,President,,Republican,John R. Kasich,55
Southbridge,,1,President,,Democratic,Total Votes Cast,420
Winchester,,2,President,,Republican,Total Votes Cast,300
Stockbridge,,1,President,,Republican,Mike Huckabee,0
Sharon,,1,President,,Republican,Ben Carson,1
Cambridge,1,3,President,,Democratic,All Others,3
Boston,13,2,President,,Green-rainbow,Total Votes Cast,0
Dedham,,2,President,,Green-rainbow,Kent Mesplay,0
Newton,2,2,President,,Republican,Jim Gilmore,0
Marlborough,7,2,President,,Green-rainbow,William P. Kreml,0
Belmont,,2,President,,Green-rainbow,Total Votes Cast,0
Wellesley,,H,President,,Republican,Rand Paul,0
Leominster,2,A,President,,Democratic,Martin O'Malley,0
Beverly,4,1,President,,Republican,Jim Gilmore,1
Pembroke,,2,President,,Green-rainbow,Darryl Cherney,0
Haverhill,4,3,President,,Republican,John R. Kasich,60
Duxbury,,2,President,,Republican,Carly Fiorina,3
Holyoke,4,B,President,,Republican,Mike Huckabee,1
E. Brookfield,,1,President,,Republican,Blank Votes,6
Boston,15,5,President,,Republican,Mike Huckabee,0
Adams,,5,President,,Republican,Ted Cruz,10
E. Bridgewater,,3,President,,Democratic,Martin O'Malley,1
Barnstable,,9,President,,Green-rainbow,Jill E. Stein,0
Northampton,4,A,President,,Democratic,Hillary Clinton,203
Boston,20,10,President,,Republican,John R. Kasich,37
Hudson,,4,President,,Republican,John R. Kasich,73
Natick,,1,President,,Republican,No Preference,1
Medfield,,3,President,,Green-rainbow,No Preference,1
Westfield,2,A,President,,Green-rainbow,No Preference,0
Revere,2,3A,President,,Republican,No Preference,1
Lynn,6,1,President,,Democratic,All Others,11
Boston,17,3,President,,Democratic,Bernie Sanders,194
N. Andover,,7,President,,Green-rainbow,Total Votes Cast,0
Springfield,6,H,President,,Republican,Total Votes Cast,131
Groveland,,1,President,,Republican,Ben Carson,17
Everett,1,2,President,,Republican,Marco Rubio,10
Sandwich,,4,President,,Green-rainbow,No Preference,0
Lowell,4,3,President,,Green-rainbow,All Others,0
Boston,22,9,President,,Republican,Blank Votes,0
Boston,16,1,President,,Republican,Donald J. Trump,31
New Bedford,2,C,President,,Democratic,Roque De La Fuente,0
Barnstable,,2,President,,Republican,All Others,0
New Marlborough,,1,President,,Republican,No Preference,0
Boston,6,8,President,,Republican,Donald J. Trump,91
Boston,20,3,President,,Green-rainbow,William P. Kreml,0
Woburn,7,1,President,,Republican,George Pataki,1
Lowell,4,2,President,,Democratic,Bernie Sanders,109
Leominster,3,A,President,,Republican,Rick Santorum,0
Holyoke,2,B,President,,Democratic,Bernie Sanders,81
Boston,18,9,President,,Democratic,Total Votes Cast,599
Bourne,,2,President,,Green-rainbow,William P. Kreml,0
Bedford,,4,President,,Democratic,Total Votes Cast,649
Yarmouth,,6,President,,Green-rainbow,Blank Votes,0
Boston,5,11,President,,Democratic,All Others,0
Cambridge,11,3,President,,Republican,Jeb Bush,1
Falmouth,,2,President,,Republican,Mike Huckabee,0
Marlborough,5,1,President,,Democratic,All Others,2
Worcester,1,4,President,,Green-rainbow,Blank Votes,0
Egremont,,1,President,,Republican,Chris Christie,1
Brockton,2,C,President,,Republican,John R. Kasich,2
Sudbury,,4,President,,Republican,Total Votes Cast,430
Revere,5,1,President,,Republican,Carly Fiorina,2
Concord,,1,President,,Green-rainbow,Jill E. Stein,1
Wakefield,,1,President,,Republican,Jeb Bush,7
Holliston,,3,President,,Democratic,No Preference,2
Lynnfield,,2,President,,Democratic,Martin O'Malley,2
Quincy,5,1,President,,Republican,Jim Gilmore,0
Easthampton,,3,President,,Republican,Ben Carson,6
New Braintree,,1,President,,Republican,No Preference,0
Lawrence,F,2,President,,Democratic,No Preference,2
Medway,,3,President,,Green-rainbow,Kent Mesplay,0
Kingston,,1,President,,Republican,George Pataki,0
Cambridge,8,1,President,,Democratic,Roque De La Fuente,0
Gloucester,5,2,President,,Republican,Mike Huckabee,1
Cambridge,11,3,President,,Republican,Carly Fiorina,0
S. Hadley,,B,President,,Green-rainbow,Darryl Cherney,0
Arlington,,5,President,,Green-rainbow,William P. Kreml,0
Boston,20,19,President,,Republican,Donald J. Trump,66
Franklin,,8,President,,Green-rainbow,Jill E. Stein,0
Revere,2,2,President,,Democratic,Martin O'Malley,3
Auburn,,4,President,,Republican,No Preference,2
Canton,,4,President,,Republican,Rand Paul,0
Lincoln,,1,President,,Republican,Donald J. Trump,93
New Bedford,4,B,President,,Green-rainbow,Darryl Cherney,0
Boston,7,3,President,,Republican,Mike Huckabee,0
Maynard,,1,President,,Democratic,Blank Votes,0
Boston,16,4,President,,Green-rainbow,No Preference,0
Waltham,5,1,President,,Republican,Ben Carson,9
Revere,4,3,President,,Green-rainbow,Jill E. Stein,0
Needham,,B,President,,Republican,Jeb Bush,5
Brookfield,,1,President,,Democratic,Hillary Clinton,177
Arlington,,11,President,,Republican,No Preference,2
Medford,8,2,President,,Democratic,Martin O'Malley,6
Worcester,8,1,President,,Green-rainbow,No Preference,0
Revere,3,2,President,,Republican,Blank Votes,0
Amherst,,1,President,,Republican,John R. Kasich,20
Danvers,,1,President,,Green-rainbow,Blank Votes,0
Springfield,5,C,President,,Republican,Ben Carson,3
Adams,,2,President,,Democratic,Roque De La Fuente,0
Boston,18,2,President,,Republican,Jeb Bush,0
New Bedford,4,B,President,,Republican,John R. Kasich,3
Amherst,,5,President,,Green-rainbow,Total Votes Cast,4
Concord,,1,President,,Republican,Chris Christie,0
Concord,,1,President,,Republican,Rand Paul,0
Scituate,,3,President,,Green-rainbow,Kent Mesplay,0
Dedham,,4,President,,Republican,Chris Christie,1
Easton,,1,President,,Republican,Jeb Bush,5
Waltham,5,2,President,,Democratic,Blank Votes,0
Brockton,1,A,President,,Republican,Marco Rubio,13
Brookline,,10,President,,Republican,Rand Paul,0
Somerville,2,3,President,,Republican,Ted Cruz,7
Dracut,,7,President,,Green-rainbow,Blank Votes,0
Boston,16,11,President,,Green-rainbow,Blank Votes,0
W. Brookfield,,1,President,,Green-rainbow,Darryl Cherney,0
Dennis,,2,President,,Republican,Rick Santorum,1
Chicopee,5,B,President,,Green-rainbow,Skcm Curry,0
Medway,,1,President,,Republican,George Pataki,0
Bourne,,2,President,,Green-rainbow,Jill E. Stein,0
Pittsfield,2,B,President,,Democratic,Martin O'Malley,2
Cambridge,1,3,President,,Republican,Marco Rubio,28
Boston,18,7,President,,Republican,Total Votes Cast,50
Boston,21,3,President,,Republican,All Others,1
Springfield,3,G,President,,Democratic,Bernie Sanders,36
Hudson,,1,President,,Republican,Total Votes Cast,347
Bellingham,,5,President,,Green-rainbow,Kent Mesplay,0
Canton,,4,President,,Republican,Ben Carson,18
Plymouth,,7,President,,Republican,Blank Votes,0
Wales,,1,President,,Republican,Mike Huckabee,0
Holden,,5,President,,Republican,Rand Paul,1
Norwood,,7,President,,Republican,Blank Votes,0
Fitchburg,6,B,President,,Republican,Rick Santorum,0
Salem,3,2,President,,Republican,Marco Rubio,39
Springfield,2,H,President,,Republican,George Pataki,0
Wellfleet,,1,President,,Republican,Mike Huckabee,0
Brookline,,5,President,,Democratic,Martin O'Malley,0
Edgartown,,1,President,,Republican,All Others,4
Kingston,,4,President,,Republican,Chris Christie,0
Washington,,1,President,,Democratic,Total Votes Cast,145
Springfield,1,G,President,,Green-rainbow,Darryl Cherney,0
Boston,18,14,President,,Democratic,Hillary Clinton,235
Worcester,8,4,President,,Green-rainbow,Jill E. Stein,0
New Bedford,1,E,President,,Republican,Jim Gilmore,1
Worcester,5,4,President,,Green-rainbow,Darryl Cherney,0
Boxford,,1,President,,Democratic,Martin O'Malley,2
Springfield,7,E,President,,Republican,John R. Kasich,10
Rockland,,2,President,,Green-rainbow,Blank Votes,0
Pittsfield,5,A,President,,Republican,Marco Rubio,24
Monroe,,1,President,,Republican,Carly Fiorina,0
Springfield,5,E,President,,Democratic,Martin O'Malley,3
Marlborough,5,1,President,,Republican,John R. Kasich,13
Winthrop,,5,President,,Republican,Marco Rubio,52
Holyoke,4,A,President,,Green-rainbow,Jill E. Stein,1
Tewksbury,,3A,President,,Republican,Ted Cruz,74
Wayland,,2,President,,Republican,No Preference,3
Peabody,5,3,President,,Republican,Donald J. Trump,255
Holyoke,7,A,President,,Green-rainbow,No Preference,0
Wilbraham,,A,President,,Democratic,Roque De La Fuente,1
Westford,,5,President,,Green-rainbow,All Others,0
Westford,,1,President,,Democratic,No Preference,2
Pembroke,,1,President,,Republican,Carly Fiorina,1
Plymouth,,1,President,,Green-rainbow,Total Votes Cast,1
Braintree,,5A,President,,Republican,Rick Santorum,0
Boston,21,8,President,,Green-rainbow,Jill E. Stein,0
Springfield,2,E,President,,Green-rainbow,Skcm Curry,0
Ludlow,,6,President,,Republican,John R. Kasich,71
N. Andover,,8,President,,Republican,Donald J. Trump,275
Leominster,1,B,President,,Republican,All Others,1
Sturbridge,,2,President,,Democratic,Blank Votes,0
Newton,8,2,President,,Democratic,Total Votes Cast,653
Newton,4,1,President,,Green-rainbow,Skcm Curry,1
Bourne,,7,President,,Republican,Donald J. Trump,252
Methuen,,12,President,,Republican,Donald J. Trump,335
New Bedford,4,E,President,,Green-rainbow,Skcm Curry,0
Lynn,5,3,President,,Democratic,No Preference,0
Springfield,8,A,President,,Green-rainbow,Darryl Cherney,0
Somerville,6,2,President,,Republican,Ted Cruz,17
Shrewsbury,,1,President,,Republican,All Others,1
Holyoke,6,B,President,,Green-rainbow,Kent Mesplay,0
N. Reading,,4,President,,Democratic,Bernie Sanders,365
Quincy,2,5,President,,Democratic,Bernie Sanders,303
Leominster,5,A,President,,Republican,John R. Kasich,26
Boston,14,14,President,,Green-rainbow,William P. Kreml,0
Plymouth,,10,President,,Green-rainbow,Blank Votes,0
Marlborough,2,2,President,,Democratic,Bernie Sanders,244
Haverhill,6,2,President,,Green-rainbow,William P. Kreml,0
Lunenburg,,C,President,,Republican,Chris Christie,1
Grafton,,3,President,,Republican,George Pataki,0
Stockbridge,,1,President,,Republican,Ted Cruz,24
Stoneham,,2,President,,Democratic,Roque De La Fuente,3
Sturbridge,,2,President,,Republican,Jim Gilmore,0
Florida,,1,President,,Republican,Donald J. Trump,45
Framingham,,18,President,,Republican,All Others,0
Lowell,4,3,President,,Republican,John R. Kasich,4
Bourne,,4,President,,Republican,No Preference,0
Revere,6,2,President,,Green-rainbow,William P. Kreml,0
Abington,,5,President,,Democratic,Blank Votes,2
Bellingham,,2,President,,Republican,Jeb Bush,2
Woburn,4,2,President,,Republican,Donald J. Trump,173
Amherst,,2,President,,Republican,Marco Rubio,24
Brewster,,1,President,,Democratic,Hillary Clinton,391
Cambridge,9,3,President,,Green-rainbow,No Preference,0
Swansea,,4,President,,Green-rainbow,Kent Mesplay,0
Danvers,,2,President,,Democratic,Total Votes Cast,640
Boston,20,14,President,,Republican,Rick Santorum,0
Somerville,5,3,President,,Green-rainbow,Darryl Cherney,0
Springfield,2,C,President,,Democratic,Hillary Clinton,154
Lawrence,A,3,President,,Republican,Donald J. Trump,69
Gardner,3,A,President,,Democratic,Blank Votes,1
Northampton,2,A,President,,Democratic,Blank Votes,4
Cambridge,1,2,President,,Green-rainbow,Skcm Curry,0
Leominster,4,B,President,,Republican,No Preference,3
Scituate,,1,President,,Green-rainbow,Skcm Curry,0
Fall River,2,A,President,,Democratic,No Preference,3
Nahant,,1,President,,Republican,John R. Kasich,91
Arlington,,1,President,,Republican,George Pataki,1
Harwich,,1,President,,Republican,Blank Votes,0
Barnstable,,11,President,,Republican,John R. Kasich,132
Bourne,,4,President,,Green-rainbow,Blank Votes,0
Dartmouth,,8,President,,Green-rainbow,Kent Mesplay,0
Seekonk,,3,President,,Republican,Rand Paul,0
Weymouth,,13,President,,Democratic,Martin O'Malley,2
Groton,,1,President,,Democratic,Martin O'Malley,4
Arlington,,6,President,,Green-rainbow,Blank Votes,0
Westminster,,1,President,,Republican,Total Votes Cast,532
Auburn,,1,President,,Green-rainbow,Blank Votes,0
Boston,6,8,President,,Democratic,Martin O'Malley,3
Worcester,1,2,President,,Green-rainbow,No Preference,0
Cambridge,7,3,President,,Republican,John R. Kasich,11
Milton,,5,President,,Democratic,Hillary Clinton,314
Charlton,,4,President,,Republican,Marco Rubio,73
Lynn,1,3,President,,Republican,George Pataki,0
Newton,1,4,President,,Republican,Ben Carson,2
Braintree,,6A,President,,Republican,No Preference,3
Ludlow,,6,President,,Democratic,Hillary Clinton,283
Falmouth,,4,President,,Democratic,Martin O'Malley,2
Phillipston,,1,President,,Republican,Rick Santorum,0
Easthampton,,5,President,,Green-rainbow,Jill E. Stein,0
Lawrence,D,2,President,,Green-rainbow,Jill E. Stein,0
Newton,6,1,President,,Democratic,Martin O'Malley,1
Boston,19,10,President,,Republican,Carly Fiorina,0
Peabody,1,3,President,,Republican,Carly Fiorina,0
Shrewsbury,,2,President,,Republican,John R. Kasich,61
N. Attleborough,,8,President,,Green-rainbow,Total Votes Cast,0
Barnstable,,1,President,,Green-rainbow,All Others,1
S. Hadley,,A,President,,Green-rainbow,William P. Kreml,0
Yarmouth,,7,President,,Democratic,No Preference,5
Hanover,,4,President,,Green-rainbow,Skcm Curry,0
Marlborough,4,1,President,,Republican,George Pataki,0
Newburyport,2,1,President,,Green-rainbow,Skcm Curry,0
Quincy,3,3,President,,Republican,Chris Christie,1
Holliston,,3,President,,Republican,Jeb Bush,6
Beverly,6,1,President,,Republican,Ben Carson,5
Grafton,,1,President,,Green-rainbow,Darryl Cherney,0
Lowell,7,3,President,,Democratic,No Preference,0
Holyoke,3,A,President,,Democratic,Bernie Sanders,271
Lee,,1,President,,Green-rainbow,Darryl Cherney,1
Montague,,5,President,,Green-rainbow,Jill E. Stein,0
Monson,,C,President,,Democratic,Blank Votes,1
Taunton,3,A,President,,Republican,Donald J. Trump,122
Everett,5,1,President,,Republican,Total Votes Cast,155
Charlton,,2,President,,Green-rainbow,William P. Kreml,0
N. Attleborough,,3,President,,Republican,Mike Huckabee,0
Randolph,,11,President,,Green-rainbow,Kent Mesplay,0
Boston,16,11,President,,Democratic,Martin O'Malley,4
Weston,,1,President,,Republican,John R. Kasich,159
Wellfleet,,1,President,,Democratic,Total Votes Cast,1073
Springfield,7,C,President,,Republican,Jeb Bush,3
Lynnfield,,2,President,,Democratic,Blank Votes,0
Chicopee,2,A,President,,Republican,Mike Huckabee,0
Haverhill,1,2,President,,Republican,Rand Paul,1
Hingham,,4,President,,Republican,Rick Santorum,0
Tyngsborough,,3,President,,Green-rainbow,Total Votes Cast,4
Lincoln,,2,President,,Republican,Jeb Bush,3
Boston,4,1,President,,Green-rainbow,Kent Mesplay,0
Newton,3,2,President,,Green-rainbow,William P. Kreml,0
Marblehead,,5,President,,Republican,Total Votes Cast,452
Boston,18,13,President,,Republican,Carly Fiorina,0
Saugus,,7,President,,Republican,Rick Santorum,0
Boston,17,1,President,,Republican,Jim Gilmore,0
Clinton,,3,President,,Republican,Donald J. Trump,194
Cohasset,,2,President,,Democratic,Martin O'Malley,2
Yarmouth,,1,President,,Republican,John R. Kasich,129
Maynard,,3,President,,Democratic,Martin O'Malley,1
Everett,5,2,President,,Democratic,Bernie Sanders,191
Chelmsford,,3,President,,Democratic,Martin O'Malley,8
Somerville,2,2,President,,Green-rainbow,Darryl Cherney,0
Marlborough,6,1,President,,Republican,Ted Cruz,17
Yarmouth,,4,President,,Republican,Jim Gilmore,0
Pittsfield,2,A,President,,Democratic,Bernie Sanders,167
Attleboro,3,B,President,,Republican,Jim Gilmore,0
Winthrop,,3,President,,Republican,Total Votes Cast,278
Medfield,,4,President,,Green-rainbow,Darryl Cherney,0
Lynnfield,,2,President,,Republican,Mike Huckabee,0
Boston,4,4,President,,Republican,No Preference,0
Boston,1,11,President,,Republican,Ted Cruz,10
Franklin,,5,President,,Republican,Rick Santorum,1
Boston,2,7,President,,Green-rainbow,Blank Votes,0
Boston,1,15,President,,Green-rainbow,Blank Votes,0
Gloucester,1,2,President,,Republican,All Others,3
Templeton,,B,President,,Democratic,All Others,1
Holden,,1,President,,Democratic,Bernie Sanders,363
Leominster,2,B,President,,Democratic,Martin O'Malley,3
Natick,,8,President,,Democratic,Hillary Clinton,467
Newburyport,1,1,President,,Republican,Jeb Bush,4
Franklin,,4,President,,Republican,Marco Rubio,158
Fitchburg,4,A,President,,Democratic,Roque De La Fuente,0
Raynham,,1,President,,Democratic,Bernie Sanders,212
Watertown,,12,President,,Republican,John R. Kasich,30
Hadley,,1,President,,Democratic,Blank Votes,8
Athol,,1,President,,Green-rainbow,Jill E. Stein,0
Medford,6,1,President,,Republican,George Pataki,0
Sterling,,2,President,,Green-rainbow,All Others,0
Arlington,,18,President,,Green-rainbow,Kent Mesplay,1
Quincy,2,2,President,,Democratic,Bernie Sanders,207
Rowley,,1,President,,Republican,Ben Carson,35
Colrain,,1,President,,Democratic,Total Votes Cast,411
Phillipston,,1,President,,Green-rainbow,No Preference,0
Cambridge,7,2,President,,Republican,Jeb Bush,0
Fall River,4,B,President,,Republican,Marco Rubio,16
Marshfield,,3,President,,Democratic,Roque De La Fuente,1
Middleton,,1,President,,Republican,Rick Santorum,0
Salem,2,1,President,,Green-rainbow,Skcm Curry,0
Raynham,,4,President,,Republican,Rick Santorum,0
Sharon,,1,President,,Green-rainbow,Kent Mesplay,0
Fitchburg,5,B,President,,Green-rainbow,Darryl Cherney,0
Fairhaven,,2,President,,Democratic,Martin O'Malley,2
Ludlow,,6,President,,Democratic,Bernie Sanders,308
Worcester,9,1,President,,Republican,Ben Carson,5
Somerset,,3,President,,Green-rainbow,Blank Votes,0
Hanson,,3,President,,Republican,Ted Cruz,64
Boston,21,6,President,,Democratic,Martin O'Malley,0
Dartmouth,,6,President,,Democratic,Hillary Clinton,313
Adams,,5,President,,Green-rainbow,Darryl Cherney,0
Plymouth,,6,President,,Green-rainbow,Kent Mesplay,0
Newton,3,4,President,,Republican,All Others,1
Spencer,,3,President,,Republican,Rand Paul,1
Haverhill,7,3,President,,Democratic,Roque De La Fuente,0
Saugus,,4,President,,Democratic,Martin O'Malley,1
Hamilton,,2,President,,Republican,All Others,1
Shrewsbury,,3,President,,Republican,Jeb Bush,4
Wilmington,,4,President,,Democratic,Total Votes Cast,713
Boston,13,6,President,,Green-rainbow,Jill E. Stein,0
Taunton,4,A,President,,Republican,Chris Christie,0
Tewksbury,,3A,President,,Republican,Rand Paul,0
Fall River,5,C,President,,Democratic,Hillary Clinton,155
Southbridge,,5,President,,Green-rainbow,Kent Mesplay,0
Northampton,7,A,President,,Democratic,No Preference,1
Spencer,,1,President,,Republican,Jeb Bush,4
Newton,6,2,President,,Republican,Blank Votes,1
Pepperell,,3,President,,Democratic,No Preference,4
Leicester,,1,President,,Republican,Rick Santorum,1
Chicopee,8,B,President,,Republican,Ben Carson,7
Grafton,,3,President,,Republican,Ben Carson,13
Plymouth,,7,President,,Democratic,Blank Votes,0
Brockton,6,D,President,,Green-rainbow,Kent Mesplay,0
Fairhaven,,3,President,,Republican,Total Votes Cast,220
Hanover,,1,President,,Democratic,No Preference,9
Medford,2,2,President,,Green-rainbow,Jill E. Stein,0
Braintree,,6B,President,,Republican,Blank Votes,1
Grafton,,4,President,,Republican,Ted Cruz,47
Norton,,5,President,,Green-rainbow,No Preference,1
Holyoke,4,B,President,,Republican,Total Votes Cast,74
Boxborough,,1,President,,Democratic,Roque De La Fuente,0
Dartmouth,,2,President,,Green-rainbow,Darryl Cherney,0
Brockton,6,D,President,,Republican,George Pataki,0
