county,town,precinct,office,district,party,candidate,votes
Middlesex,Belmont,1,President,,,Blank,35
Middlesex,Belmont,1,President,,Democratic,CLINTON & KAINE,1326
Middlesex,Belmont,1,President,,Libertarian,JOHNSON & WELD,73
Middlesex,Belmont,1,President,,Green-Rainbow,STEIN & BARAKA,27
Middlesex,Belmont,1,President,,Republican,TRUMP & PENCE,339
Middlesex,Belmont,1,President,,,All Other Write-in Votes,13
Middlesex,Belmont,1,President,,,MCMULLIN & JOHNSON,8
Middlesex,Belmont,1,President,,,ROMNEY,10
Middlesex,Belmont,1,President,,,SANDERS,6
Middlesex,Belmont,1,President,,,KASICH,3
Middlesex,Belmont,1,President,,,BLUMBERG,0
Middlesex,Belmont,1,President,,,RYAN,1
Middlesex,Belmont,2,President,,,Blank,22
Middlesex,Belmont,2,President,,Democratic,CLINTON & KAINE,1248
Middlesex,Belmont,2,President,,Libertarian,JOHNSON & WELD,85
Middlesex,Belmont,2,President,,Green-Rainbow,STEIN & BARAKA,17
Middlesex,Belmont,2,President,,Republican,TRUMP & PENCE,501
Middlesex,Belmont,2,President,,,All Other Write-in Votes,21
Middlesex,Belmont,2,President,,,MCMULLIN & JOHNSON,14
Middlesex,Belmont,2,President,,,ROMNEY,23
Middlesex,Belmont,2,President,,,SANDERS,5
Middlesex,Belmont,2,President,,,KASICH,6
Middlesex,Belmont,2,President,,,BLUMBERG,3
Middlesex,Belmont,2,President,,,RYAN,1
Middlesex,Belmont,3,President,,,Blank,22
Middlesex,Belmont,3,President,,Democratic,CLINTON & KAINE,1317
Middlesex,Belmont,3,President,,Libertarian,JOHNSON & WELD,57
Middlesex,Belmont,3,President,,Green-Rainbow,STEIN & BARAKA,21
Middlesex,Belmont,3,President,,Republican,TRUMP & PENCE,366
Middlesex,Belmont,3,President,,,All Other Write-in Votes,14
Middlesex,Belmont,3,President,,,MCMULLIN & JOHNSON,9
Middlesex,Belmont,3,President,,,ROMNEY,5
Middlesex,Belmont,3,President,,,SANDERS,5
Middlesex,Belmont,3,President,,,KASICH,4
Middlesex,Belmont,3,President,,,BLUMBERG,0
Middlesex,Belmont,3,President,,,RYAN,2
Middlesex,Belmont,4,President,,,Blank,17
Middlesex,Belmont,4,President,,Democratic,CLINTON & KAINE,1132
Middlesex,Belmont,4,President,,Libertarian,JOHNSON & WELD,74
Middlesex,Belmont,4,President,,Green-Rainbow,STEIN & BARAKA,28
Middlesex,Belmont,4,President,,Republican,TRUMP & PENCE,322
Middlesex,Belmont,4,President,,,All Other Write-in Votes,6
Middlesex,Belmont,4,President,,,MCMULLIN & JOHNSON,5
Middlesex,Belmont,4,President,,,ROMNEY,7
Middlesex,Belmont,4,President,,,SANDERS,11
Middlesex,Belmont,4,President,,,KASICH,1
Middlesex,Belmont,4,President,,,BLUMBERG,0
Middlesex,Belmont,4,President,,,RYAN,0
Middlesex,Belmont,5,President,,,Blank,37
Middlesex,Belmont,5,President,,Democratic,CLINTON & KAINE,1275
Middlesex,Belmont,5,President,,Libertarian,JOHNSON & WELD,69
Middlesex,Belmont,5,President,,Green-Rainbow,STEIN & BARAKA,32
Middlesex,Belmont,5,President,,Republican,TRUMP & PENCE,350
Middlesex,Belmont,5,President,,,All Other Write-in Votes,4
Middlesex,Belmont,5,President,,,MCMULLIN & JOHNSON,6
Middlesex,Belmont,5,President,,,ROMNEY,4
Middlesex,Belmont,5,President,,,SANDERS,12
Middlesex,Belmont,5,President,,,KASICH,1
Middlesex,Belmont,5,President,,,BLUMBERG,1
Middlesex,Belmont,5,President,,,RYAN,0
Middlesex,Belmont,6,President,,,Blank,30
Middlesex,Belmont,6,President,,Democratic,CLINTON & KAINE,1366
Middlesex,Belmont,6,President,,Libertarian,JOHNSON & WELD,52
Middlesex,Belmont,6,President,,Green-Rainbow,STEIN & BARAKA,36
Middlesex,Belmont,6,President,,Republican,TRUMP & PENCE,339
Middlesex,Belmont,6,President,,,All Other Write-in Votes,7
Middlesex,Belmont,6,President,,,MCMULLIN & JOHNSON,5
Middlesex,Belmont,6,President,,,ROMNEY,2
Middlesex,Belmont,6,President,,,SANDERS,9
Middlesex,Belmont,6,President,,,KASICH,2
Middlesex,Belmont,6,President,,,BLUMBERG,1
Middlesex,Belmont,6,President,,,RYAN,0
Middlesex,Belmont,7,President,,,Blank,19
Middlesex,Belmont,7,President,,Democratic,CLINTON & KAINE,1339
Middlesex,Belmont,7,President,,Libertarian,JOHNSON & WELD,74
Middlesex,Belmont,7,President,,Green-Rainbow,STEIN & BARAKA,48
Middlesex,Belmont,7,President,,Republican,TRUMP & PENCE,345
Middlesex,Belmont,7,President,,,All Other Write-in Votes,16
Middlesex,Belmont,7,President,,,MCMULLIN & JOHNSON,6
Middlesex,Belmont,7,President,,,ROMNEY,10
Middlesex,Belmont,7,President,,,SANDERS,8
Middlesex,Belmont,7,President,,,KASICH,3
Middlesex,Belmont,7,President,,,BLUMBERG,0
Middlesex,Belmont,7,President,,,RYAN,0
Middlesex,Belmont,8,President,,,Blank,34
Middlesex,Belmont,8,President,,Democratic,CLINTON & KAINE,1249
Middlesex,Belmont,8,President,,Libertarian,JOHNSON & WELD,77
Middlesex,Belmont,8,President,,Green-Rainbow,STEIN & BARAKA,28
Middlesex,Belmont,8,President,,Republican,TRUMP & PENCE,544
Middlesex,Belmont,8,President,,,All Other Write-in Votes,5
Middlesex,Belmont,8,President,,,MCMULLIN & JOHNSON,11
Middlesex,Belmont,8,President,,,ROMNEY,6
Middlesex,Belmont,8,President,,,SANDERS,9
Middlesex,Belmont,8,President,,,KASICH,3
Middlesex,Belmont,8,President,,,BLUMBERG,3
Middlesex,Belmont,8,President,,,RYAN,2
Middlesex,Belmont,Total,President,,,Blank,216
Middlesex,Belmont,Total,President,,Democratic,CLINTON & KAINE,10252
Middlesex,Belmont,Total,President,,Libertarian,JOHNSON & WELD,561
Middlesex,Belmont,Total,President,,Green-Rainbow,STEIN & BARAKA,237
Middlesex,Belmont,Total,President,,Republican,TRUMP & PENCE,3106
Middlesex,Belmont,Total,President,,,All Other Write-in Votes,86
Middlesex,Belmont,Total,President,,,MCMULLIN & JOHNSON,64
Middlesex,Belmont,Total,President,,,ROMNEY,67
Middlesex,Belmont,Total,President,,,SANDERS,65
Middlesex,Belmont,Total,President,,,KASICH,23
Middlesex,Belmont,Total,President,,,BLUMBERG,8
Middlesex,Belmont,Total,President,,,RYAN,6
Middlesex,Belmont,1,U.S. House,5,,Times Blank Voted,449
Middlesex,Belmont,1,U.S. House,5,Democratic,KATHERINE M CLARK,1376
Middlesex,Belmont,1,U.S. House,5,,All Other Write-in Votes,16
Middlesex,Belmont,1,U.S. House,5,,MATTHEW SULLIVAN,0
Middlesex,Belmont,2,U.S. House,5,,Times Blank Voted,549
Middlesex,Belmont,2,U.S. House,5,Democratic,KATHERINE M CLARK,1380
Middlesex,Belmont,2,U.S. House,5,,All Other Write-in Votes,17
Middlesex,Belmont,2,U.S. House,5,,MATTHEW SULLIVAN,0
Middlesex,Belmont,3,U.S. House,5,,Times Blank Voted,417
Middlesex,Belmont,3,U.S. House,5,Democratic,KATHERINE M CLARK,1392
Middlesex,Belmont,3,U.S. House,5,,All Other Write-in Votes,13
Middlesex,Belmont,3,U.S. House,5,,MATTHEW SULLIVAN,0
Middlesex,Belmont,4,U.S. House,5,,Times Blank Voted,341
Middlesex,Belmont,4,U.S. House,5,Democratic,KATHERINE M CLARK,1251
Middlesex,Belmont,4,U.S. House,5,,All Other Write-in Votes,10
Middlesex,Belmont,4,U.S. House,5,,MATTHEW SULLIVAN,1
Middlesex,Belmont,5,U.S. House,5,,Times Blank Voted,447
Middlesex,Belmont,5,U.S. House,5,Democratic,KATHERINE M CLARK,1330
Middlesex,Belmont,5,U.S. House,5,,All Other Write-in Votes,8
Middlesex,Belmont,5,U.S. House,5,,MATTHEW SULLIVAN,6
Middlesex,Belmont,6,U.S. House,5,,Times Blank Voted,420
Middlesex,Belmont,6,U.S. House,5,Democratic,KATHERINE M CLARK,1424
Middlesex,Belmont,6,U.S. House,5,,All Other Write-in Votes,5
Middlesex,Belmont,6,U.S. House,5,,MATTHEW SULLIVAN,0
Middlesex,Belmont,7,U.S. House,5,,Times Blank Voted,386
Middlesex,Belmont,7,U.S. House,5,Democratic,KATHERINE M CLARK,1472
Middlesex,Belmont,7,U.S. House,5,,All Other Write-in Votes,10
Middlesex,Belmont,7,U.S. House,5,,MATTHEW SULLIVAN,0
Middlesex,Belmont,8,U.S. House,5,,Times Blank Voted,632
Middlesex,Belmont,8,U.S. House,5,Democratic,KATHERINE M CLARK,1325
Middlesex,Belmont,8,U.S. House,5,,All Other Write-in Votes,9
Middlesex,Belmont,8,U.S. House,5,,MATTHEW SULLIVAN,5
Middlesex,Belmont,Total,U.S. House,5,,Times Blank Voted,3641
Middlesex,Belmont,Total,U.S. House,5,Democratic,KATHERINE M CLARK,10950
Middlesex,Belmont,Total,U.S. House,5,,All Other Write-in Votes,88
Middlesex,Belmont,Total,U.S. House,5,,MATTHEW SULLIVAN,12
Middlesex,Belmont,1,Councillor,3,,Times Blank Voted,611
Middlesex,Belmont,1,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1217
Middlesex,Belmont,1,Councillor,3,,Write-in Votes,13
Middlesex,Belmont,2,Councillor,3,,Times Blank Voted,678
Middlesex,Belmont,2,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1253
Middlesex,Belmont,2,Councillor,3,,Write-in Votes,15
Middlesex,Belmont,3,Councillor,3,,Times Blank Voted,539
Middlesex,Belmont,3,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1271
Middlesex,Belmont,3,Councillor,3,,Write-in Votes,12
Middlesex,Belmont,4,Councillor,3,,Times Blank Voted,408
Middlesex,Belmont,4,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1186
Middlesex,Belmont,4,Councillor,3,,Write-in Votes,9
Middlesex,Belmont,5,Councillor,3,,Times Blank Voted,544
Middlesex,Belmont,5,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1240
Middlesex,Belmont,5,Councillor,3,,Write-in Votes,7
Middlesex,Belmont,6,Councillor,3,,Times Blank Voted,566
Middlesex,Belmont,6,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1277
Middlesex,Belmont,6,Councillor,3,,Write-in Votes,6
Middlesex,Belmont,7,Councillor,3,,Times Blank Voted,470
Middlesex,Belmont,7,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1388
Middlesex,Belmont,7,Councillor,3,,Write-in Votes,10
Middlesex,Belmont,8,Councillor,3,,Times Blank Voted,715
Middlesex,Belmont,8,Councillor,3,Democratic,M.M. PETITTO DEVANEY,1248
Middlesex,Belmont,8,Councillor,3,,Write-in Votes,8
Middlesex,Belmont,Total,Councillor,3,,Times Blank Voted,4531
Middlesex,Belmont,Total,Councillor,3,Democratic,M.M. PETITTO DEVANEY,10080
Middlesex,Belmont,Total,Councillor,3,,Write-in Votes,80
Middlesex,Belmont,1,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,436
Middlesex,Belmont,1,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1394
Middlesex,Belmont,1,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,11
Middlesex,Belmont,2,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,562
Middlesex,Belmont,2,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1368
Middlesex,Belmont,2,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,16
Middlesex,Belmont,3,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,415
Middlesex,Belmont,3,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1399
Middlesex,Belmont,3,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,8
Middlesex,Belmont,4,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,342
Middlesex,Belmont,4,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1257
Middlesex,Belmont,4,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,4
Middlesex,Belmont,5,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,451
Middlesex,Belmont,5,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1328
Middlesex,Belmont,5,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,12
Middlesex,Belmont,6,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,435
Middlesex,Belmont,6,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1411
Middlesex,Belmont,6,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,3
Middlesex,Belmont,7,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,392
Middlesex,Belmont,7,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1464
Middlesex,Belmont,7,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,12
Middlesex,Belmont,8,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,595
Middlesex,Belmont,8,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,1366
Middlesex,Belmont,8,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,10
Middlesex,Belmont,Total,State Senate,2nd Middlesex and Suffolk,,Times Blank Voted,3628
Middlesex,Belmont,Total,State Senate,2nd Middlesex and Suffolk,Democratic,WILLIAM BROWNSBERGER,10987
Middlesex,Belmont,Total,State Senate,2nd Middlesex and Suffolk,,Write-in Votes,76
Middlesex,Belmont,1,State House,24th Middlesex,,Times Blank Voted,547
Middlesex,Belmont,1,State House,24th Middlesex,Democratic,DAVID M ROGERS,1283
Middlesex,Belmont,1,State House,24th Middlesex,,All Other Write-in Votes,11
Middlesex,Belmont,1,State House,24th Middlesex,,MATTHEW SULLIVAN,0
Middlesex,Belmont,2,State House,24th Middlesex,,Times Blank Voted,643
Middlesex,Belmont,2,State House,24th Middlesex,Democratic,DAVID M ROGERS,1292
Middlesex,Belmont,2,State House,24th Middlesex,,All Other Write-in Votes,9
Middlesex,Belmont,2,State House,24th Middlesex,,MATTHEW SULLIVAN,2
Middlesex,Belmont,3,State House,24th Middlesex,,Times Blank Voted,490
Middlesex,Belmont,3,State House,24th Middlesex,Democratic,DAVID M ROGERS,1324
Middlesex,Belmont,3,State House,24th Middlesex,,All Other Write-in Votes,4
Middlesex,Belmont,3,State House,24th Middlesex,,MATTHEW SULLIVAN,4
Middlesex,Belmont,4,State House,24th Middlesex,,Times Blank Voted,394
Middlesex,Belmont,4,State House,24th Middlesex,Democratic,DAVID M ROGERS,1200
Middlesex,Belmont,4,State House,24th Middlesex,,All Other Write-in Votes,9
Middlesex,Belmont,4,State House,24th Middlesex,,MATTHEW SULLIVAN,0
Middlesex,Belmont,5,State House,24th Middlesex,,Times Blank Voted,493
Middlesex,Belmont,5,State House,24th Middlesex,Democratic,DAVID M ROGERS,1276
Middlesex,Belmont,5,State House,24th Middlesex,,All Other Write-in Votes,8
Middlesex,Belmont,5,State House,24th Middlesex,,MATTHEW SULLIVAN,14
