town,ward,precinct,office,district,party,candidate,votes
Abington,,5,State House,7th Plymouth,,Blank Votes,477
Abington,,5,State House,7th Plymouth,,Total Votes Cast,1887
Abington,,5,President,,,All Others,20
Abington,,5,State House,7th Plymouth,Republican,Geoff Diehl,1398
Abington,,5,U.S. House,8th,Republican,William Burke,643
Acton,,1,U.S. House,3rd,,Total Votes Cast,2084
Acton,,1,State Senate,Middlesex and Worcester,,Total Votes Cast,2084
Acton,,1,U.S. House,3rd,,Blank Votes,73
Acton,,1,President,,Green-rainbow,Stein and Baraka,30
Acton,,1,President,,(Write-In),Moorehead and Lilly,0
Acton,,1,State Senate,Middlesex and Worcester,,Blank Votes,231
Acton,,1,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,1,President,,,No Preference,0
Acton,,1,State House,14th Middlesex,Green-rainbow,Daniel L. Factor,96
Acton,,1,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1337
Acton,,1,President,,Republican,Trump and Pence,438
Acton,,1,State House,14th Middlesex,Republican,Helen Brady,616
Acton,,1,State Senate,Middlesex and Worcester,,All Others,2
Acton,,1,President,,(Write-In),Mcmullin and Johnson,4
Acton,,1,U.S. House,3rd,,All Others,2
Acton,,1,President,,Democratic,Clinton and Kaine,1459
Acton,,1,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,1,President,,Libertarian,Johnson and Weld,89
Acton,,1,State Senate,Middlesex and Worcester,Republican,Ted Busiek,443
Acton,,1,President,,(Write-In),Schoenke and Mitchel,0
Acton,,1,State House,14th Middlesex,Democratic,Cory Atkins,1250
Acton,,1,U.S. House,3rd,Republican,Ann Wofford,537
Acton,,1,State House,14th Middlesex,,Blank Votes,121
Acton,,1,President,,,Total Votes Cast,2084
Acton,,1,U.S. House,3rd,Democratic,Nicola S. Tsongas,1472
Acton,,1,State House,14th Middlesex,,Total Votes Cast,2084
Acton,,1,President,,,All Others,27
Acton,,1,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,71
Acton,,1,President,,,Blank Votes,37
Acton,,1,State House,14th Middlesex,,All Others,1
Acton,,2,U.S. House,3rd,Democratic,Nicola S. Tsongas,1582
Acton,,2,U.S. House,3rd,,Total Votes Cast,2228
Acton,,2,President,,,Blank Votes,33
Acton,,2,President,,(Write-In),Moorehead and Lilly,0
Acton,,2,President,,Democratic,Clinton and Kaine,1550
Acton,,2,State House,14th Middlesex,,All Others,5
Acton,,2,President,,,No Preference,0
Acton,,2,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,2,President,,Libertarian,Johnson and Weld,96
Acton,,2,President,,,Total Votes Cast,2228
Acton,,2,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,2,President,,Republican,Trump and Pence,480
Acton,,2,President,,(Write-In),Schoenke and Mitchel,0
Acton,,2,State House,14th Middlesex,,Total Votes Cast,2228
Acton,,2,State House,14th Middlesex,Green-rainbow,Daniel L. Factor,90
Acton,,2,State House,14th Middlesex,Democratic,Cory Atkins,1326
Acton,,2,U.S. House,3rd,Republican,Ann Wofford,583
Acton,,2,President,,Green-rainbow,Stein and Baraka,26
Acton,,2,U.S. House,3rd,,Blank Votes,60
Acton,,2,State Senate,Middlesex and Worcester,,All Others,3
Acton,,2,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1465
Acton,,2,President,,(Write-In),Mcmullin and Johnson,8
Acton,,2,State House,14th Middlesex,,Blank Votes,114
Acton,,2,State House,14th Middlesex,Republican,Helen Brady,693
Acton,,2,State Senate,Middlesex and Worcester,,Total Votes Cast,2228
Acton,,2,State Senate,Middlesex and Worcester,,Blank Votes,204
Acton,,2,President,,,All Others,35
Acton,,2,U.S. House,3rd,,All Others,3
Acton,,2,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,68
Acton,,2,State Senate,Middlesex and Worcester,Republican,Ted Busiek,488
Acton,,3,State Senate,Middlesex and Worcester,,Blank Votes,144
Acton,,3,State Senate,Middlesex and Worcester,Republican,Ted Busiek,427
Acton,,3,President,,,All Others,43
Acton,,3,President,,(Write-In),Moorehead and Lilly,0
Acton,,3,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,3,President,,Green-rainbow,Stein and Baraka,44
Acton,,3,State House,37th Middlesex,Democratic,Jennifer E. Benson,1679
Acton,,3,President,,,No Preference,0
Acton,,3,State House,37th Middlesex,,Total Votes Cast,2235
Acton,,3,U.S. House,3rd,,Total Votes Cast,2235
Acton,,3,U.S. House,3rd,Republican,Ann Wofford,541
Acton,,3,President,,Democratic,Clinton and Kaine,1580
Acton,,3,State House,37th Middlesex,,All Others,34
Acton,,3,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,3,President,,(Write-In),Mcmullin and Johnson,14
Acton,,3,U.S. House,3rd,,All Others,3
Acton,,3,President,,,Blank Votes,29
Acton,,3,State Senate,Middlesex and Worcester,,All Others,4
Acton,,3,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1565
Acton,,3,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,95
Acton,,3,President,,Republican,Trump and Pence,435
Acton,,3,President,,,Total Votes Cast,2235
Acton,,3,State Senate,Middlesex and Worcester,,Total Votes Cast,2235
Acton,,3,President,,(Write-In),Schoenke and Mitchel,0
Acton,,3,U.S. House,3rd,,Blank Votes,55
Acton,,3,U.S. House,3rd,Democratic,Nicola S. Tsongas,1636
Acton,,3,President,,Libertarian,Johnson and Weld,90
Acton,,3,State House,37th Middlesex,,Blank Votes,522
Acton,,4,State Senate,Middlesex and Worcester,,All Others,19
Acton,,4,President,,,Total Votes Cast,2312
Acton,,4,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,4,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,88
Acton,,4,President,,(Write-In),Schoenke and Mitchel,0
Acton,,4,U.S. House,3rd,Democratic,Nicola S. Tsongas,1735
Acton,,4,President,,Republican,Trump and Pence,414
Acton,,4,U.S. House,3rd,,Blank Votes,59
Acton,,4,President,,Green-rainbow,Stein and Baraka,45
Acton,,4,President,,Libertarian,Johnson and Weld,104
Acton,,4,State House,37th Middlesex,Democratic,Jennifer E. Benson,1804
Acton,,4,President,,,All Others,52
Acton,,4,President,,,Blank Votes,18
Acton,,4,State Senate,Middlesex and Worcester,Republican,Ted Busiek,377
Acton,,4,U.S. House,3rd,,All Others,18
Acton,,4,State House,37th Middlesex,,All Others,37
Acton,,4,State Senate,Middlesex and Worcester,,Total Votes Cast,2312
Acton,,4,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,4,President,,(Write-In),Moorehead and Lilly,0
Acton,,4,President,,,No Preference,0
Acton,,4,President,,Democratic,Clinton and Kaine,1675
Acton,,4,U.S. House,3rd,Republican,Ann Wofford,500
Acton,,4,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1666
Acton,,4,State House,37th Middlesex,,Total Votes Cast,2312
Acton,,4,U.S. House,3rd,,Total Votes Cast,2312
Acton,,4,President,,(Write-In),Mcmullin and Johnson,4
Acton,,4,State Senate,Middlesex and Worcester,,Blank Votes,162
Acton,,4,State House,37th Middlesex,,Blank Votes,471
Acton,,5,State House,37th Middlesex,,Blank Votes,468
Acton,,5,State Senate,Middlesex and Worcester,Republican,Ted Busiek,373
Acton,,5,State Senate,Middlesex and Worcester,,Blank Votes,182
Acton,,5,U.S. House,3rd,,Total Votes Cast,2167
Acton,,5,President,,,Blank Votes,36
Acton,,5,U.S. House,3rd,,Blank Votes,55
Acton,,5,U.S. House,3rd,Democratic,Nicola S. Tsongas,1648
Acton,,5,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1517
Acton,,5,State House,37th Middlesex,Democratic,Jennifer E. Benson,1685
Acton,,5,State Senate,Middlesex and Worcester,,All Others,3
Acton,,5,President,,Green-rainbow,Stein and Baraka,33
Acton,,5,President,,,Total Votes Cast,2167
Acton,,5,U.S. House,3rd,Republican,Ann Wofford,462
Acton,,5,State House,37th Middlesex,,All Others,14
Acton,,5,U.S. House,3rd,,All Others,2
Acton,,5,President,,Republican,Trump and Pence,387
Acton,,5,President,,Libertarian,Johnson and Weld,95
Acton,,5,President,,(Write-In),Mcmullin and Johnson,4
Acton,,5,President,,,All Others,32
Acton,,5,President,,(Write-In),Moorehead and Lilly,0
Acton,,5,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,5,State Senate,Middlesex and Worcester,,Total Votes Cast,2167
Acton,,5,President,,,No Preference,0
Acton,,5,State House,37th Middlesex,,Total Votes Cast,2167
Acton,,5,President,,Democratic,Clinton and Kaine,1580
Acton,,5,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,92
Acton,,5,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,5,President,,(Write-In),Schoenke and Mitchel,0
Acton,,6,State House,14th Middlesex,Republican,Helen Brady,584
Acton,,6,State Senate,Middlesex and Worcester,Republican,Ted Busiek,438
Acton,,6,State Senate,Middlesex and Worcester,Unenrolled,Terra Friedrichs,75
Acton,,6,President,,,No Preference,0
Acton,,6,State Senate,Middlesex and Worcester,,Total Votes Cast,1941
Acton,,6,State House,14th Middlesex,Green-rainbow,Daniel L. Factor,70
Acton,,6,President,,Republican,Trump and Pence,401
Acton,,6,State Senate,Middlesex and Worcester,Democratic,James B. Eldridge,1235
Acton,,6,President,,,Total Votes Cast,1941
Acton,,6,President,,Democratic,Clinton and Kaine,1354
Acton,,6,State House,14th Middlesex,,Blank Votes,102
Acton,,6,U.S. House,3rd,Republican,Ann Wofford,501
Acton,,6,State House,14th Middlesex,,All Others,3
Acton,,6,State House,14th Middlesex,,Total Votes Cast,1941
Acton,,6,U.S. House,3rd,Democratic,Nicola S. Tsongas,1380
Acton,,6,U.S. House,3rd,,Blank Votes,57
Acton,,6,State House,14th Middlesex,Democratic,Cory Atkins,1182
Acton,,6,President,,(Write-In),Feegbeh and O'Brien,0
Acton,,6,State Senate,Middlesex and Worcester,,Blank Votes,190
Acton,,6,President,,Green-rainbow,Stein and Baraka,30
Acton,,6,President,,Libertarian,Johnson and Weld,78
Acton,,6,President,,(Write-In),Mcmullin and Johnson,6
Acton,,6,President,,(Write-In),Moorehead and Lilly,0
Acton,,6,President,,,Blank Votes,31
Acton,,6,State Senate,Middlesex and Worcester,,All Others,3
Acton,,6,President,,,All Others,41
Acton,,6,U.S. House,3rd,,All Others,3
Acton,,6,President,,(Write-In),Schoenke and Mitchel,0
Acton,,6,President,,(Write-In),Kotlikoff and Leamer,0
Acton,,6,U.S. House,3rd,,Total Votes Cast,1941
Acushnet,,1,President,,(Write-In),Mcmullin and Johnson,5
Acushnet,,1,U.S. House,9th,Unenrolled,Christopher D. Cataldo,32
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,Blank Votes,366
Acushnet,,1,U.S. House,9th,,All Others,1
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1702
Acushnet,,1,President,,Republican,Trump and Pence,786
Acushnet,,1,U.S. House,9th,Democratic,William Richard Keating,805
Acushnet,,1,President,,(Write-In),Kotlikoff and Leamer,0
Acushnet,,1,President,,Democratic,Clinton and Kaine,783
Acushnet,,1,State House,11th Bristol,,Total Votes Cast,1702
Acushnet,,1,State Senate,2nd Bristol and Plymouth,,All Others,7
Acushnet,,1,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1329
Acushnet,,1,President,,Libertarian,Johnson and Weld,58
Acushnet,,1,U.S. House,9th,,Total Votes Cast,1702
Acushnet,,1,State House,11th Bristol,Democratic,Robert M. Koczera,1312
Acushnet,,1,President,,,Blank Votes,30
Acushnet,,1,U.S. House,9th,Unenrolled,Paul J. Harrington,173
Acushnet,,1,President,,,All Others,14
Acushnet,,1,President,,,No Preference,0
Acushnet,,1,State House,11th Bristol,,Blank Votes,383
Acushnet,,1,U.S. House,9th,,Blank Votes,159
Acushnet,,1,President,,Green-rainbow,Stein and Baraka,26
Acushnet,,1,U.S. House,9th,Unenrolled,Anna Grace Raduc,37
Acushnet,,1,President,,(Write-In),Schoenke and Mitchel,0
Acushnet,,1,U.S. House,9th,Republican,Mark C. Alliegro,495
Acushnet,,1,State House,11th Bristol,,All Others,7
Acushnet,,1,President,,(Write-In),Feegbeh and O'Brien,0
Acushnet,,1,President,,(Write-In),Moorehead and Lilly,0
Acushnet,,1,President,,,Total Votes Cast,1702
Acushnet,,2,U.S. House,9th,Unenrolled,Christopher D. Cataldo,33
Acushnet,,2,State House,11th Bristol,,All Others,10
Acushnet,,2,President,,(Write-In),Mcmullin and Johnson,0
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,Blank Votes,433
Acushnet,,2,U.S. House,9th,,Total Votes Cast,1958
Acushnet,,2,President,,(Write-In),Feegbeh and O'Brien,0
Acushnet,,2,President,,Democratic,Clinton and Kaine,756
Acushnet,,2,State House,11th Bristol,,Blank Votes,477
Acushnet,,2,President,,Green-rainbow,Stein and Baraka,29
Acushnet,,2,President,,(Write-In),Schoenke and Mitchel,0
Acushnet,,2,President,,,No Preference,0
Acushnet,,2,U.S. House,9th,Unenrolled,Paul J. Harrington,182
Acushnet,,2,President,,,All Others,29
Acushnet,,2,President,,,Total Votes Cast,1958
Acushnet,,2,U.S. House,9th,Republican,Mark C. Alliegro,659
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,1958
Acushnet,,2,State House,11th Bristol,Democratic,Robert M. Koczera,1471
Acushnet,,2,State Senate,2nd Bristol and Plymouth,,All Others,13
Acushnet,,2,State House,11th Bristol,,Total Votes Cast,1958
Acushnet,,2,U.S. House,9th,,All Others,0
Acushnet,,2,President,,(Write-In),Kotlikoff and Leamer,0
Acushnet,,2,U.S. House,9th,Unenrolled,Anna Grace Raduc,25
Acushnet,,2,President,,Libertarian,Johnson and Weld,57
Acushnet,,2,U.S. House,9th,,Blank Votes,168
Acushnet,,2,President,,Republican,Trump and Pence,1043
Acushnet,,2,President,,(Write-In),Moorehead and Lilly,0
Acushnet,,2,U.S. House,9th,Democratic,William Richard Keating,891
Acushnet,,2,President,,,Blank Votes,44
Acushnet,,2,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1512
Acushnet,,3,U.S. House,9th,Unenrolled,Anna Grace Raduc,27
Acushnet,,3,State House,11th Bristol,Democratic,Robert M. Koczera,1571
Acushnet,,3,President,,(Write-In),Feegbeh and O'Brien,0
Acushnet,,3,U.S. House,9th,,Total Votes Cast,2012
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,All Others,12
Acushnet,,3,President,,(Write-In),Mcmullin and Johnson,0
Acushnet,,3,U.S. House,9th,Republican,Mark C. Alliegro,642
Acushnet,,3,President,,(Write-In),Kotlikoff and Leamer,0
Acushnet,,3,President,,,Total Votes Cast,2012
Acushnet,,3,President,,Libertarian,Johnson and Weld,59
Acushnet,,3,U.S. House,9th,Unenrolled,Paul J. Harrington,187
Acushnet,,3,President,,Green-rainbow,Stein and Baraka,32
Acushnet,,3,President,,,All Others,22
Acushnet,,3,President,,(Write-In),Schoenke and Mitchel,0
Acushnet,,3,President,,,No Preference,0
Acushnet,,3,U.S. House,9th,,Blank Votes,188
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,Total Votes Cast,2012
Acushnet,,3,State House,11th Bristol,,Total Votes Cast,2012
Acushnet,,3,President,,(Write-In),Moorehead and Lilly,0
Acushnet,,3,President,,Democratic,Clinton and Kaine,862
Acushnet,,3,State House,11th Bristol,,All Others,9
Acushnet,,3,President,,,Blank Votes,32
Acushnet,,3,State House,11th Bristol,,Blank Votes,432
Acushnet,,3,U.S. House,9th,Democratic,William Richard Keating,940
Acushnet,,3,U.S. House,9th,,All Others,1
Acushnet,,3,State Senate,2nd Bristol and Plymouth,Democratic,Mark C. Montigny,1587
Acushnet,,3,President,,Republican,Trump and Pence,1005
Acushnet,,3,U.S. House,9th,Unenrolled,Christopher D. Cataldo,27
Acushnet,,3,State Senate,2nd Bristol and Plymouth,,Blank Votes,413
Adams,,1,U.S. House,1st,Unenrolled,Frederick O. Mayock,124
Adams,,1,U.S. House,1st,Libertarian,Thomas T. Simmons,80
Adams,,1,President,,,Blank Votes,15
Adams,,1,State House,1st Berkshire,,Total Votes Cast,767
Adams,,1,President,,(Write-In),Moorehead and Lilly,0
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,All Others,0
Adams,,1,State House,1st Berkshire,,All Others,3
Adams,,1,U.S. House,1st,,Total Votes Cast,767
Adams,,1,State House,1st Berkshire,,Blank Votes,111
Adams,,1,U.S. House,1st,Democratic,Richard E. Neal,510
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Adam G. Hinds,516
Adams,,1,President,,Green-rainbow,Stein and Baraka,20
Adams,,1,President,,(Write-In),Schoenke and Mitchel,0
Adams,,1,President,,(Write-In),Mcmullin and Johnson,0
Adams,,1,State House,1st Berkshire,Democratic,Gailanne M. Cariddi,653
Adams,,1,President,,(Write-In),Feegbeh and O'Brien,0
Adams,,1,U.S. House,1st,,Blank Votes,53
Adams,,1,President,,,All Others,5
Adams,,1,President,,,No Preference,0
Adams,,1,President,,Republican,Trump and Pence,255
Adams,,1,President,,(Write-In),Kotlikoff and Leamer,0
Adams,,1,U.S. House,1st,,All Others,0
Adams,,1,President,,Libertarian,Johnson and Weld,33
Adams,,1,President,,,Total Votes Cast,767
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,767
Adams,,1,President,,Democratic,Clinton and Kaine,439
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",Republican,Christine M. Canning,211
Adams,,1,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,40
Adams,,2,President,,(Write-In),Kotlikoff and Leamer,0
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,47
Adams,,2,President,,(Write-In),Schoenke and Mitchel,0
Adams,,2,U.S. House,1st,Democratic,Richard E. Neal,531
Adams,,2,President,,(Write-In),Moorehead and Lilly,0
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",Democratic,Adam G. Hinds,522
Adams,,2,U.S. House,1st,,Total Votes Cast,829
Adams,,2,President,,(Write-In),Mcmullin and Johnson,0
Adams,,2,State House,1st Berkshire,,All Others,3
Adams,,2,President,,Libertarian,Johnson and Weld,44
Adams,,2,President,,Green-rainbow,Stein and Baraka,17
Adams,,2,President,,Republican,Trump and Pence,270
Adams,,2,President,,,Total Votes Cast,829
Adams,,2,U.S. House,1st,,All Others,0
Adams,,2,State House,1st Berkshire,,Total Votes Cast,829
Adams,,2,U.S. House,1st,Libertarian,Thomas T. Simmons,100
Adams,,2,U.S. House,1st,Unenrolled,Frederick O. Mayock,135
Adams,,2,President,,,Blank Votes,12
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",Republican,Christine M. Canning,259
Adams,,2,President,,,All Others,10
Adams,,2,President,,(Write-In),Feegbeh and O'Brien,0
Adams,,2,State House,1st Berkshire,,Blank Votes,133
Adams,,2,State House,1st Berkshire,Democratic,Gailanne M. Cariddi,693
Adams,,2,President,,,No Preference,0
Adams,,2,U.S. House,1st,,Blank Votes,63
Adams,,2,President,,Democratic,Clinton and Kaine,476
Adams,,2,State Senate,"Berkshire, Hampshire and Franklin",,Total Votes Cast,829
Adams,,3,President,,(Write-In),Mcmullin and Johnson,3
Adams,,3,President,,Libertarian,Johnson and Weld,36
Adams,,3,State House,1st Berkshire,,All Others,1
Adams,,3,U.S. House,1st,Democratic,Richard E. Neal,529
Adams,,3,U.S. House,1st,,Blank Votes,60
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",,Blank Votes,47
Adams,,3,President,,Green-rainbow,Stein and Baraka,17
Adams,,3,President,,Republican,Trump and Pence,268
Adams,,3,State House,1st Berkshire,Democratic,Gailanne M. Cariddi,659
Adams,,3,President,,,Total Votes Cast,819
Adams,,3,State House,1st Berkshire,,Total Votes Cast,819
Adams,,3,U.S. House,1st,,All Others,1
Adams,,3,State House,1st Berkshire,,Blank Votes,159
Adams,,3,State Senate,"Berkshire, Hampshire and Franklin",,All Others,1
Adams,,3,U.S. House,1st,Unenrolled,Frederick O. Mayock,131
