county,town,precinct,office,district,party,candidate,votes
Barnstable,Falmouth,,U.S. House,9,Independent,Paul J Harrington,904
Barnstable,Falmouth,,U.S. House,9,Unenrolled,Anna Grace Raduc,96
Barnstable,Falmouth,,U.S. House,9,,Write-in Votes,13
Barnstable,Falmouth,,U.S. House,9,,Blank,895
Barnstable,Falmouth,1,Councillor,1,Democratic,Joseph C Ferreira,1728
Barnstable,Falmouth,1,Councillor,1,,Write-in Votes,5
Barnstable,Falmouth,1,Councillor,1,,Blank,749
Barnstable,Falmouth,2,Councillor,1,Democratic,Joseph C Ferreira,1560
Barnstable,Falmouth,2,Councillor,1,,Write-in Votes,13
Barnstable,Falmouth,2,Councillor,1,,Blank,689
Barnstable,Falmouth,3,Councillor,1,Democratic,Joseph C Ferreira,1456
Barnstable,Falmouth,3,Councillor,1,,Write-in Votes,9
Barnstable,Falmouth,3,Councillor,1,,Blank,648
Barnstable,Falmouth,4,Councillor,1,Democratic,Joseph C Ferreira,1587
Barnstable,Falmouth,4,Councillor,1,,Write-in Votes,10
Barnstable,Falmouth,4,Councillor,1,,Blank,659
Barnstable,Falmouth,5,Councillor,1,Democratic,Joseph C Ferreira,1658
Barnstable,Falmouth,5,Councillor,1,,Write-in Votes,15
Barnstable,Falmouth,5,Councillor,1,,Blank,803
Barnstable,Falmouth,6,Councillor,1,Democratic,Joseph C Ferreira,1548
Barnstable,Falmouth,6,Councillor,1,,Write-in Votes,12
Barnstable,Falmouth,6,Councillor,1,,Blank,744
Barnstable,Falmouth,7,Councillor,1,Democratic,Joseph C Ferreira,1524
Barnstable,Falmouth,7,Councillor,1,,Write-in Votes,9
Barnstable,Falmouth,7,Councillor,1,,Blank,636
Barnstable,Falmouth,8,Councillor,1,Democratic,Joseph C Ferreira,1419
Barnstable,Falmouth,8,Councillor,1,,Write-in Votes,16
Barnstable,Falmouth,8,Councillor,1,,Blank,731
Barnstable,Falmouth,9,Councillor,1,Democratic,Joseph C Ferreira,1452
Barnstable,Falmouth,9,Councillor,1,,Write-in Votes,16
Barnstable,Falmouth,9,Councillor,1,,Blank,578
Barnstable,Falmouth,,Councillor,1,Democratic,Joseph C Ferreira,13932
Barnstable,Falmouth,,Councillor,1,,Write-in Votes,105
Barnstable,Falmouth,,Councillor,1,,Blank,6237
Barnstable,Falmouth,1,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1308
Barnstable,Falmouth,1,State Senate,Plymouth and Barnstable,,Write-in Votes,19
Barnstable,Falmouth,1,State Senate,Plymouth and Barnstable,,Blank,1155
Barnstable,Falmouth,2,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1336
Barnstable,Falmouth,2,State Senate,Plymouth and Barnstable,,Write-in Votes,16
Barnstable,Falmouth,2,State Senate,Plymouth and Barnstable,,Blank,910
Barnstable,Falmouth,3,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1344
Barnstable,Falmouth,3,State Senate,Plymouth and Barnstable,,Write-in Votes,15
Barnstable,Falmouth,3,State Senate,Plymouth and Barnstable,,Blank,754
Barnstable,Falmouth,4,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1486
Barnstable,Falmouth,4,State Senate,Plymouth and Barnstable,,Write-in Votes,23
Barnstable,Falmouth,4,State Senate,Plymouth and Barnstable,,Blank,747
Barnstable,Falmouth,5,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1600
Barnstable,Falmouth,5,State Senate,Plymouth and Barnstable,,Write-in Votes,14
Barnstable,Falmouth,5,State Senate,Plymouth and Barnstable,,Blank,862
Barnstable,Falmouth,6,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1398
Barnstable,Falmouth,6,State Senate,Plymouth and Barnstable,,Write-in Votes,17
Barnstable,Falmouth,6,State Senate,Plymouth and Barnstable,,Blank,889
Barnstable,Falmouth,7,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1453
Barnstable,Falmouth,7,State Senate,Plymouth and Barnstable,,Write-in Votes,19
Barnstable,Falmouth,7,State Senate,Plymouth and Barnstable,,Blank,697
Barnstable,Falmouth,8,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1444
Barnstable,Falmouth,8,State Senate,Plymouth and Barnstable,,Write-in Votes,13
Barnstable,Falmouth,8,State Senate,Plymouth and Barnstable,,Blank,709
Barnstable,Falmouth,9,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,1372
Barnstable,Falmouth,9,State Senate,Plymouth and Barnstable,,Write-in Votes,15
Barnstable,Falmouth,9,State Senate,Plymouth and Barnstable,,Blank,659
Barnstable,Falmouth,,State Senate,Plymouth and Barnstable,Republican,Vinny M deMacedo,12741
Barnstable,Falmouth,,State Senate,Plymouth and Barnstable,,Write-in Votes,151
Barnstable,Falmouth,,State Senate,Plymouth and Barnstable,,Blank,7382
Barnstable,Falmouth,3,State House,Barnstable 3,Republican,David T. Vieira,1029
Barnstable,Falmouth,3,State House,Barnstable 3,Democratic,Matthew C Patrick,942
Barnstable,Falmouth,3,State House,Barnstable 3,,Write-in Votes,0
Barnstable,Falmouth,3,State House,Barnstable 3,,Blank,142
Barnstable,Falmouth,4,State House,Barnstable 3,Republican,David T. Vieira,1099
Barnstable,Falmouth,4,State House,Barnstable 3,Democratic,Matthew C Patrick,1027
Barnstable,Falmouth,4,State House,Barnstable 3,,Write-in Votes,3
Barnstable,Falmouth,4,State House,Barnstable 3,,Blank,127
Barnstable,Falmouth,7,State House,Barnstable 3,Republican,David T. Vieira,1091
Barnstable,Falmouth,7,State House,Barnstable 3,Democratic,Matthew C Patrick,958
Barnstable,Falmouth,7,State House,Barnstable 3,,Write-in Votes,0
Barnstable,Falmouth,7,State House,Barnstable 3,,Blank,120
Barnstable,Falmouth,8,State House,Barnstable 3,Republican,David T. Vieira,1154
Barnstable,Falmouth,8,State House,Barnstable 3,Democratic,Matthew C Patrick,882
Barnstable,Falmouth,8,State House,Barnstable 3,,Write-in Votes,3
Barnstable,Falmouth,8,State House,Barnstable 3,,Blank,127
Barnstable,Falmouth,9,State House,Barnstable 3,Republican,David T. Vieira,1024
Barnstable,Falmouth,9,State House,Barnstable 3,Democratic,Matthew C Patrick,924
Barnstable,Falmouth,9,State House,Barnstable 3,,Write-in Votes,0
Barnstable,Falmouth,9,State House,Barnstable 3,,Blank,98
Barnstable,Falmouth,,State House,Barnstable 3,Republican,David T. Vieira,5397
Barnstable,Falmouth,,State House,Barnstable 3,Democratic,Matthew C Patrick,4733
Barnstable,Falmouth,,State House,Barnstable 3,,Write-in Votes,6
Barnstable,Falmouth,,State House,Barnstable 3,,Blank,614
Barnstable,Falmouth,1,State House,"Barnstable, Dules and Nantucket",Democratic,Dylan A Fernandes,1826
Barnstable,Falmouth,1,State House,"Barnstable, Dules and Nantucket",Independent,Jacob Ferry,139
Barnstable,Falmouth,1,State House,"Barnstable, Dules and Nantucket",Independent,Tobias Glidden,240
Barnstable,Falmouth,1,State House,"Barnstable, Dules and Nantucket",,Write-in Votes,1
Barnstable,Falmouth,1,State House,"Barnstable, Dules and Nantucket",,Blank,276
Barnstable,Falmouth,2,State House,"Barnstable, Dules and Nantucket",Democratic,Dylan A Fernandes,1470
Barnstable,Falmouth,2,State House,"Barnstable, Dules and Nantucket",Independent,Jacob Ferry,174
Barnstable,Falmouth,2,State House,"Barnstable, Dules and Nantucket",Independent,Tobias Glidden,269
Barnstable,Falmouth,2,State House,"Barnstable, Dules and Nantucket",,Write-in Votes,4
Barnstable,Falmouth,2,State House,"Barnstable, Dules and Nantucket",,Blank,345
Barnstable,Falmouth,5,State House,"Barnstable, Dules and Nantucket",Democratic,Dylan A Fernandes,1555
Barnstable,Falmouth,5,State House,"Barnstable, Dules and Nantucket",Independent,Jacob Ferry,211
Barnstable,Falmouth,5,State House,"Barnstable, Dules and Nantucket",Independent,Tobias Glidden,316
Barnstable,Falmouth,5,State House,"Barnstable, Dules and Nantucket",,Write-in Votes,7
Barnstable,Falmouth,5,State House,"Barnstable, Dules and Nantucket",,Blank,387
Barnstable,Falmouth,6,State House,"Barnstable, Dules and Nantucket",Democratic,Dylan A Fernandes,1506
Barnstable,Falmouth,6,State House,"Barnstable, Dules and Nantucket",Independent,Jacob Ferry,182
Barnstable,Falmouth,6,State House,"Barnstable, Dules and Nantucket",Independent,Tobias Glidden,274
Barnstable,Falmouth,6,State House,"Barnstable, Dules and Nantucket",,Write-in Votes,4
Barnstable,Falmouth,6,State House,"Barnstable, Dules and Nantucket",,Blank,338
Barnstable,Falmouth,,State House,"Barnstable, Dules and Nantucket",Democratic,Dylan A Fernandes,6357
Barnstable,Falmouth,,State House,"Barnstable, Dules and Nantucket",Independent,Jacob Ferry,706
Barnstable,Falmouth,,State House,"Barnstable, Dules and Nantucket",Independent,Tobias Glidden,1099
Barnstable,Falmouth,,State House,"Barnstable, Dules and Nantucket",,Write-in Votes,16
Barnstable,Falmouth,,State House,"Barnstable, Dules and Nantucket",,Blank,1346
