county,town,precinct,office,district,party,candidate,votes
Barnstable,Falmouth,1,President,,Democratic,Clinton and  Kaine,1793
Barnstable,Falmouth,1,President,,Libertarian,Johnson and Weld,80
Barnstable,Falmouth,1,President,,Green-Rainbow,Stein and Baraka,30
Barnstable,Falmouth,1,President,,Republican,Trump and   Pence,513
Barnstable,Falmouth,1,President,,,McMullin and Johnson,0
Barnstable,Falmouth,1,President,,,Other Write-in,33
Barnstable,Falmouth,1,President,,,Blank,33
Barnstable,Falmouth,2,President,,Democratic,Clinton and  Kaine,1386
Barnstable,Falmouth,2,President,,Libertarian,Johnson and Weld,59
Barnstable,Falmouth,2,President,,Green-Rainbow,Stein and Baraka,37
Barnstable,Falmouth,2,President,,Republican,Trump and   Pence,707
Barnstable,Falmouth,2,President,,,McMullin and Johnson,0
Barnstable,Falmouth,2,President,,,Other Write-in,35
Barnstable,Falmouth,2,President,,,Blank,38
Barnstable,Falmouth,3,President,,Democratic,Clinton and  Kaine,1150
Barnstable,Falmouth,3,President,,Libertarian,Johnson and Weld,69
Barnstable,Falmouth,3,President,,Green-Rainbow,Stein and Baraka,22
Barnstable,Falmouth,3,President,,Republican,Trump and   Pence,810
Barnstable,Falmouth,3,President,,,McMullin and Johnson,3
Barnstable,Falmouth,3,President,,,Other Write-in,26
Barnstable,Falmouth,3,President,,,Blank,33
Barnstable,Falmouth,4,President,,Democratic,Clinton and  Kaine,1219
Barnstable,Falmouth,4,President,,Libertarian,Johnson and Weld,83
Barnstable,Falmouth,4,President,,Green-Rainbow,Stein and Baraka,22
Barnstable,Falmouth,4,President,,Republican,Trump and   Pence,859
Barnstable,Falmouth,4,President,,,McMullin and Johnson,1
Barnstable,Falmouth,4,President,,,Other Write-in,36
Barnstable,Falmouth,4,President,,,Blank,36
Barnstable,Falmouth,5,President,,Democratic,Clinton and  Kaine,1349
Barnstable,Falmouth,5,President,,Libertarian,Johnson and Weld,108
Barnstable,Falmouth,5,President,,Green-Rainbow,Stein and Baraka,33
Barnstable,Falmouth,5,President,,Republican,Trump and   Pence,886
Barnstable,Falmouth,5,President,,,McMullin and Johnson,5
Barnstable,Falmouth,5,President,,,Other Write-in,53
Barnstable,Falmouth,5,President,,,Blank,42
Barnstable,Falmouth,6,President,,Democratic,Clinton and  Kaine,1333
Barnstable,Falmouth,6,President,,Libertarian,Johnson and Weld,83
Barnstable,Falmouth,6,President,,Green-Rainbow,Stein and Baraka,29
Barnstable,Falmouth,6,President,,Republican,Trump and   Pence,771
Barnstable,Falmouth,6,President,,,McMullin and Johnson,1
Barnstable,Falmouth,6,President,,,Other Write-in,34
Barnstable,Falmouth,6,President,,,Blank,53
Barnstable,Falmouth,7,President,,Democratic,Clinton and  Kaine,1094
Barnstable,Falmouth,7,President,,Libertarian,Johnson and Weld,81
Barnstable,Falmouth,7,President,,Green-Rainbow,Stein and Baraka,28
Barnstable,Falmouth,7,President,,Republican,Trump and   Pence,913
Barnstable,Falmouth,7,President,,,McMullin and Johnson,2
Barnstable,Falmouth,7,President,,,Other Write-in,26
Barnstable,Falmouth,7,President,,,Blank,25
Barnstable,Falmouth,8,President,,Democratic,Clinton and  Kaine,1070
Barnstable,Falmouth,8,President,,Libertarian,Johnson and Weld,81
Barnstable,Falmouth,8,President,,Green-Rainbow,Stein and Baraka,42
Barnstable,Falmouth,8,President,,Republican,Trump and   Pence,907
Barnstable,Falmouth,8,President,,,McMullin and Johnson,2
Barnstable,Falmouth,8,President,,,Other Write-in,29
Barnstable,Falmouth,8,President,,,Blank,35
Barnstable,Falmouth,9,President,,Democratic,Clinton and  Kaine,1073
Barnstable,Falmouth,9,President,,Libertarian,Johnson and Weld,84
Barnstable,Falmouth,9,President,,Green-Rainbow,Stein and Baraka,30
Barnstable,Falmouth,9,President,,Republican,Trump and   Pence,799
Barnstable,Falmouth,9,President,,,McMullin and Johnson,0
Barnstable,Falmouth,9,President,,,Other Write-in,27
Barnstable,Falmouth,9,President,,,Blank,33
Barnstable,Falmouth,,President,,Democratic,Clinton and  Kaine,11467
Barnstable,Falmouth,,President,,Libertarian,Johnson and Weld,728
Barnstable,Falmouth,,President,,Green-Rainbow,Stein and Baraka,273
Barnstable,Falmouth,,President,,Republican,Trump and   Pence,7165
Barnstable,Falmouth,,President,,,McMullin and Johnson,14
Barnstable,Falmouth,,President,,,Other Write-in,299
Barnstable,Falmouth,,President,,,Blank,328
Barnstable,Falmouth,1,U.S. House,9,Democratic,William Richard Keating,1713
Barnstable,Falmouth,1,U.S. House,9,Republican,Mark C Alliegro,556
Barnstable,Falmouth,1,U.S. House,9,Unenrolled,Christopher D Cataldo,15
Barnstable,Falmouth,1,U.S. House,9,Independent,Paul J Harrington,77
Barnstable,Falmouth,1,U.S. House,9,Unenrolled,Anna Grace Raduc,9
Barnstable,Falmouth,1,U.S. House,9,,Write-in Votes,1
Barnstable,Falmouth,1,U.S. House,9,,Blank,111
Barnstable,Falmouth,2,U.S. House,9,Democratic,William Richard Keating,1367
Barnstable,Falmouth,2,U.S. House,9,Republican,Mark C Alliegro,662
Barnstable,Falmouth,2,U.S. House,9,Unenrolled,Christopher D Cataldo,17
Barnstable,Falmouth,2,U.S. House,9,Independent,Paul J Harrington,94
Barnstable,Falmouth,2,U.S. House,9,Unenrolled,Anna Grace Raduc,12
Barnstable,Falmouth,2,U.S. House,9,,Write-in Votes,1
Barnstable,Falmouth,2,U.S. House,9,,Blank,109
Barnstable,Falmouth,3,U.S. House,9,Democratic,William Richard Keating,1121
Barnstable,Falmouth,3,U.S. House,9,Republican,Mark C Alliegro,756
Barnstable,Falmouth,3,U.S. House,9,Unenrolled,Christopher D Cataldo,22
Barnstable,Falmouth,3,U.S. House,9,Independent,Paul J Harrington,113
Barnstable,Falmouth,3,U.S. House,9,Unenrolled,Anna Grace Raduc,11
Barnstable,Falmouth,3,U.S. House,9,,Write-in Votes,0
Barnstable,Falmouth,3,U.S. House,9,,Blank,90
Barnstable,Falmouth,4,U.S. House,9,Democratic,William Richard Keating,1183
Barnstable,Falmouth,4,U.S. House,9,Republican,Mark C Alliegro,861
Barnstable,Falmouth,4,U.S. House,9,Unenrolled,Christopher D Cataldo,18
Barnstable,Falmouth,4,U.S. House,9,Independent,Paul J Harrington,91
Barnstable,Falmouth,4,U.S. House,9,Unenrolled,Anna Grace Raduc,8
Barnstable,Falmouth,4,U.S. House,9,,Write-in Votes,1
Barnstable,Falmouth,4,U.S. House,9,,Blank,94
Barnstable,Falmouth,5,U.S. House,9,Democratic,William Richard Keating,1324
Barnstable,Falmouth,5,U.S. House,9,Republican,Mark C Alliegro,847
Barnstable,Falmouth,5,U.S. House,9,Unenrolled,Christopher D Cataldo,24
Barnstable,Falmouth,5,U.S. House,9,Independent,Paul J Harrington,146
Barnstable,Falmouth,5,U.S. House,9,Unenrolled,Anna Grace Raduc,17
Barnstable,Falmouth,5,U.S. House,9,,Write-in Votes,3
Barnstable,Falmouth,5,U.S. House,9,,Blank,115
Barnstable,Falmouth,6,U.S. House,9,Democratic,William Richard Keating,1259
Barnstable,Falmouth,6,U.S. House,9,Republican,Mark C Alliegro,784
Barnstable,Falmouth,6,U.S. House,9,Unenrolled,Christopher D Cataldo,14
Barnstable,Falmouth,6,U.S. House,9,Independent,Paul J Harrington,128
Barnstable,Falmouth,6,U.S. House,9,Unenrolled,Anna Grace Raduc,10
Barnstable,Falmouth,6,U.S. House,9,,Write-in Votes,1
Barnstable,Falmouth,6,U.S. House,9,,Blank,108
Barnstable,Falmouth,7,U.S. House,9,Democratic,William Richard Keating,1072
Barnstable,Falmouth,7,U.S. House,9,Republican,Mark C Alliegro,882
Barnstable,Falmouth,7,U.S. House,9,Unenrolled,Christopher D Cataldo,21
Barnstable,Falmouth,7,U.S. House,9,Independent,Paul J Harrington,95
Barnstable,Falmouth,7,U.S. House,9,Unenrolled,Anna Grace Raduc,9
Barnstable,Falmouth,7,U.S. House,9,,Write-in Votes,2
Barnstable,Falmouth,7,U.S. House,9,,Blank,88
Barnstable,Falmouth,8,U.S. House,9,Democratic,William Richard Keating,1090
Barnstable,Falmouth,8,U.S. House,9,Republican,Mark C Alliegro,875
Barnstable,Falmouth,8,U.S. House,9,Unenrolled,Christopher D Cataldo,16
Barnstable,Falmouth,8,U.S. House,9,Independent,Paul J Harrington,88
Barnstable,Falmouth,8,U.S. House,9,Unenrolled,Anna Grace Raduc,7
Barnstable,Falmouth,8,U.S. House,9,,Write-in Votes,2
Barnstable,Falmouth,8,U.S. House,9,,Blank,88
Barnstable,Falmouth,9,U.S. House,9,Democratic,William Richard Keating,1097
Barnstable,Falmouth,9,U.S. House,9,Republican,Mark C Alliegro,756
Barnstable,Falmouth,9,U.S. House,9,Unenrolled,Christopher D Cataldo,14
Barnstable,Falmouth,9,U.S. House,9,Independent,Paul J Harrington,72
Barnstable,Falmouth,9,U.S. House,9,Unenrolled,Anna Grace Raduc,13
Barnstable,Falmouth,9,U.S. House,9,,Write-in Votes,2
Barnstable,Falmouth,9,U.S. House,9,,Blank,92
Barnstable,Falmouth,,U.S. House,9,Democratic,William Richard Keating,11226
Barnstable,Falmouth,,U.S. House,9,Republican,Mark C Alliegro,6979
Barnstable,Falmouth,,U.S. House,9,Unenrolled,Christopher D Cataldo,161
