town,ward,precinct,office,district,party,candidate,votes
N. Andover,,4,U.S. Senate,,,Blank Votes,0
N. Andover,,5,U.S. Senate,,Democratic,Martha Coakley,254
N. Andover,,5,U.S. Senate,,,Blank Votes,0
N. Andover,,5,U.S. Senate,,,All Others,0
N. Andover,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,3
N. Andover,,5,U.S. Senate,,,Total Votes Cast,636
N. Andover,,5,U.S. Senate,,Republican,Scott P. Brown,379
N. Andover,,6,U.S. Senate,,Democratic,Martha Coakley,456
N. Andover,,6,U.S. Senate,,,Total Votes Cast,1699
N. Andover,,6,U.S. Senate,,Republican,Scott P. Brown,1230
N. Andover,,6,U.S. Senate,,,All Others,0
N. Andover,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
N. Andover,,6,U.S. Senate,,,Blank Votes,0
N. Andover,,7,U.S. Senate,,,Total Votes Cast,1699
N. Andover,,7,U.S. Senate,,,Blank Votes,0
N. Andover,,7,U.S. Senate,,Republican,Scott P. Brown,1054
N. Andover,,7,U.S. Senate,,Democratic,Martha Coakley,637
N. Andover,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
N. Andover,,7,U.S. Senate,,,All Others,0
N. Andover,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,16
N. Andover,,8,U.S. Senate,,,Total Votes Cast,1583
N. Andover,,8,U.S. Senate,,Democratic,Martha Coakley,474
N. Andover,,8,U.S. Senate,,,All Others,2
N. Andover,,8,U.S. Senate,,Republican,Scott P. Brown,1091
N. Andover,,8,U.S. Senate,,,Blank Votes,0
N. Attleborough,,1,U.S. Senate,,,Blank Votes,0
N. Attleborough,,1,U.S. Senate,,Republican,Scott P. Brown,484
N. Attleborough,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
N. Attleborough,,1,U.S. Senate,,,All Others,0
N. Attleborough,,1,U.S. Senate,,,Total Votes Cast,691
N. Attleborough,,1,U.S. Senate,,Democratic,Martha Coakley,198
N. Attleborough,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
N. Attleborough,,2,U.S. Senate,,Democratic,Martha Coakley,308
N. Attleborough,,2,U.S. Senate,,,Blank Votes,2
N. Attleborough,,2,U.S. Senate,,,All Others,0
N. Attleborough,,2,U.S. Senate,,Republican,Scott P. Brown,673
N. Attleborough,,2,U.S. Senate,,,Total Votes Cast,991
N. Attleborough,,3,U.S. Senate,,,Blank Votes,0
N. Attleborough,,3,U.S. Senate,,,Total Votes Cast,1750
N. Attleborough,,3,U.S. Senate,,Democratic,Martha Coakley,439
N. Attleborough,,3,U.S. Senate,,,All Others,0
N. Attleborough,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
N. Attleborough,,3,U.S. Senate,,Republican,Scott P. Brown,1298
N. Attleborough,,4,U.S. Senate,,,Total Votes Cast,828
N. Attleborough,,4,U.S. Senate,,Democratic,Martha Coakley,271
N. Attleborough,,4,U.S. Senate,,,Blank Votes,1
N. Attleborough,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
N. Attleborough,,4,U.S. Senate,,Republican,Scott P. Brown,547
N. Attleborough,,4,U.S. Senate,,,All Others,0
N. Attleborough,,5,U.S. Senate,,Democratic,Martha Coakley,258
N. Attleborough,,5,U.S. Senate,,,All Others,1
N. Attleborough,,5,U.S. Senate,,Republican,Scott P. Brown,677
N. Attleborough,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
N. Attleborough,,5,U.S. Senate,,,Blank Votes,3
N. Attleborough,,5,U.S. Senate,,,Total Votes Cast,947
N. Attleborough,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
N. Attleborough,,6,U.S. Senate,,Republican,Scott P. Brown,953
N. Attleborough,,6,U.S. Senate,,Democratic,Martha Coakley,337
N. Attleborough,,6,U.S. Senate,,,Total Votes Cast,1302
N. Attleborough,,6,U.S. Senate,,,All Others,0
N. Attleborough,,6,U.S. Senate,,,Blank Votes,1
N. Attleborough,,7,U.S. Senate,,Democratic,Martha Coakley,422
N. Attleborough,,7,U.S. Senate,,Republican,Scott P. Brown,1029
N. Attleborough,,7,U.S. Senate,,,Total Votes Cast,1464
N. Attleborough,,7,U.S. Senate,,,Blank Votes,0
N. Attleborough,,7,U.S. Senate,,,All Others,1
N. Attleborough,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
N. Attleborough,,8,U.S. Senate,,,All Others,1
N. Attleborough,,8,U.S. Senate,,Republican,Scott P. Brown,1193
N. Attleborough,,8,U.S. Senate,,Democratic,Martha Coakley,419
N. Attleborough,,8,U.S. Senate,,,Total Votes Cast,1626
N. Attleborough,,8,U.S. Senate,,,Blank Votes,5
N. Attleborough,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
N. Attleborough,,9,U.S. Senate,,,All Others,0
N. Attleborough,,9,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
N. Attleborough,,9,U.S. Senate,,Democratic,Martha Coakley,377
N. Attleborough,,9,U.S. Senate,,,Total Votes Cast,1335
N. Attleborough,,9,U.S. Senate,,Republican,Scott P. Brown,950
N. Attleborough,,9,U.S. Senate,,,Blank Votes,1
N. Brookfield,,1,U.S. Senate,,Republican,Scott P. Brown,1225
N. Brookfield,,1,U.S. Senate,,,Blank Votes,1
N. Brookfield,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,17
N. Brookfield,,1,U.S. Senate,,,Total Votes Cast,1771
N. Brookfield,,1,U.S. Senate,,,All Others,0
N. Brookfield,,1,U.S. Senate,,Democratic,Martha Coakley,528
N. Reading,,1,U.S. Senate,,Democratic,Martha Coakley,538
N. Reading,,1,U.S. Senate,,,All Others,1
N. Reading,,1,U.S. Senate,,,Blank Votes,0
N. Reading,,1,U.S. Senate,,,Total Votes Cast,1856
N. Reading,,1,U.S. Senate,,Republican,Scott P. Brown,1304
N. Reading,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
N. Reading,,2,U.S. Senate,,,Total Votes Cast,1444
N. Reading,,2,U.S. Senate,,Democratic,Martha Coakley,479
N. Reading,,2,U.S. Senate,,,All Others,1
N. Reading,,2,U.S. Senate,,,Blank Votes,1
N. Reading,,2,U.S. Senate,,Republican,Scott P. Brown,956
N. Reading,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
N. Reading,,3,U.S. Senate,,Democratic,Martha Coakley,500
N. Reading,,3,U.S. Senate,,,Total Votes Cast,1527
N. Reading,,3,U.S. Senate,,,Blank Votes,0
N. Reading,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
N. Reading,,3,U.S. Senate,,Republican,Scott P. Brown,1012
N. Reading,,3,U.S. Senate,,,All Others,1
N. Reading,,4,U.S. Senate,,Democratic,Martha Coakley,618
N. Reading,,4,U.S. Senate,,,Blank Votes,0
N. Reading,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,20
N. Reading,,4,U.S. Senate,,,Total Votes Cast,1742
N. Reading,,4,U.S. Senate,,Republican,Scott P. Brown,1103
N. Reading,,4,U.S. Senate,,,All Others,1
Nahant,,1,U.S. Senate,,,Total Votes Cast,1791
Nahant,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
Nahant,,1,U.S. Senate,,Republican,Scott P. Brown,880
Nahant,,1,U.S. Senate,,,Blank Votes,21
Nahant,,1,U.S. Senate,,Democratic,Martha Coakley,877
Nahant,,1,U.S. Senate,,,All Others,0
Nantucket,,1,U.S. Senate,,Democratic,Martha Coakley,2141
Nantucket,,1,U.S. Senate,,,All Others,4
Nantucket,,1,U.S. Senate,,,Blank Votes,2
Nantucket,,1,U.S. Senate,,,Total Votes Cast,4237
Nantucket,,1,U.S. Senate,,Republican,Scott P. Brown,2032
Nantucket,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,58
Natick,,1,U.S. Senate,,,All Others,0
Natick,,1,U.S. Senate,,,Total Votes Cast,940
Natick,,1,U.S. Senate,,Democratic,Martha Coakley,504
Natick,,1,U.S. Senate,,Republican,Scott P. Brown,425
Natick,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
Natick,,1,U.S. Senate,,,Blank Votes,0
Natick,,2,U.S. Senate,,,Total Votes Cast,1536
Natick,,2,U.S. Senate,,,Blank Votes,0
Natick,,2,U.S. Senate,,Republican,Scott P. Brown,749
Natick,,2,U.S. Senate,,Democratic,Martha Coakley,768
Natick,,2,U.S. Senate,,Unenrolled,Joseph L. Kennedy,16
Natick,,2,U.S. Senate,,,All Others,3
Natick,,3,U.S. Senate,,,All Others,1
Natick,,3,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
Natick,,3,U.S. Senate,,,Total Votes Cast,1501
Natick,,3,U.S. Senate,,,Blank Votes,0
Natick,,3,U.S. Senate,,Democratic,Martha Coakley,723
Natick,,3,U.S. Senate,,Republican,Scott P. Brown,772
Natick,,4,U.S. Senate,,Republican,Scott P. Brown,543
Natick,,4,U.S. Senate,,Democratic,Martha Coakley,626
Natick,,4,U.S. Senate,,,All Others,2
Natick,,4,U.S. Senate,,,Blank Votes,7
Natick,,4,U.S. Senate,,,Total Votes Cast,1193
Natick,,4,U.S. Senate,,Unenrolled,Joseph L. Kennedy,15
Natick,,5,U.S. Senate,,,Blank Votes,0
Natick,,5,U.S. Senate,,Democratic,Martha Coakley,674
Natick,,5,U.S. Senate,,,Total Votes Cast,1406
Natick,,5,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Natick,,5,U.S. Senate,,Republican,Scott P. Brown,725
Natick,,5,U.S. Senate,,,All Others,0
Natick,,6,U.S. Senate,,,Blank Votes,0
Natick,,6,U.S. Senate,,,Total Votes Cast,1499
Natick,,6,U.S. Senate,,Democratic,Martha Coakley,717
Natick,,6,U.S. Senate,,Republican,Scott P. Brown,768
Natick,,6,U.S. Senate,,Unenrolled,Joseph L. Kennedy,12
Natick,,6,U.S. Senate,,,All Others,2
Natick,,7,U.S. Senate,,Democratic,Martha Coakley,872
Natick,,7,U.S. Senate,,,Total Votes Cast,1596
Natick,,7,U.S. Senate,,Unenrolled,Joseph L. Kennedy,17
Natick,,7,U.S. Senate,,Republican,Scott P. Brown,707
Natick,,7,U.S. Senate,,,All Others,0
Natick,,7,U.S. Senate,,,Blank Votes,0
Natick,,8,U.S. Senate,,Unenrolled,Joseph L. Kennedy,18
Natick,,8,U.S. Senate,,Republican,Scott P. Brown,604
Natick,,8,U.S. Senate,,Democratic,Martha Coakley,698
Natick,,8,U.S. Senate,,,Total Votes Cast,1321
Natick,,8,U.S. Senate,,,Blank Votes,0
Natick,,8,U.S. Senate,,,All Others,1
Natick,,9,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
Natick,,9,U.S. Senate,,Republican,Scott P. Brown,719
Natick,,9,U.S. Senate,,,Total Votes Cast,1486
Natick,,9,U.S. Senate,,Democratic,Martha Coakley,752
Natick,,9,U.S. Senate,,,All Others,1
Natick,,9,U.S. Senate,,,Blank Votes,0
Natick,,10,U.S. Senate,,Democratic,Martha Coakley,877
Natick,,10,U.S. Senate,,,Total Votes Cast,1840
Natick,,10,U.S. Senate,,,All Others,1
Natick,,10,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
Natick,,10,U.S. Senate,,,Blank Votes,5
Natick,,10,U.S. Senate,,Republican,Scott P. Brown,947
Needham,,A,U.S. Senate,,Republican,Scott P. Brown,610
Needham,,A,U.S. Senate,,Democratic,Martha Coakley,636
Needham,,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
Needham,,A,U.S. Senate,,,All Others,1
Needham,,A,U.S. Senate,,,Blank Votes,0
Needham,,A,U.S. Senate,,,Total Votes Cast,1255
Needham,,B,U.S. Senate,,Democratic,Martha Coakley,686
Needham,,B,U.S. Senate,,Republican,Scott P. Brown,654
Needham,,B,U.S. Senate,,,Total Votes Cast,1346
Needham,,B,U.S. Senate,,,Blank Votes,0
Needham,,B,U.S. Senate,,,All Others,0
Needham,,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Needham,,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
Needham,,C,U.S. Senate,,Democratic,Martha Coakley,676
Needham,,C,U.S. Senate,,,Total Votes Cast,1358
Needham,,C,U.S. Senate,,Republican,Scott P. Brown,677
Needham,,C,U.S. Senate,,,Blank Votes,0
Needham,,C,U.S. Senate,,,All Others,0
Needham,,D,U.S. Senate,,,Blank Votes,0
Needham,,D,U.S. Senate,,,Total Votes Cast,1356
Needham,,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Needham,,D,U.S. Senate,,Republican,Scott P. Brown,649
Needham,,D,U.S. Senate,,,All Others,0
Needham,,D,U.S. Senate,,Democratic,Martha Coakley,700
Needham,,E,U.S. Senate,,Democratic,Martha Coakley,797
Needham,,E,U.S. Senate,,,Blank Votes,0
Needham,,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
Needham,,E,U.S. Senate,,,Total Votes Cast,1597
Needham,,E,U.S. Senate,,,All Others,0
Needham,,E,U.S. Senate,,Republican,Scott P. Brown,791
Needham,,F,U.S. Senate,,Republican,Scott P. Brown,649
Needham,,F,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
Needham,,F,U.S. Senate,,Democratic,Martha Coakley,853
Needham,,F,U.S. Senate,,,Total Votes Cast,1509
Needham,,F,U.S. Senate,,,Blank Votes,0
Needham,,F,U.S. Senate,,,All Others,0
Needham,,G,U.S. Senate,,,All Others,0
Needham,,G,U.S. Senate,,,Blank Votes,0
Needham,,G,U.S. Senate,,Democratic,Martha Coakley,810
Needham,,G,U.S. Senate,,,Total Votes Cast,1533
Needham,,G,U.S. Senate,,Republican,Scott P. Brown,717
Needham,,G,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Needham,,H,U.S. Senate,,,All Others,0
Needham,,H,U.S. Senate,,Democratic,Martha Coakley,817
Needham,,H,U.S. Senate,,,Total Votes Cast,1625
Needham,,H,U.S. Senate,,,Blank Votes,0
Needham,,H,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
Needham,,H,U.S. Senate,,Republican,Scott P. Brown,803
Needham,,I,U.S. Senate,,,All Others,0
Needham,,I,U.S. Senate,,Republican,Scott P. Brown,738
Needham,,I,U.S. Senate,,Democratic,Martha Coakley,950
Needham,,I,U.S. Senate,,,Blank Votes,1
Needham,,I,U.S. Senate,,,Total Votes Cast,1695
Needham,,I,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
Needham,,J,U.S. Senate,,Democratic,Martha Coakley,733
Needham,,J,U.S. Senate,,,Total Votes Cast,1348
Needham,,J,U.S. Senate,,Republican,Scott P. Brown,611
Needham,,J,U.S. Senate,,Unenrolled,Joseph L. Kennedy,2
Needham,,J,U.S. Senate,,,All Others,1
Needham,,J,U.S. Senate,,,Blank Votes,1
New Ashford,,1,U.S. Senate,,Unenrolled,Joseph L. Kennedy,2
New Ashford,,1,U.S. Senate,,Republican,Scott P. Brown,39
New Ashford,,1,U.S. Senate,,Democratic,Martha Coakley,68
New Ashford,,1,U.S. Senate,,,Total Votes Cast,109
New Ashford,,1,U.S. Senate,,,All Others,0
New Ashford,,1,U.S. Senate,,,Blank Votes,0
New Bedford,1,A,U.S. Senate,,Democratic,Martha Coakley,356
New Bedford,1,A,U.S. Senate,,,Total Votes Cast,699
New Bedford,1,A,U.S. Senate,,,Blank Votes,0
New Bedford,1,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
New Bedford,1,A,U.S. Senate,,Republican,Scott P. Brown,334
New Bedford,1,A,U.S. Senate,,,All Others,0
New Bedford,1,B,U.S. Senate,,,Blank Votes,1
New Bedford,1,B,U.S. Senate,,,All Others,0
New Bedford,1,B,U.S. Senate,,,Total Votes Cast,867
New Bedford,1,B,U.S. Senate,,Democratic,Martha Coakley,400
New Bedford,1,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
New Bedford,1,B,U.S. Senate,,Republican,Scott P. Brown,455
New Bedford,1,C,U.S. Senate,,Republican,Scott P. Brown,285
New Bedford,1,C,U.S. Senate,,,Total Votes Cast,590
New Bedford,1,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
New Bedford,1,C,U.S. Senate,,,Blank Votes,0
New Bedford,1,C,U.S. Senate,,Democratic,Martha Coakley,295
New Bedford,1,C,U.S. Senate,,,All Others,0
New Bedford,1,D,U.S. Senate,,Democratic,Martha Coakley,367
New Bedford,1,D,U.S. Senate,,,Total Votes Cast,724
New Bedford,1,D,U.S. Senate,,,All Others,0
New Bedford,1,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,1,D,U.S. Senate,,Republican,Scott P. Brown,349
New Bedford,1,D,U.S. Senate,,,Blank Votes,0
New Bedford,1,E,U.S. Senate,,Democratic,Martha Coakley,361
New Bedford,1,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,1,E,U.S. Senate,,,Total Votes Cast,673
New Bedford,1,E,U.S. Senate,,,Blank Votes,0
New Bedford,1,E,U.S. Senate,,,All Others,1
New Bedford,1,E,U.S. Senate,,Republican,Scott P. Brown,303
New Bedford,1,F,U.S. Senate,,,Blank Votes,1
New Bedford,1,F,U.S. Senate,,Democratic,Martha Coakley,331
New Bedford,1,F,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
New Bedford,1,F,U.S. Senate,,,All Others,0
New Bedford,1,F,U.S. Senate,,,Total Votes Cast,697
New Bedford,1,F,U.S. Senate,,Republican,Scott P. Brown,360
New Bedford,1,G,U.S. Senate,,,All Others,1
New Bedford,1,G,U.S. Senate,,,Total Votes Cast,700
New Bedford,1,G,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
New Bedford,1,G,U.S. Senate,,,Blank Votes,0
New Bedford,1,G,U.S. Senate,,Republican,Scott P. Brown,347
New Bedford,1,G,U.S. Senate,,Democratic,Martha Coakley,338
New Bedford,2,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,2
New Bedford,2,A,U.S. Senate,,Republican,Scott P. Brown,57
New Bedford,2,A,U.S. Senate,,,All Others,0
New Bedford,2,A,U.S. Senate,,,Blank Votes,0
New Bedford,2,A,U.S. Senate,,Democratic,Martha Coakley,76
New Bedford,2,A,U.S. Senate,,,Total Votes Cast,135
New Bedford,2,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,2,B,U.S. Senate,,Republican,Scott P. Brown,111
New Bedford,2,B,U.S. Senate,,,Total Votes Cast,283
New Bedford,2,B,U.S. Senate,,,Blank Votes,2
New Bedford,2,B,U.S. Senate,,,All Others,0
New Bedford,2,B,U.S. Senate,,Democratic,Martha Coakley,162
New Bedford,2,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
New Bedford,2,C,U.S. Senate,,,Blank Votes,0
New Bedford,2,C,U.S. Senate,,Republican,Scott P. Brown,134
New Bedford,2,C,U.S. Senate,,,Total Votes Cast,353
New Bedford,2,C,U.S. Senate,,Democratic,Martha Coakley,212
New Bedford,2,C,U.S. Senate,,,All Others,0
New Bedford,2,D,U.S. Senate,,,All Others,1
New Bedford,2,D,U.S. Senate,,Democratic,Martha Coakley,216
New Bedford,2,D,U.S. Senate,,,Blank Votes,0
New Bedford,2,D,U.S. Senate,,Republican,Scott P. Brown,183
New Bedford,2,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,3
New Bedford,2,D,U.S. Senate,,,Total Votes Cast,403
New Bedford,2,E,U.S. Senate,,,Blank Votes,0
New Bedford,2,E,U.S. Senate,,Democratic,Martha Coakley,1145
New Bedford,2,E,U.S. Senate,,,Total Votes Cast,1637
New Bedford,2,E,U.S. Senate,,Republican,Scott P. Brown,477
New Bedford,2,E,U.S. Senate,,,All Others,2
New Bedford,2,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
New Bedford,2,F,U.S. Senate,,,Total Votes Cast,366
New Bedford,2,F,U.S. Senate,,,Blank Votes,0
New Bedford,2,F,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,2,F,U.S. Senate,,Democratic,Martha Coakley,247
New Bedford,2,F,U.S. Senate,,,All Others,2
New Bedford,2,F,U.S. Senate,,Republican,Scott P. Brown,109
New Bedford,2,G,U.S. Senate,,,Blank Votes,0
New Bedford,2,G,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
New Bedford,2,G,U.S. Senate,,Democratic,Martha Coakley,272
New Bedford,2,G,U.S. Senate,,,Total Votes Cast,533
New Bedford,2,G,U.S. Senate,,,All Others,0
New Bedford,2,G,U.S. Senate,,Republican,Scott P. Brown,256
New Bedford,3,A,U.S. Senate,,,All Others,0
New Bedford,3,A,U.S. Senate,,,Blank Votes,0
New Bedford,3,A,U.S. Senate,,,Total Votes Cast,173
New Bedford,3,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,1
New Bedford,3,A,U.S. Senate,,Republican,Scott P. Brown,66
New Bedford,3,A,U.S. Senate,,Democratic,Martha Coakley,106
New Bedford,3,B,U.S. Senate,,,Blank Votes,0
New Bedford,3,B,U.S. Senate,,Democratic,Martha Coakley,201
New Bedford,3,B,U.S. Senate,,,All Others,1
New Bedford,3,B,U.S. Senate,,Republican,Scott P. Brown,120
New Bedford,3,B,U.S. Senate,,,Total Votes Cast,331
New Bedford,3,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,9
New Bedford,3,C,U.S. Senate,,Democratic,Martha Coakley,175
New Bedford,3,C,U.S. Senate,,,All Others,0
New Bedford,3,C,U.S. Senate,,Republican,Scott P. Brown,105
New Bedford,3,C,U.S. Senate,,,Total Votes Cast,285
New Bedford,3,C,U.S. Senate,,,Blank Votes,0
New Bedford,3,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
New Bedford,3,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
New Bedford,3,D,U.S. Senate,,,Total Votes Cast,270
New Bedford,3,D,U.S. Senate,,Democratic,Martha Coakley,161
New Bedford,3,D,U.S. Senate,,,Blank Votes,0
New Bedford,3,D,U.S. Senate,,,All Others,4
New Bedford,3,D,U.S. Senate,,Republican,Scott P. Brown,94
New Bedford,3,E,U.S. Senate,,Democratic,Martha Coakley,355
New Bedford,3,E,U.S. Senate,,Republican,Scott P. Brown,256
New Bedford,3,E,U.S. Senate,,,All Others,2
New Bedford,3,E,U.S. Senate,,,Blank Votes,0
New Bedford,3,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,3,E,U.S. Senate,,,Total Votes Cast,621
New Bedford,3,F,U.S. Senate,,Democratic,Martha Coakley,390
New Bedford,3,F,U.S. Senate,,Republican,Scott P. Brown,243
New Bedford,3,F,U.S. Senate,,,All Others,1
New Bedford,3,F,U.S. Senate,,,Blank Votes,0
New Bedford,3,F,U.S. Senate,,Unenrolled,Joseph L. Kennedy,13
New Bedford,3,F,U.S. Senate,,,Total Votes Cast,647
New Bedford,3,G,U.S. Senate,,Unenrolled,Joseph L. Kennedy,5
New Bedford,3,G,U.S. Senate,,,All Others,0
New Bedford,3,G,U.S. Senate,,,Total Votes Cast,489
New Bedford,3,G,U.S. Senate,,,Blank Votes,0
New Bedford,3,G,U.S. Senate,,Republican,Scott P. Brown,203
New Bedford,3,G,U.S. Senate,,Democratic,Martha Coakley,281
New Bedford,4,A,U.S. Senate,,,Total Votes Cast,267
New Bedford,4,A,U.S. Senate,,Republican,Scott P. Brown,46
New Bedford,4,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,4,A,U.S. Senate,,,All Others,0
New Bedford,4,A,U.S. Senate,,,Blank Votes,1
New Bedford,4,A,U.S. Senate,,Democratic,Martha Coakley,212
New Bedford,4,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,11
New Bedford,4,B,U.S. Senate,,,Blank Votes,0
New Bedford,4,B,U.S. Senate,,,All Others,0
New Bedford,4,B,U.S. Senate,,,Total Votes Cast,369
New Bedford,4,B,U.S. Senate,,Democratic,Martha Coakley,300
New Bedford,4,B,U.S. Senate,,Republican,Scott P. Brown,58
New Bedford,4,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,17
New Bedford,4,C,U.S. Senate,,Republican,Scott P. Brown,99
New Bedford,4,C,U.S. Senate,,,Blank Votes,0
New Bedford,4,C,U.S. Senate,,,Total Votes Cast,515
New Bedford,4,C,U.S. Senate,,Democratic,Martha Coakley,399
New Bedford,4,C,U.S. Senate,,,All Others,0
New Bedford,4,D,U.S. Senate,,,All Others,0
New Bedford,4,D,U.S. Senate,,Democratic,Martha Coakley,232
New Bedford,4,D,U.S. Senate,,Republican,Scott P. Brown,110
New Bedford,4,D,U.S. Senate,,,Blank Votes,1
New Bedford,4,D,U.S. Senate,,,Total Votes Cast,349
New Bedford,4,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,6
New Bedford,4,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,14
New Bedford,4,E,U.S. Senate,,Democratic,Martha Coakley,317
New Bedford,4,E,U.S. Senate,,,Total Votes Cast,449
New Bedford,4,E,U.S. Senate,,,Blank Votes,0
New Bedford,4,E,U.S. Senate,,,All Others,1
New Bedford,4,E,U.S. Senate,,Republican,Scott P. Brown,117
New Bedford,4,F,U.S. Senate,,,All Others,0
New Bedford,4,F,U.S. Senate,,,Blank Votes,0
New Bedford,4,F,U.S. Senate,,Democratic,Martha Coakley,289
New Bedford,4,F,U.S. Senate,,,Total Votes Cast,464
New Bedford,4,F,U.S. Senate,,Republican,Scott P. Brown,167
New Bedford,4,F,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,4,G,U.S. Senate,,Democratic,Martha Coakley,357
New Bedford,4,G,U.S. Senate,,,Total Votes Cast,455
New Bedford,4,G,U.S. Senate,,,All Others,1
New Bedford,4,G,U.S. Senate,,,Blank Votes,0
New Bedford,4,G,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
New Bedford,4,G,U.S. Senate,,Republican,Scott P. Brown,90
New Bedford,5,A,U.S. Senate,,,Total Votes Cast,318
New Bedford,5,A,U.S. Senate,,,Blank Votes,0
New Bedford,5,A,U.S. Senate,,Democratic,Martha Coakley,217
New Bedford,5,A,U.S. Senate,,Republican,Scott P. Brown,94
New Bedford,5,A,U.S. Senate,,,All Others,0
New Bedford,5,A,U.S. Senate,,Unenrolled,Joseph L. Kennedy,7
New Bedford,5,B,U.S. Senate,,,Total Votes Cast,550
New Bedford,5,B,U.S. Senate,,Democratic,Martha Coakley,365
New Bedford,5,B,U.S. Senate,,,All Others,0
New Bedford,5,B,U.S. Senate,,Unenrolled,Joseph L. Kennedy,3
New Bedford,5,B,U.S. Senate,,,Blank Votes,0
New Bedford,5,B,U.S. Senate,,Republican,Scott P. Brown,182
New Bedford,5,C,U.S. Senate,,,Total Votes Cast,370
New Bedford,5,C,U.S. Senate,,Democratic,Martha Coakley,236
New Bedford,5,C,U.S. Senate,,Republican,Scott P. Brown,126
New Bedford,5,C,U.S. Senate,,Unenrolled,Joseph L. Kennedy,8
New Bedford,5,C,U.S. Senate,,,Blank Votes,0
New Bedford,5,C,U.S. Senate,,,All Others,0
New Bedford,5,D,U.S. Senate,,Unenrolled,Joseph L. Kennedy,10
New Bedford,5,D,U.S. Senate,,,Total Votes Cast,673
New Bedford,5,D,U.S. Senate,,Democratic,Martha Coakley,429
New Bedford,5,D,U.S. Senate,,Republican,Scott P. Brown,233
New Bedford,5,D,U.S. Senate,,,All Others,0
New Bedford,5,D,U.S. Senate,,,Blank Votes,1
New Bedford,5,E,U.S. Senate,,,All Others,1
New Bedford,5,E,U.S. Senate,,Unenrolled,Joseph L. Kennedy,3
New Bedford,5,E,U.S. Senate,,,Total Votes Cast,767
