town,ward,precinct,office,district,party,candidate,votes
Boston,18,12,President,,Republican,All Others,0
Boston,7,2,President,,Democratic,Total Votes Cast,162
Rockland,-,5,President,,Green-Rainbow,No Preference,0
Tewksbury,-,3,President,,Republican,Ron Paul,15
Boston,10,1,President,,Republican,Newt Gingrich,0
Worcester,9,1,President,,Republican,All Others,0
Boston,19,9,President,,Republican,Michele Bachmann,0
Boston,19,8,President,,Democratic,Blank Votes,2
Lunenburg,-,A,President,,Republican,No Preference,1
Boston,11,10,President,,Democratic,Total Votes Cast,48
Worcester,5,3,President,,Democratic,No Preference,7
Cambridge,5,1,President,,Republican,Blank Votes,0
Haverhill,3,3,President,,Republican,Jon Huntsman,0
Boston,2,1,President,,Republican,All Others,0
Boston,21,11,President,,Republican,Mitt Romney,24
Georgetown,-,1,President,,Republican,All Others,0
Bridgewater,-,2,President,,Republican,Total Votes Cast,289
Templeton,-,C,President,,Republican,Michele Bachmann,3
Danvers,-,4,President,,Republican,No Preference,0
Boston,18,19,President,,Green-Rainbow,No Preference,0
Merrimac,-,1,President,,Republican,Mitt Romney,228
Stoneham,-,6,President,,Democratic,No Preference,18
Erving,-,1,President,,Democratic,All Others,0
Blackstone,-,1,President,,Republican,No Preference,0
Springfield,8,F,President,,Green-Rainbow,Jill E. Stein,0
Marlborough,7,1,President,,Democratic,Total Votes Cast,69
Berlin,-,1,President,,Green-Rainbow,Total Votes Cast,6
Boston,2,2,President,,Republican,Newt Gingrich,5
Dartmouth,-,2,President,,Republican,Newt Gingrich,11
Braintree,-,4B,President,,Green-Rainbow,Kent Mesplay,0
Somerville,5,1,President,,Republican,Blank Votes,1
Salem,4,2,President,,Republican,All Others,0
Dartmouth,-,8,President,,Republican,Jon Huntsman,3
Lawrence,D,4,President,,Republican,No Preference,0
Weymouth,-,11,President,,Democratic,No Preference,0
Boston,18,8,President,,Green-Rainbow,All Others,0
Medford,7,1,President,,Green-Rainbow,Total Votes Cast,1
Everett,2,1,President,,Republican,No Preference,1
Watertown,-,3,President,,Republican,All Others,0
Brookline,-,8,President,,Democratic,Barack Obama,95
Plymouth,-,1,President,,Republican,No Preference,1
Canton,-,3,President,,Republican,Newt Gingrich,10
Groveland,-,2,President,,Republican,Blank Votes,0
Watertown,-,2,President,,Green-Rainbow,Jill E. Stein,0
Melrose,6,1,President,,Republican,Mitt Romney,93
Boxborough,-,1,President,,Republican,No Preference,3
New Bedford,3,A,President,,Republican,Newt Gingrich,1
Newton,3,4,President,,Democratic,Blank Votes,3
Woburn,6,2,President,,Green-Rainbow,Jill E. Stein,0
Boston,12,9,President,,Republican,Newt Gingrich,0
Milton,-,7,President,,Democratic,Barack Obama,81
Milton,-,7,President,,Democratic,Total Votes Cast,139
Wilbraham,-,B,President,,Republican,Mitt Romney,213
Boston,2,5,President,,Republican,Total Votes Cast,74
Walpole,-,4,President,,Republican,Michele Bachmann,0
Boston,20,3,President,,Republican,Blank Votes,0
Pelham,-,1,President,,Democratic,Total Votes Cast,71
Middleborough,-,1,President,,Republican,Ron Paul,30
Boston,8,4,President,,Green-Rainbow,All Others,0
Merrimac,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Boston,18,14,President,,Republican,Rick Santorum,2
Boston,13,9,President,,Democratic,Total Votes Cast,56
Merrimac,-,1,President,,Republican,Rick Santorum,35
Lawrence,B,3,President,,Republican,Michele Bachmann,0
Weston,-,1,President,,Republican,All Others,1
New Bedford,1,B,President,,Green-Rainbow,Jill E. Stein,0
Winthrop,-,6,President,,Republican,All Others,0
Worcester,1,1,President,,Republican,Jon Huntsman,3
Newburyport,1,1,President,,Republican,Total Votes Cast,186
Worcester,9,4,President,,Democratic,No Preference,16
Somerville,7,3,President,,Republican,Newt Gingrich,5
Hudson,-,7,President,,Green-Rainbow,All Others,0
Beverly,1,1,President,,Democratic,All Others,3
Marshfield,-,6,President,,Green-Rainbow,All Others,0
Concord,-,2,President,,Republican,Rick Santorum,23
Arlington,-,16,President,,Green-Rainbow,Jill E. Stein,1
New Bedford,3,D,President,,Democratic,Barack Obama,47
New Bedford,6,D,President,,Green-Rainbow,Total Votes Cast,0
Revere,5,1,President,,Democratic,No Preference,6
S. Hadley,-,E,President,,Democratic,Blank Votes,10
Westfield,5,B,President,,Democratic,Total Votes Cast,35
Fall River,3,A,President,,Democratic,No Preference,16
Haverhill,1,3,President,,Green-Rainbow,Harley Mikkelson,0
Somerville,4,2,President,,Republican,No Preference,1
Longmeadow,-,A,President,,Democratic,Blank Votes,4
Webster,-,4,President,,Democratic,Blank Votes,5
Boston,13,3,President,,Republican,Rick Santorum,6
Barnstable,-,1,President,,Green-Rainbow,Blank Votes,0
Billerica,-,5,President,,Republican,All Others,1
Winchester,-,7,President,,Democratic,Blank Votes,3
Tewksbury,-,4A,President,,Green-Rainbow,Kent Mesplay,0
Haverhill,2,2,President,,Green-Rainbow,Harley Mikkelson,0
Stockbridge,-,1,President,,Green-Rainbow,All Others,0
Brockton,5,D,President,,Republican,No Preference,0
Somerset,-,2,President,,Green-Rainbow,Blank Votes,0
Chelsea,3,2,President,,Republican,Blank Votes,0
Haverhill,2,3,President,,Republican,Rick Perry,0
New Braintree,-,1,President,,Democratic,All Others,0
Gardner,4,A,President,,Republican,Newt Gingrich,5
Plymouth,-,12,President,,Republican,Newt Gingrich,20
Boston,7,6,President,,Republican,Ron Paul,0
Salem,3,2,President,,Republican,No Preference,0
Boston,7,8,President,,Republican,Rick Santorum,3
Millbury,-,3,President,,Republican,Rick Perry,1
Beverly,5,1,President,,Republican,Total Votes Cast,237
Milton,-,4,President,,Green-Rainbow,Blank Votes,0
Sharon,-,2,President,,Republican,No Preference,0
Provincetown,-,1,President,,Republican,Blank Votes,0
Boston,18,3,President,,Republican,Michele Bachmann,0
Boston,16,6,President,,Republican,Total Votes Cast,29
Gloucester,5,1,President,,Democratic,Total Votes Cast,78
Barnstable,-,9,President,,Green-Rainbow,Kent Mesplay,0
Springfield,3,G,President,,Republican,Newt Gingrich,1
Worcester,5,5,President,,Democratic,All Others,0
Boston,10,7,President,,Democratic,Barack Obama,49
Boston,5,4,President,,Green-Rainbow,Total Votes Cast,0
W. Springfield,-,2,President,,Republican,Newt Gingrich,10
Chelmsford,-,2,President,,Republican,Ron Paul,29
Kingston,-,3,President,,Republican,Jon Huntsman,2
Melrose,7,2,President,,Republican,Rick Perry,0
Fall River,1,B,President,,Democratic,All Others,2
Springfield,1,D,President,,Republican,All Others,0
Hopkinton,-,2,President,,Green-Rainbow,Jill E. Stein,2
Malden,8,2,President,,Green-Rainbow,Total Votes Cast,0
Dartmouth,-,2,President,,Democratic,Barack Obama,52
Melrose,3,1,President,,Democratic,Barack Obama,71
Boston,9,1,President,,Democratic,Total Votes Cast,59
Hudson,-,5,President,,Democratic,Blank Votes,0
New Braintree,-,1,President,,Green-Rainbow,Blank Votes,0
Springfield,3,A,President,,Republican,All Others,0
Brockton,5,A,President,,Republican,Ron Paul,4
Wakefield,-,5,President,,Democratic,Blank Votes,7
Brookline,-,5,President,,Green-Rainbow,No Preference,0
Hull,-,2,President,,Republican,No Preference,0
Boston,18,2,President,,Republican,Ron Paul,2
Worcester,4,4,President,,Democratic,Blank Votes,1
Woburn,5,2,President,,Democratic,Total Votes Cast,69
Brookline,-,4,President,,Republican,Mitt Romney,80
Somerville,1,2,President,,Democratic,Blank Votes,7
Webster,-,1,President,,Green-Rainbow,Jill E. Stein,0
Sherborn,-,1,President,,Democratic,Blank Votes,5
Sharon,-,5,President,,Democratic,Total Votes Cast,72
Newton,5,4,President,,Democratic,Blank Votes,0
TOTALS,,,President,,Republican,All Others,613
Gardner,5,B,President,,Republican,Michele Bachmann,0
Boston,4,2,President,,Green-Rainbow,Harley Mikkelson,0
Billerica,-,10,President,,Green-Rainbow,Kent Mesplay,0
Brookline,-,6,President,,Green-Rainbow,No Preference,0
Concord,-,2,President,,Republican,Rick Perry,0
Milton,-,1,President,,Republican,Ron Paul,8
Boston,13,1,President,,Green-Rainbow,Kent Mesplay,0
Plymouth,-,1,President,,Green-Rainbow,All Others,0
Auburn,-,1,President,,Green-Rainbow,All Others,0
Uxbridge,-,2,President,,Democratic,All Others,0
Egremont,-,1,President,,Republican,Blank Votes,0
Worcester,8,2,President,,Green-Rainbow,Harley Mikkelson,0
Brockton,4,B,President,,Democratic,Total Votes Cast,82
Chesterfield,-,1,President,,Green-Rainbow,All Others,0
Revere,1,1,President,,Republican,No Preference,1
Needham,-,E,President,,Green-Rainbow,No Preference,0
Woburn,5,1,President,,Democratic,All Others,2
Sudbury,-,4,President,,Democratic,Blank Votes,1
Springfield,2,E,President,,Republican,Michele Bachmann,0
Westfield,3,B,President,,Democratic,All Others,4
Holden,-,2,President,,Green-Rainbow,No Preference,0
Malden,5,1,President,,Green-Rainbow,Total Votes Cast,0
Lowell,6,3,President,,Democratic,Barack Obama,49
Walpole,-,5,President,,Green-Rainbow,Total Votes Cast,0
Brookline,-,11,President,,Democratic,Total Votes Cast,92
Hopedale,-,1,President,,Republican,Total Votes Cast,530
Shrewsbury,-,4,President,,Green-Rainbow,Total Votes Cast,0
Chatham,-,1,President,,Republican,Michele Bachmann,2
Boston,18,19,President,,Green-Rainbow,All Others,0
Lowell,10,3,President,,Republican,Ron Paul,3
Gardner,2,B,President,,Green-Rainbow,No Preference,0
Chatham,-,1,President,,Republican,Mitt Romney,800
Lynn,7,1,President,,Republican,All Others,0
Saugus,-,2,President,,Green-Rainbow,Kent Mesplay,0
Savoy,-,1,President,,Republican,Jon Huntsman,0
Lawrence,B,1,President,,Democratic,Total Votes Cast,159
Milford,-,8,President,,Republican,Newt Gingrich,18
Boston,4,7,President,,Democratic,Barack Obama,54
Charlton,-,3,President,,Republican,All Others,0
Westborough,-,3,President,,Democratic,Barack Obama,155
Wakefield,-,5,President,,Green-Rainbow,Kent Mesplay,0
Fitchburg,2,A,President,,Republican,Jon Huntsman,0
Somerville,4,2,President,,Democratic,No Preference,6
Boston,6,9,President,,Republican,Blank Votes,0
Revere,4,3,President,,Green-Rainbow,Jill E. Stein,0
Rowley,-,1,President,,Democratic,Barack Obama,94
Northampton,6,A,President,,Republican,Michele Bachmann,0
Newton,7,2,President,,Republican,Michele Bachmann,0
Mansfield,-,4,President,,Republican,All Others,0
Boston,20,14,President,,Republican,Blank Votes,0
Amherst,-,7,President,,Green-Rainbow,No Preference,0
Beverly,1,2,President,,Democratic,Blank Votes,1
Millbury,-,3,President,,Republican,Mitt Romney,155
Chelmsford,-,8,President,,Republican,Rick Santorum,32
Beverly,3,1,President,,Republican,Rick Santorum,25
Brockton,1,C,President,,Republican,Michele Bachmann,0
Clarksburg,-,1,President,,Republican,No Preference,1
Salem,1,1,President,,Republican,Jon Huntsman,1
Boston,21,9,President,,Democratic,Blank Votes,9
Freetown,-,3,President,,Republican,Newt Gingrich,22
Boston,18,11,President,,Republican,Ron Paul,1
Melrose,6,2,President,,Republican,Mitt Romney,120
Marlborough,4,2,President,,Green-Rainbow,All Others,0
Chelsea,1,1,President,,Green-Rainbow,Harley Mikkelson,0
Hull,-,1,President,,Republican,Ron Paul,26
Lancaster,-,1,President,,Democratic,Total Votes Cast,65
New Salem,-,1,President,,Republican,Newt Gingrich,8
Monterey,-,1,President,,Republican,Michele Bachmann,0
Medfield,-,4,President,,Republican,Total Votes Cast,352
Boston,21,9,President,,Green-Rainbow,Blank Votes,0
Springfield,3,A,President,,Democratic,No Preference,2
Longmeadow,-,C,President,,Republican,Mitt Romney,228
Yarmouth,-,7,President,,Green-Rainbow,Harley Mikkelson,0
Fairhaven,-,1,President,,Republican,Mitt Romney,102
Cambridge,11,1,President,,Green-Rainbow,Harley Mikkelson,0
Easthampton,-,5,President,,Republican,Rick Perry,1
Nantucket,-,1,President,,Democratic,All Others,3
Framingham,-,13,President,,Republican,All Others,0
Carver,-,3,President,,Democratic,Total Votes Cast,104
Easton,-,4,President,,Republican,Newt Gingrich,15
Watertown,-,12,President,,Republican,All Others,0
Lynn,5,3,President,,Green-Rainbow,Total Votes Cast,0
Dracut,-,3,President,,Green-Rainbow,Harley Mikkelson,0
Holyoke,7,A,President,,Republican,Newt Gingrich,11
Brookline,-,6,President,,Republican,Jon Huntsman,0
Wakefield,-,7,President,,Green-Rainbow,Blank Votes,0
Chelmsford,-,9,President,,Republican,Rick Perry,1
Reading,-,2,President,,Democratic,Total Votes Cast,171
Williamstown,-,3,President,,Republican,All Others,1
N. Attleborough,-,7,President,,Republican,Rick Santorum,36
Boston,21,5,President,,Green-Rainbow,Kent Mesplay,0
Marlborough,4,2,President,,Republican,Rick Santorum,30
Boston,13,7,President,,Republican,Total Votes Cast,52
Boston,1,7,President,,Republican,Blank Votes,0
Townsend,-,1,President,,Republican,All Others,0
Malden,2,2,President,,Green-Rainbow,All Others,0
Kingston,-,4,President,,Republican,Blank Votes,0
Boston,21,15,President,,Democratic,Barack Obama,23
Lowell,10,2,President,,Green-Rainbow,No Preference,0
Springfield,6,A,President,,Green-Rainbow,Harley Mikkelson,0
Chelsea,3,1,President,,Green-Rainbow,Total Votes Cast,0
Braintree,-,3A,President,,Republican,Mitt Romney,121
Leominster,3,C,President,,Republican,Jon Huntsman,2
Worcester,5,2,President,,Republican,Mitt Romney,55
Dracut,-,6,President,,Republican,Blank Votes,1
Lynn,6,2,President,,Republican,Ron Paul,1
Foxborough,-,3,President,,Democratic,Total Votes Cast,66
Holliston,-,4,President,,Green-Rainbow,Blank Votes,0
Boston,1,9,President,,Republican,Mitt Romney,18
Brookline,-,7,President,,Republican,Michele Bachmann,0
Fall River,2,C,President,,Democratic,No Preference,13
Walpole,-,5,President,,Republican,Mitt Romney,228
New Bedford,2,F,President,,Green-Rainbow,All Others,0
Boston,19,3,President,,Republican,Total Votes Cast,27
Brockton,4,A,President,,Republican,Ron Paul,1
Westborough,-,5,President,,Democratic,All Others,2
Adams,-,2,President,,Republican,No Preference,1
Seekonk,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Worcester,2,2,President,,Green-Rainbow,Total Votes Cast,0
Melrose,2,1,President,,Green-Rainbow,Total Votes Cast,1
Newton,2,2,President,,Republican,Ron Paul,5
Worcester,6,5,President,,Green-Rainbow,Harley Mikkelson,0
Merrimac,-,2,President,,Green-Rainbow,Total Votes Cast,1
Winthrop,-,2,President,,Green-Rainbow,No Preference,0
Lynn,4,2,President,,Green-Rainbow,Harley Mikkelson,0
Springfield,5,F,President,,Republican,Jon Huntsman,0
Boston,16,3,President,,Republican,Rick Perry,0
Framingham,-,11,President,,Democratic,Total Votes Cast,141
Acton,-,4,President,,Republican,No Preference,1
Norwood,-,9,President,,Republican,No Preference,2
Worcester,1,3,President,,Republican,Michele Bachmann,0
Quincy,6,5,President,,Green-Rainbow,Harley Mikkelson,0
Easton,-,3,President,,Republican,Newt Gingrich,16
Concord,-,2,President,,Democratic,Blank Votes,5
Chicopee,6,A,President,,Green-Rainbow,Kent Mesplay,0
E. Bridgewater,-,2,President,,Republican,Newt Gingrich,11
Florida,-,1,President,,Republican,Total Votes Cast,45
Quincy,2,3A,President,,Green-Rainbow,All Others,0
Ipswich,-,4,President,,Democratic,Blank Votes,5
Athol,-,1,President,,Republican,Michele Bachmann,3
Mansfield,-,2,President,,Republican,Total Votes Cast,333
Boston,3,5,President,,Republican,Rick Perry,2
Fall River,9,B,President,,Green-Rainbow,Total Votes Cast,2
Attleboro,1,A,President,,Green-Rainbow,All Others,0
Marlborough,2,2,President,,Republican,All Others,1
Malden,2,2,President,,Republican,Blank Votes,1
Weymouth,-,9,President,,Green-Rainbow,No Preference,0
Braintree,-,5B,President,,Republican,Total Votes Cast,252
Woburn,6,2,President,,Republican,Blank Votes,1
Burlington,-,3,President,,Green-Rainbow,Blank Votes,0
Leominster,5,A,President,,Republican,All Others,0
Boston,18,12,President,,Republican,Blank Votes,0
Boston,22,4,President,,Democratic,Barack Obama,42
Everett,5,1,President,,Green-Rainbow,Kent Mesplay,0
Wrentham,-,3,President,,Republican,Rick Perry,0
Somerville,6,2,President,,Green-Rainbow,No Preference,0
Wayland,-,1,President,,Green-Rainbow,All Others,1
Worcester,9,2,President,,Republican,Mitt Romney,96
Lynnfield,-,2,President,,Republican,Newt Gingrich,17
Scituate,-,1,President,,Republican,Total Votes Cast,378
Wakefield,-,2,President,,Green-Rainbow,Kent Mesplay,0
Rockland,-,6,President,,Republican,No Preference,0
Auburn,-,5,President,,Green-Rainbow,Total Votes Cast,2
Littleton,-,2,President,,Republican,Jon Huntsman,1
Springfield,3,G,President,,Republican,Jon Huntsman,0
Chicopee,8,B,President,,Democratic,Total Votes Cast,64
Springfield,8,E,President,,Democratic,All Others,2
Haverhill,2,1,President,,Republican,Mitt Romney,83
Natick,-,7,President,,Republican,Rick Perry,0
Russell,-,1,President,,Republican,Ron Paul,12
Arlington,-,18,President,,Republican,Newt Gingrich,2
Acushnet,-,3,President,,Green-Rainbow,No Preference,0
Amesbury,-,6,President,,Republican,Newt Gingrich,6
Rockland,-,6,President,,Republican,Rick Santorum,20
Boston,8,3,President,,Green-Rainbow,No Preference,0
Woburn,3,1,President,,Democratic,No Preference,11
Leominster,3,A,President,,Green-Rainbow,Blank Votes,0
Framingham,-,7,President,,Green-Rainbow,Jill E. Stein,0
Dighton,-,2,President,,Democratic,Total Votes Cast,50
Groton,-,3,President,,Republican,Michele Bachmann,2
Newton,7,1,President,,Republican,Total Votes Cast,149
Northbridge,-,3,President,,Democratic,Blank Votes,0
Framingham,-,9,President,,Democratic,No Preference,2
Millbury,-,4,President,,Republican,Jon Huntsman,0
Weston,-,3,President,,Green-Rainbow,Harley Mikkelson,0
Petersham,-,1,President,,Republican,Jon Huntsman,2
Southampton,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Chelmsford,-,1,President,,Green-Rainbow,Harley Mikkelson,0
Boston,20,9,President,,Republican,All Others,0
Malden,5,1,President,,Democratic,No Preference,6
Gardner,3,B,President,,Democratic,Total Votes Cast,60
Bourne,-,2,President,,Republican,Rick Perry,0
Worcester,5,4,President,,Democratic,Blank Votes,7
Hadley,-,1,President,,Green-Rainbow,No Preference,1
Woburn,3,1,President,,Republican,Mitt Romney,150
Scituate,-,3,President,,Green-Rainbow,Jill E. Stein,0
Kingston,-,4,President,,Green-Rainbow,No Preference,0
Methuen,-,7,President,,Republican,Rick Santorum,19
Braintree,-,4A,President,,Democratic,All Others,1
Newton,4,2,President,,Republican,Jon Huntsman,1
Danvers,-,8,President,,Republican,Total Votes Cast,195
Rockland,-,5,President,,Green-Rainbow,Kent Mesplay,0
Southwick,-,1,President,,Republican,Ron Paul,23
Springfield,8,C,President,,Democratic,Total Votes Cast,36
Springfield,2,F,President,,Republican,Blank Votes,0
Easton,-,5,President,,Republican,Total Votes Cast,325
Boston,14,12,President,,Green-Rainbow,All Others,0
Fall River,3,A,President,,Green-Rainbow,Blank Votes,0
Westford,-,5,President,,Republican,Rick Santorum,30
Newton,1,2,President,,Democratic,Total Votes Cast,79
Duxbury,-,5,President,,Republican,Total Votes Cast,270
Dartmouth,-,9,President,,Republican,Ron Paul,33
Framingham,-,11,President,,Green-Rainbow,All Others,0
Springfield,7,C,President,,Green-Rainbow,Harley Mikkelson,0
Fall River,4,C,President,,Republican,Jon Huntsman,0
Raynham,-,2,President,,Green-Rainbow,Blank Votes,0
Lowell,9,1,President,,Green-Rainbow,Harley Mikkelson,0
Amesbury,-,5,President,,Democratic,Blank Votes,2
Boston,21,15,President,,Republican,Rick Santorum,4
Bolton,-,1,President,,Republican,Rick Perry,0
Springfield,3,G,President,,Green-Rainbow,Kent Mesplay,0
Boston,11,8,President,,Green-Rainbow,No Preference,0
Douglas,-,3,President,,Republican,Newt Gingrich,13
Acushnet,-,2,President,,Republican,Rick Perry,1
Boston,7,9,President,,Green-Rainbow,Kent Mesplay,0
Boston,22,6,President,,Republican,Rick Perry,0
Leicester,-,4,President,,Republican,No Preference,1
Hudson,-,5,President,,Republican,Blank Votes,1
Everett,3,2,President,,Republican,Jon Huntsman,2
Belchertown,-,B,President,,Republican,Jon Huntsman,1
Holden,-,5,President,,Republican,Ron Paul,37
Fitchburg,3,B,President,,Republican,Jon Huntsman,0
Quincy,6,1,President,,Republican,No Preference,0
Lexington,-,8,President,,Republican,Michele Bachmann,1
Boston,5,10,President,,Democratic,Blank Votes,3
Wayland,-,4,President,,Democratic,No Preference,3
Leominster,5,B,President,,Green-Rainbow,No Preference,0
Warwick,-,1,President,,Green-Rainbow,All Others,0
Newton,1,4,President,,Republican,Newt Gingrich,4
Dudley,-,3,President,,Democratic,No Preference,4
Boston,19,4,President,,Republican,Rick Santorum,4
Braintree,-,1B,President,,Democratic,All Others,4
Auburn,-,5,President,,Republican,Blank Votes,0
Franklin,-,6,President,,Republican,All Others,1
Stoneham,-,3,President,,Republican,Newt Gingrich,9
Boston,5,2A,President,,Democratic,No Preference,0
Northborough,-,3,President,,Democratic,Barack Obama,64
Amherst,-,8,President,,Republican,Ron Paul,9
Easton,-,6,President,,Green-Rainbow,Blank Votes,0
Spencer,-,3,President,,Republican,Ron Paul,12
Springfield,5,H,President,,Green-Rainbow,Harley Mikkelson,0
Weymouth,-,1,President,,Green-Rainbow,Total Votes Cast,1
Arlington,-,1,President,,Democratic,No Preference,7
Springfield,1,A,President,,Democratic,No Preference,0
Attleboro,4,B,President,,Republican,Ron Paul,21
S. Hadley,-,B,President,,Republican,All Others,0
Billerica,-,5,President,,Republican,Newt Gingrich,9
Ware,-,C,President,,Republican,Ron Paul,28
Haverhill,5,2,President,,Green-Rainbow,Blank Votes,0
Sturbridge,-,1,President,,Green-Rainbow,Total Votes Cast,0
Walpole,-,7,President,,Republican,Mitt Romney,315
Revere,6,1,President,,Democratic,All Others,2
Agawam,-,2,President,,Republican,Rick Perry,2
Southbridge,-,4,President,,Democratic,No Preference,12
Salisbury,-,3,President,,Democratic,All Others,2
Chicopee,6,A,President,,Green-Rainbow,Jill E. Stein,0
Southborough,-,3,President,,Republican,Total Votes Cast,329
Boston,11,10,President,,Republican,No Preference,0
Springfield,6,C,President,,Republican,Newt Gingrich,3
Chicopee,7,A,President,,Republican,Mitt Romney,29
Methuen,-,8,President,,Green-Rainbow,All Others,0
Waltham,6,1,President,,Democratic,Blank Votes,3
Springfield,1,F,President,,Democratic,Blank Votes,4
Newton,8,1,President,,Green-Rainbow,Blank Votes,0
Barnstable,-,2,President,,Green-Rainbow,Harley Mikkelson,0
Bellingham,-,4,President,,Republican,All Others,1
Dracut,-,4,President,,Republican,Blank Votes,0
Marlborough,1,1,President,,Democratic,Total Votes Cast,127
Nahant,-,1,President,,Republican,Jon Huntsman,2
Falmouth,-,4,President,,Republican,Newt Gingrich,16
Melrose,7,2,President,,Republican,Ron Paul,12
Peabody,3,2,President,,Republican,Ron Paul,11
Shrewsbury,-,10,President,,Republican,Michele Bachmann,0
Boston,5,7,President,,Democratic,Total Votes Cast,49
Northampton,1,B,President,,Republican,Rick Santorum,14
Weymouth,-,5,President,,Democratic,Total Votes Cast,112
Taunton,7,A,President,,Republican,All Others,0
Buckland,-,1,President,,Democratic,All Others,1
Ashland,-,4,President,,Republican,No Preference,1
Warwick,-,1,President,,Republican,Blank Votes,2
Brookline,-,4,President,,Green-Rainbow,Blank Votes,0
Tyngsborough,-,1,President,,Democratic,No Preference,15
Haverhill,6,1,President,,Republican,Blank Votes,1
Dartmouth,-,2,President,,Republican,Total Votes Cast,147
Winchester,-,4,President,,Republican,All Others,0
Wrentham,-,2,President,,Republican,All Others,0
Springfield,3,E,President,,Green-Rainbow,Total Votes Cast,0
Wilmington,-,2,President,,Green-Rainbow,No Preference,0
Fall River,9,A,President,,Republican,Jon Huntsman,1
Sutton,-,2,President,,Republican,No Preference,2
Franklin,-,6,President,,Green-Rainbow,Blank Votes,0
Tyngsborough,-,4,President,,Republican,Michele Bachmann,0
Boston,15,6,President,,Democratic,Total Votes Cast,48
New Bedford,2,E,President,,Green-Rainbow,Total Votes Cast,0
Boston,14,1,President,,Republican,Total Votes Cast,7
Salem,2,2,President,,Democratic,No Preference,5
Lynn,6,3,President,,Republican,Rick Perry,0
Boston,22,9,President,,Republican,No Preference,0
Hudson,-,3,President,,Green-Rainbow,No Preference,0
Newton,4,1,President,,Democratic,Barack Obama,71
Hanover,-,3,President,,Green-Rainbow,Blank Votes,0
Boston,5,2,President,,Republican,Blank Votes,0
Plymouth,-,5,President,,Republican,Ron Paul,18
Haverhill,7,2,President,,Republican,Mitt Romney,137
Milford,-,4,President,,Republican,No Preference,0
Pittsfield,6,A,President,,Democratic,All Others,0
Lexington,-,7,President,,Green-Rainbow,Harley Mikkelson,0
N. Reading,-,3,President,,Green-Rainbow,Jill E. Stein,0
Boston,13,9,President,,Democratic,All Others,1
Boston,14,13,President,,Republican,Blank Votes,0
Sherborn,-,1,President,,Green-Rainbow,No Preference,2
Maynard,-,4,President,,Republican,Total Votes Cast,174
Marshfield,-,4,President,,Republican,No Preference,0
Wareham,-,3,President,,Republican,Michele Bachmann,0
Boston,5,3,President,,Democratic,Blank Votes,1
Chicopee,5,A,President,,Republican,Michele Bachmann,0
Chelmsford,-,1,President,,Republican,Total Votes Cast,425
Boston,18,23,President,,Democratic,No Preference,1
Chicopee,5,A,President,,Green-Rainbow,Harley Mikkelson,0
Sandwich,-,6,President,,Republican,Rick Santorum,44
Tisbury,-,1,President,,Republican,Newt Gingrich,9
Amherst,-,2,President,,Republican,Blank Votes,0
Boston,22,11,President,,Republican,Mitt Romney,33
Newton,2,3,President,,Green-Rainbow,Jill E. Stein,0
Braintree,-,4A,President,,Republican,Mitt Romney,126
Fall River,4,C,President,,Republican,Ron Paul,1
Fall River,7,C,President,,Republican,Total Votes Cast,52
Ludlow,-,6,President,,Green-Rainbow,Jill E. Stein,0
Plainville,-,2,President,,Green-Rainbow,Jill E. Stein,1
Lynn,1,2,President,,Democratic,Blank Votes,16
Somerville,4,2,President,,Green-Rainbow,Jill E. Stein,1
Webster,-,2,President,,Republican,Newt Gingrich,3
Worthington,-,1,President,,Republican,All Others,0
Wilbraham,-,A,President,,Republican,No Preference,1
Beverly,6,2,President,,Green-Rainbow,Harley Mikkelson,0
Lynn,2,4,President,,Republican,Blank Votes,0
Charlemont,-,1,President,,Democratic,No Preference,1
Framingham,-,5,President,,Green-Rainbow,No Preference,0
Lynn,2,3,President,,Green-Rainbow,Jill E. Stein,0
Boston,10,6,President,,Green-Rainbow,All Others,0
Boston,20,9,President,,Republican,Newt Gingrich,3
Medway,-,4,President,,Republican,Ron Paul,28
Springfield,5,A,President,,Republican,Ron Paul,1
Boston,14,7,President,,Democratic,All Others,1
Wayland,-,3,President,,Green-Rainbow,No Preference,0
Sharon,-,1,President,,Democratic,Total Votes Cast,94
Pittsfield,5,B,President,,Republican,Newt Gingrich,9
Sharon,-,4,President,,Democratic,All Others,3
Webster,-,3,President,,Republican,Rick Perry,0
Westwood,-,1,President,,Republican,Rick Perry,1
Whitman,-,1,President,,Republican,Total Votes Cast,262
Chicopee,3,A,President,,Green-Rainbow,All Others,0
Haverhill,6,3,President,,Republican,Michele Bachmann,0
New Bedford,5,F,President,,Democratic,Blank Votes,4
Florida,-,1,President,,Democratic,Blank Votes,0
Springfield,5,D,President,,Green-Rainbow,Jill E. Stein,0
Springfield,4,G,President,,Democratic,All Others,1
Newton,1,3,President,,Democratic,All Others,0
Dartmouth,-,3,President,,Republican,Blank Votes,0
Brewster,-,1,President,,Republican,Ron Paul,32
Marshfield,-,1,President,,Republican,Mitt Romney,227
Melrose,4,1,President,,Republican,All Others,1
Auburn,-,1,President,,Green-Rainbow,Total Votes Cast,1
Winchester,-,2,President,,Republican,Michele Bachmann,0
Revere,2,3A,President,,Republican,Rick Santorum,4
Raynham,-,2A,President,,Democratic,Total Votes Cast,2
