county,town,precinct,office,district,candidate,party,votes
Essex,,Haverhill W3P3,U.S. Senate,,Scott Brown,R,486
Essex,,Haverhill W4P1,U.S. Senate,,Scott Brown,R,950
Essex,,Haverhill W4P2,U.S. Senate,,Scott Brown,R,1010
Essex,,Haverhill W4P3,U.S. Senate,,Scott Brown,R,917
Essex,,Haverhill W5P1,U.S. Senate,,Scott Brown,R,759
Essex,,Haverhill W5P2,U.S. Senate,,Scott Brown,R,948
Essex,,Haverhill W5P3,U.S. Senate,,Scott Brown,R,1170
Essex,,Haverhill W6P1,U.S. Senate,,Scott Brown,R,685
Essex,,Haverhill W6P2,U.S. Senate,,Scott Brown,R,737
Essex,,Haverhill W6P3,U.S. Senate,,Scott Brown,R,876
Essex,,Haverhill W7P1,U.S. Senate,,Scott Brown,R,859
Essex,,Haverhill W7P2,U.S. Senate,,Scott Brown,R,729
Essex,,Haverhill W7P3,U.S. Senate,,Scott Brown,R,1044
Essex,,,U.S. Senate,,Scott Brown,R,14648
Essex,,Ipswich 1,U.S. Senate,,Scott Brown,R,942
Essex,,Ipswich 2,U.S. Senate,,Scott Brown,R,1124
Essex,,Ipswich 3,U.S. Senate,,Scott Brown,R,1311
Essex,,Ipswich 4,U.S. Senate,,Scott Brown,R,1106
Essex,,,U.S. Senate,,Scott Brown,R,4483
Essex,,Lawrence A1,U.S. Senate,,Scott Brown,R,219
Essex,,Lawrence A2,U.S. Senate,,Scott Brown,R,73
Essex,,Lawrence A3,U.S. Senate,,Scott Brown,R,247
Essex,,Lawrence A4,U.S. Senate,,Scott Brown,R,130
Essex,,Lawrence B1,U.S. Senate,,Scott Brown,R,131
Essex,,Lawrence B2,U.S. Senate,,Scott Brown,R,69
Essex,,Lawrence B3,U.S. Senate,,Scott Brown,R,106
Essex,,Lawrence B4,U.S. Senate,,Scott Brown,R,84
Essex,,Lawrence C1,U.S. Senate,,Scott Brown,R,99
Essex,,Lawrence C2,U.S. Senate,,Scott Brown,R,278
Essex,,Lawrence C3,U.S. Senate,,Scott Brown,R,46
Essex,,Lawrence C4,U.S. Senate,,Scott Brown,R,85
Essex,,Lawrence D1,U.S. Senate,,Scott Brown,R,216
Essex,,Lawrence D2,U.S. Senate,,Scott Brown,R,63
Essex,,Lawrence D3,U.S. Senate,,Scott Brown,R,55
Essex,,Lawrence D4,U.S. Senate,,Scott Brown,R,75
Essex,,Lawrence E1,U.S. Senate,,Scott Brown,R,578
Essex,,Lawrence E2,U.S. Senate,,Scott Brown,R,523
Essex,,Lawrence E3,U.S. Senate,,Scott Brown,R,213
Essex,,Lawrence E4,U.S. Senate,,Scott Brown,R,216
Essex,,Lawrence F1,U.S. Senate,,Scott Brown,R,538
Essex,,Lawrence F2,U.S. Senate,,Scott Brown,R,130
Essex,,Lawrence F3,U.S. Senate,,Scott Brown,R,145
Essex,,Lawrence F4,U.S. Senate,,Scott Brown,R,198
Essex,,,U.S. Senate,,Scott Brown,R,4517
Essex,,Lynn W1P1,U.S. Senate,,Scott Brown,R,1015
Essex,,Lynn W1P2,U.S. Senate,,Scott Brown,R,1013
Essex,,Lynn W1P3,U.S. Senate,,Scott Brown,R,762
Essex,,Lynn W1P4,U.S. Senate,,Scott Brown,R,656
Essex,,Lynn W2P1,U.S. Senate,,Scott Brown,R,866
Essex,,Lynn W2P2,U.S. Senate,,Scott Brown,R,316
Essex,,Lynn W2P3,U.S. Senate,,Scott Brown,R,150
Essex,,Lynn W2P4,U.S. Senate,,Scott Brown,R,199
Essex,,Lynn W3P1,U.S. Senate,,Scott Brown,R,480
Essex,,Lynn W3P2,U.S. Senate,,Scott Brown,R,368
Essex,,Lynn W3P3,U.S. Senate,,Scott Brown,R,312
Essex,,Lynn W3P4,U.S. Senate,,Scott Brown,R,350
Essex,,Lynn W4P1,U.S. Senate,,Scott Brown,R,117
Essex,,Lynn W4P2,U.S. Senate,,Scott Brown,R,130
Essex,,Lynn W4P3,U.S. Senate,,Scott Brown,R,219
Essex,,Lynn W4P4,U.S. Senate,,Scott Brown,R,367
Essex,,Lynn W5P1,U.S. Senate,,Scott Brown,R,418
Essex,,Lynn W5P2,U.S. Senate,,Scott Brown,R,105
Essex,,Lynn W5P3,U.S. Senate,,Scott Brown,R,102
Essex,,Lynn W5P4,U.S. Senate,,Scott Brown,R,386
Essex,,Lynn W6P1,U.S. Senate,,Scott Brown,R,292
Essex,,Lynn W6P2,U.S. Senate,,Scott Brown,R,128
Essex,,Lynn W6P3,U.S. Senate,,Scott Brown,R,218
Essex,,Lynn W6P4,U.S. Senate,,Scott Brown,R,195
Essex,,Lynn W7P1,U.S. Senate,,Scott Brown,R,627
Essex,,Lynn W7P2,U.S. Senate,,Scott Brown,R,540
Essex,,Lynn W7P3,U.S. Senate,,Scott Brown,R,349
Essex,,Lynn W7P4,U.S. Senate,,Scott Brown,R,417
Essex,,,U.S. Senate,,Scott Brown,R,11097
Essex,,Lynnfield 1,U.S. Senate,,Scott Brown,R,1318
Essex,,Lynnfield 2,U.S. Senate,,Scott Brown,R,1059
Essex,,Lynnfield 3,U.S. Senate,,Scott Brown,R,1165
Essex,,Lynnfield 4,U.S. Senate,,Scott Brown,R,1464
Essex,,,U.S. Senate,,Scott Brown,R,5006
Essex,,,U.S. Senate,,Scott Brown,R,1848
Essex,,Marblehead 1,U.S. Senate,,Scott Brown,R,1068
Essex,,Marblehead 2,U.S. Senate,,Scott Brown,R,1081
Essex,,Marblehead 3,U.S. Senate,,Scott Brown,R,992
Essex,,Marblehead 4,U.S. Senate,,Scott Brown,R,1240
Essex,,Marblehead 5,U.S. Senate,,Scott Brown,R,1071
Essex,,Marblehead 6,U.S. Senate,,Scott Brown,R,1121
Essex,,,U.S. Senate,,Scott Brown,R,6573
Essex,,Merrimac 1,U.S. Senate,,Scott Brown,R,1014
Essex,,Merrimac 2,U.S. Senate,,Scott Brown,R,1039
Essex,,,U.S. Senate,,Scott Brown,R,2053
Essex,,Methuen 01,U.S. Senate,,Scott Brown,R,1001
Essex,,Methuen 02,U.S. Senate,,Scott Brown,R,237
Essex,,Methuen 03,U.S. Senate,,Scott Brown,R,945
Essex,,Methuen 04,U.S. Senate,,Scott Brown,R,907
Essex,,Methuen 05,U.S. Senate,,Scott Brown,R,685
Essex,,Methuen 06,U.S. Senate,,Scott Brown,R,911
Essex,,Methuen 07,U.S. Senate,,Scott Brown,R,1163
Essex,,Methuen 08,U.S. Senate,,Scott Brown,R,1467
Essex,,Methuen 09,U.S. Senate,,Scott Brown,R,1320
Essex,,Methuen 10,U.S. Senate,,Scott Brown,R,928
Essex,,Methuen 11,U.S. Senate,,Scott Brown,R,1427
Essex,,Methuen 12,U.S. Senate,,Scott Brown,R,1182
Essex,,,U.S. Senate,,Scott Brown,R,12173
Essex,,Middleton 1,U.S. Senate,,Scott Brown,R,1530
Essex,,Middleton 2,U.S. Senate,,Scott Brown,R,1480
Essex,,,U.S. Senate,,Scott Brown,R,3010
Essex,,,U.S. Senate,,Scott Brown,R,1104
Essex,,Newbury 1,U.S. Senate,,Scott Brown,R,1155
Essex,,Newbury 2,U.S. Senate,,Scott Brown,R,1327
Essex,,,U.S. Senate,,Scott Brown,R,2482
Essex,,Newburyport W1P,U.S. Senate,,Scott Brown,R,239
Essex,,Newburyport W1,U.S. Senate,,Scott Brown,R,617
Essex,,Newburyport W2,U.S. Senate,,Scott Brown,R,658
Essex,,Newburyport W3,U.S. Senate,,Scott Brown,R,793
Essex,,Newburyport W4,U.S. Senate,,Scott Brown,R,947
Essex,,Newburyport W5,U.S. Senate,,Scott Brown,R,966
Essex,,Newburyport W6,U.S. Senate,,Scott Brown,R,969
Essex,,,U.S. Senate,,Scott Brown,R,5189
Essex,,North Andover 1,U.S. Senate,,Scott Brown,R,927
Essex,,North Andover 2,U.S. Senate,,Scott Brown,R,1227
Essex,,North Andover 3,U.S. Senate,,Scott Brown,R,1052
Essex,,North Andover 4,U.S. Senate,,Scott Brown,R,1326
Essex,,North Andover 5,U.S. Senate,,Scott Brown,R,834
Essex,,North Andover 6,U.S. Senate,,Scott Brown,R,1542
Essex,,North Andover 7,U.S. Senate,,Scott Brown,R,1129
Essex,,North Andover 8,U.S. Senate,,Scott Brown,R,1347
Essex,,,U.S. Senate,,Scott Brown,R,9384
Essex,,Peabody W1P1,U.S. Senate,,Scott Brown,R,819
Essex,,Peabody W1P2,U.S. Senate,,Scott Brown,R,1046
Essex,,Peabody W1P3,U.S. Senate,,Scott Brown,R,961
Essex,,Peabody W2P1,U.S. Senate,,Scott Brown,R,396
Essex,,Peabody W2P2,U.S. Senate,,Scott Brown,R,434
Essex,,Peabody W2P3,U.S. Senate,,Scott Brown,R,775
Essex,,Peabody W3P1,U.S. Senate,,Scott Brown,R,334
Essex,,Peabody W3P2,U.S. Senate,,Scott Brown,R,533
Essex,,Peabody W3P3,U.S. Senate,,Scott Brown,R,693
Essex,,Peabody W4P1,U.S. Senate,,Scott Brown,R,830
Essex,,Peabody W4P2,U.S. Senate,,Scott Brown,R,739
Essex,,Peabody W4P3,U.S. Senate,,Scott Brown,R,422
Essex,,Peabody W4P3a,U.S. Senate,,Scott Brown,R,624
Essex,,Peabody W5P1,U.S. Senate,,Scott Brown,R,1008
Essex,,Peabody W5P2,U.S. Senate,,Scott Brown,R,770
Essex,,Peabody W5P3,U.S. Senate,,Scott Brown,R,817
Essex,,Peabody W6P1,U.S. Senate,,Scott Brown,R,1108
Essex,,Peabody W6P2,U.S. Senate,,Scott Brown,R,1044
Essex,,Peabody W6P3,U.S. Senate,,Scott Brown,R,1036
Essex,,,U.S. Senate,,Scott Brown,R,14389
Essex,,Rockport 1,U.S. Senate,,Scott Brown,R,539
Essex,,Rockport 2,U.S. Senate,,Scott Brown,R,717
Essex,,Rockport 3,U.S. Senate,,Scott Brown,R,888
Essex,,,U.S. Senate,,Scott Brown,R,2144
Essex,,,U.S. Senate,,Scott Brown,R,2275
Essex,,Salem W1P1,U.S. Senate,,Scott Brown,R,665
Essex,,Salem W1P2,U.S. Senate,,Scott Brown,R,84
Essex,,Salem W2P1,U.S. Senate,,Scott Brown,R,568
Essex,,Salem W2P2,U.S. Senate,,Scott Brown,R,547
Essex,,Salem W3P1,U.S. Senate,,Scott Brown,R,456
Essex,,Salem W3P2,U.S. Senate,,Scott Brown,R,570
Essex,,Salem W4P1,U.S. Senate,,Scott Brown,R,632
Essex,,Salem W4P2,U.S. Senate,,Scott Brown,R,746
Essex,,Salem W5P1,U.S. Senate,,Scott Brown,R,613
Essex,,Salem W5P2,U.S. Senate,,Scott Brown,R,386
Essex,,Salem W6P1,U.S. Senate,,Scott Brown,R,694
Essex,,Salem W6P2,U.S. Senate,,Scott Brown,R,562
Essex,,Salem W7P1,U.S. Senate,,Scott Brown,R,584
Essex,,Salem W7P2,U.S. Senate,,Scott Brown,R,610
Essex,,,U.S. Senate,,Scott Brown,R,7717
Essex,,Salisbury 1,U.S. Senate,,Scott Brown,R,780
Essex,,Salisbury 2,U.S. Senate,,Scott Brown,R,841
Essex,,Salisbury 3,U.S. Senate,,Scott Brown,R,809
Essex,,,U.S. Senate,,Scott Brown,R,2430
Essex,,Saugus 01,U.S. Senate,,Scott Brown,R,692
Essex,,Saugus 02,U.S. Senate,,Scott Brown,R,708
Essex,,Saugus 03,U.S. Senate,,Scott Brown,R,759
Essex,,Saugus 04,U.S. Senate,,Scott Brown,R,768
Essex,,Saugus 05,U.S. Senate,,Scott Brown,R,920
Essex,,Saugus 06,U.S. Senate,,Scott Brown,R,741
Essex,,Saugus 07,U.S. Senate,,Scott Brown,R,922
Essex,,Saugus 08,U.S. Senate,,Scott Brown,R,767
Essex,,Saugus 09,U.S. Senate,,Scott Brown,R,879
Essex,,Saugus 10,U.S. Senate,,Scott Brown,R,652
Essex,,,U.S. Senate,,Scott Brown,R,7808
Essex,,Swampscott 1,U.S. Senate,,Scott Brown,R,617
Essex,,Swampscott 2,U.S. Senate,,Scott Brown,R,666
Essex,,Swampscott 3,U.S. Senate,,Scott Brown,R,532
Essex,,Swampscott 4,U.S. Senate,,Scott Brown,R,678
Essex,,Swampscott 5,U.S. Senate,,Scott Brown,R,695
Essex,,Swampscott 6,U.S. Senate,,Scott Brown,R,805
Essex,,,U.S. Senate,,Scott Brown,R,3993
Essex,,,U.S. Senate,,Scott Brown,R,2475
Essex,,,U.S. Senate,,Scott Brown,R,1457
Essex,,,U.S. Senate,,Scott Brown,R,1586
Essex,,,U.S. Senate,,Scott Brown,R,184225
Essex,,Amesbury 1,U.S. Senate,,Write-ins,,0
Essex,,Amesbury 2,U.S. Senate,,Write-ins,,0
Essex,,Amesbury 3,U.S. Senate,,Write-ins,,4
Essex,,Amesbury 4,U.S. Senate,,Write-ins,,1
Essex,,Amesbury 5,U.S. Senate,,Write-ins,,0
Essex,,Amesbury 6,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,5
Essex,,Andover 1,U.S. Senate,,Write-ins,,0
Essex,,Andover 2,U.S. Senate,,Write-ins,,0
Essex,,Andover 3,U.S. Senate,,Write-ins,,0
Essex,,Andover 4,U.S. Senate,,Write-ins,,4
Essex,,Andover 5,U.S. Senate,,Write-ins,,1
Essex,,Andover 6,U.S. Senate,,Write-ins,,0
Essex,,Andover 7,U.S. Senate,,Write-ins,,0
Essex,,Andover 7A,U.S. Senate,,Write-ins,,0
Essex,,Andover 8,U.S. Senate,,Write-ins,,1
Essex,,Andover 9,U.S. Senate,,Write-ins,,2
Essex,,Andover 9A,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,8
Essex,,Beverly W1P1,U.S. Senate,,Write-ins,,3
Essex,,Beverly W1P2,U.S. Senate,,Write-ins,,3
Essex,,Beverly W2P1,U.S. Senate,,Write-ins,,2
Essex,,Beverly W2P2,U.S. Senate,,Write-ins,,1
Essex,,Beverly W3P1,U.S. Senate,,Write-ins,,0
Essex,,Beverly W3P2,U.S. Senate,,Write-ins,,0
Essex,,Beverly W4P1,U.S. Senate,,Write-ins,,1
Essex,,Beverly W4P2,U.S. Senate,,Write-ins,,0
Essex,,Beverly W5P1,U.S. Senate,,Write-ins,,0
Essex,,Beverly W5P2,U.S. Senate,,Write-ins,,1
Essex,,Beverly W6P1,U.S. Senate,,Write-ins,,0
Essex,,Beverly W6P2,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,12
Essex,,Boxford 1,U.S. Senate,,Write-ins,,0
Essex,,Boxford 2,U.S. Senate,,Write-ins,,3
Essex,,Boxford 3,U.S. Senate,,Write-ins,,2
Essex,,,U.S. Senate,,Write-ins,,5
Essex,,Danvers 1,U.S. Senate,,Write-ins,,0
Essex,,Danvers 2,U.S. Senate,,Write-ins,,1
Essex,,Danvers 3,U.S. Senate,,Write-ins,,1
Essex,,Danvers 4,U.S. Senate,,Write-ins,,2
Essex,,Danvers 5,U.S. Senate,,Write-ins,,0
Essex,,Danvers 6,U.S. Senate,,Write-ins,,0
Essex,,Danvers 7,U.S. Senate,,Write-ins,,0
Essex,,Danvers 8,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,4
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Georgetown 1,U.S. Senate,,Write-ins,,0
Essex,,Georgetown 2,U.S. Senate,,Write-ins,,0
Essex,,Georgetown 3,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Gloucester W1P1,U.S. Senate,,Write-ins,,0
Essex,,Gloucester W1P2,U.S. Senate,,Write-ins,,0
Essex,,Gloucester W2P1,U.S. Senate,,Write-ins,,1
Essex,,Gloucester W2P2,U.S. Senate,,Write-ins,,0
Essex,,Gloucester W3P1,U.S. Senate,,Write-ins,,0
Essex,,Gloucester W3P2,U.S. Senate,,Write-ins,,2
Essex,,Gloucester W4P1,U.S. Senate,,Write-ins,,2
Essex,,Gloucester W4P2,U.S. Senate,,Write-ins,,4
Essex,,Gloucester W5P1,U.S. Senate,,Write-ins,,1
Essex,,Gloucester W5P2,U.S. Senate,,Write-ins,,2
Essex,,,U.S. Senate,,Write-ins,,12
Essex,,Groveland 1,U.S. Senate,,Write-ins,,3
Essex,,Groveland 2,U.S. Senate,,Write-ins,,2
Essex,,,U.S. Senate,,Write-ins,,5
Essex,,Hamilton 1,U.S. Senate,,Write-ins,,6
Essex,,Hamilton 2,U.S. Senate,,Write-ins,,1
Essex,,Hamilton 3,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,7
Essex,,Haverhill W1P1,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W1P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W1P3,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W2P1,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W2P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W2P3,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W3P1,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W3P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W3P3,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W4P1,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W4P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W4P3,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W5P1,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W5P2,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W5P3,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W6P1,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W6P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W6P3,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W7P1,U.S. Senate,,Write-ins,,1
Essex,,Haverhill W7P2,U.S. Senate,,Write-ins,,0
Essex,,Haverhill W7P3,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,7
Essex,,Ipswich 1,U.S. Senate,,Write-ins,,0
Essex,,Ipswich 2,U.S. Senate,,Write-ins,,0
Essex,,Ipswich 3,U.S. Senate,,Write-ins,,0
Essex,,Ipswich 4,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Lawrence A1,U.S. Senate,,Write-ins,,0
Essex,,Lawrence A2,U.S. Senate,,Write-ins,,0
Essex,,Lawrence A3,U.S. Senate,,Write-ins,,3
Essex,,Lawrence A4,U.S. Senate,,Write-ins,,0
Essex,,Lawrence B1,U.S. Senate,,Write-ins,,2
Essex,,Lawrence B2,U.S. Senate,,Write-ins,,1
Essex,,Lawrence B3,U.S. Senate,,Write-ins,,1
Essex,,Lawrence B4,U.S. Senate,,Write-ins,,1
Essex,,Lawrence C1,U.S. Senate,,Write-ins,,0
Essex,,Lawrence C2,U.S. Senate,,Write-ins,,1
Essex,,Lawrence C3,U.S. Senate,,Write-ins,,1
Essex,,Lawrence C4,U.S. Senate,,Write-ins,,0
Essex,,Lawrence D1,U.S. Senate,,Write-ins,,1
Essex,,Lawrence D2,U.S. Senate,,Write-ins,,2
Essex,,Lawrence D3,U.S. Senate,,Write-ins,,2
Essex,,Lawrence D4,U.S. Senate,,Write-ins,,1
Essex,,Lawrence E1,U.S. Senate,,Write-ins,,0
Essex,,Lawrence E2,U.S. Senate,,Write-ins,,1
Essex,,Lawrence E3,U.S. Senate,,Write-ins,,0
Essex,,Lawrence E4,U.S. Senate,,Write-ins,,0
Essex,,Lawrence F1,U.S. Senate,,Write-ins,,1
Essex,,Lawrence F2,U.S. Senate,,Write-ins,,1
Essex,,Lawrence F3,U.S. Senate,,Write-ins,,1
Essex,,Lawrence F4,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,21
Essex,,Lynn W1P1,U.S. Senate,,Write-ins,,0
Essex,,Lynn W1P2,U.S. Senate,,Write-ins,,3
Essex,,Lynn W1P3,U.S. Senate,,Write-ins,,6
Essex,,Lynn W1P4,U.S. Senate,,Write-ins,,3
Essex,,Lynn W2P1,U.S. Senate,,Write-ins,,5
Essex,,Lynn W2P2,U.S. Senate,,Write-ins,,0
Essex,,Lynn W2P3,U.S. Senate,,Write-ins,,0
Essex,,Lynn W2P4,U.S. Senate,,Write-ins,,2
Essex,,Lynn W3P1,U.S. Senate,,Write-ins,,0
Essex,,Lynn W3P2,U.S. Senate,,Write-ins,,4
Essex,,Lynn W3P3,U.S. Senate,,Write-ins,,0
Essex,,Lynn W3P4,U.S. Senate,,Write-ins,,1
Essex,,Lynn W4P1,U.S. Senate,,Write-ins,,0
Essex,,Lynn W4P2,U.S. Senate,,Write-ins,,0
Essex,,Lynn W4P3,U.S. Senate,,Write-ins,,1
Essex,,Lynn W4P4,U.S. Senate,,Write-ins,,2
Essex,,Lynn W5P1,U.S. Senate,,Write-ins,,2
Essex,,Lynn W5P2,U.S. Senate,,Write-ins,,1
Essex,,Lynn W5P3,U.S. Senate,,Write-ins,,0
Essex,,Lynn W5P4,U.S. Senate,,Write-ins,,0
Essex,,Lynn W6P1,U.S. Senate,,Write-ins,,0
Essex,,Lynn W6P2,U.S. Senate,,Write-ins,,0
Essex,,Lynn W6P3,U.S. Senate,,Write-ins,,1
Essex,,Lynn W6P4,U.S. Senate,,Write-ins,,3
Essex,,Lynn W7P1,U.S. Senate,,Write-ins,,1
Essex,,Lynn W7P2,U.S. Senate,,Write-ins,,1
Essex,,Lynn W7P3,U.S. Senate,,Write-ins,,4
Essex,,Lynn W7P4,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,41
Essex,,Lynnfield 1,U.S. Senate,,Write-ins,,0
Essex,,Lynnfield 2,U.S. Senate,,Write-ins,,0
Essex,,Lynnfield 3,U.S. Senate,,Write-ins,,2
Essex,,Lynnfield 4,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,2
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Marblehead 1,U.S. Senate,,Write-ins,,1
Essex,,Marblehead 2,U.S. Senate,,Write-ins,,0
Essex,,Marblehead 3,U.S. Senate,,Write-ins,,0
Essex,,Marblehead 4,U.S. Senate,,Write-ins,,0
Essex,,Marblehead 5,U.S. Senate,,Write-ins,,0
Essex,,Marblehead 6,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,1
Essex,,Merrimac 1,U.S. Senate,,Write-ins,,2
Essex,,Merrimac 2,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,3
Essex,,Methuen 01,U.S. Senate,,Write-ins,,2
Essex,,Methuen 02,U.S. Senate,,Write-ins,,0
Essex,,Methuen 03,U.S. Senate,,Write-ins,,0
Essex,,Methuen 04,U.S. Senate,,Write-ins,,0
Essex,,Methuen 05,U.S. Senate,,Write-ins,,0
Essex,,Methuen 06,U.S. Senate,,Write-ins,,1
Essex,,Methuen 07,U.S. Senate,,Write-ins,,0
Essex,,Methuen 08,U.S. Senate,,Write-ins,,2
Essex,,Methuen 09,U.S. Senate,,Write-ins,,0
Essex,,Methuen 10,U.S. Senate,,Write-ins,,1
Essex,,Methuen 11,U.S. Senate,,Write-ins,,0
Essex,,Methuen 12,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,6
Essex,,Middleton 1,U.S. Senate,,Write-ins,,0
Essex,,Middleton 2,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Newbury 1,U.S. Senate,,Write-ins,,1
Essex,,Newbury 2,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,2
Essex,,Newburyport W1P,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W1,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W2,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W3,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W4,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W5,U.S. Senate,,Write-ins,,0
Essex,,Newburyport W6,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,North Andover 1,U.S. Senate,,Write-ins,,0
Essex,,North Andover 2,U.S. Senate,,Write-ins,,0
Essex,,North Andover 3,U.S. Senate,,Write-ins,,0
Essex,,North Andover 4,U.S. Senate,,Write-ins,,0
Essex,,North Andover 5,U.S. Senate,,Write-ins,,0
Essex,,North Andover 6,U.S. Senate,,Write-ins,,0
Essex,,North Andover 7,U.S. Senate,,Write-ins,,0
Essex,,North Andover 8,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,Peabody W1P1,U.S. Senate,,Write-ins,,4
Essex,,Peabody W1P2,U.S. Senate,,Write-ins,,4
Essex,,Peabody W1P3,U.S. Senate,,Write-ins,,0
Essex,,Peabody W2P1,U.S. Senate,,Write-ins,,1
Essex,,Peabody W2P2,U.S. Senate,,Write-ins,,1
Essex,,Peabody W2P3,U.S. Senate,,Write-ins,,0
Essex,,Peabody W3P1,U.S. Senate,,Write-ins,,0
Essex,,Peabody W3P2,U.S. Senate,,Write-ins,,1
Essex,,Peabody W3P3,U.S. Senate,,Write-ins,,0
Essex,,Peabody W4P1,U.S. Senate,,Write-ins,,1
Essex,,Peabody W4P2,U.S. Senate,,Write-ins,,3
Essex,,Peabody W4P3,U.S. Senate,,Write-ins,,0
Essex,,Peabody W4P3a,U.S. Senate,,Write-ins,,0
Essex,,Peabody W5P1,U.S. Senate,,Write-ins,,0
Essex,,Peabody W5P2,U.S. Senate,,Write-ins,,3
Essex,,Peabody W5P3,U.S. Senate,,Write-ins,,0
Essex,,Peabody W6P1,U.S. Senate,,Write-ins,,1
Essex,,Peabody W6P2,U.S. Senate,,Write-ins,,1
Essex,,Peabody W6P3,U.S. Senate,,Write-ins,,1
Essex,,,U.S. Senate,,Write-ins,,21
Essex,,Rockport 1,U.S. Senate,,Write-ins,,0
Essex,,Rockport 2,U.S. Senate,,Write-ins,,0
Essex,,Rockport 3,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,3
Essex,,Salem W1P1,U.S. Senate,,Write-ins,,1
Essex,,Salem W1P2,U.S. Senate,,Write-ins,,0
Essex,,Salem W2P1,U.S. Senate,,Write-ins,,0
Essex,,Salem W2P2,U.S. Senate,,Write-ins,,0
Essex,,Salem W3P1,U.S. Senate,,Write-ins,,2
Essex,,Salem W3P2,U.S. Senate,,Write-ins,,0
Essex,,Salem W4P1,U.S. Senate,,Write-ins,,1
Essex,,Salem W4P2,U.S. Senate,,Write-ins,,2
Essex,,Salem W5P1,U.S. Senate,,Write-ins,,2
Essex,,Salem W5P2,U.S. Senate,,Write-ins,,0
Essex,,Salem W6P1,U.S. Senate,,Write-ins,,2
Essex,,Salem W6P2,U.S. Senate,,Write-ins,,0
Essex,,Salem W7P1,U.S. Senate,,Write-ins,,0
Essex,,Salem W7P2,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,10
Essex,,Salisbury 1,U.S. Senate,,Write-ins,,1
Essex,,Salisbury 2,U.S. Senate,,Write-ins,,2
Essex,,Salisbury 3,U.S. Senate,,Write-ins,,0
Essex,,,U.S. Senate,,Write-ins,,3
Essex,,Saugus 01,U.S. Senate,,Write-ins,,0
Essex,,Saugus 02,U.S. Senate,,Write-ins,,0
Essex,,Saugus 03,U.S. Senate,,Write-ins,,0
Essex,,Saugus 04,U.S. Senate,,Write-ins,,0
Essex,,Saugus 05,U.S. Senate,,Write-ins,,0
Essex,,Saugus 06,U.S. Senate,,Write-ins,,1
Essex,,Saugus 07,U.S. Senate,,Write-ins,,0
